,Just Too Fancy,New To Me,Tails Up,Fancy Kelly,Daisy Moments,Balts Agenda
07-12-2022 21:07:31.093065,"(7.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(7.5, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3456521739130436)"
07-12-2022 21:07:31.973454,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3456521739130436)"
07-12-2022 21:07:32.830354,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3456521739130436)"
07-12-2022 21:07:33.755041,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3456521739130436)"
07-12-2022 21:07:34.660511,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:35.536138,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:36.460107,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:37.373283,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:38.299136,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:39.204185,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.35)"
07-12-2022 21:07:40.085506,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:40.949873,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:41.837853,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:42.771300,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:43.719220,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:44.692564,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:45.612199,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:46.462767,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3576923076923078)"
07-12-2022 21:07:47.525046,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.3484615384615386)"
07-12-2022 21:07:48.383675,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:49.243909,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:50.180280,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:51.037461,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:51.942807,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:52.802395,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:53.754421,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:54.602107,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:55.440213,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:56.306330,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:57.441983,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:58.396673,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3484615384615386)"
07-12-2022 21:07:59.376144,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:00.387555,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:01.375624,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:02.326881,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:03.237176,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:04.173450,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:05.030653,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.352857142857143)"
07-12-2022 21:08:05.925915,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:06.780142,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:07.640463,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:08.509213,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:09.412080,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:10.285221,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:11.204663,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.36)"
07-12-2022 21:08:12.166571,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.35)"
07-12-2022 21:08:13.140216,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:14.189166,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:15.112471,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:16.002670,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:16.866504,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:17.727972,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:18.621498,"(8.0, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(20.0, 29.0, 24.384615384615383)","(14.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:19.505928,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:20.375140,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:21.268437,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:22.174545,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3599999999999999)"
07-12-2022 21:08:23.037583,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:23.961012,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:24.891504,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:25.869956,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3677272727272727)"
07-12-2022 21:08:26.760363,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3599999999999999)"
07-12-2022 21:08:27.636814,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3599999999999999)"
07-12-2022 21:08:28.511932,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3599999999999999)"
07-12-2022 21:08:29.365517,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3605263157894738)"
07-12-2022 21:08:30.318550,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3636842105263158)"
07-12-2022 21:08:31.218740,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3636842105263158)"
07-12-2022 21:08:32.119050,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3576923076923078)"
07-12-2022 21:08:33.039059,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3515384615384616)"
07-12-2022 21:08:33.993882,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.358)"
07-12-2022 21:08:34.929349,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.358)"
07-12-2022 21:08:35.928439,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3575000000000002)"
07-12-2022 21:08:36.873833,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.362)"
07-12-2022 21:08:37.775755,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.362)"
07-12-2022 21:08:38.673704,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3673333333333335)"
07-12-2022 21:08:39.538671,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.37, 1.3543478260869566)"
07-12-2022 21:08:40.396153,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3604347826086955)"
07-12-2022 21:08:41.342585,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3604347826086955)"
07-12-2022 21:08:42.250715,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3604347826086955)"
07-12-2022 21:08:43.189728,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3604347826086955)"
07-12-2022 21:08:44.113855,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:44.990332,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35)"
07-12-2022 21:08:45.976861,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3679999999999999)"
07-12-2022 21:08:46.873567,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3679999999999999)"
07-12-2022 21:08:47.771184,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3679999999999999)"
07-12-2022 21:08:48.671087,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3679999999999999)"
07-12-2022 21:08:49.596960,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.365)"
07-12-2022 21:08:50.467416,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.365)"
07-12-2022 21:08:51.327350,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.365)"
07-12-2022 21:08:52.218998,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.365)"
07-12-2022 21:08:53.095971,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.365)"
07-12-2022 21:08:53.945804,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.370952380952381)"
07-12-2022 21:08:54.851404,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.35625)"
07-12-2022 21:08:55.760544,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.370952380952381)"
07-12-2022 21:08:56.702400,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.370952380952381)"
07-12-2022 21:08:57.702814,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3702564102564103)"
07-12-2022 21:08:58.711172,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3702564102564103)"
07-12-2022 21:08:59.714982,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3493333333333333)"
07-12-2022 21:09:00.674417,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3404166666666666)"
07-12-2022 21:09:01.528589,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.38, 1.3404166666666666)"
07-12-2022 21:09:02.375579,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.341129943502825)"
07-12-2022 21:09:03.228492,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.341129943502825)"
07-12-2022 21:09:04.198104,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.23076923076923)","(1.22, 1.36, 1.341129943502825)"
07-12-2022 21:09:05.096974,"(8.5, 15.5, 13.842105263157894)","(17.0, 36.0, 27.444444444444443)","(19.0, 29.0, 24.384615384615383)","(13.0, 25.0, 19.15)","(8.0, 15.5, 15.208333333333334)","(1.22, 1.36, 1.303225806451613)"
