,Mi Gusto Es,Sweet T,Runaway Road,Tricky Strong,Ridunculous,Astral Ride,My Slick Nick,Brotherfromanother,A Thousand Idols
16-12-2022 12:00:19.208987,"(2.25, 3.05, 3.005384615384615)","(17.0, 70.0, 45.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 180.0, 86.66666666666666)","(2.5, 6.0, 5.378260869565217)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:00:20.360811,"(2.25, 3.05, 3.005384615384615)","(17.0, 70.0, 44.75)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 180.0, 86.66666666666666)","(2.5, 6.0, 5.378260869565217)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:21.536066,"(2.25, 3.05, 2.996)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 180.0, 110.0)","(2.5, 6.0, 5.5)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:22.835063,"(2.25, 3.05, 3.005384615384615)","(17.0, 70.0, 45.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.722222222222222)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:24.030324,"(2.25, 3.05, 2.996)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.5)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:25.221715,"(2.25, 3.05, 3.005384615384615)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.675000000000001)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:26.475350,"(2.25, 3.05, 3.005384615384615)","(17.0, 70.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.675000000000001)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:27.615474,"(2.25, 3.05, 2.996)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.675000000000001)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:28.834620,"(2.25, 3.05, 3.0158823529411762)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.5)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:30.024817,"(2.25, 3.05, 3.005384615384615)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.722222222222222)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:31.221229,"(2.25, 3.05, 3.005384615384615)","(17.0, 75.0, 47.25)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.5)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:32.516502,"(2.25, 3.05, 2.996)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 40.2)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.722222222222222)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:33.771520,"(2.25, 3.05, 3.005384615384615)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.233333333333333)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:34.997862,"(2.25, 3.05, 3.008461538461538)","(17.0, 75.0, 47.25)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.233333333333333)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:36.191032,"(2.25, 3.05, 3.0)","(17.0, 70.0, 44.75)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.488235294117647)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:37.446240,"(2.25, 3.05, 3.008461538461538)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.488235294117647)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:38.707301,"(2.25, 3.05, 3.0)","(17.0, 70.0, 45.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.9, 5.575)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:40.001504,"(2.25, 3.05, 3.0115384615384615)","(17.0, 70.0, 44.75)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 6.0, 5.482608695652174)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:00:41.280560,"(2.25, 3.05, 3.0115384615384615)","(17.0, 70.0, 44.75)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 6.0, 5.482608695652174)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:42.710500,"(2.25, 3.05, 3.004)","(17.0, 75.0, 47.5)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 6.0, 5.482608695652174)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:00:44.032247,"(2.25, 3.05, 2.999230769230769)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 6.0, 5.6)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:45.317178,"(2.25, 3.05, 2.999230769230769)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.45)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:46.624885,"(2.25, 3.05, 2.988)","(17.0, 75.0, 47.25)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.45)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:47.901357,"(2.25, 3.05, 2.988)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 40.2)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.588888888888889)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:49.173965,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:50.385213,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:51.614963,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:52.880795,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.675)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:54.166911,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:55.426609,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 40.2)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:56.801527,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 83.33333333333334)","(2.5, 5.7, 5.6375)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:58.093303,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 170.0, 95.0)","(2.5, 5.7, 5.99247311827957)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:00:59.342943,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 150.0, 76.66666666666666)","(2.5, 6.0, 5.99247311827957)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:00.772949,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 150.0, 90.0)","(2.5, 6.0, 5.99247311827957)","(15.0, 38.0, 30.5)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:02.144191,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.183333333333333)","(15.0, 46.0, 36.33333333333333)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.992418772563177)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.0)"
16-12-2022 12:01:03.567606,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.33333333333333)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.992418772563177)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:04.928035,"(2.25, 2.82, 2.728085106382979)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 45.14285714285714)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:06.249997,"(2.25, 2.82, 2.7381818181818183)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 41.4)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:07.542900,"(2.25, 2.82, 2.7381818181818183)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 40.5)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:08.834535,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 39.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:10.176167,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:11.460218,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:12.804432,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:14.115791,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:15.365035,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987744227353463)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:16.635798,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:18.022427,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:19.413040,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:20.877964,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:22.274043,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:23.628431,"(2.25, 2.82, 2.755714285714286)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.16025641025641)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:24.925633,"(2.25, 2.82, 2.7545454545454544)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:26.285296,"(2.25, 2.82, 2.7545454545454544)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:27.652696,"(2.25, 2.82, 2.7545454545454544)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.987656529516995)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:29.239126,"(2.25, 2.82, 2.7545454545454544)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.98763440860215)","(15.0, 38.0, 30.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:30.714382,"(2.25, 2.82, 2.762857142857143)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.9875675675675675)","(15.0, 38.0, 33.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:32.216991,"(2.25, 2.82, 2.7514285714285713)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.9875675675675675)","(15.0, 38.0, 31.0)","(19.0, 42.0, 39.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:33.643261,"(2.25, 2.82, 2.7514285714285713)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.406451612903226)","(15.0, 38.0, 31.0)","(19.0, 42.0, 44.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:34.941674,"(2.25, 2.82, 2.7503225806451614)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.480645161290322)","(15.0, 38.0, 33.333333333333336)","(19.0, 46.0, 44.285714285714285)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:36.245530,"(2.25, 2.82, 2.7503225806451614)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.925806451612903)","(15.0, 38.0, 31.0)","(19.0, 46.0, 44.285714285714285)","(26.0, 26.0, 22.25)"
16-12-2022 12:01:37.569663,"(2.25, 2.8, 2.776470588235294)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.925806451612903)","(15.0, 38.0, 33.0)","(19.0, 46.0, 44.285714285714285)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:38.983742,"(2.25, 2.8, 2.774285714285714)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.925806451612903)","(15.0, 38.0, 30.0)","(19.0, 46.0, 44.0)","(26.0, 26.0, 21.0)"
16-12-2022 12:01:40.366827,"(2.25, 2.8, 2.774285714285714)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.925806451612903)","(15.0, 38.0, 33.0)","(19.0, 46.0, 44.0)","(26.0, 26.0, 22.5)"
16-12-2022 12:01:41.767250,"(2.25, 2.8, 2.774285714285714)","(17.0, 75.0, 38.0)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(2.5, 6.0, 5.943069306930693)","(15.0, 38.0, 30.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 22.5)"
16-12-2022 12:01:43.395441,"(2.2, 2.8, 2.774285714285714)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(3.0, 6.0, 5.943069306930693)","(16.0, 38.0, 33.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 21.0)"
16-12-2022 12:01:45.059496,"(2.2, 2.8, 2.774285714285714)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(3.0, 6.0, 5.902816901408451)","(16.0, 38.0, 30.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 22.25)"
16-12-2022 12:01:46.687074,"(2.2, 2.8, 2.7470588235294118)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(3.0, 6.0, 5.902816901408451)","(16.0, 38.0, 30.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 22.5)"
16-12-2022 12:01:48.407073,"(2.2, 2.8, 2.7142857142857144)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 90.0)","(3.0, 6.0, 5.902816901408451)","(16.0, 38.0, 33.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 22.25)"
16-12-2022 12:01:49.952459,"(2.2, 2.8, 2.66)","(15.0, 75.0, 39.0)","(2.9, 3.35, 3.236486486486487)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.0, 6.0, 5.902816901408451)","(14.0, 38.0, 30.0)","(21.0, 46.0, 44.0)","(18.0, 26.0, 20.625)"
16-12-2022 12:01:51.483859,"(2.25, 2.7, 2.66)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.236486486486487)","(15.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(2.5, 6.0, 5.902816901408451)","(15.0, 38.0, 31.0)","(19.0, 46.0, 44.0)","(26.0, 27.0, 20.625)"
16-12-2022 12:01:53.065221,"(2.25, 2.7, 2.66)","(17.0, 75.0, 38.33333333333333)","(3.2, 3.35, 3.163333333333333)","(15.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(2.5, 6.0, 5.902816901408451)","(15.0, 38.0, 31.0)","(19.0, 46.0, 44.0)","(26.0, 27.0, 20.625)"
16-12-2022 12:01:54.629779,"(2.15, 2.7, 2.662105263157895)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.911538461538462)","(14.0, 38.0, 33.333333333333336)","(21.0, 46.0, 44.0)","(18.0, 27.0, 20.625)"
16-12-2022 12:01:56.177013,"(2.15, 2.7, 2.662105263157895)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.911538461538462)","(14.0, 38.0, 33.0)","(21.0, 46.0, 44.0)","(18.0, 27.0, 20.625)"
16-12-2022 12:01:57.810389,"(2.15, 2.7, 2.646666666666667)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.911538461538462)","(14.0, 38.0, 30.0)","(21.0, 46.0, 44.0)","(18.0, 27.0, 23.0)"
16-12-2022 12:01:59.349829,"(2.15, 2.7, 2.662105263157895)","(15.0, 75.0, 38.33333333333333)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.911538461538462)","(14.0, 38.0, 32.666666666666664)","(21.0, 46.0, 44.0)","(18.0, 27.0, 23.0)"
16-12-2022 12:02:00.801162,"(2.15, 2.7, 2.6233333333333335)","(15.0, 75.0, 54.2)","(2.9, 3.35, 3.163333333333333)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.911538461538462)","(14.0, 38.0, 32.666666666666664)","(21.0, 46.0, 44.0)","(18.0, 27.0, 19.9)"
16-12-2022 12:02:02.592380,"(2.15, 2.64, 2.6216161616161617)","(15.0, 75.0, 41.0)","(2.9, 3.35, 3.236486486486487)","(16.0, 46.0, 36.0)","(31.0, 140.0, 106.66666666666667)","(3.1, 6.0, 5.8352941176470585)","(14.0, 38.0, 32.0)","(21.0, 46.0, 44.0)","(18.0, 28.0, 19.9)"
