,Apollo One,Salience,Ria,Nullify,Still Waiting,Ms Lucky Leaves,Dewana Success,Dark Krystal
05-01-2023 13:48:10.268358,"(2.5, 3.4, 3.3)","(5.5, 8.4, 5.957142857142857)","(20.0, 46.0, 39.5)","(3.8, 6.0, 4.666666666666667)","(8.0, 13.0, 12.309090909090909)","(10.0, 18.5, 16.75)","(12.0, 38.0, 33.714285714285715)","(9.0, 10.5, 9.409677419354837)"
05-01-2023 13:48:11.546207,"(2.5, 3.4, 3.3)","(5.5, 8.4, 5.957142857142857)","(20.0, 46.0, 39.5)","(3.8, 6.0, 5.583333333333334)","(8.0, 13.0, 11.971428571428572)","(10.0, 18.5, 16.369565217391305)","(12.0, 38.0, 33.714285714285715)","(9.0, 10.5, 9.6)"
05-01-2023 13:48:12.751228,"(2.5, 3.4, 3.3)","(5.5, 8.2, 7.0636363636363635)","(20.0, 46.0, 39.5)","(3.8, 5.9, 4.6)","(8.0, 13.0, 11.971428571428572)","(10.0, 18.5, 16.369565217391305)","(12.0, 38.0, 33.714285714285715)","(9.0, 10.0, 9.166666666666666)"
05-01-2023 13:48:13.966832,"(2.5, 3.4, 3.3)","(5.5, 8.2, 6.2555555555555555)","(20.0, 46.0, 39.5)","(3.8, 5.8, 4.163636363636364)","(8.0, 13.0, 11.971428571428572)","(10.0, 18.5, 16.369565217391305)","(12.0, 38.0, 29.5)","(9.0, 10.0, 9.058823529411764)"
05-01-2023 13:48:15.150004,"(2.5, 3.4, 3.3)","(5.5, 8.2, 5.963157894736842)","(20.0, 46.0, 39.5)","(3.8, 5.8, 5.416666666666667)","(8.0, 13.0, 11.971428571428572)","(10.0, 18.5, 16.369565217391305)","(12.0, 36.0, 30.666666666666664)","(9.0, 10.0, 9.058823529411764)"
05-01-2023 13:48:16.392921,"(2.5, 3.4, 3.3)","(5.5, 8.2, 6.352173913043478)","(20.0, 46.0, 39.5)","(3.8, 5.7, 5.416666666666667)","(8.0, 13.0, 11.971428571428572)","(10.0, 18.5, 14.708333333333332)","(12.0, 36.0, 32.0)","(9.0, 10.0, 9.058823529411764)"
05-01-2023 13:48:17.669926,"(2.5, 3.4, 3.3)","(5.5, 8.0, 7.5600000000000005)","(20.0, 46.0, 28.5)","(3.8, 5.7, 4.188888888888889)","(8.0, 13.0, 10.200000000000001)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 32.30769230769231)","(9.0, 10.0, 9.083333333333334)"
05-01-2023 13:48:18.828785,"(2.5, 3.4, 3.3)","(5.5, 8.0, 7.5600000000000005)","(20.0, 46.0, 29.2)","(3.8, 5.7, 4.5)","(8.0, 13.0, 11.857142857142858)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.0)","(9.0, 10.0, 9.083333333333334)"
05-01-2023 13:48:20.006476,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.527272727272727)","(20.0, 46.0, 29.9)","(3.8, 5.6, 4.533333333333333)","(8.0, 13.0, 11.857142857142858)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 30.285714285714285)","(9.0, 10.0, 9.083333333333334)"
05-01-2023 13:48:21.228369,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.2444444444444445)","(20.0, 46.0, 35.9375)","(3.8, 5.6, 4.142857142857143)","(8.0, 13.0, 12.384615384615385)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 32.36363636363636)","(9.0, 10.0, 9.083333333333334)"
05-01-2023 13:48:22.411733,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.070588235294117)","(20.0, 46.0, 35.9375)","(3.8, 5.6, 4.142857142857143)","(8.0, 13.0, 12.384615384615385)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 32.36363636363636)","(9.0, 10.0, 9.083333333333334)"
05-01-2023 13:48:23.562046,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.070588235294117)","(20.0, 46.0, 30.6)","(3.8, 5.6, 4.142857142857143)","(8.0, 13.0, 12.384615384615385)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 30.0)","(9.0, 10.0, 9.175)"
05-01-2023 13:48:24.622579,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.070588235294117)","(20.0, 46.0, 30.6)","(3.8, 5.5, 4.625)","(8.0, 13.0, 12.384615384615385)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 30.0)","(9.0, 9.8, 9.175)"
05-01-2023 13:48:25.826771,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.466666666666667)","(20.0, 46.0, 30.6)","(3.8, 5.5, 4.857142857142858)","(8.0, 13.0, 11.914285714285715)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.8)","(9.0, 9.8, 8.966666666666667)"
05-01-2023 13:48:27.053960,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.34)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.2, 4.857142857142858)","(8.0, 13.0, 11.914285714285715)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.8)","(9.0, 9.8, 8.966666666666667)"
05-01-2023 13:48:28.223883,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.3, 4.382352941176471)","(8.0, 13.0, 12.309090909090909)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.8)","(9.0, 9.8, 8.966666666666667)"
05-01-2023 13:48:29.381869,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.3, 4.114035087719298)","(8.0, 13.0, 12.309090909090909)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.8)","(9.0, 9.8, 8.966666666666667)"
05-01-2023 13:48:30.691224,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.3, 4.785714285714286)","(8.0, 13.0, 11.1)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 28.8)","(9.0, 9.8, 9.1)"
05-01-2023 13:48:32.016333,"(2.5, 3.45, 3.3916666666666666)","(5.5, 7.6, 6.05)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.1, 4.357142857142857)","(8.0, 13.0, 10.3)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 32.5)","(9.0, 9.6, 8.950000000000001)"
05-01-2023 13:48:33.352237,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.4875)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.0, 4.357142857142857)","(8.0, 13.0, 11.614285714285714)","(10.0, 18.5, 16.52173913043478)","(12.0, 38.0, 32.5)","(9.0, 9.6, 8.950000000000001)"
05-01-2023 13:48:34.506513,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.4875)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.0, 4.357142857142857)","(8.0, 12.5, 11.3375)","(10.0, 18.5, 16.52173913043478)","(12.0, 38.0, 32.5)","(9.0, 9.6, 9.040000000000001)"
05-01-2023 13:48:35.670627,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.4875)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.0, 4.357142857142857)","(8.0, 12.5, 11.3375)","(10.0, 18.5, 16.52173913043478)","(12.0, 38.0, 32.5)","(9.0, 9.6, 9.040000000000001)"
05-01-2023 13:48:36.874646,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.15)","(20.0, 46.0, 37.89473684210526)","(3.8, 5.0, 4.098039215686274)","(8.0, 12.5, 11.3375)","(10.0, 18.5, 16.52173913043478)","(12.0, 38.0, 32.5)","(9.0, 9.4, 9.025)"
05-01-2023 13:48:38.123576,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.15)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.75)","(8.0, 12.5, 11.3375)","(10.0, 18.5, 16.52173913043478)","(12.0, 38.0, 32.5)","(9.0, 9.4, 9.025)"
05-01-2023 13:48:39.248492,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.15)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.75)","(8.0, 12.5, 10.138095238095238)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.4, 8.928571428571429)"
05-01-2023 13:48:40.431306,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.475)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.571428571428571)","(8.0, 12.5, 9.833333333333334)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.4, 8.928571428571429)"
05-01-2023 13:48:41.564029,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.425925925925926)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.4, 8.928571428571429)"
05-01-2023 13:48:42.718337,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.425925925925926)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.4, 8.95)"
05-01-2023 13:48:43.762682,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.425925925925926)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.9)"
05-01-2023 13:48:44.884652,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.425925925925926)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.9)"
05-01-2023 13:48:46.095912,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.985714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.9)"
05-01-2023 13:48:47.343339,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.5625)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.985714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.9)"
05-01-2023 13:48:48.464347,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.5625)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.985714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.9)"
05-01-2023 13:48:49.641475,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.1312500000000005)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 31.5)","(9.0, 9.2, 8.875)"
05-01-2023 13:48:50.883188,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 27.818181818181817)","(9.0, 9.0, 8.971428571428572)"
05-01-2023 13:48:52.142120,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 36.0, 27.875)","(9.0, 9.2, 8.971428571428572)"
05-01-2023 13:48:53.314407,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.2, 8.971428571428572)"
05-01-2023 13:48:54.464005,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.2, 8.875)"
05-01-2023 13:48:55.695286,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.875)"
05-01-2023 13:48:56.899983,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.875)"
05-01-2023 13:48:58.092550,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.8)"
05-01-2023 13:48:59.302213,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 3.9711111111111115)","(8.0, 12.5, 9.189473684210528)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.745454545454546)"
05-01-2023 13:49:00.475201,"(2.5, 3.4, 3.3)","(5.5, 8.2, 6.116666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.795454545454545)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.745454545454546)"
05-01-2023 13:49:01.720874,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.5625)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.0, 8.688888888888888)"
05-01-2023 13:49:02.870904,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.1312500000000005)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 8.688888888888888)"
05-01-2023 13:49:03.970414,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 8.688888888888888)"
05-01-2023 13:49:05.120359,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 8.688888888888888)"
05-01-2023 13:49:06.282931,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 3.9711111111111115)","(8.0, 12.5, 9.91304347826087)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 8.688888888888888)"
05-01-2023 13:49:07.409400,"(2.5, 3.4, 3.3)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 3.9711111111111115)","(8.0, 12.5, 9.795454545454545)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 8.688888888888888)"
05-01-2023 13:49:08.485962,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.95)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 8.8, 9.555555555555555)"
05-01-2023 13:49:09.664769,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.95)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.6)"
05-01-2023 13:49:10.858890,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.227586206896552)"
05-01-2023 13:49:11.981100,"(2.5, 3.4, 3.3)","(5.5, 7.6, 5.9375)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.227586206896552)"
05-01-2023 13:49:13.156675,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.36)"
05-01-2023 13:49:14.443814,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.083333333333334)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.450000000000001)"
05-01-2023 13:49:15.751727,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.083333333333334)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.450000000000001)"
05-01-2023 13:49:17.044691,"(2.5, 3.4, 3.3)","(5.5, 8.0, 6.1312500000000005)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 8.882352941176471)"
05-01-2023 13:49:18.192507,"(2.5, 3.4, 3.25)","(5.5, 8.0, 6.1312500000000005)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 8.882352941176471)"
05-01-2023 13:49:19.410142,"(2.5, 3.4, 3.25)","(5.5, 7.8, 6.96)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.104545454545455)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 8.882352941176471)"
05-01-2023 13:49:20.634783,"(2.5, 3.4, 3.25)","(5.5, 7.8, 7.0)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.795454545454545)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.3)"
05-01-2023 13:49:21.800685,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 7.0)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.795454545454545)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.3)"
05-01-2023 13:49:23.037705,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.066666666666666)"
05-01-2023 13:49:24.245243,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.066666666666666)"
05-01-2023 13:49:25.393667,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.085714285714285)"
05-01-2023 13:49:26.800828,"(2.5, 3.35, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.234782608695651)"
05-01-2023 13:49:28.009933,"(2.5, 3.4, 3.3)","(5.5, 7.6, 6.016666666666667)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.375)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.234782608695651)"
05-01-2023 13:49:29.221863,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 6.722222222222222)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.95)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.4, 9.161904761904761)"
05-01-2023 13:49:30.508265,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 6.083333333333334)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 9.95)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.4, 9.161904761904761)"
05-01-2023 13:49:31.902541,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 5.864285714285715)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.4, 9.161904761904761)"
05-01-2023 13:49:33.046897,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.4)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091836734693878)","(8.0, 12.5, 10.342307692307692)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.4, 9.161904761904761)"
05-01-2023 13:49:34.158396,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 6.4)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.9, 4.091666666666667)","(8.0, 12.5, 10.799999999999999)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.4, 9.74736842105263)"
05-01-2023 13:49:35.353239,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.8, 7.275)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.4)","(8.0, 12.0, 10.581818181818182)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.74736842105263)"
05-01-2023 13:49:36.613655,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.454545454545454)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.4)","(8.0, 12.0, 10.581818181818182)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.685714285714285)"
05-01-2023 13:49:37.700826,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.454545454545454)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.4)","(8.0, 12.0, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.5, 9.74736842105263)"
05-01-2023 13:49:38.846084,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.6)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.4)","(8.0, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.74736842105263)"
05-01-2023 13:49:40.204073,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.6)","(20.0, 46.0, 37.89473684210526)","(3.8, 4.8, 4.4)","(8.0, 11.5, 10.9)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 10.0, 9.466666666666667)"
05-01-2023 13:49:41.408173,"(2.5, 3.35, 3.2666666666666666)","(5.5, 7.6, 6.699999999999999)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.466666666666667)"
05-01-2023 13:49:42.560141,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 6.7625)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.373913043478261)"
05-01-2023 13:49:43.894106,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 6.866666666666666)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.373913043478261)"
05-01-2023 13:49:45.013487,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 6.866666666666666)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 10.785714285714286)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.373913043478261)"
05-01-2023 13:49:46.118349,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.2, 6.866666666666666)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 11.115384615384615)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.8, 9.314285714285713)"
05-01-2023 13:49:47.238057,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 11.115384615384615)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.314285714285713)"
05-01-2023 13:49:48.369391,"(2.5, 3.35, 3.2666666666666666)","(5.5, 8.0, 7.45)","(21.0, 46.0, 37.89473684210526)","(3.9, 4.8, 4.4)","(8.5, 11.5, 11.115384615384615)","(10.0, 18.5, 16.52173913043478)","(12.0, 34.0, 27.875)","(9.0, 9.6, 9.314285714285713)"
