,Giuliano,Chloe What,Rowdys Rebel,Homebush Olivia,Opawa Nicky,Mitcham Cam,Princely Asset,Homebush Zip
10-01-2023 09:32:33.027779,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:34.062513,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:35.157933,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:36.229070,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:37.240077,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:38.275863,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:39.251201,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:40.236725,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:41.211493,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:42.180969,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:43.186928,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:44.245089,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:45.270189,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:46.342925,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:47.384596,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:48.431611,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:49.522083,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:50.574398,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:51.618258,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:52.637805,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 9.410526315789475)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:53.624190,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:54.616187,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:55.613601,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:56.603063,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:57.667820,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:58.741152,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:32:59.820475,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:00.864114,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:01.939836,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:03.029900,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:04.064700,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:05.107523,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:06.110696,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:07.117328,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:08.100225,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:09.094825,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:10.126309,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:11.122722,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:12.194458,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:13.259263,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:14.317716,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:15.409976,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:16.516388,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:17.583706,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:18.639052,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:19.695931,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:20.749436,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:21.720177,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:22.674387,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:23.667353,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:24.680435,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:25.725991,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:26.802359,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:27.870878,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:28.941380,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:30.048891,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:31.122859,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:32.159556,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:33.189082,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:34.219482,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:35.229642,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:36.220852,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:37.223665,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:38.232978,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:39.250684,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.6, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:40.332943,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:41.411829,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:42.482411,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:43.570531,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 23.136363636363633)"
10-01-2023 09:33:44.608327,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 28.0, 27.568181818181817)"
10-01-2023 09:33:45.637846,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 34.0, 27.568181818181817)"
10-01-2023 09:33:46.706606,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 34.0, 20.390476190476193)"
10-01-2023 09:33:47.706010,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:48.727768,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:49.710629,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:50.700266,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:51.688966,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:52.680530,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:53.703686,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:54.737902,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:55.794511,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:56.833555,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
10-01-2023 09:33:57.924230,"(4.0, 11.0, 6.74)","(7.5, 30.0, 19.0)","(3.7, 11.0, 6.384615384615384)","(19.0, 210.0, 102.5)","(7.0, 27.0, 22.363636363636363)","(4.2, 14.0, 8.059999999999999)","(8.5, 40.0, 31.166666666666664)","(7.5, 29.0, 20.390476190476193)"
