,In Range,Wild Reputation,Elswyk Rocky,Deadly Express,Udellar Bale,Shanlyn Bear,Gunai Prince,Zipping Spencer
11-01-2023 21:21:59.067558,"(4.8, 10.5, 9.5625)","(5.0, 5.7, 5.333333333333333)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 250.0, 223.75)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:00.268645,"(4.8, 10.5, 10.0625)","(5.0, 5.6, 5.333333333333333)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 250.0, 261.25)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:01.551854,"(4.8, 10.5, 10.15)","(5.0, 5.6, 5.333333333333333)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:02.756327,"(4.8, 10.5, 9.961538461538462)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:04.029633,"(4.8, 10.5, 9.961538461538462)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:05.218445,"(4.8, 10.5, 9.961538461538462)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 238.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:06.416625,"(4.8, 10.5, 9.961538461538462)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 265.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:07.591181,"(4.8, 10.5, 9.416666666666666)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 265.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:08.782551,"(4.8, 10.5, 9.571428571428571)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 265.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:09.975442,"(4.8, 10.5, 9.571428571428571)","(5.0, 5.6, 5.28)","(26.0, 50.0, 35.625)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 38.76190476190476)","(71.0, 310.0, 265.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:11.246538,"(4.8, 10.5, 9.571428571428571)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 255.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:12.472886,"(4.8, 10.5, 9.571428571428571)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 255.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:13.802231,"(4.8, 10.5, 9.28125)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 255.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:15.128003,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 255.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:16.441242,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 255.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:17.748064,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.6, 5.28)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 273.3333333333333)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:19.109281,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.6, 5.183333333333333)","(26.0, 50.0, 36.40909090909091)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:20.446814,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.6, 5.225)","(26.0, 50.0, 36.0)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 290.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:21.744867,"(4.8, 10.0, 9.84)","(5.0, 5.6, 5.225)","(26.0, 50.0, 36.0)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 290.0, 220.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:23.038761,"(4.8, 10.5, 10.135714285714286)","(5.0, 5.6, 5.133333333333333)","(26.0, 50.0, 36.0)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 290.0, 232.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:24.346656,"(4.8, 10.0, 9.742857142857144)","(5.0, 5.6, 5.156521739130435)","(26.0, 50.0, 36.0)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 280.0, 215.55555555555554)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:25.596915,"(4.8, 10.0, 9.742857142857144)","(5.0, 5.6, 5.156521739130435)","(26.0, 50.0, 41.25)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 228.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:26.818087,"(4.8, 10.0, 9.810526315789474)","(5.0, 5.6, 5.156521739130435)","(26.0, 46.0, 41.25)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 228.0)","(1.55, 1.8, 1.7261538461538461)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:28.022976,"(4.8, 10.0, 9.364705882352942)","(5.0, 5.6, 5.133333333333333)","(26.0, 46.0, 41.25)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 228.0)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:29.336134,"(4.8, 10.5, 9.326086956521738)","(5.0, 5.6, 5.133333333333333)","(26.0, 46.0, 41.25)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 215.55555555555554)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:30.628345,"(4.8, 10.5, 9.326086956521738)","(5.0, 5.6, 5.133333333333333)","(26.0, 46.0, 39.75)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 217.5)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:31.941394,"(4.8, 10.5, 9.326086956521738)","(5.0, 5.6, 5.133333333333333)","(26.0, 44.0, 39.75)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 217.5)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:33.289635,"(4.8, 10.5, 9.326086956521738)","(5.0, 5.6, 5.133333333333333)","(26.0, 44.0, 39.75)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 217.5)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:34.720564,"(4.8, 10.5, 9.326086956521738)","(5.0, 5.6, 5.133333333333333)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 218.57142857142858)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:36.052052,"(4.8, 10.5, 9.795652173913043)","(5.0, 5.6, 5.075)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 216.0)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:37.338030,"(4.8, 10.5, 9.836842105263157)","(5.0, 5.6, 5.2)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 218.57142857142858)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:38.631652,"(4.8, 10.5, 9.795652173913043)","(5.0, 5.5, 5.366666666666667)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 218.57142857142858)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:39.929726,"(4.8, 10.5, 9.795652173913043)","(5.0, 5.5, 5.34)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 220.0)","(1.55, 1.8, 1.7257142857142858)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:41.113811,"(4.8, 10.5, 9.795652173913043)","(5.0, 5.5, 5.34)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 218.57142857142858)","(1.55, 1.8, 1.724)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:42.380404,"(4.8, 10.5, 9.285714285714286)","(5.0, 5.5, 5.394736842105263)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 218.57142857142858)","(1.55, 1.8, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:43.701836,"(4.8, 10.5, 9.85)","(5.0, 5.5, 5.266666666666667)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 230.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:45.194825,"(4.8, 10.5, 9.88125)","(5.0, 5.5, 5.266666666666667)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 223.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:46.684227,"(4.8, 10.5, 9.88125)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 340.0, 223.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:48.284606,"(4.8, 10.5, 9.825)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 340.0, 223.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:49.775070,"(4.8, 10.5, 9.8)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 340.0, 224.28571428571428)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:51.062091,"(4.8, 10.0, 9.8)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 310.0, 225.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:52.346234,"(4.8, 10.5, 9.357142857142858)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 35.05263157894737)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 300.0, 245.0)","(1.55, 1.79, 1.755)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:53.627272,"(4.8, 10.5, 9.375)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 280.0, 250.0)","(1.55, 1.79, 1.7846153846153847)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:54.882071,"(4.8, 10.5, 9.5625)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 280.0, 236.66666666666666)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:56.124119,"(4.8, 10.5, 9.5625)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:57.477153,"(4.8, 10.5, 9.5625)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:22:58.752458,"(4.8, 10.5, 9.31578947368421)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:00.036093,"(4.8, 10.5, 9.825)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:01.403053,"(4.8, 10.5, 9.825)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:02.686905,"(4.8, 10.5, 9.88125)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:03.931490,"(4.8, 10.5, 9.88125)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 34.285714285714285)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:05.213577,"(4.8, 10.5, 9.88125)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 33.95454545454545)","(11.0, 24.0, 23.857142857142858)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:06.428996,"(4.8, 10.5, 9.366666666666667)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 33.95454545454545)","(11.0, 24.0, 25.57142857142857)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:07.589219,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.137931034482759)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.57142857142857)","(21.0, 46.0, 39.35)","(71.0, 270.0, 240.0)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:08.717400,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.125)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.57142857142857)","(21.0, 46.0, 39.35)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:10.070793,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.071428571428571)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.57142857142857)","(21.0, 46.0, 39.35)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:11.232054,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.071428571428571)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.57142857142857)","(21.0, 46.0, 39.35)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:12.585492,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.071428571428571)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 39.35)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:13.847755,"(4.8, 10.5, 9.366666666666667)","(5.0, 5.5, 5.071428571428571)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 30.25)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:15.156260,"(4.8, 10.0, 9.966666666666667)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 30.25)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:16.493217,"(4.8, 10.0, 9.966666666666667)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 30.25)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:17.946944,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 30.25)","(71.0, 270.0, 234.44444444444446)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:19.216932,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 40.52173913043478)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:20.448175,"(4.8, 10.5, 10.033333333333333)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 40.52173913043478)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:21.684585,"(4.8, 10.5, 9.416666666666666)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 31.125)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:22.873239,"(4.8, 10.5, 9.75)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 31.125)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:24.122556,"(4.8, 10.5, 9.75)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 31.125)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.783)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:25.384827,"(4.8, 10.5, 9.75)","(5.0, 5.5, 5.068965517241379)","(26.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 31.125)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.7896153846153846)","(18.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:26.640798,"(5.0, 10.5, 9.75)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 38.06666666666666)","(71.0, 270.0, 233.07692307692307)","(1.55, 1.79, 1.789617486338798)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:27.875458,"(5.0, 10.5, 9.666666666666666)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.79, 1.789617486338798)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:29.196845,"(5.0, 10.5, 10.15)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.79, 1.789617486338798)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:30.489640,"(5.0, 10.5, 10.15)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.79, 1.789617486338798)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:31.893537,"(5.0, 10.5, 10.15)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.79, 1.7966315789473684)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:33.130118,"(5.0, 10.5, 10.15)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7966315789473684)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:34.428009,"(5.0, 10.5, 10.15)","(4.4, 5.5, 5.068965517241379)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7975862068965518)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:35.849249,"(5.0, 10.5, 10.05)","(4.4, 5.5, 5.114285714285715)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:37.233799,"(5.0, 10.5, 10.05)","(4.4, 5.5, 5.188461538461539)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:38.500027,"(5.0, 10.5, 10.05)","(4.4, 5.5, 5.188461538461539)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:39.735555,"(5.0, 10.5, 10.05)","(4.4, 5.5, 5.15)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 37.5)","(71.0, 270.0, 235.0)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:40.958010,"(5.0, 10.5, 10.05)","(4.4, 5.4, 5.12972972972973)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 38.06666666666666)","(71.0, 270.0, 235.71428571428572)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:42.186712,"(5.0, 10.0, 9.625)","(4.4, 5.4, 5.3047619047619055)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 25.25)","(21.0, 46.0, 38.06666666666666)","(71.0, 270.0, 235.71428571428572)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:43.424642,"(5.0, 10.5, 9.964285714285714)","(4.4, 5.3, 5.16875)","(31.0, 44.0, 33.95454545454545)","(11.0, 26.0, 26.0)","(21.0, 46.0, 38.06666666666666)","(71.0, 270.0, 235.71428571428572)","(1.55, 1.8, 1.7973708920187794)","(19.0, 38.0, 34.42857142857143)"
11-01-2023 21:23:44.717347,"(5.0, 10.5, 10.0)","(4.4, 5.3, 5.16875)","(31.0, 44.0, 33.95454545454545)","(11.0, 27.0, 26.0)","(21.0, 46.0, 38.06666666666666)","(71.0, 270.0, 235.71428571428572)","(1.6, 1.8, 1.7973708920187794)","(20.0, 38.0, 34.42857142857143)"
