,Sunset Bling,Bernardo Eight,Time To Reign,Buddy Beauty,Ladies Day,Leading Diva,Press Agent,Beep Bop
07-12-2022 19:31:43.134286,"(17.0, 60.0, 25.0)","(6.0, 11.0, 10.329411764705881)","(2.3, 2.9, 2.4536)","(26.0, 85.0, 59.16666666666667)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:44.284395,"(17.0, 60.0, 25.0)","(6.0, 11.0, 10.329411764705881)","(2.3, 2.9, 2.4536)","(26.0, 85.0, 64.66666666666666)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:45.347108,"(17.0, 60.0, 25.0)","(6.0, 11.0, 10.05)","(2.3, 2.9, 2.4536)","(26.0, 85.0, 64.66666666666666)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:46.433653,"(17.0, 60.0, 25.0)","(6.0, 11.0, 10.05)","(2.3, 2.88, 2.63)","(26.0, 85.0, 64.66666666666666)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:47.459110,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.63)","(26.0, 85.0, 64.66666666666666)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:48.472671,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.63)","(26.0, 85.0, 54.5)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:49.610513,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.63)","(26.0, 85.0, 54.5)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:50.703841,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.9, 2.63)","(26.0, 85.0, 54.5)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:51.772339,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.63)","(26.0, 85.0, 54.5)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:53.163082,"(17.0, 60.0, 25.0)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.63)","(26.0, 85.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:54.348393,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.6866666666666665)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:55.530830,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.9, 2.4052631578947365)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:56.668652,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.6866666666666665)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:57.825032,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.6866666666666665)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:31:59.171711,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.88, 2.4052631578947365)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 21.0)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:32:00.520964,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.9, 2.4052631578947365)","(26.0, 90.0, 57.0)","(5.0, 7.8, 7.064705882352941)","(6.5, 12.0, 9.942857142857143)","(16.0, 46.0, 32.125)","(4.6, 6.8, 5.681578947368421)"
07-12-2022 19:32:01.764183,"(17.0, 60.0, 22.2)","(6.0, 11.0, 9.371428571428572)","(2.3, 2.9, 2.6624999999999996)","(26.0, 90.0, 61.0)","(5.0, 7.8, 7.4230769230769225)","(6.5, 12.0, 10.64)","(16.0, 44.0, 39.05555555555556)","(4.6, 6.8, 6.504166666666666)"
07-12-2022 19:32:03.016487,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6052631578947367)","(26.0, 85.0, 74.0909090909091)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.6, 6.120833333333334)"
07-12-2022 19:32:04.265541,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6052631578947367)","(26.0, 85.0, 74.0909090909091)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:05.506367,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.714285714285714)","(26.0, 85.0, 74.0909090909091)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:06.715119,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.714285714285714)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:07.907036,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.827272727272727)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:09.144316,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.86)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:10.367950,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.86)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:11.742393,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.86)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 6.120833333333334)"
07-12-2022 19:32:12.911173,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.7866666666666666)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 38.6875)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:14.097791,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.86)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.05555555555556)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:15.538002,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8099999999999996)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 37.666666666666664)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:16.884448,"(17.0, 55.0, 49.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8099999999999996)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.63636363636364)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:18.177651,"(17.0, 55.0, 51.91666666666667)","(6.0, 10.5, 9.84)","(2.3, 2.86, 2.795)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 39.63636363636364)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:19.450657,"(17.0, 55.0, 49.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.86, 2.795)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 36.7)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:20.825604,"(17.0, 55.0, 36.5)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 36.7)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:22.276348,"(17.0, 48.0, 43.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.64)","(16.0, 42.0, 37.666666666666664)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:23.648480,"(17.0, 48.0, 43.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6836363636363636)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.475)","(16.0, 42.0, 37.666666666666664)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:24.917353,"(17.0, 48.0, 43.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6836363636363636)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.475)","(16.0, 42.0, 36.7)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:26.251909,"(17.0, 48.0, 33.0)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.475)","(16.0, 42.0, 36.7)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:27.572502,"(17.0, 48.0, 33.0)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.475)","(16.0, 42.0, 37.666666666666664)","(4.6, 6.2, 4.8090909090909095)"
07-12-2022 19:32:28.821611,"(17.0, 48.0, 43.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6836363636363636)","(26.0, 85.0, 65.0)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 10.475)","(16.0, 42.0, 37.666666666666664)","(4.6, 6.2, 5.372972972972973)"
07-12-2022 19:32:30.042244,"(17.0, 48.0, 43.714285714285715)","(6.0, 10.5, 9.84)","(2.3, 2.88, 2.6836363636363636)","(26.0, 85.0, 71.66666666666667)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:31.301872,"(17.0, 48.0, 33.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:32.578670,"(17.0, 55.0, 24.166666666666668)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:33.930469,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:35.176950,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:36.554362,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:37.827853,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:39.102735,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 85.0, 71.88888888888889)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:40.348557,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 85.0, 57.5)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:41.548889,"(17.0, 50.0, 47.33333333333333)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7680000000000002)","(26.0, 80.0, 68.875)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.394736842105264)"
07-12-2022 19:32:42.795046,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 75.0, 68.875)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 38.8125)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:43.993134,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 75.0, 68.875)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.9)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:45.173806,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.7766666666666664)","(26.0, 75.0, 68.875)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 37.833333333333336)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:46.707520,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.86, 2.7824999999999998)","(26.0, 75.0, 68.875)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 37.833333333333336)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:47.937375,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.84, 2.8433333333333333)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 32.2)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:49.194135,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.86, 2.8266666666666667)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.55555555555556)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:50.632725,"(17.0, 50.0, 34.0)","(6.0, 10.5, 10.155555555555555)","(2.3, 2.88, 2.8266666666666667)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 7.4230769230769225)","(6.5, 11.5, 11.066666666666666)","(16.0, 42.0, 36.55555555555556)","(4.6, 6.2, 5.415384615384616)"
07-12-2022 19:32:52.105744,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 9.05)","(2.3, 2.88, 2.6933333333333334)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 6.5)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 6.2, 4.886363636363637)"
07-12-2022 19:32:53.624695,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 9.05)","(2.3, 2.84, 2.789411764705882)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 6.5)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 6.2, 4.886363636363637)"
07-12-2022 19:32:54.958450,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.8314285714285714)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 6.5)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 6.2, 4.955555555555556)"
07-12-2022 19:32:56.318477,"(17.0, 50.0, 34.0)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.63)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 6.5)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 5.9, 5.49090909090909)"
07-12-2022 19:32:57.741716,"(17.0, 50.0, 34.0)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.8016666666666663)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 6.5)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 5.6, 5.1692307692307695)"
07-12-2022 19:32:59.125145,"(17.0, 50.0, 45.42857142857143)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.8016666666666663)","(26.0, 75.0, 69.55555555555556)","(5.0, 7.6, 5.95)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 5.4, 5.218181818181818)"
07-12-2022 19:33:00.426301,"(17.0, 50.0, 43.7)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.8314285714285714)","(26.0, 75.0, 62.30769230769231)","(5.0, 7.6, 5.95)","(6.5, 11.5, 9.65)","(16.0, 42.0, 36.55555555555556)","(4.6, 5.3, 5.218181818181818)"
07-12-2022 19:33:01.722018,"(17.0, 50.0, 46.5)","(6.0, 10.5, 9.05)","(2.3, 2.86, 2.753333333333333)","(26.0, 85.0, 71.16666666666667)","(5.0, 7.6, 5.95)","(6.5, 11.5, 11.088888888888889)","(16.0, 42.0, 35.14285714285714)","(4.6, 5.3, 5.218181818181818)"
07-12-2022 19:33:02.919996,"(17.0, 50.0, 45.57142857142857)","(6.0, 10.5, 10.177777777777777)","(2.3, 2.86, 2.58)","(26.0, 80.0, 71.16666666666667)","(5.0, 7.6, 5.95)","(6.5, 11.5, 11.088888888888889)","(16.0, 42.0, 35.14285714285714)","(4.6, 5.3, 5.218181818181818)"
07-12-2022 19:33:04.162536,"(17.0, 50.0, 45.57142857142857)","(6.0, 10.5, 10.177777777777777)","(2.3, 2.86, 2.8016666666666663)","(26.0, 80.0, 72.0)","(5.0, 7.6, 5.95)","(6.5, 11.5, 11.208333333333334)","(16.0, 42.0, 38.95238095238095)","(4.6, 5.3, 5.218181818181818)"
07-12-2022 19:33:05.373883,"(17.0, 48.0, 43.85714285714286)","(6.0, 10.5, 10.275)","(2.3, 2.86, 2.8314285714285714)","(26.0, 75.0, 72.0)","(5.0, 7.6, 7.05)","(6.5, 11.5, 11.278571428571428)","(16.0, 40.0, 38.95238095238095)","(4.6, 5.3, 4.7)"
07-12-2022 19:33:06.936704,"(17.0, 48.0, 33.30769230769231)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.7159999999999997)","(26.0, 75.0, 61.56521739130435)","(5.0, 7.6, 7.284210526315789)","(6.5, 11.5, 10.92)","(16.0, 40.0, 36.46153846153847)","(4.6, 5.2, 4.733333333333333)"
07-12-2022 19:33:08.203353,"(17.0, 50.0, 33.30769230769231)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.58)","(26.0, 80.0, 67.3125)","(5.0, 7.6, 6.925)","(6.5, 11.5, 10.05)","(16.0, 42.0, 37.04761904761905)","(4.6, 5.2, 4.781818181818182)"
07-12-2022 19:33:09.481572,"(17.0, 46.0, 42.14285714285714)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.8016666666666663)","(26.0, 70.0, 67.3125)","(5.0, 7.6, 7.279999999999999)","(6.5, 11.5, 10.92)","(16.0, 38.0, 37.04761904761905)","(4.6, 5.0, 4.822222222222223)"
07-12-2022 19:33:10.787573,"(17.0, 46.0, 42.14285714285714)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.598181818181818)","(26.0, 70.0, 63.166666666666664)","(5.0, 7.6, 7.4399999999999995)","(6.5, 11.5, 10.92)","(16.0, 38.0, 36.27272727272727)","(4.6, 4.9, 4.822222222222223)"
07-12-2022 19:33:12.140785,"(17.0, 46.0, 41.666666666666664)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.6933333333333334)","(26.0, 70.0, 51.36363636363636)","(5.0, 7.6, 6.514285714285714)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.93333333333334)","(4.6, 4.9, 4.822222222222223)"
07-12-2022 19:33:13.343696,"(17.0, 46.0, 31.142857142857142)","(6.0, 10.5, 9.35)","(2.3, 2.84, 2.785925925925926)","(26.0, 70.0, 51.36363636363636)","(5.0, 7.6, 6.514285714285714)","(6.5, 11.5, 11.355)","(16.0, 38.0, 33.25)","(4.6, 4.9, 4.822222222222223)"
07-12-2022 19:33:14.720614,"(17.0, 46.0, 31.142857142857142)","(6.0, 10.5, 9.35)","(2.3, 2.9, 2.8145454545454545)","(26.0, 70.0, 51.36363636363636)","(5.0, 7.6, 6.626086956521739)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.30769230769231)","(4.6, 4.9, 4.822222222222223)"
07-12-2022 19:33:16.086245,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.58)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.85714285714286)","(4.6, 4.9, 4.7775)"
07-12-2022 19:33:17.390409,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.8433333333333333)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 33.2)","(4.6, 4.9, 4.782857142857143)"
07-12-2022 19:33:18.702199,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.458918918918919)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 35.33333333333333)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:20.044899,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.9, 2.7649999999999997)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 31.2)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:21.321804,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.5733333333333333)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.18181818181818)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:22.670057,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.7975)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.18181818181818)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:23.942004,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.7917647058823527)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.18181818181818)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:25.376581,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.7917647058823527)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 30.0)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:26.603606,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.7966666666666664)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 31.77777777777778)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:27.829180,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.88, 2.7966666666666664)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 33.69230769230769)","(4.6, 4.8, 4.782857142857143)"
