,Sunset Bling,Bernardo Eight,Time To Reign,Buddy Beauty,Ladies Day,Leading Diva,Press Agent,Beep Bop
07-12-2022 19:33:29.180912,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.68)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 33.69230769230769)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:30.458779,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.68)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.355)","(16.0, 38.0, 32.22222222222222)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:31.781307,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.35)","(2.3, 2.86, 2.8)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.36190476190476)","(16.0, 38.0, 32.22222222222222)","(4.6, 4.8, 4.782857142857143)"
07-12-2022 19:33:33.314838,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 10.08)","(2.3, 2.86, 2.705)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.8, 4.6692307692307695)"
07-12-2022 19:33:34.864244,"(17.0, 46.0, 31.714285714285715)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.792)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:36.327679,"(17.0, 46.0, 28.5)","(6.0, 10.5, 9.55)","(2.3, 2.84, 2.792)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:37.930018,"(17.0, 46.0, 28.5)","(6.0, 10.5, 9.55)","(2.3, 2.84, 2.7244444444444444)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:39.495355,"(17.0, 46.0, 28.5)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7085714285714286)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:40.951972,"(17.0, 46.0, 28.5)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.748)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:42.367378,"(17.0, 46.0, 28.5)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7085714285714286)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:43.726790,"(17.0, 44.0, 40.714285714285715)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7085714285714286)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:45.092281,"(17.0, 42.0, 39.0)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7818181818181817)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:46.419048,"(17.0, 42.0, 39.0)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7840000000000003)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:47.756666,"(17.0, 40.0, 37.285714285714285)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.7840000000000003)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:49.107358,"(17.0, 40.0, 37.285714285714285)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.78)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:50.461321,"(17.0, 40.0, 28.6)","(6.0, 10.5, 9.55)","(2.3, 2.88, 2.8049999999999997)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.25)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:52.059724,"(17.0, 38.0, 35.57142857142857)","(6.0, 10.5, 10.2625)","(2.3, 2.88, 2.8049999999999997)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.34375)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:53.673194,"(17.0, 38.0, 33.85714285714286)","(6.0, 10.5, 9.65)","(2.3, 2.88, 2.7800000000000002)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.35)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:55.251143,"(17.0, 36.0, 31.0)","(6.0, 10.5, 10.216666666666667)","(2.3, 2.88, 2.7925)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.116666666666667)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:56.866443,"(17.0, 36.0, 31.0)","(6.0, 10.5, 10.216666666666667)","(2.3, 2.88, 2.81)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.116666666666667)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:58.339948,"(17.0, 34.0, 32.14285714285714)","(6.0, 10.5, 10.216666666666667)","(2.3, 2.88, 2.81)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.116666666666667)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:33:59.802104,"(17.0, 34.0, 32.14285714285714)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.78)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:01.203291,"(17.0, 32.0, 30.42857142857143)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.8049999999999997)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:02.555111,"(17.0, 32.0, 30.42857142857143)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.78)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:03.833586,"(17.0, 32.0, 25.4)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.78)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:05.119803,"(17.0, 30.0, 28.714285714285715)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.83)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:06.435566,"(17.0, 30.0, 28.714285714285715)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.83)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:07.807683,"(17.0, 30.0, 28.714285714285715)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.737142857142857)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:09.185306,"(17.0, 29.0, 27.857142857142858)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.742857142857143)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:10.593807,"(17.0, 29.0, 27.857142857142858)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.7733333333333334)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:11.989958,"(17.0, 29.0, 27.0)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.7733333333333334)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:13.375173,"(17.0, 28.0, 25.666666666666668)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.7720000000000002)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:14.760461,"(17.0, 28.0, 25.666666666666668)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.792727272727273)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:16.121894,"(17.0, 27.0, 25.0)","(6.0, 10.5, 10.41904761904762)","(2.3, 2.88, 2.7925)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:17.511908,"(17.0, 27.0, 21.923076923076923)","(6.0, 10.5, 10.71304347826087)","(2.3, 2.88, 2.7925)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:18.920128,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.0, 10.142857142857142)","(2.3, 2.88, 2.7800000000000002)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:20.329123,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.0, 11.125)","(2.3, 2.88, 2.792727272727273)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:21.658303,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.5, 10.45)","(2.3, 2.88, 2.7925)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:23.006462,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.5, 10.45)","(2.3, 2.88, 2.7925)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:24.304016,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.5, 10.45)","(2.3, 2.88, 2.7800000000000002)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:25.580863,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.5, 11.15)","(2.3, 2.88, 2.7022222222222223)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 11.364705882352942)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:26.916723,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.0, 11.15)","(2.3, 2.88, 2.8049999999999997)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 11.5, 10.7)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:28.279519,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.5, 11.15)","(2.3, 2.88, 2.773333333333333)","(26.0, 70.0, 59.75)","(5.0, 7.6, 7.248780487804877)","(6.5, 12.0, 11.566666666666666)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:29.778402,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.0, 10.733333333333334)","(2.3, 2.88, 2.747586206896552)","(26.0, 70.0, 38.333333333333336)","(5.0, 7.6, 7.248780487804877)","(6.5, 12.0, 11.566666666666666)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:31.216204,"(17.0, 27.0, 21.923076923076923)","(6.0, 11.0, 10.733333333333334)","(2.3, 2.88, 2.7555555555555555)","(26.0, 70.0, 55.38461538461539)","(5.0, 7.6, 7.248780487804877)","(6.5, 12.0, 11.855555555555556)","(16.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:32.578270,"(18.0, 27.0, 21.5)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.7555555555555555)","(31.0, 70.0, 55.38461538461539)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.0, 11.855555555555556)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:33.954870,"(18.0, 26.0, 24.5)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.7456)","(31.0, 70.0, 60.5)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.0, 11.855555555555556)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:35.376684,"(18.0, 26.0, 22.0)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.7647999999999997)","(31.0, 70.0, 60.5)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.0, 11.855555555555556)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:36.748421,"(18.0, 26.0, 22.0)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.773333333333333)","(31.0, 70.0, 60.5)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.0, 12.327777777777778)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:38.145670,"(18.0, 26.0, 22.0)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.773333333333333)","(31.0, 70.0, 60.5)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.5, 12.327777777777778)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:39.507337,"(18.0, 26.0, 22.0)","(6.5, 11.0, 10.733333333333334)","(2.3, 2.88, 2.773333333333333)","(31.0, 70.0, 60.5)","(5.0, 7.6, 7.248780487804877)","(7.0, 12.5, 12.327777777777778)","(17.0, 38.0, 34.53333333333333)","(4.6, 4.7, 4.642857142857143)"
07-12-2022 19:34:40.966288,"(18.0, 26.0, 22.0)","(6.5, 11.0, 11.172727272727272)","(2.3, 2.88, 2.7925)","(31.0, 70.0, 43.0)","(5.0, 7.6, 6.97)","(7.0, 12.5, 11.321739130434782)","(17.0, 38.0, 32.526315789473685)","(4.6, 4.7, 4.491666666666667)"
07-12-2022 19:34:42.406775,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.172727272727272)","(2.3, 2.88, 2.7925)","(31.0, 70.0, 53.8)","(5.0, 7.6, 6.5200000000000005)","(7.0, 12.0, 11.36)","(17.0, 38.0, 32.526315789473685)","(4.6, 4.7, 4.491666666666667)"
07-12-2022 19:34:43.828453,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.983333333333334)","(2.3, 2.88, 2.7633333333333336)","(31.0, 70.0, 52.0)","(5.0, 7.6, 7.157894736842105)","(7.0, 11.5, 11.36)","(17.0, 38.0, 32.526315789473685)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:45.239274,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.78)","(31.0, 70.0, 52.0)","(5.0, 7.6, 7.25)","(7.0, 11.5, 11.36)","(17.0, 38.0, 32.526315789473685)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:46.746223,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.8049999999999997)","(31.0, 70.0, 52.0)","(5.0, 7.6, 7.372972972972972)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:48.118689,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.8049999999999997)","(31.0, 70.0, 52.0)","(5.0, 7.6, 7.3374999999999995)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:49.538776,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.7688888888888887)","(31.0, 70.0, 52.0)","(5.0, 7.6, 7.371428571428571)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:50.882774,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.746666666666667)","(31.0, 70.0, 52.0)","(5.0, 7.8, 6.966666666666667)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:52.198483,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.746666666666667)","(31.0, 70.0, 52.0)","(5.0, 7.8, 6.966666666666667)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:53.590529,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.7800000000000002)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:54.949158,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.79)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:56.316338,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.79)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:57.622102,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.7800000000000002)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:34:58.954767,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.746666666666667)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:35:00.407750,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.788333333333333)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 11.36)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:35:01.860095,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.79)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.736363636363636)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:35:03.293622,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 10.95)","(2.3, 2.88, 2.7800000000000002)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:35:04.677391,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.5, 11.257142857142856)","(2.3, 2.88, 2.7800000000000002)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.469230769230769)"
07-12-2022 19:35:06.119505,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 2.88, 3.08)","(31.0, 70.0, 52.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.25)"
07-12-2022 19:35:07.566729,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.2, 3.1175)","(31.0, 70.0, 61.900000000000006)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.7, 4.25)"
07-12-2022 19:35:09.019497,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.25, 3.2483333333333335)","(31.0, 65.0, 57.400000000000006)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.454545454545455)"
07-12-2022 19:35:10.713352,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.35, 3.2025)","(31.0, 60.0, 56.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.445454545454545)"
07-12-2022 19:35:12.210103,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.35, 3.1775)","(31.0, 60.0, 56.0)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:13.672199,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.35, 3.0733333333333333)","(31.0, 60.0, 50.4)","(5.0, 7.8, 7.3)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:15.207103,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.4, 3.0733333333333333)","(31.0, 60.0, 50.4)","(5.0, 7.8, 7.46)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:16.689361,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.4, 3.0733333333333333)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.672727272727273)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:18.216778,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.4, 2.823529411764706)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.791304347826087)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:19.740017,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.4, 2.8925)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.666666666666667)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:21.303797,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.35, 2.8925)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.764705882352941)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:22.870398,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 11.257142857142856)","(2.3, 3.35, 2.801)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.833333333333333)","(7.0, 11.5, 10.8)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:24.332666,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 10.96)","(2.3, 3.35, 2.8775000000000004)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.7894736842105265)","(7.0, 11.5, 10.52)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
07-12-2022 19:35:25.839722,"(18.0, 26.0, 22.666666666666668)","(6.5, 12.0, 10.96)","(2.3, 3.35, 2.841666666666667)","(31.0, 60.0, 50.4)","(5.0, 8.0, 7.7894736842105265)","(7.0, 11.0, 10.52)","(17.0, 38.0, 31.80952380952381)","(4.6, 4.5, 4.447826086956522)"
