,Pentegra,San Marino,Francine,Pill Box,Zouhope,The Superintendent,California Blaze,Tsushima,Adament,Last Zerprise,Simply Sparklez,Arachnattack
06-01-2023 16:14:05.024731,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.5, 14.833333333333332)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 18.22)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.103870967741935)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.857142857142858)","(101.0, 210.0, 197.14285714285714)"
06-01-2023 16:14:06.477705,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.5, 14.833333333333332)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 18.22)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.103870967741935)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.857142857142858)","(101.0, 210.0, 197.14285714285714)"
06-01-2023 16:14:07.921718,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.5, 14.833333333333332)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 18.22)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.857142857142858)","(101.0, 210.0, 197.14285714285714)"
06-01-2023 16:14:09.373445,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.5, 14.532258064516128)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 18.22)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.857142857142858)","(101.0, 210.0, 197.14285714285714)"
06-01-2023 16:14:10.793758,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 18.22)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.857142857142858)","(101.0, 210.0, 198.75)"
06-01-2023 16:14:12.227080,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.375)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:13.552434,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.375)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:14.918945,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 3.0643243243243243)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 17.375)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:16.306859,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 2.94)","(26.0, 60.0, 57.77777777777778)","(10.0, 18.5, 13.666666666666666)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:17.696437,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 2.94)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 13.666666666666666)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:19.196197,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.4, 2.9473684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:20.673580,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.35, 2.9473684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:22.032557,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.35, 2.9473684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:23.362568,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.6)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.35, 2.9473684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:24.754475,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 13.666666666666666)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.35, 2.9473684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:26.182856,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.35, 2.953333333333333)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 14.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:27.642523,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9727272727272727)","(26.0, 60.0, 57.77777777777778)","(10.0, 15.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:29.137980,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9727272727272727)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:30.597129,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9727272727272727)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:31.953542,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9727272727272727)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:33.346264,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9727272727272727)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:34.773340,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.3, 2.9876923076923076)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:36.205634,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.25, 2.9876923076923076)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:37.588396,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.2)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.25, 2.9876923076923076)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:38.990307,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 156.66666666666669)","(2.6, 3.25, 2.9876923076923076)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:40.416202,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.25, 2.9673684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:41.866833,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 2.9673684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:43.284348,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 113.63636363636364)","(10.0, 15.0, 14.166666666666666)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 2.9673684210526314)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:44.671800,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 15.0, 15.785714285714285)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 3.125479452054795)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:46.084855,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 17.5, 16.3)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 3.125479452054795)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:47.432871,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 17.5, 16.3)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 3.125479452054795)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:48.789770,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 17.5, 16.3)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 3.125479452054795)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:50.094361,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 17.5, 16.3)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 2.9355555555555557)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:51.476408,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 17.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.2, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:52.909082,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:54.294394,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.724137931034482)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:55.769488,"(4.2, 5.0, 4.873333333333333)","(10.0, 15.0, 14.209677419354838)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:57.148785,"(4.2, 5.0, 4.873333333333333)","(10.0, 14.5, 14.209677419354838)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:58.551971,"(4.2, 5.0, 4.873333333333333)","(10.0, 14.5, 14.209677419354838)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:14:59.934930,"(4.2, 5.0, 4.873333333333333)","(10.0, 14.5, 14.209677419354838)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:01.345497,"(4.2, 5.0, 4.873333333333333)","(10.0, 14.5, 14.209677419354838)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 122.5)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.72222222222222)","(26.0, 75.0, 54.5)","(81.0, 190.0, 165.2941176470588)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.75)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:02.818405,"(4.2, 5.0, 4.873333333333333)","(10.0, 14.5, 14.181818181818182)","(5.0, 6.6, 6.566666666666666)","(61.0, 220.0, 150.0)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.6)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:04.187293,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 14.181818181818182)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 16.192307692307693)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 2.9475)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.6)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:05.630724,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 17.532258064516128)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 3.105)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 13.6)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:06.990847,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 17.532258064516128)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 3.096)","(26.0, 60.0, 57.77777777777778)","(10.0, 14.0, 14.076923076923077)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:08.479194,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 17.532258064516128)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 3.096)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 14.076923076923077)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:09.881663,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 17.532258064516128)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.15, 2.9925)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 14.076923076923077)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:11.320109,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 17.532258064516128)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9925)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 15.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:12.822446,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9925)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 15.0)","(101.0, 210.0, 195.0)"
06-01-2023 16:15:14.231070,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 17.45)","(26.0, 75.0, 61.33333333333333)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9925)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 15.0)","(101.0, 210.0, 165.0)"
06-01-2023 16:15:15.654335,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.566666666666666)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 17.45)","(26.0, 75.0, 45.714285714285715)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.94)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 15.0)","(101.0, 210.0, 165.0)"
06-01-2023 16:15:17.039346,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.5)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 18.11111111111111)","(26.0, 75.0, 58.0)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9563636363636365)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
06-01-2023 16:15:18.510552,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.54)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.166666666666664)","(16.0, 18.5, 18.11111111111111)","(26.0, 70.0, 44.285714285714285)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9563636363636365)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
06-01-2023 16:15:19.909653,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.54)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.166666666666664)","(16.0, 18.5, 18.11111111111111)","(26.0, 70.0, 44.285714285714285)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9563636363636365)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
06-01-2023 16:15:21.368735,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.545454545454545)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 18.11111111111111)","(26.0, 70.0, 44.285714285714285)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9314285714285715)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
06-01-2023 16:15:22.816233,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.54)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 18.11111111111111)","(26.0, 70.0, 44.285714285714285)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9314285714285715)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
06-01-2023 16:15:24.149545,"(4.2, 5.0, 4.877419354838709)","(10.0, 14.5, 13.75)","(5.0, 6.6, 6.54)","(61.0, 210.0, 150.0)","(10.0, 18.5, 18.12962962962963)","(16.0, 18.5, 18.11111111111111)","(26.0, 70.0, 44.285714285714285)","(81.0, 190.0, 162.77777777777777)","(2.6, 3.0, 2.9314285714285715)","(26.0, 60.0, 57.77777777777778)","(10.0, 16.5, 16.096153846153847)","(101.0, 210.0, 187.5)"
