,Mt View Bentley,Skys Delight,Dolly Dagger,Urey Bale,Inter Mary
12-01-2023 14:17:12.216298,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:13.158977,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:14.002064,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:14.948264,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:15.785207,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:16.796098,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:17.742039,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:18.636812,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:19.548552,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:20.470265,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:21.420534,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:22.337331,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:23.199202,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:24.137580,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:25.034517,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:26.031947,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:26.956069,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:27.859361,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:28.865813,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:29.797652,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:30.736842,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:31.699641,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:32.651204,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:33.599604,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:34.554891,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:35.503038,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:36.371463,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:37.270576,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:38.253206,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:39.202673,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:40.216177,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:41.116258,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 21.0, 18.8)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:42.013226,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 10.714285714285714)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:42.889067,"(9.0, 17.5, 13.86)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 5.6)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:43.895176,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:44.782305,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:45.733551,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.4, 2.324444444444444)"
12-01-2023 14:17:46.689515,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.4, 2.4166666666666665)"
12-01-2023 14:17:47.552513,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6553846153846155)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:48.519462,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:49.383788,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:50.328162,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:51.228584,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:52.126319,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:53.197957,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:54.224605,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:55.244992,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:56.240346,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:57.219809,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:58.104099,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:17:58.995979,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:00.064683,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:01.082452,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:02.165634,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:03.168482,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:04.077637,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:05.044706,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:06.028894,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:07.010188,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:07.988851,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:08.932494,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:09.848192,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:10.808813,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:11.817803,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:12.794720,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:13.823032,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:14.845451,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:15.795566,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:16.650268,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:17.667804,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.4166666666666665)"
12-01-2023 14:18:18.678019,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:19.644556,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:20.667796,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:21.571174,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:22.604180,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:23.533039,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:24.576047,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:25.548373,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:26.441831,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:27.450420,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:28.389912,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:29.340300,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:30.369379,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:31.375174,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:32.528370,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:33.566502,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:34.575213,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:35.576177,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:36.620219,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:37.662483,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:38.639370,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:39.688069,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:40.657224,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:41.652796,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:42.673146,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:43.652467,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:44.687007,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:45.693724,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.0)","(5.0, 9.2, 7.3999999999999995)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:46.741613,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 10.76)","(5.0, 9.2, 6.685714285714285)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:47.785307,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 10.76)","(5.0, 9.2, 6.685714285714285)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:48.764927,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 10.76)","(5.0, 9.2, 6.685714285714285)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:49.681919,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 6.685714285714285)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:50.715874,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 7.199999999999999)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:51.765681,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 7.0)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:52.825706,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.8355555555555556)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:53.812477,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7325)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:54.790758,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7325)","(10.0, 12.5, 11.457894736842105)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:55.831331,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7325)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:56.856714,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.1)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:57.873801,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.857142857142857)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:58.835758,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.857142857142857)","(2.3, 3.35, 2.75)"
12-01-2023 14:18:59.945229,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.857142857142857)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:01.060482,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.199999999999999)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:02.115546,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.0)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:03.262195,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:04.311286,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:05.435255,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:06.583982,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.75)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.199999999999999)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:07.653271,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.75)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.0)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:08.711203,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.75)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.0)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:09.708338,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.75)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.0)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:10.888832,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 6.742857142857143)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:11.889163,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.6163636363636362)","(10.0, 12.5, 11.4)","(5.0, 9.2, 7.975)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:12.952089,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.0, 8.283333333333333)","(2.3, 3.35, 2.75)"
12-01-2023 14:19:14.026795,"(9.0, 17.5, 14.533333333333333)","(2.5, 3.8, 2.7984615384615386)","(10.0, 12.5, 11.4)","(5.0, 9.0, 8.16)","(2.3, 3.35, 2.75)"
