,Ben Stars,Bold Smuggler,Ikigai Star,Mias Dream,Aleaco,Doom Diva,Bettalatethannever,Noise Works,Sweet Jina,Azure De Lago,Readyentime,Rose Alice,Cashway
10-01-2023 16:04:31.136460,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 21.0, 20.225806451612904)","(2.7, 3.05, 2.9847058823529413)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(91.0, 170.0, 158.88888888888889)","(21.0, 36.0, 35.733333333333334)","(4.2, 4.8, 4.700826446280992)","(101.0, 220.0, 190.0)","(10.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 360.0, 260.0)"
10-01-2023 16:04:32.595343,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 21.0, 19.775510204081634)","(2.7, 3.05, 2.9852)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(91.0, 170.0, 158.88888888888889)","(21.0, 36.0, 35.733333333333334)","(4.2, 4.8, 4.700826446280992)","(101.0, 220.0, 190.0)","(10.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 340.0, 248.33333333333334)"
10-01-2023 16:04:34.054870,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 21.0, 19.071428571428573)","(2.7, 3.05, 3.005)","(9.0, 10.5, 10.081395348837209)","(9.0, 16.0, 15.454545454545455)","(91.0, 170.0, 158.88888888888889)","(21.0, 36.0, 42.52173913043478)","(4.2, 4.8, 4.700826446280992)","(101.0, 220.0, 190.0)","(10.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 340.0, 248.33333333333334)"
10-01-2023 16:04:35.502786,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.5, 19.071428571428573)","(2.7, 3.05, 2.9987931034482758)","(9.0, 10.5, 10.081395348837209)","(9.0, 16.0, 15.454545454545455)","(91.0, 170.0, 150.0)","(21.0, 46.0, 44.333333333333336)","(4.2, 4.8, 4.700826446280992)","(101.0, 220.0, 190.0)","(10.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 340.0, 248.33333333333334)"
10-01-2023 16:04:36.968424,"(17.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.96551724137931)","(15.0, 19.5, 19.071428571428573)","(2.7, 3.05, 3.005)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 150.0)","(21.0, 46.0, 43.14285714285714)","(4.4, 4.8, 4.700826446280992)","(101.0, 220.0, 195.0)","(11.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 340.0, 252.5)"
10-01-2023 16:04:38.428596,"(17.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.96551724137931)","(15.0, 19.5, 19.071428571428573)","(2.7, 3.05, 2.9987931034482758)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.14285714285714)","(4.4, 4.8, 4.700826446280992)","(101.0, 210.0, 188.33333333333334)","(11.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 320.0, 256.6666666666667)"
10-01-2023 16:04:39.992798,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.96551724137931)","(15.0, 19.5, 19.071428571428573)","(2.7, 3.05, 2.9985714285714287)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.14285714285714)","(4.2, 4.8, 4.700826446280992)","(101.0, 230.0, 191.42857142857142)","(11.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 310.0, 237.77777777777777)"
10-01-2023 16:04:41.460333,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.5, 18.9)","(2.7, 3.05, 2.976)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.14285714285714)","(4.2, 4.8, 4.722222222222222)","(101.0, 220.0, 213.33333333333334)","(11.0, 16.5, 15.944444444444445)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 268.75)"
10-01-2023 16:04:42.876242,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.0, 18.81578947368421)","(2.7, 3.0, 2.976)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.14285714285714)","(4.2, 4.8, 4.722222222222222)","(101.0, 230.0, 213.33333333333334)","(11.0, 16.5, 16.0)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:44.268824,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.0, 18.81578947368421)","(2.7, 3.0, 2.976)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.454545454545455)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.14285714285714)","(4.2, 4.8, 4.722222222222222)","(101.0, 230.0, 200.0)","(11.0, 16.5, 16.0)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:45.766925,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.0, 18.81578947368421)","(2.7, 3.0, 2.976)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.222222222222221)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.0)","(4.2, 4.8, 4.727586206896552)","(101.0, 220.0, 205.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:47.245735,"(18.0, 26.0, 25.733333333333334)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.0, 18.9)","(2.7, 3.0, 2.9712)","(9.0, 10.5, 10.081395348837209)","(10.0, 15.5, 15.222222222222221)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.0)","(4.2, 4.8, 4.727586206896552)","(101.0, 230.0, 205.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:48.714537,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 19.0, 18.9)","(2.7, 3.0, 2.9672727272727273)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.727272727272727)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.0)","(4.2, 4.8, 4.727586206896552)","(101.0, 230.0, 205.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:50.182169,"(18.0, 26.0, 25.6)","(8.0, 11.0, 10.956521739130435)","(15.0, 18.5, 18.09090909090909)","(2.7, 3.0, 2.9672727272727273)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.0, 15.916666666666666)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 43.0)","(4.2, 4.8, 4.727586206896552)","(101.0, 220.0, 200.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 300.0, 264.7058823529412)"
10-01-2023 16:04:51.684250,"(18.0, 26.0, 25.6)","(8.0, 11.5, 11.131578947368421)","(15.0, 18.5, 17.833333333333332)","(2.7, 3.0, 2.975)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.5, 15.777777777777779)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 44.0)","(4.2, 4.7, 4.643859649122807)","(101.0, 210.0, 200.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 280.0, 248.125)"
10-01-2023 16:04:53.156889,"(18.0, 26.0, 25.6)","(8.0, 11.5, 11.131578947368421)","(15.0, 18.5, 17.833333333333332)","(2.6, 3.0, 2.975)","(9.0, 10.5, 10.081395348837209)","(10.0, 16.5, 15.777777777777779)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 44.0)","(4.2, 4.7, 4.643859649122807)","(101.0, 220.0, 200.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 270.0, 248.125)"
10-01-2023 16:04:54.621184,"(18.0, 26.0, 25.6)","(8.0, 11.5, 11.166666666666666)","(15.0, 18.5, 17.735294117647058)","(2.6, 3.0, 2.972972972972973)","(9.0, 10.5, 10.085365853658537)","(10.0, 16.5, 16.375)","(101.0, 170.0, 151.8181818181818)","(21.0, 46.0, 42.4)","(4.2, 4.7, 4.578723404255319)","(101.0, 220.0, 200.0)","(11.0, 16.5, 16.214285714285715)","(101.0, 200.0, 190.47619047619048)","(101.0, 270.0, 248.125)"
10-01-2023 16:04:56.116462,"(18.0, 26.0, 25.6)","(8.0, 11.5, 11.84375)","(15.0, 18.0, 17.470588235294116)","(2.6, 3.0, 3.009322033898305)","(9.0, 10.5, 10.092105263157896)","(10.0, 16.5, 16.375)","(101.0, 170.0, 138.0)","(21.0, 46.0, 43.6)","(4.2, 4.6, 4.465263157894737)","(101.0, 220.0, 191.42857142857142)","(11.0, 16.5, 16.5)","(101.0, 200.0, 168.0)","(101.0, 270.0, 248.125)"
10-01-2023 16:04:57.525230,"(18.0, 26.0, 25.6)","(8.0, 12.0, 12.411764705882353)","(15.0, 17.5, 17.842105263157894)","(2.6, 3.05, 3.011111111111111)","(9.0, 10.5, 10.13953488372093)","(10.0, 16.5, 16.46153846153846)","(101.0, 170.0, 147.14285714285714)","(21.0, 46.0, 42.57142857142857)","(4.2, 4.5, 4.3858208955223885)","(101.0, 220.0, 200.0)","(11.0, 17.0, 16.875)","(101.0, 200.0, 168.0)","(101.0, 270.0, 248.125)"
10-01-2023 16:04:59.013196,"(18.0, 26.0, 25.666666666666668)","(8.0, 12.5, 12.666666666666666)","(15.0, 18.0, 17.842105263157894)","(2.6, 3.05, 3.0042553191489363)","(9.0, 10.5, 10.71875)","(10.0, 16.5, 16.46153846153846)","(101.0, 170.0, 150.0)","(21.0, 46.0, 45.142857142857146)","(4.2, 4.4, 4.207909604519775)","(101.0, 220.0, 200.0)","(11.0, 17.0, 16.666666666666668)","(101.0, 200.0, 180.0)","(101.0, 270.0, 248.125)"
10-01-2023 16:05:00.516055,"(18.0, 26.0, 25.666666666666668)","(8.0, 13.0, 12.666666666666666)","(15.0, 18.0, 17.79310344827586)","(2.6, 3.05, 3.016923076923077)","(9.0, 11.0, 10.76923076923077)","(10.0, 16.5, 16.454545454545453)","(101.0, 160.0, 185.0)","(21.0, 46.0, 45.142857142857146)","(4.2, 4.3, 4.205263157894737)","(101.0, 220.0, 195.0)","(11.0, 17.0, 16.666666666666668)","(101.0, 200.0, 180.0)","(101.0, 270.0, 248.125)"
10-01-2023 16:05:01.935926,"(18.0, 26.0, 25.666666666666668)","(8.0, 13.0, 12.666666666666666)","(15.0, 18.0, 17.836363636363636)","(2.6, 3.05, 3.019718309859155)","(9.0, 11.0, 10.76923076923077)","(10.0, 16.5, 16.454545454545453)","(101.0, 200.0, 170.0)","(21.0, 46.0, 45.142857142857146)","(4.2, 4.3, 4.1681481481481475)","(101.0, 220.0, 200.0)","(11.0, 17.0, 16.666666666666668)","(101.0, 200.0, 180.0)","(101.0, 270.0, 248.125)"
10-01-2023 16:05:03.430193,"(18.0, 26.0, 25.666666666666668)","(8.0, 13.0, 12.666666666666666)","(15.0, 18.0, 17.836363636363636)","(2.6, 3.05, 3.037837837837838)","(9.0, 11.0, 11.125)","(10.0, 16.5, 16.454545454545453)","(101.0, 200.0, 158.0)","(21.0, 46.0, 45.142857142857146)","(4.2, 4.3, 4.045614035087719)","(101.0, 220.0, 200.0)","(11.0, 17.0, 16.941176470588236)","(101.0, 200.0, 184.0)","(101.0, 270.0, 222.0)"
10-01-2023 16:05:04.956361,"(18.0, 26.0, 25.454545454545453)","(8.0, 13.0, 12.666666666666666)","(15.0, 17.0, 16.933333333333334)","(2.6, 3.05, 3.0024647887323943)","(9.0, 11.5, 10.604395604395604)","(10.0, 16.5, 16.454545454545453)","(101.0, 200.0, 182.85714285714286)","(21.0, 46.0, 50.5)","(4.2, 4.1, 4.0638297872340425)","(101.0, 220.0, 215.0)","(11.0, 17.0, 17.2)","(101.0, 200.0, 185.0)","(101.0, 270.0, 222.5)"
10-01-2023 16:05:06.399631,"(18.0, 26.0, 25.454545454545453)","(8.0, 13.0, 12.666666666666666)","(15.0, 17.0, 16.954545454545453)","(2.6, 3.05, 2.9884)","(9.0, 11.0, 10.544303797468354)","(10.0, 16.5, 16.2)","(101.0, 200.0, 187.69230769230768)","(21.0, 55.0, 52.0)","(4.2, 4.1, 4.01063829787234)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 200.0, 180.9090909090909)","(101.0, 260.0, 276.6666666666667)"
10-01-2023 16:05:07.791817,"(18.0, 26.0, 25.72093023255814)","(8.0, 13.5, 13.25)","(15.0, 17.0, 16.677777777777777)","(2.6, 3.05, 2.9882894736842105)","(9.0, 11.0, 10.544303797468354)","(10.0, 17.0, 16.14814814814815)","(101.0, 200.0, 180.0)","(21.0, 55.0, 50.36363636363636)","(4.2, 4.1, 4.046296296296296)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 191.25)","(101.0, 310.0, 270.0)"
10-01-2023 16:05:09.300146,"(18.0, 26.0, 25.72093023255814)","(8.0, 13.5, 13.25)","(15.0, 17.0, 16.677777777777777)","(2.6, 3.05, 2.98672268907563)","(9.0, 11.0, 10.566265060240964)","(10.0, 17.0, 16.54)","(101.0, 200.0, 180.0)","(21.0, 55.0, 48.388888888888886)","(4.2, 4.1, 4.055405405405406)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 193.33333333333334)","(101.0, 370.0, 253.33333333333334)"
10-01-2023 16:05:10.934912,"(18.0, 26.0, 25.756756756756758)","(8.0, 13.5, 13.352941176470589)","(15.0, 17.0, 17.291666666666668)","(2.6, 3.0, 2.9715151515151517)","(9.0, 11.0, 10.526315789473685)","(10.0, 17.0, 16.75)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.592592592592595)","(4.2, 4.1, 4.09375)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 193.33333333333334)","(101.0, 370.0, 318.0)"
10-01-2023 16:05:12.528410,"(18.0, 26.0, 25.756756756756758)","(8.0, 13.5, 13.3)","(15.0, 17.5, 17.21875)","(2.6, 2.98, 2.970666666666667)","(9.0, 11.0, 10.526315789473685)","(10.0, 17.0, 16.75)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.592592592592595)","(4.2, 4.1, 4.09375)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 193.33333333333334)","(101.0, 360.0, 266.6666666666667)"
10-01-2023 16:05:14.048790,"(18.0, 26.0, 25.756756756756758)","(8.5, 13.5, 13.909090909090908)","(15.0, 17.5, 16.875)","(2.6, 2.98, 2.9478947368421053)","(9.0, 11.0, 10.506493506493506)","(10.0, 17.0, 17.954545454545453)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.592592592592595)","(4.0, 4.1, 4.092307692307692)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 193.33333333333334)","(101.0, 340.0, 260.0)"
10-01-2023 16:05:15.611891,"(18.0, 26.0, 25.756756756756758)","(8.5, 15.0, 13.125)","(15.0, 17.0, 16.875)","(2.6, 2.96, 2.945679012345679)","(9.0, 11.0, 10.155555555555555)","(10.0, 18.5, 18.071428571428573)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.1, 4.128947368421052)","(101.0, 220.0, 215.0)","(11.0, 17.5, 17.333333333333332)","(101.0, 210.0, 193.33333333333334)","(101.0, 320.0, 250.0)"
10-01-2023 16:05:17.205568,"(18.0, 26.0, 25.756756756756758)","(8.5, 14.0, 13.125)","(15.0, 17.0, 16.886363636363637)","(2.6, 2.96, 2.945679012345679)","(9.0, 11.0, 10.366666666666667)","(10.0, 18.5, 17.923076923076923)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.2, 4.144897959183673)","(101.0, 220.0, 217.14285714285714)","(11.0, 17.5, 17.857142857142858)","(101.0, 210.0, 197.5)","(101.0, 310.0, 247.5)"
10-01-2023 16:05:18.768400,"(18.0, 26.0, 25.575)","(8.5, 14.0, 13.166666666666666)","(15.0, 17.0, 16.86111111111111)","(2.6, 2.96, 2.9501449275362317)","(9.0, 10.5, 10.366666666666667)","(10.0, 18.5, 17.818181818181817)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.2, 4.144897959183673)","(101.0, 220.0, 217.14285714285714)","(11.0, 18.0, 17.857142857142858)","(101.0, 210.0, 197.5)","(101.0, 300.0, 243.33333333333334)"
10-01-2023 16:05:20.310304,"(18.0, 26.0, 25.575)","(8.5, 14.0, 13.166666666666666)","(15.0, 17.0, 16.862068965517242)","(2.6, 2.96, 2.951052631578947)","(9.0, 10.5, 10.366666666666667)","(10.0, 18.5, 17.818181818181817)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.2, 4.166666666666666)","(101.0, 220.0, 225.71428571428572)","(11.0, 18.0, 17.857142857142858)","(101.0, 210.0, 197.5)","(101.0, 290.0, 265.0)"
10-01-2023 16:05:21.905797,"(18.0, 26.0, 25.53488372093023)","(8.5, 14.0, 13.166666666666666)","(15.0, 17.0, 16.828125)","(2.6, 2.96, 2.951052631578947)","(9.0, 10.5, 10.14516129032258)","(10.0, 18.5, 17.652173913043477)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.3, 4.185714285714285)","(101.0, 230.0, 225.71428571428572)","(11.0, 18.0, 17.857142857142858)","(101.0, 210.0, 197.5)","(101.0, 310.0, 297.1428571428571)"
10-01-2023 16:05:23.491657,"(18.0, 26.0, 25.53488372093023)","(8.5, 14.0, 13.166666666666666)","(15.0, 17.0, 16.670212765957448)","(2.6, 2.96, 2.951168831168831)","(9.0, 10.5, 10.133333333333333)","(10.0, 18.5, 17.652173913043477)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.24)","(4.0, 4.3, 4.222950819672131)","(101.0, 230.0, 225.71428571428572)","(11.0, 18.0, 17.676470588235293)","(101.0, 210.0, 197.5)","(101.0, 310.0, 297.1428571428571)"
10-01-2023 16:05:25.007438,"(18.0, 26.0, 25.529411764705884)","(8.5, 14.0, 13.166666666666666)","(15.0, 17.0, 16.44736842105263)","(2.6, 2.96, 2.951168831168831)","(9.0, 10.5, 10.133333333333333)","(10.0, 18.5, 17.384615384615383)","(101.0, 200.0, 190.0)","(21.0, 55.0, 51.03333333333333)","(4.0, 4.3, 4.2347222222222225)","(101.0, 230.0, 225.71428571428572)","(11.0, 18.5, 17.40909090909091)","(101.0, 210.0, 197.5)","(101.0, 310.0, 242.5)"
10-01-2023 16:05:26.521257,"(18.0, 26.0, 25.6)","(8.5, 14.0, 12.916666666666666)","(15.0, 16.5, 16.44736842105263)","(2.6, 2.96, 2.9546666666666668)","(9.0, 10.5, 10.133333333333333)","(10.0, 18.0, 17.285714285714285)","(101.0, 200.0, 190.0)","(21.0, 55.0, 51.03333333333333)","(4.0, 4.3, 4.265384615384615)","(101.0, 230.0, 225.71428571428572)","(11.0, 18.5, 17.40909090909091)","(101.0, 210.0, 199.28571428571428)","(101.0, 310.0, 297.1428571428571)"
10-01-2023 16:05:28.035941,"(18.0, 26.0, 25.6)","(8.5, 13.5, 12.794117647058824)","(15.0, 16.5, 16.205882352941178)","(2.6, 2.96, 2.951578947368421)","(9.0, 10.5, 10.133333333333333)","(10.0, 18.0, 17.2)","(101.0, 200.0, 190.0)","(21.0, 55.0, 51.83870967741935)","(4.0, 4.3, 4.2894736842105265)","(101.0, 230.0, 220.0)","(11.0, 18.5, 17.40909090909091)","(101.0, 210.0, 199.28571428571428)","(101.0, 310.0, 297.1428571428571)"
10-01-2023 16:05:29.628338,"(18.0, 25.0, 24.916666666666668)","(8.5, 14.0, 13.222222222222221)","(15.0, 16.5, 16.071428571428573)","(2.6, 2.96, 2.9509677419354836)","(9.0, 10.5, 10.25)","(10.0, 17.5, 17.0625)","(101.0, 200.0, 190.0)","(21.0, 55.0, 50.54545454545455)","(4.0, 4.3, 4.280851063829788)","(101.0, 230.0, 220.0)","(11.0, 18.5, 17.65)","(101.0, 210.0, 196.36363636363637)","(101.0, 310.0, 297.1428571428571)"
10-01-2023 16:05:31.221267,"(18.0, 25.0, 24.785714285714285)","(8.5, 13.5, 13.222222222222221)","(15.0, 16.5, 16.079710144927535)","(2.6, 2.98, 2.983877551020408)","(9.0, 10.5, 10.826086956521738)","(10.0, 17.5, 17.205882352941178)","(101.0, 200.0, 190.0)","(21.0, 55.0, 51.25)","(4.0, 4.4, 4.088709677419354)","(101.0, 230.0, 220.0)","(11.0, 18.5, 17.85)","(101.0, 210.0, 197.5)","(101.0, 310.0, 244.0)"
10-01-2023 16:05:32.714541,"(18.0, 25.0, 24.6875)","(8.5, 13.5, 13.285714285714286)","(15.0, 16.5, 15.887096774193548)","(2.6, 3.0, 2.984597701149425)","(9.0, 11.0, 10.80952380952381)","(10.0, 17.5, 17.22222222222222)","(101.0, 200.0, 190.0)","(21.0, 55.0, 51.25)","(4.0, 4.1, 4.15609756097561)","(101.0, 230.0, 220.0)","(11.0, 18.0, 17.583333333333332)","(101.0, 210.0, 197.5)","(101.0, 340.0, 235.71428571428572)"
10-01-2023 16:05:34.299569,"(18.0, 25.0, 24.6875)","(8.5, 13.5, 13.285714285714286)","(15.0, 16.0, 15.736363636363636)","(2.6, 3.0, 3.005128205128205)","(9.0, 11.0, 10.80952380952381)","(10.0, 17.5, 17.22222222222222)","(101.0, 200.0, 186.66666666666666)","(21.0, 55.0, 51.25)","(4.0, 4.2, 4.168493150684932)","(101.0, 230.0, 220.0)","(11.0, 18.0, 17.142857142857142)","(101.0, 210.0, 195.71428571428572)","(101.0, 330.0, 250.0)"
10-01-2023 16:05:35.876141,"(18.0, 25.0, 24.058823529411764)","(8.5, 13.0, 12.848484848484848)","(15.0, 16.0, 15.3)","(2.6, 3.05, 3.0064516129032257)","(9.0, 11.0, 10.65)","(10.0, 17.5, 17.03846153846154)","(101.0, 200.0, 186.66666666666666)","(21.0, 55.0, 51.25)","(3.8, 4.2, 4.22)","(101.0, 230.0, 220.0)","(11.0, 17.5, 15.75)","(101.0, 210.0, 195.71428571428572)","(101.0, 310.0, 260.0)"
10-01-2023 16:05:37.341393,"(18.0, 25.0, 23.857142857142858)","(8.5, 13.0, 12.848484848484848)","(15.0, 15.5, 15.3)","(2.6, 3.05, 3.0074074074074075)","(9.0, 11.0, 10.74074074074074)","(10.0, 17.5, 17.03846153846154)","(101.0, 200.0, 186.66666666666666)","(21.0, 55.0, 51.25)","(3.8, 4.3, 4.219117647058823)","(101.0, 230.0, 220.0)","(11.0, 16.5, 15.833333333333334)","(101.0, 210.0, 195.71428571428572)","(101.0, 360.0, 260.0)"
10-01-2023 16:05:38.835546,"(18.0, 25.0, 23.857142857142858)","(8.5, 13.0, 12.848484848484848)","(15.0, 15.5, 15.28125)","(2.6, 3.05, 3.017142857142857)","(9.0, 11.0, 10.552631578947368)","(10.0, 17.5, 17.025)","(101.0, 200.0, 160.0)","(21.0, 55.0, 60.0)","(3.8, 4.3, 4.19622641509434)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.6)","(101.0, 210.0, 195.71428571428572)","(101.0, 360.0, 260.0)"
10-01-2023 16:05:40.432937,"(18.0, 25.0, 23.9)","(8.5, 13.0, 12.829268292682928)","(15.0, 15.5, 15.88888888888889)","(2.6, 3.05, 3.0166666666666666)","(9.0, 11.0, 10.683333333333334)","(10.0, 17.5, 17.108695652173914)","(101.0, 200.0, 180.0)","(21.0, 70.0, 62.5)","(3.8, 4.3, 4.199082568807339)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.11111111111111)","(101.0, 210.0, 195.71428571428572)","(101.0, 340.0, 252.22222222222223)"
10-01-2023 16:05:41.947568,"(18.0, 25.0, 23.9)","(8.5, 13.0, 13.166666666666666)","(15.0, 16.0, 15.625)","(2.6, 3.05, 2.983421052631579)","(9.0, 11.0, 10.686567164179104)","(10.0, 17.5, 17.227272727272727)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.219117647058823)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.333333333333334)","(101.0, 210.0, 195.71428571428572)","(101.0, 320.0, 260.0)"
10-01-2023 16:05:43.484456,"(18.0, 25.0, 23.9)","(8.5, 13.5, 13.375)","(15.0, 16.5, 15.734375)","(2.6, 3.0, 2.9825)","(9.0, 11.0, 10.657142857142857)","(10.0, 17.5, 17.178571428571427)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.256521739130434)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.657142857142857)","(101.0, 210.0, 198.88888888888889)","(101.0, 320.0, 256.6666666666667)"
10-01-2023 16:05:45.005224,"(18.0, 25.0, 23.666666666666668)","(8.5, 13.5, 13.375)","(15.0, 16.5, 15.806122448979592)","(2.6, 3.0, 2.9825)","(9.0, 11.0, 10.621621621621621)","(10.0, 17.5, 17.113636363636363)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.235135135135136)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.657142857142857)","(101.0, 210.0, 200.0)","(101.0, 310.0, 250.0)"
10-01-2023 16:05:46.570668,"(18.0, 25.0, 23.4)","(8.5, 13.5, 13.375)","(15.0, 16.5, 16.113636363636363)","(2.6, 3.0, 2.9825)","(9.0, 11.0, 10.316326530612244)","(10.0, 17.5, 17.113636363636363)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.24)","(101.0, 230.0, 220.0)","(11.0, 16.0, 15.636363636363637)","(101.0, 210.0, 200.0)","(101.0, 290.0, 243.33333333333334)"
10-01-2023 16:05:48.344316,"(18.0, 25.0, 23.51851851851852)","(8.5, 13.5, 13.375)","(15.0, 16.5, 16.121951219512194)","(2.6, 3.0, 2.9825)","(9.0, 10.5, 10.3)","(10.0, 17.5, 17.113636363636363)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.252272727272727)","(101.0, 230.0, 220.0)","(11.0, 16.0, 14.575)","(101.0, 210.0, 200.0)","(101.0, 350.0, 263.3333333333333)"
10-01-2023 16:05:49.916458,"(18.0, 25.0, 23.51851851851852)","(8.5, 13.5, 13.411764705882353)","(15.0, 16.5, 16.77777777777778)","(2.6, 3.0, 2.968888888888889)","(9.0, 10.5, 10.3)","(10.0, 17.5, 17.113636363636363)","(101.0, 200.0, 180.0)","(21.0, 70.0, 61.111111111111114)","(3.8, 4.3, 4.252272727272727)","(101.0, 230.0, 220.0)","(11.0, 16.0, 14.558823529411764)","(101.0, 210.0, 200.0)","(101.0, 340.0, 237.14285714285714)"
