,Yoha Nz,Brevity,Smooth Overarm Nz,Reactor Factor,Full Brother,Arabella Star,Atomicstar
10-01-2023 15:19:40.317992,"(71.0, 99999, 99990)","(51.0, 90.0, 70.0)","(4.4, 99999, 99990)","(2.45, 2.98, 2.9461363636363638)","(4.6, 6.0, 5.757142857142857)","(4.2, 5.3, 5.62)","(6.5, 9.4, 8.714285714285714)"
10-01-2023 15:19:41.500044,"(71.0, 99999, 99990)","(51.0, 90.0, 79.0909090909091)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9461363636363638)","(4.6, 6.0, 5.757142857142857)","(4.2, 5.9, 5.768750000000001)","(6.5, 9.4, 8.714285714285714)"
10-01-2023 15:19:42.687913,"(71.0, 99999, 99990)","(51.0, 90.0, 83.33333333333333)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9461363636363638)","(4.8, 6.0, 5.757142857142857)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.4, 8.714285714285714)"
10-01-2023 15:19:43.901659,"(71.0, 99999, 99990)","(51.0, 90.0, 83.33333333333333)","(4.4, 99999, 99990)","(2.45, 3.0, 2.861643835616438)","(4.8, 6.0, 5.757142857142857)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.4, 8.714285714285714)"
10-01-2023 15:19:45.117823,"(71.0, 99999, 99990)","(51.0, 90.0, 83.33333333333333)","(4.4, 99999, 99990)","(2.45, 2.9, 3.1849999999999996)","(4.8, 6.0, 5.757142857142857)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.4, 8.628571428571428)"
10-01-2023 15:19:46.365510,"(71.0, 99999, 99990)","(51.0, 90.0, 90.71428571428571)","(4.4, 99999, 99990)","(2.45, 3.3, 2.94)","(4.8, 6.0, 5.757142857142857)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.2, 8.472727272727273)"
10-01-2023 15:19:47.658247,"(71.0, 99999, 99990)","(51.0, 95.0, 118.75)","(4.4, 99999, 99990)","(2.45, 3.3, 2.9257142857142857)","(4.8, 6.0, 5.757142857142857)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.2, 8.5)"
10-01-2023 15:19:48.980121,"(71.0, 99999, 99990)","(51.0, 220.0, 116.25)","(4.4, 99999, 99990)","(2.45, 3.2, 2.9699999999999998)","(4.8, 6.0, 5.796)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.0, 8.68)"
10-01-2023 15:19:50.260535,"(71.0, 99999, 99990)","(51.0, 210.0, 100.625)","(4.4, 99999, 99990)","(2.45, 3.15, 2.99)","(4.8, 6.0, 6.325)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.0, 8.68)"
10-01-2023 15:19:51.492721,"(71.0, 99999, 99990)","(51.0, 210.0, 126.66666666666666)","(4.4, 99999, 99990)","(2.45, 3.1, 2.8830985915492957)","(4.8, 6.4, 6.15)","(4.2, 5.9, 5.6000000000000005)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:52.742142,"(71.0, 99999, 99990)","(51.0, 200.0, 102.5)","(4.4, 99999, 99990)","(2.45, 3.1, 2.94)","(4.8, 6.4, 6.36923076923077)","(4.2, 5.9, 5.775)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:53.976967,"(71.0, 99999, 99990)","(51.0, 190.0, 102.5)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.4, 6.300000000000001)","(4.2, 5.9, 5.775)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:55.132813,"(71.0, 99999, 99990)","(51.0, 170.0, 100.0)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.4, 6.0)","(4.2, 5.9, 5.847058823529412)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:56.290491,"(71.0, 99999, 99990)","(51.0, 170.0, 123.33333333333334)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.2, 5.88)","(4.2, 5.9, 5.78)","(6.5, 9.0, 8.68)"
10-01-2023 15:19:57.458011,"(71.0, 99999, 99990)","(51.0, 170.0, 132.85714285714286)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.2, 5.88)","(4.2, 6.2, 5.675)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:58.615153,"(71.0, 99999, 99990)","(51.0, 150.0, 132.85714285714286)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.2, 5.88)","(4.2, 6.2, 5.75)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:19:59.868163,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.2, 5.96)","(4.2, 6.2, 5.75)","(6.5, 9.0, 8.68)"
10-01-2023 15:20:01.188928,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 3.0, 2.9)","(4.8, 6.2, 6.2)","(4.2, 6.2, 5.857142857142858)","(6.5, 9.0, 8.68)"
10-01-2023 15:20:02.504693,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 3.0, 2.668)","(4.8, 6.4, 6.314285714285715)","(4.2, 6.2, 5.78)","(6.5, 9.0, 8.466666666666667)"
10-01-2023 15:20:03.813512,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 2.86, 2.6950000000000003)","(4.8, 6.4, 6.32)","(4.2, 6.2, 5.771428571428571)","(6.5, 9.0, 8.628571428571428)"
10-01-2023 15:20:05.208668,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 2.86, 2.815)","(4.8, 6.4, 6.3500000000000005)","(4.2, 6.2, 5.927272727272727)","(6.5, 9.2, 8.799999999999999)"
10-01-2023 15:20:06.680270,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 2.84, 2.821818181818182)","(4.8, 6.4, 6.32)","(4.2, 6.2, 5.927272727272727)","(6.5, 9.2, 8.799999999999999)"
10-01-2023 15:20:07.911619,"(71.0, 99999, 99990)","(51.0, 140.0, 112.72727272727273)","(4.4, 99999, 99990)","(2.45, 2.84, 2.74)","(4.8, 6.4, 6.425)","(4.2, 6.2, 6.1000000000000005)","(6.5, 9.2, 8.5)"
10-01-2023 15:20:09.032472,"(71.0, 99999, 99990)","(51.0, 150.0, 138.0)","(4.4, 99999, 99990)","(2.45, 2.84, 2.8)","(4.8, 6.8, 6.425)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.25)"
10-01-2023 15:20:10.148056,"(71.0, 99999, 99990)","(51.0, 150.0, 138.0)","(4.4, 99999, 99990)","(2.45, 2.84, 2.82)","(4.8, 6.8, 6.425)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.25)"
10-01-2023 15:20:11.334476,"(71.0, 99999, 99990)","(51.0, 150.0, 138.0)","(4.4, 99999, 99990)","(2.4, 2.84, 2.8)","(4.8, 6.8, 6.5)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.25)"
10-01-2023 15:20:12.518551,"(71.0, 99999, 99990)","(51.0, 150.0, 138.0)","(4.4, 99999, 99990)","(2.4, 2.84, 2.74)","(4.8, 6.8, 6.74)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.25)"
10-01-2023 15:20:13.604118,"(71.0, 99999, 99990)","(51.0, 150.0, 138.0)","(4.4, 99999, 99990)","(2.4, 2.84, 2.7111111111111112)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.25)"
10-01-2023 15:20:14.786808,"(71.0, 99999, 99990)","(51.0, 150.0, 214.44444444444446)","(4.4, 99999, 99990)","(2.4, 3.0, 2.906111111111111)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.116666666666667)","(6.5, 9.0, 8.600000000000001)"
10-01-2023 15:20:15.983165,"(71.0, 99999, 99990)","(51.0, 230.0, 214.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.116666666666667)","(6.5, 8.8, 8.4)"
10-01-2023 15:20:17.131385,"(71.0, 99999, 99990)","(51.0, 220.0, 194.0)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.116666666666667)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:18.234564,"(71.0, 99999, 99990)","(51.0, 210.0, 155.0)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.116666666666667)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:19.309409,"(71.0, 99999, 99990)","(51.0, 210.0, 167.14285714285714)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.171428571428572)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:20.385937,"(71.0, 99999, 99990)","(51.0, 200.0, 180.0)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.171428571428572)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:21.440545,"(71.0, 99999, 99990)","(51.0, 230.0, 203.33333333333334)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.128571428571429)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:22.540833,"(71.0, 99999, 99990)","(51.0, 230.0, 205.55555555555554)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.128571428571429)","(6.5, 8.8, 8.48)"
10-01-2023 15:20:23.792398,"(71.0, 99999, 99990)","(51.0, 230.0, 205.55555555555554)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.128571428571429)","(6.5, 8.8, 8.422222222222222)"
10-01-2023 15:20:24.981869,"(71.0, 99999, 99990)","(51.0, 230.0, 205.55555555555554)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.128571428571429)","(6.5, 8.6, 8.4)"
10-01-2023 15:20:26.229966,"(71.0, 99999, 99990)","(51.0, 230.0, 190.0)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.7)","(4.2, 6.2, 6.128571428571429)","(6.5, 8.6, 8.4)"
10-01-2023 15:20:27.571128,"(71.0, 99999, 99990)","(51.0, 230.0, 201.11111111111111)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8659999999999997)","(4.8, 6.8, 6.6)","(4.2, 6.2, 5.681818181818182)","(6.5, 8.6, 8.454545454545455)"
10-01-2023 15:20:28.893088,"(71.0, 99999, 99990)","(61.0, 230.0, 201.11111111111111)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8670588235294114)","(4.8, 6.8, 6.044444444444444)","(4.2, 5.7, 5.653846153846154)","(6.5, 8.6, 8.454545454545455)"
10-01-2023 15:20:30.224224,"(71.0, 99999, 99990)","(61.0, 230.0, 201.11111111111111)","(4.4, 99999, 99990)","(2.4, 2.98, 2.8670588235294114)","(4.8, 6.4, 6.275)","(4.2, 5.7, 5.633333333333334)","(6.5, 8.6, 8.454545454545455)"
10-01-2023 15:20:31.788786,"(71.0, 99999, 99990)","(71.0, 230.0, 213.75)","(4.4, 99999, 99990)","(2.45, 2.98, 2.7600000000000002)","(5.0, 6.6, 6.472727272727273)","(4.4, 6.2, 5.744827586206896)","(6.5, 9.6, 8.88)"
10-01-2023 15:20:32.964714,"(71.0, 99999, 99990)","(71.0, 230.0, 213.75)","(4.4, 99999, 99990)","(2.45, 2.94, 2.75)","(5.0, 6.6, 6.476190476190476)","(4.4, 6.2, 5.744827586206896)","(6.5, 9.6, 8.666666666666666)"
10-01-2023 15:20:34.102237,"(71.0, 99999, 99990)","(71.0, 230.0, 215.55555555555554)","(4.4, 99999, 99990)","(2.45, 2.9, 2.75)","(5.0, 6.8, 6.72)","(4.4, 6.2, 5.744827586206896)","(6.5, 9.6, 8.933333333333334)"
10-01-2023 15:20:35.120582,"(71.0, 99999, 99990)","(71.0, 230.0, 215.55555555555554)","(4.4, 99999, 99990)","(2.45, 2.9, 2.75)","(5.0, 6.8, 6.72)","(4.4, 6.2, 5.744827586206896)","(6.5, 9.2, 8.628571428571428)"
10-01-2023 15:20:36.361415,"(71.0, 99999, 99990)","(71.0, 230.0, 215.55555555555554)","(4.4, 99999, 99990)","(2.45, 2.9, 2.737142857142857)","(5.0, 6.8, 6.138461538461539)","(4.4, 6.2, 5.744827586206896)","(6.5, 9.2, 8.628571428571428)"
10-01-2023 15:20:37.383861,"(71.0, 99999, 99990)","(61.0, 230.0, 215.55555555555554)","(4.4, 99999, 99990)","(2.45, 2.96, 2.737142857142857)","(5.0, 6.4, 5.78)","(4.4, 6.2, 5.728571428571429)","(6.5, 9.2, 8.628571428571428)"
10-01-2023 15:20:38.443462,"(71.0, 99999, 99990)","(61.0, 230.0, 213.75)","(4.4, 99999, 99990)","(2.45, 2.96, 2.737142857142857)","(5.0, 6.4, 6.085714285714285)","(4.4, 6.2, 5.833333333333333)","(6.5, 9.2, 8.72)"
10-01-2023 15:20:39.744327,"(71.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.96, 2.737142857142857)","(5.0, 6.2, 6.111111111111111)","(4.4, 6.2, 5.833333333333333)","(6.5, 9.2, 8.72)"
10-01-2023 15:20:41.011846,"(71.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.96, 2.8181818181818183)","(5.0, 6.2, 6.133333333333334)","(4.4, 6.2, 5.833333333333333)","(6.5, 9.2, 8.72)"
10-01-2023 15:20:42.142835,"(71.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.96, 2.8160000000000003)","(5.0, 6.2, 6.03125)","(4.4, 6.2, 5.833333333333333)","(6.5, 9.2, 8.8)"
10-01-2023 15:20:43.246359,"(71.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.96, 2.680842105263158)","(5.0, 6.2, 6.126190476190477)","(4.4, 6.2, 6.075)","(6.5, 9.0, 8.72)"
10-01-2023 15:20:44.407699,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.662352941176471)","(5.0, 6.4, 6.112500000000001)","(4.4, 6.4, 6.314285714285715)","(6.5, 9.2, 8.989473684210527)"
10-01-2023 15:20:45.538941,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.119512195121952)","(4.4, 6.4, 6.385294117647059)","(6.5, 9.8, 8.871428571428572)"
10-01-2023 15:20:46.549524,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.119512195121952)","(4.4, 6.4, 6.386842105263158)","(6.5, 9.8, 9.057142857142857)"
10-01-2023 15:20:47.501586,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.143243243243243)","(4.4, 6.4, 6.385714285714286)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:48.458212,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.358333333333333)","(4.4, 6.4, 6.36875)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:49.440035,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.323076923076924)","(4.4, 6.4, 6.373684210526316)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:50.480548,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.328571428571429)","(4.4, 6.4, 6.342857142857143)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:51.468649,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6614457831325304)","(5.0, 6.4, 6.328571428571429)","(4.4, 6.4, 6.342857142857143)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:52.542094,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.7, 2.6333333333333333)","(5.0, 6.4, 6.336)","(4.4, 6.4, 6.342857142857143)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:53.579928,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.6333333333333333)","(5.0, 6.4, 6.336)","(4.4, 6.4, 6.342857142857143)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:54.598815,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.6333333333333333)","(5.0, 6.4, 6.3500000000000005)","(4.4, 6.4, 6.380000000000001)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:55.614903,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.641538461538462)","(5.0, 6.4, 6.3500000000000005)","(4.4, 6.4, 6.385185185185185)","(6.5, 9.8, 9.02962962962963)"
10-01-2023 15:20:56.827199,"(61.0, 99999, 99990)","(61.0, 230.0, 216.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.626666666666667)","(5.0, 6.4, 6.381818181818182)","(4.4, 6.4, 6.387096774193549)","(6.5, 9.8, 9.0)"
10-01-2023 15:20:57.928439,"(61.0, 99999, 99990)","(61.0, 190.0, 181.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.637777777777778)","(5.0, 6.4, 6.384615384615385)","(4.4, 6.4, 6.387096774193549)","(6.5, 9.8, 9.03076923076923)"
10-01-2023 15:20:58.920408,"(61.0, 99999, 99990)","(61.0, 190.0, 181.25)","(4.4, 99999, 99990)","(2.45, 2.66, 2.637777777777778)","(5.0, 6.4, 6.384615384615385)","(4.4, 6.4, 6.387096774193549)","(6.5, 9.8, 9.03076923076923)"
10-01-2023 15:20:59.908420,"(61.0, 99999, 99990)","(61.0, 190.0, 181.25)","(4.4, 99999, 99990)","(2.4, 2.66, 2.637777777777778)","(5.0, 6.4, 6.384615384615385)","(4.4, 6.4, 6.387096774193549)","(6.5, 9.8, 8.966666666666667)"
10-01-2023 15:21:00.950315,"(61.0, 99999, 99990)","(61.0, 190.0, 181.25)","(4.4, 99999, 99990)","(2.4, 2.66, 2.6225)","(5.0, 6.4, 6.384615384615385)","(4.4, 6.4, 6.387096774193549)","(6.5, 9.8, 8.966666666666667)"
10-01-2023 15:21:02.013134,"(61.0, 99999, 99990)","(61.0, 190.0, 181.25)","(4.4, 99999, 99990)","(2.4, 2.64, 2.5952)","(5.0, 6.4, 6.266666666666667)","(4.4, 6.4, 6.28)","(6.5, 9.8, 9.2)"
10-01-2023 15:21:03.022529,"(61.0, 99999, 99990)","(61.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.64, 2.6)","(5.0, 6.6, 6.32)","(4.4, 6.6, 6.3538461538461535)","(6.5, 9.6, 8.933333333333334)"
10-01-2023 15:21:04.186019,"(61.0, 99999, 99990)","(61.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.62, 2.5672727272727274)","(5.0, 6.6, 6.35)","(4.4, 6.6, 6.3538461538461535)","(6.5, 9.6, 9.183333333333334)"
10-01-2023 15:21:05.339618,"(61.0, 99999, 99990)","(61.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.6, 2.562222222222222)","(5.0, 6.6, 6.35)","(4.4, 6.6, 6.504)","(6.5, 9.6, 8.825806451612904)"
10-01-2023 15:21:06.361070,"(61.0, 99999, 99990)","(61.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.58, 2.558181818181818)","(5.0, 6.6, 6.389473684210526)","(4.4, 6.6, 6.475471698113207)","(6.5, 9.6, 9.066666666666666)"
10-01-2023 15:21:07.446880,"(61.0, 99999, 99990)","(61.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.4, 2.6, 2.6485714285714286)","(5.0, 6.6, 6.35)","(4.4, 6.6, 6.475471698113207)","(6.5, 9.4, 9.066666666666666)"
10-01-2023 15:21:08.493272,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.6485714285714286)","(5.0, 6.6, 6.338461538461539)","(4.6, 6.6, 6.341176470588235)","(7.0, 9.4, 7.413483146067416)"
10-01-2023 15:21:09.566452,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.6485714285714286)","(5.0, 6.4, 6.276923076923077)","(4.6, 6.6, 6.371428571428571)","(7.0, 8.0, 7.423204419889503)"
10-01-2023 15:21:10.515016,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.6485714285714286)","(5.0, 6.4, 6.276923076923077)","(4.6, 6.6, 6.371428571428571)","(7.0, 8.0, 7.413483146067416)"
10-01-2023 15:21:11.588691,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.65741935483871)","(5.0, 6.4, 6.276923076923077)","(4.6, 6.6, 6.371428571428571)","(7.0, 8.0, 7.413483146067416)"
10-01-2023 15:21:12.634820,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.65741935483871)","(5.0, 6.4, 6.3319148936170215)","(4.6, 6.6, 6.371428571428571)","(7.0, 8.0, 7.413483146067416)"
10-01-2023 15:21:13.624785,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.65741935483871)","(5.0, 6.4, 6.3319148936170215)","(4.6, 6.6, 6.371428571428571)","(7.0, 8.0, 7.413483146067416)"
10-01-2023 15:21:14.724606,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.66, 2.678181818181818)","(5.0, 6.4, 6.3087719298245615)","(4.6, 6.6, 6.371428571428571)","(6.5, 8.0, 7.410169491525424)"
10-01-2023 15:21:15.706224,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.7, 2.678181818181818)","(5.0, 6.4, 6.3087719298245615)","(4.6, 6.6, 6.371428571428571)","(6.5, 8.0, 7.410169491525424)"
10-01-2023 15:21:16.723500,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.7, 2.6952000000000003)","(5.0, 6.4, 6.333333333333334)","(4.6, 6.6, 6.371428571428571)","(6.5, 8.0, 7.410169491525424)"
10-01-2023 15:21:17.765255,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.7, 2.671219512195122)","(5.0, 6.4, 6.333333333333334)","(4.6, 6.6, 6.4)","(6.5, 8.0, 7.416759776536313)"
10-01-2023 15:21:18.817591,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.68, 2.5812145748987856)","(5.0, 6.4, 6.3578947368421055)","(4.6, 6.6, 6.441025641025641)","(6.5, 8.0, 7.6068181818181815)"
10-01-2023 15:21:19.862292,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.6, 2.5812145748987856)","(5.0, 6.4, 6.3500000000000005)","(4.6, 6.8, 6.474418604651163)","(6.5, 8.0, 7.421105527638192)"
10-01-2023 15:21:20.933710,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.6, 2.5621917808219177)","(5.0, 6.6, 6.46)","(4.6, 6.8, 6.61578947368421)","(6.5, 8.0, 7.345454545454546)"
10-01-2023 15:21:21.934512,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.58, 2.5621917808219177)","(5.0, 6.6, 6.46)","(4.6, 6.8, 6.540740740740741)","(6.5, 7.4, 7.6909090909090905)"
10-01-2023 15:21:23.038337,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.58, 2.5473684210526315)","(5.0, 6.6, 6.528205128205128)","(4.6, 6.8, 6.525490196078431)","(6.5, 7.8, 7.6421052631578945)"
10-01-2023 15:21:24.132350,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.56, 2.51875)","(5.0, 6.6, 6.526315789473684)","(4.6, 6.8, 6.6292682926829265)","(6.5, 7.8, 7.709090909090909)"
10-01-2023 15:21:25.134903,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.5, 2.4823529411764707)","(5.0, 6.6, 6.526315789473684)","(4.6, 6.8, 6.6292682926829265)","(6.5, 7.8, 7.709090909090909)"
10-01-2023 15:21:26.186246,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.4, 99999, 99990)","(2.35, 2.5, 2.485114503816794)","(5.0, 6.8, 6.581818181818182)","(4.6, 6.8, 6.617647058823529)","(6.5, 7.8, 7.657142857142857)"
10-01-2023 15:21:27.172739,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.6, 99999, 99990)","(2.35, 2.56, 2.55375)","(5.0, 6.8, 6.727272727272727)","(4.6, 6.8, 6.619354838709677)","(6.5, 8.0, 7.604123711340206)"
10-01-2023 15:21:28.182818,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.6, 99999, 99990)","(2.35, 2.54, 2.5344615384615383)","(5.0, 6.8, 6.666666666666666)","(4.6, 6.8, 6.619354838709677)","(6.5, 8.0, 7.604123711340206)"
10-01-2023 15:21:29.163438,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.6, 99999, 99990)","(2.35, 2.54, 2.5344615384615383)","(5.0, 6.8, 6.666666666666666)","(4.6, 6.8, 6.624)","(6.5, 8.0, 7.604123711340206)"
10-01-2023 15:21:30.125963,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.6, 99999, 99990)","(2.35, 2.52, 2.5180645161290323)","(5.0, 6.8, 6.666666666666666)","(4.8, 6.8, 6.624)","(6.5, 8.0, 7.604123711340206)"
10-01-2023 15:21:31.188548,"(61.0, 99999, 99990)","(71.0, 190.0, 174.44444444444446)","(4.6, 99999, 99990)","(2.35, 2.52, 2.5180645161290323)","(5.0, 6.8, 6.666666666666666)","(4.8, 6.8, 6.624)","(6.5, 8.0, 7.604123711340206)"
