,Cincinati Cyndie,Queen Of Cakes,Little Ripper,Special Was It,Desleys Girl,Commands Respect,Ticket To Venus
11-01-2023 15:14:23.352099,"(3.7, 5.7, 3.8176470588235296)","(61.0, 440.0, 275.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 34.25)"
11-01-2023 15:14:24.430819,"(3.7, 5.7, 3.8176470588235296)","(61.0, 440.0, 275.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 34.25)"
11-01-2023 15:14:25.504250,"(3.7, 5.7, 3.8176470588235296)","(61.0, 440.0, 275.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 35.285714285714285)"
11-01-2023 15:14:26.574676,"(3.7, 5.7, 3.8176470588235296)","(61.0, 450.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 34.25)"
11-01-2023 15:14:27.747000,"(3.7, 5.7, 3.8176470588235296)","(61.0, 450.0, 285.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 34.25)"
11-01-2023 15:14:28.918415,"(3.7, 5.7, 3.8176470588235296)","(61.0, 450.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 85.0, 33.625)"
11-01-2023 15:14:30.028350,"(3.7, 5.7, 3.8176470588235296)","(61.0, 440.0, 285.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 32.888888888888886)"
11-01-2023 15:14:31.000063,"(3.7, 5.7, 3.8176470588235296)","(61.0, 440.0, 285.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 32.888888888888886)"
11-01-2023 15:14:32.132264,"(3.7, 5.7, 3.8176470588235296)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 32.888888888888886)"
11-01-2023 15:14:33.226531,"(3.7, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 32.888888888888886)"
11-01-2023 15:14:34.281149,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 37.6)"
11-01-2023 15:14:35.386891,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:36.573346,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.0275)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:37.698008,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 2.94375)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:38.846318,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 2.94375)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:39.973930,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 2.94375)","(12.0, 28.0, 16.954545454545453)","(2.5, 3.25, 2.895)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:41.047059,"(3.8, 5.7, 3.8176470588235296)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.03125)","(2.6, 4.2, 3.17)","(12.0, 28.0, 20.852941176470587)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:42.189661,"(3.8, 5.6, 4.08)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.5778947368421052)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 46.27272727272727)"
11-01-2023 15:14:43.305844,"(3.8, 5.6, 3.89)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 46.27272727272727)"
11-01-2023 15:14:44.282158,"(3.8, 5.6, 4.43)","(61.0, 430.0, 280.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 46.27272727272727)"
11-01-2023 15:14:45.316698,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:46.445601,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:47.551535,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:48.687662,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:49.765660,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 12.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 23.14)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:50.909056,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:52.044509,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:53.022169,"(3.8, 5.6, 3.89)","(61.0, 450.0, 290.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:54.166642,"(3.8, 5.6, 3.89)","(61.0, 430.0, 285.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:55.342433,"(3.8, 5.6, 3.89)","(61.0, 430.0, 295.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 44.66666666666667)"
11-01-2023 15:14:56.338398,"(3.8, 5.6, 3.89)","(61.0, 450.0, 295.0)","(9.0, 20.0, 11.947368421052632)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.5)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 48.0)"
11-01-2023 15:14:57.474844,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 20.0, 11.925)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.69642857142857)","(2.5, 3.25, 2.6414285714285715)","(21.0, 80.0, 46.0)"
11-01-2023 15:14:58.539348,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 20.0, 11.925)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 18.17857142857143)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:14:59.639407,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 20.0, 12.833333333333334)","(2.6, 4.1, 3.5778947368421052)","(12.0, 28.0, 20.36111111111111)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:00.765025,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.5, 12.833333333333334)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 20.36111111111111)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:01.853813,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.5, 14.166666666666666)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:02.857190,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.0, 14.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:03.897948,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.0, 13.375)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:04.910478,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.0, 13.375)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:05.960331,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 19.0, 11.857142857142858)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:07.026946,"(3.8, 5.6, 3.89)","(61.0, 420.0, 285.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:08.100386,"(3.8, 5.6, 4.620588235294117)","(61.0, 420.0, 285.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:09.252168,"(3.8, 5.6, 3.98)","(61.0, 420.0, 285.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:10.421594,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:11.493336,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:12.624586,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:13.807770,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:14.830844,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:15.873174,"(3.8, 5.6, 3.98)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:16.938710,"(3.8, 5.6, 4.55)","(61.0, 450.0, 300.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.0155555555555553)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:17.955987,"(3.8, 5.6, 4.55)","(61.0, 420.0, 311.66666666666663)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.414285714285714)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:18.981321,"(3.8, 5.6, 4.183333333333334)","(61.0, 420.0, 290.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.414285714285714)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:20.097430,"(3.8, 5.6, 4.183333333333334)","(61.0, 420.0, 285.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.051111111111111)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:21.259593,"(3.8, 5.6, 4.183333333333334)","(61.0, 410.0, 158.33333333333334)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.051111111111111)","(12.0, 28.0, 22.02173913043478)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:22.390072,"(3.8, 5.6, 4.183333333333334)","(61.0, 190.0, 158.33333333333334)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.3738461538461535)","(12.0, 28.0, 18.57142857142857)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:23.585086,"(3.8, 5.6, 4.75)","(61.0, 190.0, 158.33333333333334)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.2563636363636363)","(12.0, 28.0, 20.666666666666664)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:24.645055,"(3.8, 5.6, 4.85)","(61.0, 190.0, 133.0)","(9.0, 18.5, 15.0)","(2.6, 4.1, 3.5199999999999996)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:25.781801,"(3.8, 5.6, 4.85)","(61.0, 190.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.5199999999999996)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 56.0)"
11-01-2023 15:15:26.816522,"(3.8, 5.6, 4.266666666666667)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.5199999999999996)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:27.791845,"(3.8, 5.6, 5.1)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.6199999999999997)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:28.879424,"(3.8, 5.6, 4.918181818181818)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.46)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:29.884442,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.1222222222222222)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:31.002459,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.1222222222222222)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:32.155838,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.1222222222222222)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:33.266972,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.636842105263158)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:34.633053,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.4999999999999996)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 2.824)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:35.941709,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.1, 3.457142857142857)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 3.108)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:37.153552,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.0, 3.457142857142857)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 3.108)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:38.367405,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.0, 3.457142857142857)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 3.108)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:39.579698,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.0, 3.457142857142857)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 3.108)","(21.0, 80.0, 46.0)"
11-01-2023 15:15:40.599016,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 137.5)","(9.0, 18.5, 17.1)","(2.6, 4.0, 3.457142857142857)","(12.0, 28.0, 17.458333333333332)","(2.5, 3.25, 3.108)","(21.0, 80.0, 48.61538461538461)"
11-01-2023 15:15:41.812546,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 119.28571428571428)","(9.0, 18.5, 13.25)","(2.6, 4.0, 3.457142857142857)","(12.0, 28.0, 18.6)","(2.5, 3.25, 3.108)","(21.0, 80.0, 55.285714285714285)"
11-01-2023 15:15:42.964119,"(3.8, 5.6, 4.433333333333334)","(61.0, 180.0, 119.28571428571428)","(9.0, 18.5, 13.25)","(2.6, 4.0, 3.775)","(12.0, 27.0, 18.6)","(2.5, 3.25, 3.108)","(21.0, 75.0, 55.285714285714285)"
11-01-2023 15:15:44.186454,"(3.8, 5.6, 5.166666666666666)","(61.0, 180.0, 119.28571428571428)","(9.0, 18.0, 16.2)","(2.6, 4.0, 3.7942857142857145)","(12.0, 27.0, 18.6)","(2.5, 3.25, 3.108)","(21.0, 75.0, 55.285714285714285)"
11-01-2023 15:15:45.385155,"(3.8, 5.6, 5.08)","(61.0, 180.0, 119.28571428571428)","(9.0, 18.0, 14.026315789473685)","(2.6, 4.0, 3.571428571428571)","(12.0, 27.0, 21.25)","(2.5, 3.25, 3.108)","(21.0, 75.0, 48.368421052631575)"
11-01-2023 15:15:46.628909,"(3.8, 5.6, 4.88)","(61.0, 180.0, 116.25)","(9.0, 17.5, 14.026315789473685)","(2.6, 4.0, 3.9096774193548387)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.108)","(21.0, 75.0, 48.368421052631575)"
11-01-2023 15:15:47.817813,"(3.8, 5.6, 4.88)","(61.0, 180.0, 116.25)","(9.0, 17.5, 15.333333333333334)","(2.6, 4.0, 3.9348837209302325)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 75.0, 49.5)"
11-01-2023 15:15:48.980294,"(3.8, 5.6, 4.88)","(61.0, 170.0, 132.5)","(9.0, 17.0, 15.333333333333334)","(2.6, 4.0, 3.9348837209302325)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:50.074355,"(3.8, 5.6, 4.88)","(61.0, 170.0, 132.5)","(9.0, 17.0, 15.333333333333334)","(2.6, 4.0, 3.8666666666666667)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:51.174548,"(3.8, 5.6, 4.88)","(61.0, 170.0, 132.5)","(9.0, 17.0, 13.071428571428571)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:52.223535,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 127.5)","(9.0, 17.0, 13.071428571428571)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:53.300814,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 127.5)","(9.0, 16.5, 13.588235294117647)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:54.451783,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.5, 12.75)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:55.908842,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.5, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:57.155638,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:58.417816,"(3.8, 5.6, 5.054545454545455)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:15:59.655509,"(3.8, 5.6, 4.88)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:16:00.769136,"(3.8, 5.6, 5.1875)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 49.5)"
11-01-2023 15:16:02.036123,"(3.8, 5.6, 5.1875)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:03.209386,"(3.8, 5.6, 5.372413793103448)","(61.0, 160.0, 113.57142857142857)","(9.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:04.445588,"(3.9, 5.6, 5.38)","(61.0, 160.0, 111.25)","(10.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:05.650453,"(3.9, 5.6, 5.38)","(61.0, 160.0, 111.25)","(10.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 3.0725)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:06.785765,"(3.9, 5.6, 5.335999999999999)","(61.0, 160.0, 111.25)","(10.0, 16.0, 14.666666666666666)","(2.6, 4.0, 3.830769230769231)","(12.0, 26.0, 21.25)","(2.5, 3.25, 2.753)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:07.965140,"(3.9, 5.6, 5.109090909090909)","(61.0, 160.0, 111.25)","(10.0, 16.0, 12.88888888888889)","(2.6, 4.0, 3.842857142857143)","(12.0, 26.0, 21.25)","(2.5, 3.25, 2.753)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:09.207344,"(3.9, 5.6, 5.109090909090909)","(61.0, 160.0, 111.25)","(10.0, 16.0, 12.275862068965518)","(2.6, 4.0, 3.842857142857143)","(12.0, 26.0, 21.25)","(2.5, 3.25, 2.753)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:10.329510,"(3.9, 5.6, 5.109090909090909)","(61.0, 150.0, 122.5)","(10.0, 16.0, 12.275862068965518)","(2.6, 4.0, 3.842857142857143)","(12.0, 26.0, 21.25)","(2.5, 3.25, 2.753)","(21.0, 70.0, 48.294117647058826)"
11-01-2023 15:16:11.423657,"(3.9, 5.6, 5.109090909090909)","(61.0, 150.0, 122.5)","(10.0, 16.0, 12.275862068965518)","(2.6, 4.0, 3.842857142857143)","(12.0, 26.0, 21.25)","(2.5, 3.25, 2.753)","(21.0, 70.0, 48.294117647058826)"
