,Zulu Rufus,Awesome Orson,Blink You Lose,Teragram Finale,Robell Magic,King Cujo
10-01-2023 20:14:57.651370,"(31.0, 350.0, 202.5)","(13.0, 80.0, 35.833333333333336)","(2.15, 2.5, 2.3921739130434783)","(8.0, 12.5, 10.918181818181818)","(2.2, 2.68, 2.499047619047619)","(7.5, 15.5, 13.75)"
10-01-2023 20:14:58.699094,"(31.0, 350.0, 202.5)","(13.0, 80.0, 35.833333333333336)","(2.15, 2.52, 2.3921739130434783)","(8.0, 12.5, 10.918181818181818)","(2.2, 2.68, 2.499047619047619)","(7.5, 15.5, 13.75)"
10-01-2023 20:14:59.704463,"(31.0, 350.0, 202.5)","(13.0, 80.0, 35.833333333333336)","(2.15, 2.52, 2.3921739130434783)","(8.0, 12.5, 10.918181818181818)","(2.2, 2.68, 2.499047619047619)","(7.5, 15.5, 13.75)"
10-01-2023 20:15:00.641606,"(31.0, 350.0, 202.5)","(13.0, 80.0, 35.833333333333336)","(2.15, 2.52, 2.3921739130434783)","(8.0, 12.5, 10.918181818181818)","(2.2, 2.68, 2.499047619047619)","(7.5, 15.5, 13.75)"
10-01-2023 20:15:01.572339,"(31.0, 350.0, 202.5)","(13.0, 80.0, 35.833333333333336)","(2.15, 2.52, 2.3916666666666666)","(8.0, 12.5, 10.918181818181818)","(2.2, 2.68, 2.54)","(7.5, 15.5, 14.333333333333332)"
10-01-2023 20:15:02.511557,"(31.0, 350.0, 202.5)","(13.0, 55.0, 45.66666666666667)","(2.15, 2.5, 2.44)","(8.0, 12.0, 11.6)","(2.2, 2.66, 2.54)","(7.5, 15.0, 13.105263157894736)"
10-01-2023 20:15:03.439046,"(31.0, 350.0, 202.5)","(13.0, 55.0, 45.66666666666667)","(2.15, 2.5, 2.41)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.54)","(7.5, 15.0, 13.615384615384615)"
10-01-2023 20:15:04.369755,"(31.0, 350.0, 202.5)","(13.0, 55.0, 45.66666666666667)","(2.15, 2.5, 2.41)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.54)","(7.5, 15.0, 13.90909090909091)"
10-01-2023 20:15:05.283254,"(31.0, 350.0, 199.0)","(13.0, 75.0, 50.5)","(2.15, 2.5, 2.4672727272727273)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.54)","(7.5, 15.0, 14.2)"
10-01-2023 20:15:06.290515,"(31.0, 400.0, 312.5)","(13.0, 75.0, 42.33333333333333)","(2.15, 2.5, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.0, 14.333333333333334)"
10-01-2023 20:15:07.359643,"(31.0, 350.0, 300.0)","(13.0, 75.0, 50.5)","(2.15, 2.5, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.0, 13.928571428571429)"
10-01-2023 20:15:08.294752,"(31.0, 350.0, 300.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.5, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.0, 14.166666666666666)"
10-01-2023 20:15:09.180010,"(31.0, 350.0, 300.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.5, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.5, 13.9)"
10-01-2023 20:15:10.049452,"(31.0, 350.0, 300.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.5, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.5, 14.166666666666666)"
10-01-2023 20:15:11.082373,"(31.0, 350.0, 200.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.5, 2.46)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.516)","(7.5, 15.5, 14.166666666666666)"
10-01-2023 20:15:12.030914,"(31.0, 350.0, 200.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.5, 2.42)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.66, 2.5)","(7.5, 15.5, 15.166666666666666)"
10-01-2023 20:15:13.005896,"(31.0, 350.0, 200.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.473333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.58, 2.533333333333333)","(7.5, 16.0, 15.166666666666666)"
10-01-2023 20:15:13.977476,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.465)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.533333333333333)","(7.5, 16.0, 15.625)"
10-01-2023 20:15:14.979445,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.465)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.533333333333333)","(7.5, 16.0, 15.625)"
10-01-2023 20:15:16.021341,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.465)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.533333333333333)","(7.5, 16.0, 15.625)"
10-01-2023 20:15:16.998174,"(31.0, 410.0, 173.33333333333331)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.465)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.513333333333333)","(7.5, 16.0, 15.625)"
10-01-2023 20:15:17.891656,"(31.0, 400.0, 141.25)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.465)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.58, 2.513333333333333)","(7.5, 16.0, 15.357142857142858)"
10-01-2023 20:15:18.871776,"(31.0, 390.0, 166.66666666666669)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.405)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.58, 2.493333333333333)","(7.5, 16.0, 15.625)"
10-01-2023 20:15:19.943446,"(31.0, 390.0, 166.66666666666669)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.48, 2.433333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.5, 2.4914285714285715)","(7.5, 16.0, 15.5)"
10-01-2023 20:15:20.871388,"(31.0, 380.0, 217.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.433333333333333)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.52, 2.4914285714285715)","(7.5, 16.0, 15.714285714285714)"
10-01-2023 20:15:21.939926,"(31.0, 380.0, 217.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.52, 2.4914285714285715)","(7.5, 16.0, 15.714285714285714)"
10-01-2023 20:15:22.898842,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.52, 2.4914285714285715)","(7.5, 16.0, 15.714285714285714)"
10-01-2023 20:15:23.952565,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.52, 2.4914285714285715)","(7.5, 16.0, 15.818181818181818)"
10-01-2023 20:15:24.970079,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.52, 2.52)","(7.5, 16.0, 15.0)"
10-01-2023 20:15:25.964011,"(31.0, 350.0, 202.5)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.58, 2.497777777777778)","(7.5, 16.0, 15.066666666666666)"
10-01-2023 20:15:26.992823,"(31.0, 350.0, 205.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.523809523809524)"
10-01-2023 20:15:27.980484,"(31.0, 350.0, 205.0)","(13.0, 75.0, 58.666666666666664)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.523809523809524)"
10-01-2023 20:15:28.936115,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.523809523809524)"
10-01-2023 20:15:29.943563,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.396)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.523809523809524)"
10-01-2023 20:15:31.007132,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.96875)"
10-01-2023 20:15:32.071787,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.314285714285715)","(2.2, 2.56, 2.5028571428571427)","(7.5, 18.0, 16.08823529411765)"
10-01-2023 20:15:33.214470,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.52)","(7.5, 18.0, 16.194444444444443)"
10-01-2023 20:15:34.253888,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5)","(7.5, 18.0, 16.194444444444443)"
10-01-2023 20:15:35.209643,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5)","(7.5, 18.0, 16.194444444444443)"
10-01-2023 20:15:36.240733,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5)","(7.5, 18.0, 16.194444444444443)"
10-01-2023 20:15:37.170844,"(31.0, 350.0, 205.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5)","(7.5, 18.0, 15.678571428571429)"
10-01-2023 20:15:38.089093,"(31.0, 370.0, 163.33333333333331)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5)","(7.5, 18.0, 17.035714285714285)"
10-01-2023 20:15:39.019236,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.5028571428571427)","(7.5, 18.0, 16.916666666666668)"
10-01-2023 20:15:40.002206,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 16.916666666666668)"
10-01-2023 20:15:41.070861,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 16.916666666666668)"
10-01-2023 20:15:42.134865,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 16.916666666666668)"
10-01-2023 20:15:43.128466,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 17.035714285714285)"
10-01-2023 20:15:44.063856,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 15.678571428571429)"
10-01-2023 20:15:45.046602,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 18.0, 16.125)"
10-01-2023 20:15:46.068384,"(31.0, 360.0, 210.0)","(13.0, 75.0, 65.2)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.36)","(2.2, 2.56, 2.5028571428571427)","(7.5, 18.0, 16.125)"
10-01-2023 20:15:46.988813,"(31.0, 360.0, 210.0)","(13.0, 75.0, 68.875)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.36)","(2.2, 2.56, 2.4914285714285715)","(7.5, 18.0, 16.125)"
10-01-2023 20:15:47.985310,"(31.0, 360.0, 210.0)","(13.0, 75.0, 68.875)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 18.0, 17.25)"
10-01-2023 20:15:49.063940,"(31.0, 360.0, 210.0)","(13.0, 75.0, 68.875)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 19.0, 16.083333333333332)"
10-01-2023 20:15:50.147960,"(31.0, 390.0, 225.0)","(13.0, 75.0, 68.875)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 19.0, 18.0)"
10-01-2023 20:15:51.125449,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 19.0, 18.0)"
10-01-2023 20:15:52.005152,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 19.0, 18.0)"
10-01-2023 20:15:52.909531,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.497777777777778)","(7.5, 19.0, 18.25)"
10-01-2023 20:15:53.931439,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 19.0, 18.25)"
10-01-2023 20:15:54.934615,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 19.0, 18.25)"
10-01-2023 20:15:55.843127,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 19.0, 18.25)"
10-01-2023 20:15:56.840539,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 19.0, 19.4)"
10-01-2023 20:15:57.861605,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 22.0, 17.666666666666668)"
10-01-2023 20:15:58.784974,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.493333333333333)","(7.5, 20.0, 18.352941176470587)"
10-01-2023 20:15:59.711294,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.56, 2.4914285714285715)","(7.5, 20.0, 18.352941176470587)"
10-01-2023 20:16:00.748863,"(31.0, 390.0, 225.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 18.352941176470587)"
10-01-2023 20:16:01.782786,"(31.0, 420.0, 240.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 18.352941176470587)"
10-01-2023 20:16:02.809276,"(31.0, 420.0, 240.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 18.115384615384617)"
10-01-2023 20:16:03.767198,"(31.0, 430.0, 245.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 18.63888888888889)"
10-01-2023 20:16:04.771955,"(31.0, 350.0, 205.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.435294117647059)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 18.63888888888889)"
10-01-2023 20:16:05.709711,"(31.0, 350.0, 205.0)","(13.0, 75.0, 69.55555555555556)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.466666666666667)","(2.2, 2.52, 2.4914285714285715)","(7.5, 20.0, 19.02)"
10-01-2023 20:16:06.649567,"(31.0, 350.0, 278.75)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.3945454545454545)","(8.0, 12.0, 11.373333333333333)","(2.2, 2.52, 2.52)","(7.5, 20.0, 19.02)"
10-01-2023 20:16:07.616082,"(31.0, 350.0, 210.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.3945454545454545)","(8.0, 11.5, 11.373333333333333)","(2.2, 2.56, 2.458823529411765)","(7.5, 20.0, 17.666666666666668)"
10-01-2023 20:16:08.641305,"(31.0, 350.0, 210.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.4)","(8.0, 11.5, 10.44)","(2.2, 2.48, 2.4266666666666667)","(7.5, 20.0, 18.09090909090909)"
10-01-2023 20:16:09.581323,"(31.0, 350.0, 318.8888888888889)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.4)","(8.0, 12.0, 10.44)","(2.2, 2.48, 2.4509090909090907)","(7.5, 20.0, 18.5)"
10-01-2023 20:16:10.421526,"(31.0, 350.0, 322.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.4)","(8.0, 12.0, 10.363636363636363)","(2.2, 2.48, 2.4509090909090907)","(7.5, 20.0, 18.5)"
10-01-2023 20:16:11.350972,"(31.0, 350.0, 295.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.4)","(8.0, 12.0, 10.363636363636363)","(2.2, 2.48, 2.4509090909090907)","(7.5, 20.0, 18.6)"
10-01-2023 20:16:12.231833,"(31.0, 350.0, 295.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.46, 2.4066666666666667)","(8.0, 12.0, 10.363636363636363)","(2.2, 2.48, 2.4509090909090907)","(7.5, 20.0, 19.0)"
10-01-2023 20:16:13.370259,"(31.0, 350.0, 215.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.48, 2.4509090909090907)","(7.5, 20.0, 20.214285714285715)"
10-01-2023 20:16:14.270110,"(31.0, 350.0, 215.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.48, 2.4509090909090907)","(7.5, 23.0, 20.479166666666668)"
10-01-2023 20:16:15.251662,"(31.0, 350.0, 215.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.5, 2.4152941176470586)","(7.5, 23.0, 20.59375)"
10-01-2023 20:16:16.297313,"(31.0, 350.0, 320.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.5, 2.4152941176470586)","(7.5, 23.0, 19.31578947368421)"
10-01-2023 20:16:17.266138,"(31.0, 350.0, 320.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.5, 2.4587096774193546)","(7.5, 23.0, 20.2)"
10-01-2023 20:16:18.158190,"(31.0, 350.0, 320.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.5, 2.4587096774193546)","(7.5, 23.0, 22.0625)"
10-01-2023 20:16:19.147240,"(31.0, 350.0, 316.875)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.4)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.5, 2.398181818181818)","(7.5, 23.0, 21.96153846153846)"
10-01-2023 20:16:20.187212,"(31.0, 440.0, 265.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.425333333333333)","(7.5, 23.0, 21.96153846153846)"
10-01-2023 20:16:21.104313,"(31.0, 440.0, 265.0)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.425333333333333)","(7.5, 23.0, 21.96153846153846)"
10-01-2023 20:16:22.073897,"(31.0, 440.0, 396.25)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.25)"
10-01-2023 20:16:23.010596,"(31.0, 350.0, 317.5)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.25)"
10-01-2023 20:16:23.933792,"(31.0, 350.0, 317.5)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.25)"
10-01-2023 20:16:24.802864,"(31.0, 350.0, 317.5)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.25)"
10-01-2023 20:16:25.663595,"(31.0, 350.0, 317.5)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.25)"
10-01-2023 20:16:26.589514,"(31.0, 350.0, 317.5)","(13.0, 75.0, 72.42105263157895)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.4299999999999997)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:27.491511,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.48, 2.458)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:28.389184,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.458)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:29.320519,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.425333333333333)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:30.242500,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.425333333333333)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:31.218517,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.425333333333333)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:32.137563,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.393333333333333)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.4416666666666664)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:33.213577,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.252222222222222)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.4416666666666664)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:34.115626,"(31.0, 350.0, 317.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.252222222222222)","(8.0, 12.0, 11.1)","(2.2, 2.5, 2.4387499999999998)","(7.5, 23.0, 22.470588235294116)"
10-01-2023 20:16:35.045303,"(31.0, 350.0, 299.0)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.2357142857142858)","(8.0, 12.0, 11.060869565217391)","(2.2, 2.54, 2.4183333333333334)","(7.5, 23.0, 22.75)"
10-01-2023 20:16:36.064756,"(31.0, 350.0, 299.0)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.33)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.41)","(7.5, 23.0, 22.75)"
10-01-2023 20:16:37.154335,"(31.0, 350.0, 299.0)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.41)","(7.5, 23.0, 23.694444444444443)"
10-01-2023 20:16:38.239513,"(31.0, 350.0, 287.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.4183333333333334)","(7.5, 24.0, 23.2)"
10-01-2023 20:16:39.215644,"(31.0, 430.0, 347.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.4183333333333334)","(7.5, 25.0, 23.421052631578945)"
10-01-2023 20:16:40.180776,"(31.0, 430.0, 347.5)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.4183333333333334)","(7.5, 25.0, 23.434782608695652)"
10-01-2023 20:16:41.110923,"(31.0, 430.0, 366.0)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.4183333333333334)","(7.5, 25.0, 23.434782608695652)"
10-01-2023 20:16:41.965472,"(31.0, 430.0, 376.6666666666667)","(13.0, 75.0, 71.9375)","(2.15, 2.44, 2.3533333333333335)","(8.0, 12.0, 11.1)","(2.2, 2.46, 2.4183333333333334)","(7.5, 25.0, 23.434782608695652)"
