,Wedding Night,Just One Good One Nz,Looks Just Right,Keayang Sponge Bob,Bella Godiva,Todays Hero,Trioli,Chang,Man Of Action Nz,Tulhurst Cuddles
06-01-2023 13:12:55.916412,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 5.800000000000001)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:12:57.303716,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 5.800000000000001)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:12:58.783095,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 5.800000000000001)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:00.176875,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 5.800000000000001)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:01.688718,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 5.800000000000001)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:03.445927,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:05.161690,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:06.627985,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.115)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:08.092036,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:09.547500,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:10.999525,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:12.441998,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:13.847079,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:15.199864,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 13.617647058823529)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:16.575079,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:17.875025,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:19.224661,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:20.559244,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:21.871719,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:23.207266,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.083333333333334)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:24.586864,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:25.953545,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:27.343834,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:28.703567,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:29.916581,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:31.210424,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:32.548105,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:34.073207,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:35.405255,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:36.790356,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:38.144435,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:39.430671,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:40.675489,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 28.666666666666664)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:41.891109,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 24.4)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:43.244543,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.114285714285714)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 34.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:44.463033,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 6.033333333333333)"
06-01-2023 13:13:45.717908,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.4, 5.66)"
06-01-2023 13:13:46.889745,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.2, 5.66)"
06-01-2023 13:13:48.256584,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.2, 5.66)"
06-01-2023 13:13:49.511913,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.2, 5.66)"
06-01-2023 13:13:50.913557,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.411428571428571)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.2, 5.3428571428571425)"
06-01-2023 13:13:52.236362,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3916666666666666)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 6.2, 5.233333333333333)"
06-01-2023 13:13:53.583189,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3916666666666666)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.7, 5.233333333333333)"
06-01-2023 13:13:55.028461,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3916666666666666)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.7, 5.233333333333333)"
06-01-2023 13:13:56.402162,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.364)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.3)"
06-01-2023 13:13:57.661591,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.364)","(5.5, 6.2, 6.15)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.3)"
06-01-2023 13:13:59.116873,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3125)","(5.5, 6.2, 6.15)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.3)"
06-01-2023 13:14:00.728017,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3125)","(5.5, 6.2, 6.15)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.3)"
06-01-2023 13:14:02.210378,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3125)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.3)"
06-01-2023 13:14:03.727803,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3125)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.24)"
06-01-2023 13:14:05.117519,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3024999999999998)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.6, 5.533333333333333)"
06-01-2023 13:14:06.382304,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.3024999999999998)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:07.649958,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:09.186525,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:10.542617,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:11.941394,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:13.508099,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:15.045915,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:16.544843,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:18.002813,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.533333333333333)"
06-01-2023 13:14:19.415482,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:20.893337,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:22.402326,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:23.917049,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:25.410558,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:26.763659,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.045)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:28.240040,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.42375)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:29.886538,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.42375)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:31.459462,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.42375)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:33.008910,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.42375)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
06-01-2023 13:14:34.724839,"(51.0, 180.0, 116.66666666666667)","(6.0, 99999, 99990)","(2.4, 3.55, 3.42375)","(5.5, 6.2, 6.144444444444445)","(10.0, 17.5, 12.423076923076923)","(21.0, 48.0, 43.6)","(17.0, 32.0, 27.333333333333336)","(71.0, 200.0, 182.5)","(17.0, 99999, 99990)","(4.2, 5.8, 5.266666666666667)"
