,Bandit Butch,Turbulence,Star Present,Start Packing,Nangar Molly,Apollos Fire,Rocking Jewel
09-01-2023 18:24:14.516222,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 61.6)","(10.0, 17.5, 15.15625)","(3.5, 5.9, 5.114285714285714)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:15.878169,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.7, 5.114285714285714)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:17.259749,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.7, 5.114285714285714)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:18.648910,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.7, 4.8687499999999995)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:20.124900,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.6, 4.8687499999999995)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:21.479762,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.6, 4.625)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:22.800948,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.6, 4.828571428571428)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:24.039778,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.3, 5.257142857142858)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:25.289322,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.9, 4.581818181818182)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:26.726932,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.7, 4.266666666666667)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:28.106859,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.5, 4.266666666666667)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 124.85714285714286)"
09-01-2023 18:24:29.407805,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.5, 4.266666666666667)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 140.0, 159.14285714285714)"
09-01-2023 18:24:30.729518,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.5, 4.266666666666667)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:32.039133,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.5, 4.266666666666667)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:33.360631,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.5, 4.622222222222223)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:34.682689,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.4, 4.622222222222223)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:36.024553,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.4, 4.246153846153846)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:37.462228,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.2, 4.685714285714285)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:38.651549,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.1, 4.246153846153846)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:39.829532,"(2.4, 3.1, 2.602222222222222)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.2, 4.246153846153846)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:41.181142,"(2.4, 3.1, 2.5966666666666667)","(21.0, 140.0, 74.66666666666666)","(10.0, 17.5, 15.15625)","(3.5, 5.2, 4.455555555555556)","(3.6, 5.3, 4.333333333333333)","(6.5, 17.0, 15.0)","(31.0, 180.0, 159.14285714285714)"
09-01-2023 18:24:42.489127,"(2.4, 3.05, 2.5966666666666667)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 4.455555555555556)","(3.6, 5.3, 4.091666666666667)","(6.5, 17.0, 13.666666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:24:43.800669,"(2.4, 3.05, 2.8996)","(21.0, 140.0, 92.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 4.455555555555556)","(3.6, 5.3, 4.091666666666667)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:24:45.073435,"(2.4, 3.05, 2.9124)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.264285714285714)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 51.4)"
09-01-2023 18:24:46.538696,"(2.4, 3.05, 2.712142857142857)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.264285714285714)","(6.5, 17.0, 12.416666666666666)","(31.0, 190.0, 88.0)"
09-01-2023 18:24:47.743449,"(2.4, 3.05, 2.7278571428571428)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.43)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:49.232988,"(2.4, 3.05, 2.8313333333333333)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.43)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:50.486464,"(2.4, 3.05, 2.8313333333333333)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.43)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:51.629904,"(2.4, 3.05, 2.8313333333333333)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 3.8555555555555556)","(3.6, 5.3, 4.43)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:52.761587,"(2.4, 3.05, 2.8313333333333333)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.1, 4.066666666666666)","(3.6, 5.3, 4.43)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:53.929861,"(2.4, 3.05, 2.8313333333333333)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 4.8, 4.066666666666666)","(3.6, 5.3, 4.775)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:55.078399,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 4.9, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:56.262991,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:57.411734,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:58.683203,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:24:59.861072,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:01.089532,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:02.323398,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:03.483018,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8857142857142857)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:04.822588,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.8181818181818183)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 108.0)"
09-01-2023 18:25:06.024198,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 76.0)","(10.0, 17.5, 11.2)","(3.5, 5.0, 4.025)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:07.262896,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.2)","(3.5, 5.0, 4.025)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:08.577046,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.2)","(3.5, 5.0, 3.9400000000000004)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:09.943711,"(2.4, 3.05, 2.7994444444444446)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.2)","(3.5, 4.9, 3.81)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:11.381016,"(2.4, 3.05, 2.927)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.2)","(3.5, 4.8, 3.81)","(3.6, 5.7, 4.158333333333333)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:12.541552,"(2.4, 3.05, 2.927)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 4.8, 4.12)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:13.704722,"(2.4, 3.2, 2.87)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:14.955277,"(2.4, 3.2, 2.87)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:16.188776,"(2.4, 3.2, 2.8125)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:17.473507,"(2.4, 3.2, 3.045)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:18.695045,"(2.4, 3.2, 2.87)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:19.881678,"(2.4, 3.2, 2.65)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 3.9375)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:21.125087,"(2.4, 3.2, 2.65)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 4.08)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:22.234720,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 4.08)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:23.297801,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 4.08)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:24.328497,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.6, 4.15)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:25.347770,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.5, 4.233333333333333)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:26.444888,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.3, 4.15)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:27.531708,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.5, 4.433333333333334)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:28.687806,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.9, 4.433333333333334)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 180.0, 88.0)"
09-01-2023 18:25:29.989950,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.7, 3.9625000000000004)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:31.143007,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:32.242894,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:33.225263,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:34.471671,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:35.573472,"(2.4, 3.1, 2.6333333333333333)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:36.587089,"(2.4, 3.2, 2.87)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.8615384615384616)","(3.6, 5.7, 4.3125)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:37.670574,"(2.4, 3.15, 2.6416666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 3.7875)","(3.6, 5.7, 4.285294117647059)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:38.715428,"(2.4, 3.15, 2.670714285714286)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 11.666666666666666)","(3.5, 5.8, 4.586666666666667)","(3.6, 5.7, 4.4)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:39.867147,"(2.4, 3.15, 2.9260714285714284)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 14.807692307692307)","(3.5, 5.6, 4.232)","(3.6, 5.7, 4.14)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:40.973932,"(2.4, 3.1, 2.85)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 14.807692307692307)","(3.5, 5.6, 3.9185185185185185)","(3.6, 5.7, 4.14)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:42.100259,"(2.4, 3.1, 2.7666666666666666)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 14.807692307692307)","(3.5, 5.4, 3.9185185185185185)","(3.6, 5.7, 4.14)","(6.5, 17.0, 13.333333333333334)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:43.212048,"(2.4, 3.0, 2.976)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 14.807692307692307)","(3.5, 5.4, 3.9185185185185185)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:44.241466,"(2.4, 3.0, 2.955)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.4, 3.9066666666666667)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 108.0)"
09-01-2023 18:25:45.310086,"(2.4, 3.0, 2.7600000000000002)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.4, 3.9555555555555553)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:46.394375,"(2.4, 3.0, 2.609)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.2, 3.9710526315789476)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:47.563943,"(2.4, 3.0, 2.79)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 3.9710526315789476)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:48.763032,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 3.9545454545454546)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:49.824060,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 3.9545454545454546)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:50.947430,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 3.9545454545454546)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:52.054162,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 3.9545454545454546)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:53.209052,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 5.0, 4.2)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:54.299443,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.9, 3.9363636363636365)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 108.0)"
09-01-2023 18:25:55.405900,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.8, 3.9363636363636365)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 180.0, 88.0)"
09-01-2023 18:25:56.559043,"(2.4, 3.0, 2.821818181818182)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.8, 3.9562500000000003)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:57.686869,"(2.4, 3.0, 2.8103225806451615)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.7, 3.9562500000000003)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:58.797824,"(2.4, 3.0, 2.8103225806451615)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.7, 3.9562500000000003)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:25:59.772623,"(2.4, 3.0, 2.8103225806451615)","(21.0, 140.0, 94.0)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.7, 3.9562500000000003)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.416666666666666)","(31.0, 140.0, 88.0)"
09-01-2023 18:26:00.821908,"(2.4, 3.0, 2.8103225806451615)","(21.0, 140.0, 78.66666666666667)","(10.0, 17.5, 13.794117647058822)","(3.5, 4.7, 4.0)","(3.6, 5.7, 4.089473684210526)","(6.5, 17.0, 12.875)","(31.0, 140.0, 88.0)"
09-01-2023 18:26:01.926889,"(2.4, 3.0, 2.81625)","(21.0, 140.0, 61.14285714285714)","(10.0, 17.5, 15.166666666666666)","(3.5, 4.6, 4.1)","(3.6, 5.7, 5.033333333333333)","(6.5, 17.0, 15.25)","(31.0, 140.0, 125.42857142857143)"
09-01-2023 18:26:03.075600,"(2.4, 2.98, 2.676)","(21.0, 130.0, 60.4)","(10.0, 17.0, 16.083333333333332)","(3.5, 4.5, 4.01)","(3.6, 5.6, 5.033333333333333)","(6.5, 16.5, 14.2)","(31.0, 140.0, 125.42857142857143)"
09-01-2023 18:26:04.193763,"(2.4, 2.98, 2.7133333333333334)","(21.0, 110.0, 60.4)","(10.0, 17.0, 16.083333333333332)","(3.5, 4.5, 4.01)","(3.6, 5.6, 5.05)","(6.5, 16.0, 14.5)","(31.0, 140.0, 125.42857142857143)"
09-01-2023 18:26:05.373694,"(2.4, 2.98, 2.7133333333333334)","(21.0, 100.0, 67.6)","(10.0, 17.0, 15.166666666666666)","(3.5, 4.5, 4.01)","(3.6, 5.6, 4.23448275862069)","(6.5, 15.5, 14.5)","(31.0, 140.0, 125.42857142857143)"
