,Jungle Warrior,Never Compromise,Uncle Jerome,Sir Rockport,Elvirus,Classy Solution,Positive Phil
06-01-2023 12:39:39.593708,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.271428571428571)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 10.538461538461538)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0666666666666664)"
06-01-2023 12:39:40.740378,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.271428571428571)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.117647058823529)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0666666666666664)"
06-01-2023 12:39:41.938769,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 10.916666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0666666666666664)"
06-01-2023 12:39:43.130287,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0666666666666664)"
06-01-2023 12:39:44.244004,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:45.241690,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:46.295736,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:47.360115,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.01025641025641)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:48.510555,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 67.64285714285714)","(3.5, 4.2, 4.016666666666667)","(8.0, 13.0, 11.571428571428571)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:49.679642,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 4.02)","(8.0, 13.0, 11.363636363636363)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:50.801892,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.0, 13.0, 11.363636363636363)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:51.930541,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.363636363636363)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:53.113677,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.271428571428571)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.56)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:54.284663,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.271428571428571)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.56)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:55.341226,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.56)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:56.514654,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.56)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:57.566196,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 11.56)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:58.583122,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.220000000000001)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9725)","(8.5, 13.0, 12.166666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:39:59.678464,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.220000000000001)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:00.782456,"(13.0, 18.0, 17.125)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:01.898581,"(13.0, 18.0, 16.5)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:03.058743,"(13.0, 18.0, 16.5)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:04.176466,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.314285714285715)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:05.307973,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:06.497415,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:07.641149,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 66.11764705882354)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:08.796925,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 62.66666666666667)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 12.166666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:10.082552,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:11.331359,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:12.521681,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 65.6)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:13.609542,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:14.755267,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:15.915483,"(13.0, 18.0, 15.375)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.1, 3.9909090909090907)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:16.932379,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:18.081275,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.666666666666666)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:19.240103,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:20.233679,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:21.256758,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:22.394604,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.583333333333334)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:23.558125,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.785714285714286)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:24.753861,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.785714285714286)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:25.883253,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.785714285714286)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:27.048687,"(13.0, 15.0, 14.73076923076923)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.785714285714286)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:28.173679,"(13.0, 15.0, 14.75)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.785714285714286)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:29.296070,"(13.0, 15.0, 14.75)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.928571428571429)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:30.447655,"(13.0, 15.0, 14.75)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.928571428571429)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:31.656451,"(13.0, 15.0, 14.8)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.928571428571429)","(7.5, 9.6, 9.415384615384616)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:32.852759,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 11.928571428571429)","(7.5, 9.6, 9.415384615384616)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:34.017996,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 3.963157894736842)","(8.5, 13.0, 12.117647058823529)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:35.188520,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.2, 4.175)","(8.5, 13.0, 12.117647058823529)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:36.290121,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.117647058823529)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:37.301270,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.117647058823529)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:38.332678,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.117647058823529)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:39.489116,"(13.0, 15.0, 14.848484848484848)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:40.515047,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.422222222222222)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:41.562307,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:42.634466,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:43.772472,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:44.970135,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.175)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:46.198085,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.4, 4.01044776119403)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:47.407416,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 55.0)","(3.5, 4.1, 4.01044776119403)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:48.558635,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.01044776119403)","(8.5, 13.0, 12.025)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:49.803475,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:50.878366,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:51.915918,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:53.091285,"(13.0, 15.0, 14.583333333333334)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:54.221321,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.458823529411765)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:55.229508,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.155555555555555)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:56.293193,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.018918918918919)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 8.64)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:57.304975,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 8.64)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:58.448935,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 8.64)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:40:59.691283,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:00.849280,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:01.959976,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:03.147211,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:04.265383,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:05.396468,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.3)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:06.579640,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.485714285714286)","(2.7, 3.2, 3.071428571428571)"
06-01-2023 12:41:07.741368,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.956521739130435)","(7.5, 9.6, 9.37142857142857)","(2.7, 3.2, 3.071428571428571)"
06-01-2023 12:41:08.888429,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 12.375)","(7.5, 9.6, 9.356521739130434)","(2.7, 3.2, 3.071428571428571)"
06-01-2023 12:41:10.003395,"(13.0, 15.0, 14.736842105263158)","(5.0, 6.4, 6.2615384615384615)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.356521739130434)","(2.7, 3.2, 3.071428571428571)"
06-01-2023 12:41:11.115184,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0725)"
06-01-2023 12:41:12.175835,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.163636363636364)","(2.7, 3.2, 3.0704545454545453)"
06-01-2023 12:41:13.347193,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.266666666666666)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:14.527419,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.5, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.244444444444445)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:15.565833,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.333333333333334)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:16.606691,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.244444444444445)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:17.647290,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 11.88888888888889)","(7.5, 9.6, 9.244444444444445)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:18.701110,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 12.375)","(7.5, 9.6, 9.333333333333334)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:19.801782,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.428571428571429)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.466666666666667)","(2.7, 3.2, 3.117391304347826)"
06-01-2023 12:41:20.870985,"(13.0, 18.0, 17.294117647058822)","(5.0, 6.6, 6.5)","(31.0, 70.0, 56.666666666666664)","(3.4, 4.1, 4.00625)","(8.5, 13.0, 11.903846153846153)","(7.5, 9.6, 9.466666666666667)","(2.7, 3.2, 3.117391304347826)"
