,Mask Up,Magnetism,Sir Maximus,Beauleica,Rojean,Sun Samurai,Millennial Girl,Edgy Era
08-01-2023 14:31:16.862312,"(2.7, 3.8, 3.752272727272727)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:17.926390,"(2.7, 3.8, 3.752272727272727)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:18.986543,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:20.037379,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:21.067371,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:22.088947,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.504347826086957)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:23.116432,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:24.154479,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:25.451640,"(2.7, 3.85, 3.708823529411765)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:26.660459,"(2.7, 3.85, 3.7181818181818183)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:27.889726,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:29.098321,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:30.295053,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 36.5)"
08-01-2023 14:31:31.423209,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 42.285714285714285)"
08-01-2023 14:31:32.542983,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:33.619893,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:34.755330,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:36.005209,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:37.212379,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:38.397379,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:39.610092,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:40.733810,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:41.788014,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:42.892892,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:44.306744,"(2.7, 3.85, 3.816666666666667)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 44.0, 40.0)"
08-01-2023 14:31:45.756294,"(2.7, 3.85, 3.826)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 42.0, 40.57142857142857)"
08-01-2023 14:31:47.113670,"(2.7, 3.85, 3.826)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.457142857142857)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6)","(26.0, 60.0, 57.53846153846154)","(7.5, 8.8, 8.785185185185187)","(21.0, 42.0, 40.57142857142857)"
08-01-2023 14:31:48.365526,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 42.0, 33.333333333333336)"
08-01-2023 14:31:49.588531,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 42.0, 33.333333333333336)"
08-01-2023 14:31:50.782691,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 42.0, 31.75)"
08-01-2023 14:31:51.981687,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:53.136326,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:54.326257,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:55.507382,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:56.711375,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:57.918151,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:31:59.121174,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:32:00.297267,"(2.7, 3.85, 3.79)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.5200000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:32:01.459136,"(2.7, 3.85, 3.625)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.4750000000000005)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 52.90909090909091)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 31.75)"
08-01-2023 14:32:02.598933,"(2.7, 3.8, 3.7)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.58)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 33.4)"
08-01-2023 14:32:03.735406,"(2.7, 3.8, 3.7)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.58)","(11.0, 20.0, 19.6875)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 40.0, 33.5)"
08-01-2023 14:32:04.921377,"(2.7, 3.8, 3.7)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.58)","(11.0, 20.0, 19.6)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:06.151004,"(2.7, 3.8, 3.7)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.58)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:07.365494,"(2.7, 3.85, 3.7111111111111112)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.58)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:08.561137,"(2.7, 3.85, 3.7111111111111112)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:09.723638,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:10.835433,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:11.967642,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:13.131540,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:14.345164,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:15.572005,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 42.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:16.748096,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:17.896301,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:19.012190,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:20.149528,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:21.288515,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:22.561845,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:23.796322,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.214285714285714)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:25.041566,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.40909090909091)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:26.260296,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.40909090909091)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:27.381472,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:28.531055,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:29.751339,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:31.656230,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.542105263157895)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 44.0)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 33.5)"
08-01-2023 14:32:33.017786,"(2.7, 3.85, 3.6833333333333336)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.472727272727273)","(3.9, 4.7, 4.485714285714286)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 52.57142857142857)","(7.5, 8.8, 8.785185185185187)","(21.0, 38.0, 32.0)"
08-01-2023 14:32:34.402832,"(2.7, 3.85, 3.7738095238095237)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.7, 4.44)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.8, 8.310714285714285)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:35.819331,"(2.7, 3.85, 3.7738095238095237)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.44)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.6, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:37.331545,"(2.7, 3.85, 3.7738095238095237)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.44)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:38.699990,"(2.7, 3.85, 3.7738095238095237)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.430769230769231)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:39.963325,"(2.7, 3.85, 3.7738095238095237)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.430769230769231)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:41.240791,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.430769230769231)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:42.517112,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.430769230769231)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:43.817626,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:45.035901,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:46.249959,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:47.443493,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:48.692699,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:49.907987,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:51.101723,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:52.323792,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
08-01-2023 14:32:53.445038,"(2.7, 3.85, 3.7338709677419355)","(9.0, 15.5, 14.928571428571429)","(3.9, 4.6, 4.590410958904109)","(3.9, 4.6, 4.438095238095238)","(11.0, 20.0, 19.666666666666668)","(26.0, 60.0, 56.0)","(7.5, 8.4, 8.374193548387098)","(21.0, 38.0, 36.666666666666664)"
