,Noble Present,Sudden Flare,Treat Me Special,Nannys Mission,Red Lil Shipment,Princess Mia Rose,Blue Bonnie,Great Devotion,Our Golden Colleen,License To Carry
05-01-2023 13:57:26.780494,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.7624999999999997)","(31.0, 55.0, 48.0)","(31.0, 42.0, 35.57142857142857)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.2666666666666666)","(5.0, 7.4, 7.3090909090909095)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:28.160075,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.7624999999999997)","(31.0, 55.0, 48.0)","(31.0, 42.0, 35.57142857142857)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.2666666666666666)","(5.0, 7.4, 7.3090909090909095)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:29.477572,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.7464285714285714)","(31.0, 55.0, 48.0)","(31.0, 42.0, 35.57142857142857)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.2666666666666666)","(5.0, 7.4, 7.3090909090909095)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:30.862308,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.690909090909091)","(31.0, 55.0, 48.0)","(31.0, 42.0, 58.8)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.3923076923076922)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:32.166503,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.690909090909091)","(31.0, 55.0, 48.0)","(31.0, 60.0, 58.875)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.3923076923076922)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:33.491756,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.690909090909091)","(31.0, 55.0, 48.0)","(31.0, 60.0, 58.875)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.3923076923076922)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:34.819489,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.690909090909091)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.3923076923076922)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:36.251859,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.8, 3.9266666666666667)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 55.333333333333336)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.3)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:37.631167,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.5, 3.35)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:38.981594,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 55.333333333333336)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.35)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:40.348194,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 55.333333333333336)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.35)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:41.636196,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 55.333333333333336)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.35)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:42.941429,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 55.333333333333336)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.314285714285714)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:44.126592,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:45.438418,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:46.814314,"(15.0, 17.5, 16.3)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:48.175584,"(15.0, 17.5, 16.25)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.2875)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:49.619096,"(15.0, 17.0, 16.25)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.2875)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:50.967969,"(15.0, 17.0, 16.25)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.2875)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:52.264999,"(15.0, 17.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:53.626873,"(15.0, 17.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:54.923001,"(15.0, 17.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.2666666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:56.177897,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.2666666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:57.513487,"(15.0, 16.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.2666666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:57:58.861756,"(15.0, 16.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:00.274650,"(15.0, 16.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:01.480218,"(15.0, 16.5, 16.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.3916666666666666)","(5.0, 7.4, 7.15)","(19.0, 25.0, 20.0)"
05-01-2023 13:58:02.793569,"(15.0, 16.5, 16.0)","(31.0, 60.0, 52.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:04.221963,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.5)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:05.683571,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.5)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:07.097828,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.5)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:08.378150,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.5)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:09.624233,"(15.0, 17.0, 16.333333333333332)","(31.0, 60.0, 56.5)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.4, 7.15)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:10.864310,"(15.0, 16.5, 15.857142857142858)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.3916666666666666)","(5.0, 7.6, 7.031578947368421)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:12.347649,"(15.0, 16.5, 15.857142857142858)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.2666666666666666)","(5.0, 7.6, 7.031578947368421)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:13.793930,"(15.0, 16.5, 16.2)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.225)","(5.0, 7.6, 7.031578947368421)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:15.249478,"(15.0, 16.5, 16.2)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.1625)","(5.0, 7.6, 7.031578947368421)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:16.617093,"(15.0, 16.5, 16.2)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.1625)","(5.0, 7.6, 7.031578947368421)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:17.964558,"(15.0, 16.5, 16.2)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.45, 3.25)","(5.0, 7.6, 6.7)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:19.337675,"(15.0, 18.5, 18.166666666666668)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.25)","(5.0, 7.6, 6.7)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:20.752253,"(15.0, 18.5, 18.166666666666668)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:22.092170,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:23.421570,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:24.726274,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(31.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:25.950762,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:27.302970,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.550000000000001)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:28.755486,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.550000000000001)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:30.289214,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.550000000000001)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:31.799965,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.550000000000001)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:33.570483,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.550000000000001)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:34.900170,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:36.290901,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:37.554168,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:38.811852,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:40.252240,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:41.735147,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:43.224979,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:44.546943,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:46.249098,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:47.756975,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:49.315788,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:50.893059,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:52.843362,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:54.394536,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:56.011848,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:57.639782,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:58:59.052367,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:00.621139,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:02.031486,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 54.666666666666664)","(13.0, 60.0, 33.0)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 20.0)"
05-01-2023 13:59:03.412060,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:04.985892,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:06.518299,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
