,Noble Present,Sudden Flare,Treat Me Special,Nannys Mission,Red Lil Shipment,Princess Mia Rose,Blue Bonnie,Great Devotion,Our Golden Colleen,License To Carry
05-01-2023 13:59:08.034634,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:09.644420,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:11.461523,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:13.506626,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.35)","(5.0, 7.6, 6.625)","(19.0, 25.0, 21.25)"
05-01-2023 13:59:15.230543,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.4, 3.1)","(5.0, 7.6, 6.921739130434783)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:16.879241,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9250000000000003)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.1)","(5.0, 7.6, 6.921739130434783)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:18.628193,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.921739130434783)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:20.364324,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.921739130434783)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:21.835125,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:23.401170,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:24.981355,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:26.725909,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 23.6)"
05-01-2023 13:59:28.340002,"(15.0, 18.0, 17.181818181818183)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:30.010153,"(15.0, 18.0, 16.772727272727273)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9000000000000004)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:31.584092,"(15.0, 18.0, 16.928571428571427)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:33.214662,"(15.0, 18.0, 16.928571428571427)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:35.029948,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:36.421153,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.123529411764706)","(5.0, 7.6, 6.75)","(19.0, 25.0, 21.75)"
05-01-2023 13:59:37.943012,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.075)","(5.0, 7.6, 6.75)","(19.0, 25.0, 23.142857142857142)"
05-01-2023 13:59:39.374633,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.15, 3.065625)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:40.772556,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.35, 3.065625)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:42.329468,"(15.0, 17.5, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.35, 3.1214285714285714)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:43.844458,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1214285714285714)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:45.232914,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1214285714285714)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:46.569797,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1214285714285714)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:48.052795,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1214285714285714)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:49.465831,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2166666666666663)","(5.0, 7.6, 6.615384615384616)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:50.854725,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28125)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:52.242712,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28125)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:53.564316,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28125)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:54.971761,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:56.312563,"(15.0, 17.5, 16.75)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:57.717328,"(15.0, 17.5, 16.75)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 13:59:59.170094,"(15.0, 17.5, 16.75)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 14:00:00.526224,"(15.0, 17.5, 16.75)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 14:00:01.927187,"(15.0, 17.5, 16.75)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.7)"
05-01-2023 14:00:03.557212,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.795)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.81818181818182)"
05-01-2023 14:00:04.996749,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.81818181818182)"
05-01-2023 14:00:06.312247,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 37.5)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.28)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 23.81818181818182)"
05-01-2023 14:00:07.623435,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 25.0, 32.81818181818181)"
05-01-2023 14:00:09.085274,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:10.460274,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:11.830065,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:13.147043,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:14.488187,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.7727272727272725)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.7272727272727275)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:15.813008,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.7727272727272725)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 6.8965517241379315)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:17.144080,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.7727272727272725)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:18.459119,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:19.802542,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:21.212366,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 42.0)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:22.830552,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.822222222222222)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.2249999999999996)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:24.262037,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:25.796627,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:27.346898,"(15.0, 17.5, 17.0)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:28.737882,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.9233333333333333)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:30.334819,"(15.0, 18.0, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.95, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:31.702702,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:33.181804,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:34.776630,"(15.0, 17.5, 17.147058823529413)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.8562499999999997)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:36.213827,"(15.0, 17.5, 17.444444444444443)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.78)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 7.085714285714285)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:37.751864,"(15.0, 18.0, 17.3)","(31.0, 60.0, 53.0)","(2.4, 3.9, 3.710526315789474)","(41.0, 55.0, 51.333333333333336)","(31.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 6.836363636363636)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:39.325786,"(15.0, 17.5, 17.3)","(31.0, 60.0, 53.0)","(2.4, 4.3, 4.125)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 6.836363636363636)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:40.771750,"(15.0, 17.5, 17.3)","(31.0, 60.0, 53.0)","(2.4, 4.3, 4.125)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 6.836363636363636)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:42.167819,"(15.0, 17.5, 17.3)","(31.0, 60.0, 53.0)","(2.4, 4.3, 4.266666666666667)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1285714285714286)","(5.0, 7.6, 6.836363636363636)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:43.646466,"(15.0, 17.5, 17.3)","(31.0, 60.0, 53.0)","(2.4, 4.3, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.3, 3.1726666666666667)","(5.0, 7.6, 7.0)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:45.160815,"(15.0, 19.0, 18.6)","(31.0, 60.0, 53.0)","(2.4, 4.7, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.25, 3.1726666666666667)","(5.0, 7.6, 7.221052631578948)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:46.675605,"(15.0, 19.0, 18.6)","(31.0, 60.0, 53.0)","(2.4, 4.7, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.25, 3.1422857142857143)","(5.0, 7.6, 7.221052631578948)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:48.183156,"(15.0, 19.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 4.7, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.25, 3.1422857142857143)","(5.0, 7.6, 7.221052631578948)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:49.656843,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 4.7, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 25.5)","(2.6, 3.25, 3.1422857142857143)","(5.0, 7.6, 7.221052631578948)","(19.0, 36.0, 32.81818181818181)"
05-01-2023 14:00:51.069083,"(15.0, 18.0, 17.529411764705884)","(31.0, 60.0, 53.0)","(2.4, 4.7, 4.175)","(41.0, 55.0, 51.333333333333336)","(41.0, 60.0, 53.0)","(13.0, 60.0, 33.3)","(10.0, 32.0, 28.75)","(2.6, 3.25, 3.1422857142857143)","(5.0, 7.6, 7.221052631578948)","(19.0, 36.0, 27.5)"
