,Azure Pride,Sarsen,Hello Newman,I Am Pearl,Leisure Games,Outa Taormina,Rosato,Whats Up Honey
14-12-2022 13:34:46.252324,"(4.0, 4.8, 4.758895705521472)","(6.5, 8.6, 8.409230769230769)","(2.6, 3.1, 3.0697115384615383)","(12.0, 13.0, 12.859375)","(31.0, 55.0, 48.63636363636363)","(101.0, 210.0, 195.0)","(6.0, 7.6, 7.436781609195402)","(8.5, 9.4, 9.3)"
14-12-2022 13:34:47.627160,"(4.0, 4.8, 4.758895705521472)","(6.5, 8.6, 8.40625)","(2.6, 3.1, 3.0677152317880796)","(12.0, 13.0, 12.990196078431373)","(31.0, 55.0, 48.7)","(101.0, 210.0, 188.0)","(6.0, 7.6, 7.373568281938327)","(8.5, 9.4, 9.351111111111111)"
14-12-2022 13:34:48.965712,"(4.0, 4.8, 4.758895705521472)","(6.5, 8.6, 8.40625)","(2.6, 3.1, 3.0677152317880796)","(12.0, 13.0, 12.990196078431373)","(31.0, 55.0, 48.7)","(101.0, 220.0, 188.0)","(6.0, 7.4, 7.373451327433629)","(8.5, 9.6, 9.351111111111111)"
14-12-2022 13:34:50.475428,"(4.0, 4.8, 4.758895705521472)","(6.5, 8.6, 8.511111111111111)","(2.6, 3.1, 3.0588235294117645)","(12.0, 13.0, 12.990196078431373)","(31.0, 55.0, 48.7)","(101.0, 220.0, 188.0)","(6.0, 7.4, 7.373451327433629)","(8.5, 9.6, 9.351111111111111)"
14-12-2022 13:34:51.737195,"(4.0, 4.8, 4.758895705521472)","(6.5, 8.6, 8.472)","(2.6, 3.1, 3.0588235294117645)","(12.0, 13.0, 12.803191489361701)","(31.0, 55.0, 48.7)","(101.0, 220.0, 188.0)","(6.0, 7.4, 7.373451327433629)","(8.5, 9.6, 9.351111111111111)"
14-12-2022 13:34:53.199231,"(4.0, 4.9, 4.808080808080808)","(6.5, 8.6, 8.52676056338028)","(2.6, 3.1, 3.0574127906976747)","(12.0, 13.0, 12.75)","(31.0, 55.0, 51.5)","(101.0, 220.0, 193.33333333333334)","(6.0, 7.4, 7.374683544303798)","(8.5, 9.6, 9.436496350364964)"
14-12-2022 13:34:54.536500,"(4.0, 4.9, 4.809142857142857)","(6.5, 8.6, 8.52676056338028)","(2.6, 3.1, 3.056333830104322)","(12.0, 13.0, 12.75)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.4, 7.4450980392156865)","(8.5, 9.6, 9.498181818181818)"
14-12-2022 13:34:55.877737,"(4.0, 4.9, 4.809142857142857)","(6.5, 8.6, 8.52676056338028)","(2.6, 3.1, 3.056333830104322)","(12.0, 13.0, 12.75)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.6, 7.447761194029851)","(8.5, 9.6, 9.566153846153847)"
14-12-2022 13:34:57.244464,"(4.0, 4.9, 4.809142857142857)","(6.5, 8.6, 8.535632183908046)","(2.6, 3.05, 3.018553459119497)","(12.0, 13.0, 12.87987012987013)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.6, 7.429299363057325)","(8.5, 9.8, 9.667826086956522)"
14-12-2022 13:34:58.697181,"(4.0, 4.9, 4.809142857142857)","(6.5, 8.6, 8.556097560975608)","(2.6, 3.05, 2.9886842105263156)","(12.0, 13.0, 12.964285714285714)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.6, 7.452747252747253)","(8.5, 9.8, 9.494323144104804)"
14-12-2022 13:35:00.004141,"(4.0, 4.9, 4.809142857142857)","(6.5, 8.6, 8.661052631578947)","(2.6, 3.0, 2.9585093167701864)","(12.0, 13.0, 12.964285714285714)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.6, 7.489256198347108)","(8.5, 9.8, 9.51311475409836)"
14-12-2022 13:35:01.352997,"(4.0, 4.9, 4.84047619047619)","(6.5, 8.8, 8.662500000000001)","(2.6, 2.96, 2.9585093167701864)","(12.0, 13.0, 12.953488372093023)","(31.0, 55.0, 51.5)","(101.0, 220.0, 196.0)","(6.0, 7.6, 7.489256198347108)","(8.5, 9.8, 9.634905660377358)"
14-12-2022 13:35:02.566122,"(4.0, 4.9, 4.8427672955974845)","(6.5, 8.8, 8.63661971830986)","(2.6, 2.96, 2.9695975232198144)","(12.0, 13.0, 12.484913793103448)","(31.0, 55.0, 51.5)","(101.0, 220.0, 194.0)","(6.0, 7.6, 7.4386363636363635)","(8.5, 9.8, 9.645132743362831)"
14-12-2022 13:35:03.912150,"(4.0, 5.0, 4.926523297491039)","(6.5, 8.8, 8.625)","(2.6, 2.98, 2.986712328767123)","(12.0, 12.5, 12.870229007633588)","(31.0, 55.0, 52.13636363636364)","(101.0, 210.0, 204.0)","(6.0, 7.6, 7.3829596412556056)","(8.5, 9.8, 9.645132743362831)"
14-12-2022 13:35:05.342807,"(4.0, 5.0, 4.868918918918919)","(6.5, 8.8, 8.65)","(2.6, 3.0, 2.9747945205479454)","(12.0, 13.0, 12.80952380952381)","(31.0, 55.0, 51.95652173913044)","(101.0, 210.0, 206.0)","(6.0, 7.4, 7.380701754385965)","(8.5, 9.8, 9.645132743362831)"
14-12-2022 13:35:06.887609,"(4.0, 5.0, 4.804761904761905)","(6.5, 8.8, 8.626086956521739)","(2.6, 2.98, 2.981176470588235)","(12.0, 13.0, 12.79326923076923)","(31.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.0, 7.4, 7.358222222222222)","(8.5, 9.8, 9.645132743362831)"
14-12-2022 13:35:08.297606,"(4.0, 5.0, 4.902380952380953)","(6.5, 8.8, 8.617142857142857)","(2.6, 3.0, 2.964932735426009)","(12.0, 13.0, 12.812807881773399)","(31.0, 55.0, 51.31578947368421)","(101.0, 210.0, 206.0)","(6.0, 7.4, 7.437179487179487)","(8.5, 9.8, 9.5232)"
14-12-2022 13:35:10.052625,"(4.0, 5.0, 4.910887096774194)","(6.5, 8.8, 8.635897435897437)","(2.6, 2.98, 2.9612195121951217)","(12.0, 13.0, 12.476878612716764)","(31.0, 55.0, 50.333333333333336)","(101.0, 210.0, 206.0)","(6.0, 7.6, 7.449689440993789)","(8.5, 9.6, 9.503759398496241)"
14-12-2022 13:35:11.438064,"(4.2, 5.0, 4.910887096774194)","(7.0, 8.8, 8.665263157894737)","(2.6, 2.98, 2.968262910798122)","(11.0, 12.5, 12.337349397590362)","(31.0, 55.0, 52.10526315789474)","(101.0, 210.0, 206.0)","(6.5, 7.6, 7.458479532163743)","(8.5, 9.6, 9.32396694214876)"
14-12-2022 13:35:12.818621,"(4.2, 5.0, 4.938888888888889)","(7.0, 8.8, 8.679245283018869)","(2.6, 2.98, 2.9485236768802228)","(11.0, 12.5, 12.44767441860465)","(31.0, 55.0, 52.10526315789474)","(101.0, 210.0, 206.0)","(6.5, 7.6, 7.482)","(8.5, 9.4, 9.335135135135134)"
14-12-2022 13:35:14.064635,"(4.2, 5.1, 5.019444444444444)","(7.0, 8.8, 8.679245283018869)","(2.6, 2.96, 2.9561052631578946)","(11.0, 12.5, 12.430167597765363)","(31.0, 55.0, 52.10526315789474)","(101.0, 210.0, 207.5)","(6.5, 7.6, 7.467906976744186)","(8.5, 9.4, 9.297435897435896)"
14-12-2022 13:35:15.318012,"(4.2, 5.3, 5.204812834224598)","(7.0, 8.8, 8.667857142857143)","(2.6, 2.92, 2.9122916666666665)","(11.0, 12.5, 12.439226519337016)","(31.0, 55.0, 50.1875)","(101.0, 210.0, 190.0)","(6.5, 7.6, 7.458)","(8.5, 9.4, 9.284210526315789)"
14-12-2022 13:35:16.683875,"(4.2, 5.3, 5.1948905109489045)","(7.0, 8.8, 8.652173913043478)","(2.6, 2.92, 2.9167924528301885)","(11.0, 12.5, 12.301136363636363)","(31.0, 55.0, 49.0)","(101.0, 210.0, 204.28571428571428)","(6.5, 7.6, 7.459183673469388)","(8.5, 9.4, 9.2575)"
14-12-2022 13:35:18.247343,"(4.2, 5.3, 5.174235807860262)","(7.0, 8.8, 8.563380281690142)","(2.6, 2.92, 2.9307954545454544)","(11.0, 12.5, 12.29298245614035)","(31.0, 50.0, 48.90909090909091)","(101.0, 210.0, 180.0)","(6.5, 7.6, 7.469651741293532)","(8.5, 9.4, 9.278723404255318)"
14-12-2022 13:35:19.730410,"(4.2, 5.1, 5.079611650485437)","(7.0, 8.4, 8.31764705882353)","(2.6, 2.94, 2.922566037735849)","(11.0, 12.5, 12.44578313253012)","(31.0, 50.0, 48.666666666666664)","(101.0, 200.0, 185.0)","(6.5, 7.6, 7.528342245989305)","(8.5, 9.4, 9.40952380952381)"
14-12-2022 13:35:21.031310,"(4.2, 5.2, 5.1203125)","(7.0, 8.4, 8.323376623376623)","(2.6, 2.96, 2.9412830188679244)","(11.0, 12.5, 12.44578313253012)","(31.0, 50.0, 48.666666666666664)","(101.0, 200.0, 185.0)","(6.5, 7.6, 7.624770642201835)","(8.5, 9.6, 9.339487179487179)"
14-12-2022 13:35:22.410278,"(4.2, 5.2, 5.1190476190476195)","(7.0, 8.4, 8.287769784172662)","(2.6, 2.96, 2.9330259365994236)","(11.0, 12.5, 12.261574074074074)","(31.0, 50.0, 48.35294117647059)","(101.0, 190.0, 165.0)","(6.5, 7.8, 7.6425)","(8.5, 9.6, 9.371428571428572)"
14-12-2022 13:35:23.958298,"(4.2, 5.2, 5.065137614678899)","(7.0, 8.4, 8.266192170818506)","(2.6, 2.96, 2.9241176470588233)","(11.0, 12.5, 12.1437125748503)","(31.0, 50.0, 48.193548387096776)","(101.0, 190.0, 160.0)","(6.5, 7.8, 7.57521613832853)","(8.5, 9.4, 8.931914893617021)"
14-12-2022 13:35:25.613474,"(4.2, 5.5, 5.390000000000001)","(7.0, 8.4, 8.281081081081082)","(2.6, 2.94, 2.9258775510204083)","(11.0, 12.5, 12.103960396039604)","(31.0, 50.0, 48.25)","(101.0, 190.0, 145.71428571428572)","(6.5, 7.8, 7.581303116147309)","(8.5, 9.0, 9.1)"
14-12-2022 13:35:27.195642,"(4.2, 5.4, 5.261643835616439)","(7.0, 8.4, 8.22857142857143)","(2.6, 2.96, 3.007423580786026)","(11.0, 12.5, 12.234806629834255)","(31.0, 50.0, 47.925925925925924)","(101.0, 180.0, 156.0)","(6.5, 7.8, 7.569662921348314)","(8.5, 9.0, 8.931818181818182)"
14-12-2022 13:35:28.745170,"(4.2, 5.3, 5.261643835616439)","(7.0, 8.4, 8.236559139784946)","(2.6, 3.05, 2.9863297872340424)","(11.0, 12.5, 12.028571428571428)","(31.0, 50.0, 47.793103448275865)","(101.0, 180.0, 150.0)","(6.5, 7.6, 7.544041450777202)","(8.5, 9.0, 8.827586206896552)"
14-12-2022 13:35:30.249473,"(4.2, 5.3, 5.26056338028169)","(7.0, 8.4, 8.258823529411766)","(2.6, 3.05, 3.037716535433071)","(11.0, 12.5, 12.176136363636363)","(31.0, 50.0, 50.46875)","(101.0, 170.0, 155.0)","(6.5, 7.6, 7.540939597315436)","(8.5, 9.0, 8.994117647058824)"
14-12-2022 13:35:31.663581,"(4.2, 5.1, 5.062962962962962)","(7.0, 8.4, 8.288495575221239)","(2.6, 3.05, 3.0025252525252526)","(11.0, 12.5, 12.204545454545455)","(31.0, 55.0, 50.46875)","(101.0, 160.0, 152.5)","(6.5, 7.8, 7.566863905325444)","(8.5, 9.0, 8.952631578947368)"
14-12-2022 13:35:33.095073,"(4.2, 5.1, 5.0504854368932035)","(7.0, 8.4, 8.31)","(2.6, 3.05, 2.9825128205128206)","(11.0, 12.5, 12.209302325581396)","(31.0, 55.0, 50.46875)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.663333333333333)","(8.0, 9.0, 8.916)"
14-12-2022 13:35:34.361168,"(4.2, 5.1, 5.0504854368932035)","(7.0, 8.4, 8.31)","(2.6, 3.05, 2.9824747474747473)","(11.0, 12.5, 12.198529411764707)","(31.0, 55.0, 50.46875)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.663333333333333)","(8.0, 9.2, 8.947368421052632)"
14-12-2022 13:35:35.554279,"(4.2, 5.1, 5.025)","(7.0, 8.4, 8.31)","(2.6, 3.05, 2.9969444444444444)","(11.0, 12.5, 12.198529411764707)","(31.0, 55.0, 51.0)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.670046082949309)","(8.0, 9.0, 8.992857142857144)"
14-12-2022 13:35:36.793318,"(4.2, 5.1, 5.040217391304347)","(7.0, 8.4, 8.355555555555556)","(2.6, 3.05, 2.9893129770992366)","(11.0, 12.5, 12.152482269503546)","(31.0, 55.0, 51.0)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.670046082949309)","(8.0, 9.0, 9.073417721518988)"
14-12-2022 13:35:38.064350,"(4.2, 5.1, 5.039226519337016)","(7.0, 8.4, 8.353398058252427)","(2.6, 3.0, 2.9893129770992366)","(11.0, 12.5, 12.432038834951456)","(31.0, 55.0, 51.41025641025641)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.635087719298245)","(8.0, 9.2, 9.04)"
14-12-2022 13:35:39.553721,"(4.2, 5.0, 4.987022900763359)","(7.0, 8.4, 8.188073394495412)","(2.6, 3.05, 2.982020202020202)","(11.0, 12.5, 12.476635514018692)","(31.0, 55.0, 51.36363636363637)","(101.0, 160.0, 155.0)","(6.5, 7.8, 7.620382165605095)","(8.0, 9.2, 9.1)"
14-12-2022 13:35:40.917496,"(4.2, 5.1, 5.029310344827587)","(7.0, 8.2, 8.194011976047904)","(2.6, 3.0, 2.9808602150537635)","(11.0, 12.5, 12.630252100840336)","(31.0, 55.0, 51.36363636363637)","(101.0, 160.0, 207.77777777777777)","(6.5, 7.8, 7.630167597765364)","(8.0, 9.2, 9.052)"
14-12-2022 13:35:42.224409,"(4.2, 5.2, 5.093548387096774)","(7.0, 8.2, 8.03076923076923)","(2.6, 3.0, 2.9808602150537635)","(11.0, 13.0, 12.611814345991561)","(31.0, 55.0, 51.27906976744186)","(101.0, 210.0, 207.77777777777777)","(6.5, 7.8, 7.624277456647399)","(8.0, 9.2, 9.052980132450331)"
14-12-2022 13:35:43.387945,"(4.2, 5.2, 5.093548387096774)","(7.0, 8.4, 8.215384615384615)","(2.6, 3.0, 2.9745714285714286)","(11.0, 13.0, 12.003521126760564)","(41.0, 55.0, 50.8974358974359)","(101.0, 210.0, 208.75)","(6.5, 7.8, 7.624277456647399)","(8.0, 9.2, 9.052980132450331)"
14-12-2022 13:35:44.561891,"(4.2, 5.2, 5.114285714285714)","(7.0, 8.4, 8.215384615384615)","(2.6, 3.0, 2.9745714285714286)","(11.0, 12.5, 12.003521126760564)","(41.0, 55.0, 50.8974358974359)","(101.0, 210.0, 208.75)","(6.5, 7.8, 7.624277456647399)","(8.0, 9.2, 9.052980132450331)"
14-12-2022 13:35:45.665099,"(4.2, 5.2, 5.114285714285714)","(7.0, 8.4, 8.215384615384615)","(2.6, 3.0, 2.9745714285714286)","(11.0, 12.5, 12.003521126760564)","(41.0, 55.0, 50.8974358974359)","(101.0, 210.0, 208.75)","(6.5, 7.8, 7.637931034482758)","(8.0, 9.2, 9.052980132450331)"
14-12-2022 13:35:46.856997,"(4.2, 5.1, 5.047593582887701)","(7.0, 8.2, 8.187919463087248)","(2.6, 3.0, 2.984109589041096)","(11.0, 12.0, 11.9369918699187)","(41.0, 55.0, 50.8974358974359)","(101.0, 210.0, 208.75)","(6.5, 7.8, 7.637931034482758)","(8.0, 9.2, 9.052980132450331)"
14-12-2022 13:35:48.146184,"(4.2, 5.1, 5.031612903225806)","(7.0, 8.4, 8.291358024691357)","(2.6, 3.05, 2.9937113402061857)","(11.0, 12.0, 11.438741721854305)","(41.0, 55.0, 53.84615384615385)","(101.0, 210.0, 205.0)","(6.5, 7.8, 7.365384615384616)","(8.0, 9.2, 9.036986301369863)"
14-12-2022 13:35:49.441662,"(4.2, 5.3, 5.16321243523316)","(7.0, 8.4, 8.345098039215687)","(2.6, 3.05, 2.9846315789473685)","(11.0, 11.5, 11.3429203539823)","(41.0, 55.0, 54.705882352941174)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.343703703703704)","(8.0, 9.2, 8.964356435643564)"
14-12-2022 13:35:50.501515,"(4.2, 5.5, 5.489399744572158)","(7.0, 8.2, 8.18157894736842)","(2.6, 3.0, 2.9846315789473685)","(11.0, 11.5, 11.334905660377359)","(41.0, 55.0, 54.705882352941174)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.341984732824428)","(8.0, 9.2, 8.962857142857143)"
14-12-2022 13:35:51.545943,"(4.2, 5.7, 5.637037037037037)","(7.0, 8.2, 8.178461538461537)","(2.6, 2.98, 2.964126984126984)","(11.0, 11.5, 11.334905660377359)","(41.0, 55.0, 54.705882352941174)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.341984732824428)","(8.0, 9.0, 8.962857142857143)"
14-12-2022 13:35:52.608613,"(4.2, 5.7, 5.637037037037037)","(7.0, 8.2, 8.165714285714285)","(2.6, 2.98, 2.9769832402234635)","(11.0, 11.5, 11.29746835443038)","(41.0, 55.0, 54.705882352941174)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.336134453781513)","(8.0, 9.0, 8.974025974025974)"
14-12-2022 13:35:53.650874,"(4.2, 5.7, 5.639823008849557)","(7.0, 8.2, 8.151381215469613)","(2.6, 2.98, 2.973818181818182)","(11.0, 11.5, 11.235)","(41.0, 60.0, 51.81818181818182)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.336134453781513)","(8.0, 9.0, 8.974025974025974)"
14-12-2022 13:35:55.011100,"(4.2, 5.7, 5.642127659574468)","(7.0, 8.2, 8.149714285714285)","(2.6, 2.98, 2.9737556561085974)","(11.0, 11.5, 11.235)","(41.0, 55.0, 52.083333333333336)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.336134453781513)","(8.0, 9.0, 8.974025974025974)"
14-12-2022 13:35:56.173300,"(4.4, 5.7, 5.65072463768116)","(7.0, 8.2, 8.149132947976877)","(2.6, 2.98, 2.9737556561085974)","(11.0, 11.5, 11.239344262295083)","(41.0, 55.0, 52.083333333333336)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.336134453781513)","(8.0, 9.0, 8.974025974025974)"
14-12-2022 13:35:57.268654,"(4.4, 5.7, 5.64910394265233)","(7.0, 8.2, 8.149132947976877)","(2.6, 2.98, 2.9737556561085974)","(11.0, 11.5, 11.239344262295083)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 205.0)","(6.5, 7.4, 7.333333333333334)","(8.0, 9.0, 8.96103896103896)"
14-12-2022 13:35:58.485020,"(4.4, 5.7, 5.65072463768116)","(7.0, 8.2, 8.149132947976877)","(2.6, 2.98, 2.9605263157894735)","(11.0, 11.5, 11.28515625)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.5, 7.4, 7.1261306532663315)","(8.0, 9.0, 8.96103896103896)"
14-12-2022 13:35:59.703500,"(4.4, 5.8, 5.708287292817679)","(7.0, 8.2, 8.185611510791366)","(2.6, 2.98, 2.971111111111111)","(11.0, 11.5, 11.289272030651341)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.5, 7.2, 7.091811414392059)","(8.0, 9.0, 8.96103896103896)"
14-12-2022 13:36:00.910846,"(4.4, 5.8, 5.686301369863013)","(7.0, 8.2, 8.185611510791366)","(2.6, 2.98, 2.971111111111111)","(11.0, 11.5, 11.27962962962963)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.5, 7.2, 7.0858638743455495)","(8.0, 9.0, 8.96103896103896)"
14-12-2022 13:36:02.176398,"(4.4, 5.8, 5.686301369863013)","(7.0, 8.2, 8.185611510791366)","(2.6, 2.98, 2.966744186046512)","(11.0, 11.5, 11.275471698113208)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.5, 7.2, 7.083422459893049)","(8.0, 9.0, 8.96103896103896)"
14-12-2022 13:36:03.433282,"(4.4, 5.8, 5.732520325203252)","(7.0, 8.2, 8.185611510791366)","(2.6, 2.98, 2.9648387096774194)","(11.0, 11.5, 11.273408239700375)","(41.0, 55.0, 51.81818181818182)","(101.0, 210.0, 206.0)","(6.5, 7.2, 7.005479452054795)","(8.0, 9.0, 9.029213483146068)"
14-12-2022 13:36:04.875674,"(4.4, 6.0, 5.986503067484662)","(7.0, 8.2, 7.977333333333333)","(2.6, 2.98, 2.9655555555555555)","(11.0, 11.5, 11.263537906137184)","(41.0, 55.0, 52.083333333333336)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.077611940298508)","(8.0, 9.2, 8.988888888888889)"
14-12-2022 13:36:06.232344,"(4.4, 6.0, 5.986503067484662)","(7.0, 8.0, 7.913725490196079)","(2.6, 2.98, 2.9578571428571427)","(11.0, 11.5, 11.250915750915752)","(41.0, 55.0, 51.05263157894737)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.034170854271357)","(8.0, 9.0, 8.878709677419355)"
14-12-2022 13:36:07.439442,"(4.4, 6.2, 6.139698492462312)","(7.0, 8.0, 7.913725490196079)","(2.6, 2.96, 2.955267175572519)","(11.0, 11.5, 11.267932489451477)","(41.0, 55.0, 50.833333333333336)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.092670157068063)","(8.0, 9.0, 8.947540983606558)"
14-12-2022 13:36:08.552294,"(4.6, 6.4, 6.2704545454545455)","(7.0, 7.8, 7.787709497206704)","(2.6, 2.96, 2.935)","(11.0, 11.5, 11.267932489451477)","(41.0, 55.0, 49.63636363636363)","(101.0, 210.0, 205.0)","(6.0, 7.2, 7.0919480519480524)","(8.0, 9.0, 8.862251655629139)"
14-12-2022 13:36:09.618768,"(4.6, 6.4, 6.232608695652174)","(7.0, 7.8, 7.776595744680851)","(2.6, 2.96, 2.9475)","(11.0, 11.5, 11.267932489451477)","(41.0, 50.0, 49.44444444444444)","(101.0, 210.0, 205.0)","(6.0, 7.2, 7.0919480519480524)","(8.0, 9.0, 8.755555555555556)"
14-12-2022 13:36:10.713380,"(4.6, 6.4, 6.2309278350515465)","(7.0, 7.8, 7.772839506172839)","(2.6, 2.96, 2.9466666666666668)","(11.0, 11.5, 11.267932489451477)","(41.0, 50.0, 49.285714285714285)","(101.0, 210.0, 205.0)","(6.0, 7.2, 7.0919480519480524)","(8.0, 8.8, 8.766666666666667)"
14-12-2022 13:36:11.798143,"(4.6, 6.4, 6.231481481481482)","(7.0, 7.8, 7.772839506172839)","(2.6, 2.96, 2.9466666666666668)","(11.0, 11.5, 11.267932489451477)","(41.0, 50.0, 49.125)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.092670157068063)","(8.0, 8.8, 8.678306878306879)"
14-12-2022 13:36:13.015502,"(4.6, 6.6, 6.425000000000001)","(7.0, 7.8, 7.917857142857143)","(2.6, 2.96, 2.937659574468085)","(11.0, 11.5, 11.38855421686747)","(41.0, 50.0, 49.125)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.092670157068063)","(8.0, 8.8, 8.630188679245283)"
14-12-2022 13:36:14.065458,"(4.6, 6.4, 6.305759162303665)","(7.0, 8.0, 7.917857142857143)","(2.6, 2.94, 2.937659574468085)","(11.0, 11.5, 11.38855421686747)","(41.0, 50.0, 49.125)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.092670157068063)","(8.0, 8.8, 8.630188679245283)"
14-12-2022 13:36:15.123896,"(4.6, 6.2, 6.175242718446602)","(6.5, 8.0, 7.891549295774648)","(2.6, 2.96, 2.9215384615384616)","(11.0, 12.0, 11.368131868131869)","(41.0, 50.0, 49.125)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.0919480519480524)","(8.0, 8.8, 8.62051282051282)"
14-12-2022 13:36:16.257133,"(4.6, 6.2, 6.175242718446602)","(6.5, 8.0, 7.891549295774648)","(2.6, 2.96, 2.9215384615384616)","(11.0, 12.0, 11.368131868131869)","(41.0, 50.0, 49.125)","(101.0, 210.0, 206.0)","(6.0, 7.2, 7.0919480519480524)","(8.0, 8.8, 8.621621621621621)"
14-12-2022 13:36:17.320170,"(4.6, 6.2, 6.1382352941176475)","(6.5, 8.0, 7.9264)","(2.6, 2.92, 2.9114999999999998)","(11.0, 12.0, 11.369973190348526)","(41.0, 50.0, 48.76923076923077)","(101.0, 300.0, 278.0)","(6.0, 7.2, 7.124414715719063)","(8.0, 8.8, 8.66031746031746)"
14-12-2022 13:36:18.501812,"(4.6, 6.2, 6.1382352941176475)","(6.5, 8.0, 7.9082191780821915)","(2.6, 2.92, 2.8933050847457626)","(11.0, 12.0, 11.369973190348526)","(41.0, 50.0, 48.588235294117645)","(101.0, 300.0, 267.0)","(6.0, 7.2, 7.140682414698163)","(8.0, 8.8, 8.659574468085106)"
14-12-2022 13:36:19.573311,"(4.6, 6.2, 6.0996610169491525)","(6.5, 8.2, 8.168325791855203)","(2.6, 2.9, 2.8933050847457626)","(11.0, 12.0, 11.387640449438202)","(41.0, 50.0, 48.18181818181818)","(101.0, 290.0, 253.63636363636363)","(6.0, 7.2, 7.2328947368421055)","(8.0, 8.8, 8.68843537414966)"
14-12-2022 13:36:20.846699,"(4.6, 6.2, 6.062068965517241)","(6.5, 8.4, 8.231481481481481)","(2.6, 2.9, 2.8663333333333334)","(11.0, 12.0, 11.435233160621761)","(41.0, 50.0, 48.095238095238095)","(101.0, 290.0, 248.33333333333334)","(6.0, 7.4, 7.240243902439024)","(8.0, 8.8, 8.68843537414966)"
14-12-2022 13:36:22.058879,"(4.6, 6.2, 6.062068965517241)","(6.5, 8.4, 8.231481481481481)","(2.6, 2.88, 2.8888235294117646)","(11.0, 12.0, 11.435233160621761)","(41.0, 50.0, 48.095238095238095)","(101.0, 290.0, 268.75)","(6.0, 7.4, 7.240243902439024)","(8.0, 8.8, 8.68843537414966)"
14-12-2022 13:36:23.204918,"(4.6, 6.2, 6.026540284360189)","(6.5, 8.4, 8.23469387755102)","(2.6, 2.9, 2.8888235294117646)","(11.0, 12.0, 11.435233160621761)","(41.0, 50.0, 48.10526315789474)","(101.0, 280.0, 252.22222222222223)","(6.0, 7.4, 7.240243902439024)","(8.0, 8.8, 8.68843537414966)"
14-12-2022 13:36:24.539206,"(4.6, 6.2, 6.026540284360189)","(7.0, 8.4, 8.23469387755102)","(2.6, 2.9, 2.8985074626865672)","(10.0, 12.0, 11.435233160621761)","(31.0, 50.0, 48.10526315789474)","(101.0, 270.0, 244.44444444444446)","(6.5, 7.4, 7.210144927536232)","(8.0, 8.8, 8.701796407185629)"
14-12-2022 13:36:25.781154,"(4.6, 6.2, 6.026540284360189)","(7.0, 8.4, 8.23469387755102)","(2.6, 2.9, 2.898235294117647)","(10.0, 12.0, 11.336879432624114)","(31.0, 50.0, 48.64150943396226)","(101.0, 260.0, 242.5)","(6.5, 7.4, 7.288983050847458)","(8.0, 8.8, 8.725714285714286)"
14-12-2022 13:36:27.019949,"(4.6, 6.0, 5.9372549019607845)","(7.0, 8.4, 8.462008733624454)","(2.6, 2.9, 2.868155339805825)","(10.0, 11.5, 11.219730941704036)","(31.0, 50.0, 48.41379310344828)","(101.0, 250.0, 206.66666666666666)","(6.5, 7.4, 7.349303621169916)","(8.0, 8.8, 8.852631578947369)"
14-12-2022 13:36:28.180740,"(4.8, 6.0, 5.896470588235294)","(7.0, 8.6, 8.462008733624454)","(2.6, 2.9, 2.868155339805825)","(10.0, 11.5, 11.17013888888889)","(31.0, 50.0, 48.54545454545455)","(101.0, 210.0, 206.66666666666666)","(6.5, 7.4, 7.34240506329114)","(8.0, 9.0, 8.856603773584906)"
