,Azure Pride,Sarsen,Hello Newman,I Am Pearl,Leisure Games,Outa Taormina,Rosato,Whats Up Honey
14-12-2022 13:23:18.466915,"(4.0, 4.9, 4.769767441860465)","(6.0, 8.0, 7.345454545454546)","(2.35, 3.1, 3.02)","(14.0, 17.0, 16.0)","(20.0, 36.0, 32.0)","(101.0, 200.0, 150.0)","(6.0, 7.8, 7.5)","(11.0, 13.0, 12.68421052631579)"
14-12-2022 13:23:19.702260,"(4.0, 4.9, 4.769767441860465)","(6.0, 8.0, 7.345454545454546)","(2.35, 3.1, 3.02)","(14.0, 16.5, 14.833333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 166.66666666666666)","(6.0, 7.8, 7.5)","(11.0, 13.0, 12.214285714285714)"
14-12-2022 13:23:21.184308,"(4.0, 4.9, 4.769767441860465)","(6.0, 8.0, 7.345454545454546)","(2.35, 3.1, 2.9481818181818182)","(14.0, 15.5, 15.0)","(20.0, 36.0, 32.0)","(101.0, 200.0, 166.66666666666666)","(6.0, 7.8, 7.5600000000000005)","(11.0, 12.5, 12.907407407407408)"
14-12-2022 13:23:22.361405,"(4.0, 4.9, 4.775555555555556)","(6.0, 8.0, 7.345454545454546)","(2.35, 2.96, 2.912)","(14.0, 15.5, 15.0)","(20.0, 36.0, 32.0)","(101.0, 200.0, 162.5)","(6.0, 7.8, 7.418181818181818)","(11.0, 13.5, 12.772727272727273)"
14-12-2022 13:23:23.653424,"(4.0, 4.9, 4.788372093023256)","(6.0, 8.0, 7.345454545454546)","(2.35, 2.96, 2.923076923076923)","(14.0, 15.5, 15.115384615384615)","(20.0, 36.0, 32.0)","(101.0, 200.0, 162.5)","(6.0, 8.0, 7.4)","(11.0, 13.5, 12.772727272727273)"
14-12-2022 13:23:24.836560,"(4.0, 4.9, 4.797872340425532)","(6.0, 8.0, 7.345454545454546)","(2.35, 2.96, 2.923076923076923)","(14.0, 15.5, 14.041666666666666)","(20.0, 36.0, 32.0)","(101.0, 200.0, 175.0)","(6.0, 7.6, 7.4)","(11.0, 13.5, 12.772727272727273)"
14-12-2022 13:23:25.923104,"(4.0, 4.9, 4.797872340425532)","(6.0, 8.0, 7.345454545454546)","(2.35, 2.96, 2.923076923076923)","(14.0, 15.5, 14.333333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 175.0)","(6.0, 7.6, 7.4)","(11.0, 13.5, 12.5)"
14-12-2022 13:23:27.093463,"(4.0, 4.9, 4.825581395348838)","(6.0, 8.0, 7.377777777777778)","(2.35, 2.96, 2.933333333333333)","(14.0, 15.5, 14.333333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 162.5)","(6.0, 7.6, 7.35)","(11.0, 13.0, 12.5)"
14-12-2022 13:23:28.318281,"(4.0, 4.9, 4.858620689655172)","(6.0, 8.0, 7.377777777777778)","(2.35, 2.96, 2.9391304347826086)","(14.0, 15.5, 14.333333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 162.5)","(6.0, 7.6, 7.35)","(11.0, 13.0, 12.5)"
14-12-2022 13:23:29.455809,"(4.0, 4.9, 4.86)","(6.0, 8.0, 7.377777777777778)","(2.35, 2.96, 2.9391304347826086)","(14.0, 15.5, 14.333333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 162.5)","(6.0, 7.6, 7.35)","(11.0, 13.0, 12.5)"
14-12-2022 13:23:30.646041,"(4.0, 4.9, 4.86)","(6.0, 8.0, 7.377777777777778)","(2.35, 2.96, 2.9391304347826086)","(14.0, 15.5, 14.333333333333334)","(20.0, 36.0, 32.0)","(101.0, 200.0, 164.28571428571428)","(6.0, 7.6, 7.35)","(11.0, 13.0, 12.5)"
14-12-2022 13:23:31.778426,"(4.0, 4.9, 4.86)","(6.0, 8.0, 7.533333333333333)","(2.35, 2.96, 2.9306666666666668)","(14.0, 15.5, 13.944444444444445)","(20.0, 36.0, 40.666666666666664)","(101.0, 190.0, 165.45454545454544)","(6.0, 7.6, 7.418181818181818)","(11.0, 13.0, 12.692307692307692)"
14-12-2022 13:23:33.032023,"(4.0, 5.1, 5.09074074074074)","(6.0, 8.6, 8.4)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.5, 14.75)","(20.0, 46.0, 42.0)","(101.0, 180.0, 165.45454545454544)","(6.0, 8.0, 7.5200000000000005)","(11.0, 13.5, 12.857142857142858)"
14-12-2022 13:23:34.317408,"(4.0, 5.1, 5.054545454545454)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.0, 14.75)","(20.0, 48.0, 42.0)","(101.0, 180.0, 165.45454545454544)","(6.0, 8.0, 7.5200000000000005)","(11.0, 13.0, 12.4)"
14-12-2022 13:23:35.512090,"(4.0, 5.1, 5.054545454545454)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.75)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 8.0, 7.5200000000000005)","(11.0, 12.5, 12.375)"
14-12-2022 13:23:36.680439,"(4.0, 4.8, 4.788679245283019)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 15.071428571428571)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 8.0, 7.488888888888889)","(11.0, 12.5, 12.375)"
14-12-2022 13:23:37.785633,"(4.0, 5.1, 5.090909090909091)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 15.071428571428571)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 7.8, 7.488888888888889)","(11.0, 12.5, 12.375)"
14-12-2022 13:23:38.981016,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.375)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 7.8, 7.488888888888889)","(11.0, 12.5, 12.375)"
14-12-2022 13:23:40.177191,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.673913043478262)"
14-12-2022 13:23:41.301826,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.673913043478262)"
14-12-2022 13:23:42.461004,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(20.0, 48.0, 45.42857142857143)","(101.0, 180.0, 165.45454545454544)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.673913043478262)"
14-12-2022 13:23:43.571328,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(21.0, 48.0, 45.42857142857143)","(101.0, 180.0, 235.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 13.0, 12.375)"
14-12-2022 13:23:44.627619,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(21.0, 48.0, 45.42857142857143)","(101.0, 250.0, 184.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.447368421052632)"
14-12-2022 13:23:45.731396,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(21.0, 48.0, 45.42857142857143)","(101.0, 240.0, 178.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.447368421052632)"
14-12-2022 13:23:46.726863,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(21.0, 48.0, 45.42857142857143)","(101.0, 230.0, 178.0)","(6.0, 7.8, 7.63030303030303)","(11.0, 12.5, 12.95945945945946)"
14-12-2022 13:23:47.710592,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 15.5, 14.25)","(21.0, 48.0, 45.42857142857143)","(101.0, 230.0, 172.0)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:23:48.810603,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 14.243243243243244)","(21.0, 48.0, 45.42857142857143)","(101.0, 220.0, 172.0)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:23:49.890023,"(4.0, 5.1, 5.057627118644067)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 14.243243243243244)","(21.0, 48.0, 45.42857142857143)","(101.0, 220.0, 172.0)","(6.0, 7.8, 7.63030303030303)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:23:50.970276,"(4.0, 5.1, 5.054545454545454)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 15.5)","(21.0, 48.0, 45.42857142857143)","(101.0, 220.0, 190.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 13.0, 12.447368421052632)"
14-12-2022 13:23:52.061634,"(4.0, 5.0, 4.97037037037037)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.5, 15.5)","(21.0, 48.0, 40.0)","(101.0, 210.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.447368421052632)"
14-12-2022 13:23:53.155852,"(4.0, 5.0, 4.950877192982456)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.5, 15.5)","(21.0, 60.0, 40.0)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.447368421052632)"
14-12-2022 13:23:54.358121,"(4.0, 5.0, 4.950877192982456)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.5, 16.348484848484848)","(21.0, 60.0, 46.66666666666667)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.447368421052632)"
14-12-2022 13:23:55.463831,"(4.0, 5.0, 4.950877192982456)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 16.5, 16.21186440677966)","(21.0, 55.0, 46.66666666666667)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.63030303030303)","(11.0, 12.5, 12.95945945945946)"
14-12-2022 13:23:56.836125,"(4.0, 5.0, 4.950877192982456)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 16.21186440677966)","(21.0, 55.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.199999999999999)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:23:58.231151,"(4.0, 5.0, 4.950877192982456)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 16.21186440677966)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:23:59.492673,"(4.0, 5.0, 4.954098360655737)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.9109090909090907)","(14.0, 17.0, 16.21186440677966)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 13.0, 12.95945945945946)"
14-12-2022 13:24:00.917681,"(4.0, 5.0, 4.988571428571428)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.8952)","(14.0, 17.0, 16.544117647058822)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.378048780487806)"
14-12-2022 13:24:02.100685,"(4.0, 5.0, 4.988571428571428)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.8952)","(14.0, 17.0, 16.544117647058822)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.378048780487806)"
14-12-2022 13:24:03.330815,"(4.0, 5.0, 4.988571428571428)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.8952)","(14.0, 17.0, 16.544117647058822)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.423076923076923)"
14-12-2022 13:24:04.575478,"(4.0, 5.7, 5.675)","(6.0, 8.6, 8.0)","(2.35, 2.96, 2.8952)","(14.0, 17.0, 16.544117647058822)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.8, 7.333333333333333)","(11.0, 12.5, 12.423076923076923)"
14-12-2022 13:24:05.771259,"(4.0, 5.6, 5.3)","(6.0, 8.4, 8.24)","(2.35, 2.94, 2.913333333333333)","(14.0, 17.0, 16.544117647058822)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.6, 7.333333333333333)","(11.0, 12.5, 12.430232558139535)"
14-12-2022 13:24:07.029454,"(4.0, 5.5, 5.222222222222222)","(6.0, 8.4, 8.280000000000001)","(2.35, 2.92, 2.88)","(14.0, 17.0, 18.625)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.4, 6.87)","(11.0, 12.5, 12.430232558139535)"
14-12-2022 13:24:08.344677,"(4.0, 5.5, 5.153846153846154)","(6.0, 8.4, 8.333333333333334)","(2.35, 2.92, 2.873333333333333)","(14.0, 19.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 12.5, 13.363636363636363)"
14-12-2022 13:24:09.565705,"(4.0, 5.5, 5.394117647058823)","(6.0, 8.4, 8.333333333333334)","(2.35, 2.92, 2.873333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:10.761154,"(4.0, 5.5, 5.394117647058823)","(6.0, 8.4, 8.17142857142857)","(2.35, 2.92, 2.873333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:12.024445,"(4.0, 5.5, 5.394117647058823)","(6.0, 8.4, 8.166666666666668)","(2.35, 2.92, 2.873333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 12.833333333333334)"
14-12-2022 13:24:13.315512,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 8.16)","(2.35, 2.92, 2.873333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:14.519473,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 8.16)","(2.35, 2.92, 2.873333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:15.691263,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 8.16)","(2.35, 2.92, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.0, 13.363636363636363)"
14-12-2022 13:24:16.870915,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 8.0)","(2.35, 2.9, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:17.976099,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 8.0)","(2.35, 2.9, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:19.131156,"(4.0, 5.5, 5.3875)","(6.0, 8.4, 7.7)","(2.35, 2.9, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:20.328372,"(4.0, 5.5, 5.14)","(6.0, 8.4, 7.7)","(2.35, 2.9, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.87)","(11.0, 13.5, 12.833333333333334)"
14-12-2022 13:24:21.428487,"(4.0, 5.5, 5.14)","(6.0, 8.4, 8.0)","(2.35, 2.9, 2.833333333333333)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.85)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:22.535661,"(4.0, 5.5, 5.18)","(6.0, 8.6, 7.55)","(2.35, 2.88, 2.82)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:23.642942,"(4.0, 5.5, 5.18)","(6.0, 8.6, 7.55)","(2.35, 2.88, 2.8185365853658535)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:24.778338,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.815135135135135)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 13.363636363636363)"
14-12-2022 13:24:26.007473,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.815135135135135)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:27.282803,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.815135135135135)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:28.497091,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.815135135135135)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.833333333333334)"
14-12-2022 13:24:29.787148,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.815135135135135)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:31.047993,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.0)","(2.35, 2.88, 2.785263157894737)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:32.182672,"(4.0, 5.5, 5.18)","(6.0, 8.6, 8.459999999999999)","(2.35, 2.88, 2.785263157894737)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:33.312638,"(4.0, 5.5, 5.45)","(6.0, 8.6, 8.459999999999999)","(2.35, 2.88, 2.763225806451613)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 13.363636363636363)"
14-12-2022 13:24:34.583681,"(4.0, 5.5, 5.357142857142857)","(6.0, 8.6, 8.066666666666666)","(2.35, 2.84, 2.7560000000000002)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:35.956235,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.8)","(2.35, 2.84, 2.7063636363636365)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.363636363636363)"
14-12-2022 13:24:37.189843,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.8)","(2.35, 2.84, 2.7085714285714286)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.833333333333334)"
14-12-2022 13:24:38.439958,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 8.04)","(2.35, 2.76, 2.7085714285714286)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.845454545454546)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:39.503690,"(4.0, 5.5, 5.440740740740741)","(6.0, 8.6, 8.04)","(2.35, 2.76, 2.7085714285714286)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 200.0, 140.0)","(6.0, 7.2, 6.9)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:40.691369,"(4.0, 5.5, 5.2)","(6.0, 8.6, 8.459999999999999)","(2.35, 2.76, 2.7011538461538462)","(14.0, 16.5, 16.151515151515152)","(21.0, 38.0, 33.55555555555556)","(101.0, 290.0, 206.0)","(6.0, 7.2, 6.9)","(11.0, 13.0, 12.833333333333334)"
14-12-2022 13:24:41.879543,"(4.0, 5.5, 5.453846153846154)","(6.0, 8.6, 7.96)","(2.35, 2.76, 2.7011538461538462)","(14.0, 16.5, 18.25)","(21.0, 38.0, 33.55555555555556)","(101.0, 270.0, 213.33333333333331)","(6.0, 7.2, 6.9)","(11.0, 13.0, 13.363636363636363)"
14-12-2022 13:24:43.224987,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.666666666666667)","(2.35, 2.72, 2.735142857142857)","(14.0, 19.0, 18.625)","(21.0, 38.0, 33.55555555555556)","(101.0, 260.0, 238.33333333333334)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.35)"
14-12-2022 13:24:44.439579,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.8)","(2.35, 2.76, 2.735142857142857)","(14.0, 19.0, 18.166666666666668)","(21.0, 38.0, 33.55555555555556)","(101.0, 260.0, 162.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 13.35)"
14-12-2022 13:24:45.627241,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.8)","(2.35, 2.76, 2.735142857142857)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 163.33333333333334)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.818181818181818)"
14-12-2022 13:24:46.858527,"(4.0, 5.5, 5.166666666666667)","(6.0, 8.6, 7.8)","(2.35, 2.76, 2.735142857142857)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 185.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.866666666666667)"
14-12-2022 13:24:48.171562,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.76, 2.735142857142857)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 185.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.666666666666666)"
14-12-2022 13:24:49.435456,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.76, 2.7251020408163265)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 185.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 12.666666666666666)"
14-12-2022 13:24:50.605358,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.76, 2.7251020408163265)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 206.66666666666669)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.0, 13.2)"
14-12-2022 13:24:51.832502,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.68, 2.6114285714285717)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 170.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.666666666666666)"
14-12-2022 13:24:53.059317,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.68, 2.6114285714285717)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 190.0)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.666666666666666)"
14-12-2022 13:24:54.270675,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.68, 2.6114285714285717)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 250.0, 203.33333333333331)","(6.0, 7.2, 6.766666666666667)","(11.0, 13.5, 12.666666666666666)"
14-12-2022 13:24:55.469149,"(4.0, 5.5, 5.178571428571429)","(6.0, 8.4, 7.6000000000000005)","(2.35, 2.68, 2.6060377358490565)","(14.0, 19.0, 18.333333333333332)","(21.0, 38.0, 33.55555555555556)","(101.0, 240.0, 203.33333333333331)","(6.0, 7.2, 6.845454545454546)","(11.0, 13.0, 12.666666666666666)"
14-12-2022 13:24:56.617312,"(4.0, 5.4, 5.2)","(6.0, 8.4, 8.194871794871796)","(2.35, 2.68, 2.6100000000000003)","(14.0, 19.0, 18.666666666666668)","(21.0, 38.0, 35.5)","(101.0, 240.0, 236.66666666666669)","(6.0, 7.2, 6.9)","(11.0, 13.0, 12.266666666666667)"
