,Yamasaki Bale,Crackerjack Nick,Flash Banner,Denominator,Naughty Shorty,Maximum Gracie
10-01-2023 16:55:02.858302,"(2.3, 3.4, 3.28)","(3.4, 3.75, 3.692857142857143)","(4.8, 9.2, 8.6)","(4.4, 6.8, 6.23)","(31.0, 200.0, 64.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:03.907480,"(2.3, 3.4, 3.28)","(3.4, 3.75, 3.692857142857143)","(4.8, 9.2, 8.6)","(4.4, 6.8, 6.23)","(31.0, 200.0, 64.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:04.856885,"(2.3, 3.4, 3.01)","(3.4, 3.65, 3.525)","(4.8, 9.2, 8.1)","(4.4, 6.4, 5.1)","(31.0, 180.0, 51.42857142857143)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:05.767786,"(2.3, 3.4, 3.01)","(3.4, 3.65, 3.525)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 180.0, 51.42857142857143)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:06.956293,"(2.3, 3.4, 3.34)","(3.4, 3.65, 3.5)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 180.0, 51.42857142857143)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:07.917568,"(2.3, 3.4, 3.34)","(3.4, 3.65, 3.5)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 180.0, 51.42857142857143)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:08.881904,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.65, 3.5)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 160.0, 95.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:09.820943,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.65, 3.425)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 160.0, 95.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:10.789554,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.361904761904762)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.1)","(31.0, 160.0, 95.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:11.800063,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.361904761904762)","(4.8, 9.6, 7.65)","(4.4, 6.4, 5.2)","(31.0, 170.0, 58.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:12.774485,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.363888888888889)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 160.0, 95.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:13.709067,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.363888888888889)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 160.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:14.691500,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.363888888888889)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:15.739006,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.363888888888889)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:16.869746,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.55, 3.45)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:17.845148,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.55, 3.45)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:18.843012,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:19.774174,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:20.734248,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:21.778702,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:22.642605,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.55, 3.45)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:23.533531,"(2.3, 3.4, 3.3442857142857143)","(3.4, 3.55, 3.45)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:24.468408,"(2.3, 3.4, 3.348)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 7.65)","(4.4, 6.0, 5.5)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:25.386130,"(2.3, 3.4, 3.02)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:26.306379,"(2.3, 3.4, 3.21)","(3.4, 3.6, 3.3692307692307693)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:27.201011,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.6, 3.3666666666666667)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:28.188047,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.55, 3.45)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:29.059070,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.55, 3.45)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:30.212446,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.55, 3.45)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:31.153207,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.6, 3.3666666666666667)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.666666666666667)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:32.052849,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.6, 3.3666666666666667)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.8)","(31.0, 150.0, 54.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:33.036811,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.6, 3.3666666666666667)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.8)","(31.0, 140.0, 43.75)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:33.998452,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.6, 3.3666666666666667)","(4.8, 9.6, 8.04)","(4.4, 6.0, 5.8)","(31.0, 140.0, 43.75)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:34.876351,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.55, 3.45)","(4.8, 9.6, 8.752941176470587)","(4.4, 6.0, 5.8)","(31.0, 130.0, 120.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:35.859484,"(2.3, 3.4, 3.0300000000000002)","(3.4, 3.55, 3.45)","(4.8, 9.6, 8.813333333333333)","(4.4, 6.0, 5.8)","(31.0, 130.0, 120.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:36.831017,"(2.3, 3.4, 3.04)","(3.4, 3.55, 3.45)","(4.8, 9.0, 8.5)","(4.4, 6.0, 5.8)","(31.0, 130.0, 111.81818181818183)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:37.815101,"(2.3, 3.4, 3.05)","(3.4, 3.55, 3.45)","(4.8, 8.8, 8.4)","(4.4, 6.0, 5.8)","(31.0, 130.0, 117.5)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:38.828775,"(2.3, 3.4, 3.05)","(3.4, 3.55, 3.45)","(4.8, 8.8, 8.4)","(4.4, 6.0, 5.8)","(31.0, 130.0, 117.5)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:39.829411,"(2.3, 3.4, 3.05)","(3.4, 3.55, 3.45)","(4.8, 8.6, 8.145454545454545)","(4.4, 6.0, 5.8)","(31.0, 130.0, 117.5)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:40.878880,"(2.3, 3.4, 3.05)","(3.4, 3.55, 3.45)","(4.8, 8.6, 8.266666666666666)","(4.4, 6.0, 5.8)","(31.0, 130.0, 117.5)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:41.967681,"(2.3, 3.4, 3.05)","(3.4, 3.6, 3.5583333333333336)","(4.8, 8.6, 8.0)","(4.4, 6.0, 5.666666666666667)","(31.0, 130.0, 123.33333333333334)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:42.897634,"(2.3, 3.4, 3.05)","(3.4, 3.65, 3.496153846153846)","(4.8, 8.4, 7.9)","(4.4, 6.0, 5.666666666666667)","(31.0, 130.0, 68.75)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:43.782597,"(2.3, 3.4, 3.05)","(3.4, 3.65, 3.55)","(4.8, 8.0, 7.3)","(4.4, 6.0, 5.666666666666667)","(31.0, 130.0, 98.0)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:44.709134,"(2.3, 3.4, 3.05)","(3.4, 3.7, 3.472727272727273)","(4.8, 7.8, 7.3625)","(4.4, 6.0, 5.5)","(31.0, 120.0, 91.5)","(12.0, 27.0, 22.666666666666664)"
10-01-2023 16:55:45.640336,"(2.3, 3.4, 3.05)","(3.4, 3.7, 3.472727272727273)","(4.8, 7.6, 7.3428571428571425)","(4.4, 6.0, 5.333333333333333)","(31.0, 110.0, 102.60000000000001)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:46.520032,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.7, 3.5392857142857146)","(4.8, 7.4, 7.0470588235294125)","(4.4, 5.8, 5.533333333333333)","(31.0, 110.0, 102.60000000000001)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:47.509554,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.5566666666666666)","(4.8, 7.4, 7.0470588235294125)","(4.4, 5.8, 5.7)","(31.0, 110.0, 102.60000000000001)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:48.452106,"(2.3, 3.4, 3.29)","(3.4, 3.65, 3.5625)","(4.8, 7.0, 6.788235294117647)","(4.4, 5.8, 5.6875)","(31.0, 110.0, 101.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:49.412273,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.5153846153846153)","(4.8, 8.6, 7.266666666666667)","(4.4, 5.8, 5.575)","(31.0, 110.0, 101.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:50.367423,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.507142857142857)","(4.8, 8.2, 7.799999999999999)","(4.4, 5.8, 5.575)","(31.0, 120.0, 51.42857142857143)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:51.322538,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.507142857142857)","(4.8, 8.2, 7.799999999999999)","(4.4, 5.8, 5.575)","(31.0, 120.0, 51.42857142857143)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:52.354302,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.576041666666667)","(4.8, 8.2, 6.9818181818181815)","(4.4, 5.8, 5.5)","(31.0, 120.0, 96.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:53.490272,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6409090909090907)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 73.2)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:54.427759,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6357142857142857)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 76.8)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:55.577543,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6357142857142857)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 76.66666666666667)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:56.689068,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6357142857142857)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 95.625)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:57.830714,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6357142857142857)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 66.66666666666667)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:58.766706,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6357142857142857)","(4.8, 7.8, 7.5)","(4.4, 5.8, 5.5)","(31.0, 120.0, 66.66666666666667)","(12.0, 27.0, 20.75)"
10-01-2023 16:55:59.720180,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.6363636363636362)","(4.8, 7.8, 7.05)","(4.4, 5.8, 5.5)","(31.0, 120.0, 66.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:00.672259,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.742857142857143)","(4.4, 5.8, 5.5)","(31.0, 120.0, 66.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:01.691295,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.699999999999999)","(4.4, 5.8, 5.5)","(31.0, 120.0, 101.25)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:02.691438,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.699999999999999)","(4.4, 5.8, 5.5)","(31.0, 120.0, 98.84615384615384)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:03.656673,"(2.3, 3.4, 3.0700000000000003)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.699999999999999)","(4.4, 5.8, 5.5)","(31.0, 120.0, 98.84615384615384)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:04.666141,"(2.3, 3.4, 3.04)","(3.4, 3.65, 3.525)","(4.8, 7.6, 7.0)","(4.4, 5.8, 5.5)","(31.0, 120.0, 98.84615384615384)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:05.611421,"(2.3, 3.4, 3.09)","(3.4, 3.65, 3.525)","(4.8, 7.6, 7.0)","(4.4, 5.8, 5.5)","(31.0, 120.0, 98.84615384615384)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:06.540022,"(2.3, 3.4, 3.09)","(3.4, 3.65, 3.525)","(4.8, 7.6, 7.0)","(4.4, 5.8, 5.5)","(31.0, 120.0, 98.84615384615384)","(12.0, 27.0, 17.375)"
10-01-2023 16:56:07.488397,"(2.3, 3.4, 3.09)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.5)","(31.0, 120.0, 97.27272727272728)","(12.0, 26.0, 17.375)"
10-01-2023 16:56:08.430032,"(2.3, 3.4, 3.09)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.65)","(31.0, 120.0, 87.85714285714286)","(12.0, 26.0, 17.375)"
10-01-2023 16:56:09.329470,"(2.3, 3.4, 3.09)","(3.4, 3.65, 3.525)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.533333333333333)","(31.0, 120.0, 99.54545454545455)","(12.0, 26.0, 15.9375)"
10-01-2023 16:56:10.325504,"(2.3, 3.4, 3.11)","(3.4, 3.7, 3.472)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.533333333333333)","(31.0, 120.0, 100.0)","(12.0, 26.0, 23.25)"
10-01-2023 16:56:11.376097,"(2.3, 3.4, 3.11)","(3.4, 3.7, 3.4613636363636364)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.533333333333333)","(31.0, 120.0, 100.0)","(12.0, 25.0, 23.25)"
10-01-2023 16:56:12.385707,"(2.3, 3.4, 3.11)","(3.4, 3.65, 3.466666666666667)","(4.8, 7.6, 6.666666666666667)","(4.4, 5.8, 5.5)","(31.0, 120.0, 95.0)","(12.0, 25.0, 20.0)"
10-01-2023 16:56:13.339651,"(2.3, 3.4, 3.11)","(3.4, 3.65, 3.488235294117647)","(4.8, 7.6, 6.742857142857143)","(4.4, 5.8, 5.65)","(31.0, 120.0, 102.5)","(12.0, 25.0, 20.0)"
10-01-2023 16:56:14.176992,"(2.3, 3.4, 3.11)","(3.4, 3.65, 3.4499999999999997)","(4.8, 7.6, 6.85)","(4.4, 5.8, 5.533333333333333)","(31.0, 120.0, 104.0909090909091)","(12.0, 27.0, 24.0)"
10-01-2023 16:56:15.136233,"(2.3, 3.4, 3.11)","(3.4, 3.6, 3.4285714285714284)","(4.8, 7.6, 6.890909090909091)","(4.4, 5.8, 5.5)","(31.0, 120.0, 112.22222222222223)","(12.0, 27.0, 21.25)"
10-01-2023 16:56:16.159145,"(2.3, 3.4, 3.13)","(3.4, 3.6, 3.4461538461538463)","(4.8, 7.6, 6.815384615384615)","(4.4, 5.8, 5.5)","(31.0, 120.0, 100.0)","(12.0, 27.0, 20.75)"
10-01-2023 16:56:17.147678,"(2.3, 3.4, 3.13)","(3.4, 3.6, 3.4055555555555554)","(4.8, 7.6, 6.815384615384615)","(4.4, 5.8, 5.525)","(31.0, 120.0, 95.0)","(12.0, 26.0, 22.8125)"
10-01-2023 16:56:18.101422,"(2.3, 3.45, 3.1164705882352943)","(3.4, 3.65, 3.36875)","(4.8, 7.6, 7.075)","(4.4, 5.9, 5.525)","(31.0, 120.0, 95.0)","(12.0, 26.0, 25.346153846153847)"
10-01-2023 16:56:19.028360,"(2.3, 3.4, 2.995)","(3.4, 3.6, 3.4214285714285717)","(4.8, 7.6, 7.075)","(4.4, 5.8, 5.239999999999999)","(31.0, 120.0, 95.0)","(12.0, 26.0, 24.64)"
10-01-2023 16:56:20.004389,"(2.35, 3.3, 3.1276923076923078)","(3.4, 3.65, 3.3785714285714286)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.533333333333333)","(31.0, 120.0, 100.0)","(12.0, 26.0, 19.6)"
10-01-2023 16:56:20.969723,"(2.35, 3.2, 3.1485714285714286)","(3.4, 3.65, 3.430769230769231)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.4)","(31.0, 120.0, 100.0)","(12.0, 26.0, 19.6)"
10-01-2023 16:56:21.860010,"(2.35, 3.1, 3.0580952380952384)","(3.4, 3.65, 3.430769230769231)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.4)","(31.0, 120.0, 100.0)","(12.0, 26.0, 23.333333333333332)"
10-01-2023 16:56:22.749713,"(2.35, 3.0, 2.84)","(3.4, 3.65, 3.5125)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.4363636363636365)","(31.0, 170.0, 95.0)","(12.0, 26.0, 23.333333333333332)"
10-01-2023 16:56:23.658166,"(2.35, 3.0, 2.7333333333333334)","(3.4, 3.65, 3.478125)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.55)","(31.0, 170.0, 95.0)","(12.0, 26.0, 23.333333333333332)"
10-01-2023 16:56:24.584386,"(2.35, 2.98, 2.83)","(3.4, 3.65, 3.519047619047619)","(4.8, 7.6, 7.04)","(4.4, 5.8, 5.58125)","(31.0, 170.0, 95.0)","(12.0, 26.0, 25.142857142857142)"
10-01-2023 16:56:25.525214,"(2.35, 2.98, 2.83)","(3.4, 3.65, 3.519047619047619)","(4.8, 7.6, 7.04)","(4.4, 6.2, 6.0600000000000005)","(31.0, 170.0, 95.0)","(12.0, 26.0, 25.142857142857142)"
10-01-2023 16:56:26.517172,"(2.35, 2.98, 2.71)","(3.4, 3.65, 3.519047619047619)","(4.8, 7.6, 7.04)","(4.4, 6.2, 5.64)","(31.0, 170.0, 99.6875)","(12.0, 26.0, 24.0)"
10-01-2023 16:56:27.417091,"(2.35, 2.96, 2.8200000000000003)","(3.4, 3.65, 3.5125)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.2, 6.0)","(31.0, 170.0, 99.6875)","(12.0, 26.0, 25.09090909090909)"
10-01-2023 16:56:28.288888,"(2.35, 2.96, 2.8200000000000003)","(3.4, 3.65, 3.5125)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.2, 5.72)","(31.0, 170.0, 105.71428571428571)","(12.0, 26.0, 25.09090909090909)"
10-01-2023 16:56:29.166441,"(2.35, 2.96, 2.708)","(3.4, 3.65, 3.4208333333333334)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.816666666666666)","(31.0, 160.0, 100.9090909090909)","(12.0, 26.0, 25.09090909090909)"
10-01-2023 16:56:30.065720,"(2.35, 2.96, 2.7266666666666666)","(3.4, 3.65, 3.476923076923077)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 100.9090909090909)","(12.0, 26.0, 25.09090909090909)"
10-01-2023 16:56:30.986502,"(2.35, 2.96, 2.7266666666666666)","(3.4, 3.65, 3.4076923076923076)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 116.25)","(12.0, 26.0, 25.09090909090909)"
10-01-2023 16:56:31.973009,"(2.35, 2.96, 2.7266666666666666)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 105.83333333333333)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:32.940525,"(2.35, 2.96, 2.8236363636363637)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:33.898779,"(2.35, 2.96, 2.8)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:34.739123,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:35.594371,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:36.597246,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 105.83333333333333)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:37.533107,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 6.905263157894737)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.285714285714285)"
10-01-2023 16:56:38.495290,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5583333333333336)","(4.8, 7.6, 7.085714285714285)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:39.401812,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5500000000000003)","(4.8, 7.6, 7.085714285714285)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:40.302293,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5166666666666666)","(4.8, 7.6, 7.085714285714285)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:41.221042,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5)","(4.8, 7.6, 7.377777777777777)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 116.25)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:42.123076,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.433333333333333)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 105.83333333333333)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:42.960713,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.433333333333333)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 105.83333333333333)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:43.867821,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.466666666666667)","(4.4, 6.4, 5.7700000000000005)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.473684210526315)"
10-01-2023 16:56:44.799187,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.466666666666667)","(4.4, 6.4, 5.827272727272727)","(31.0, 160.0, 106.15384615384616)","(12.0, 26.0, 25.428571428571427)"
10-01-2023 16:56:45.800956,"(2.35, 2.96, 2.81)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.466666666666667)","(4.4, 6.4, 5.827272727272727)","(31.0, 160.0, 116.25)","(12.0, 26.0, 25.428571428571427)"
10-01-2023 16:56:46.709149,"(2.35, 2.96, 2.795483870967742)","(3.4, 3.6, 3.5375)","(4.8, 7.6, 7.466666666666667)","(4.4, 6.4, 5.827272727272727)","(31.0, 160.0, 116.25)","(12.0, 26.0, 25.428571428571427)"
