,Born To Lead,Bonnie Rico,Velocity Justice,Whether To Fly,Royal Look,Boom Boom Harley,Disney Cool,Social Impact
10-01-2023 17:46:06.360856,"(7.5, 99999, 99990)","(1.9, 1.89, 1.886236559139785)","(81.0, 470.0, 400.0)","(4.8, 10.5, 8.75)","(5.0, 9.4, 8.5875)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:07.609465,"(7.5, 99999, 99990)","(1.9, 1.89, 1.886236559139785)","(81.0, 470.0, 430.0)","(4.8, 10.5, 8.75)","(5.0, 9.4, 8.5875)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:08.830744,"(7.5, 99999, 99990)","(1.9, 1.89, 1.886236559139785)","(81.0, 470.0, 398.0)","(4.8, 10.5, 8.75)","(5.0, 9.4, 8.5875)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:10.215284,"(7.5, 99999, 99990)","(1.9, 1.9, 1.8897029702970296)","(81.0, 470.0, 398.0)","(4.8, 10.5, 8.75)","(5.0, 9.4, 9.0)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:11.491990,"(7.5, 99999, 99990)","(1.9, 1.9, 1.8897029702970296)","(81.0, 470.0, 398.0)","(4.8, 10.5, 8.75)","(5.0, 10.0, 7.428571428571429)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:12.885307,"(7.5, 99999, 99990)","(1.9, 1.9, 1.8890526315789473)","(81.0, 470.0, 285.0)","(4.8, 10.5, 8.75)","(5.0, 10.0, 8.363636363636363)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:14.285169,"(7.5, 99999, 99990)","(1.9, 1.9, 1.8890526315789473)","(81.0, 470.0, 285.0)","(4.8, 10.5, 8.75)","(5.0, 10.0, 8.363636363636363)","(5.0, 10.5, 9.568181818181818)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:15.659737,"(7.5, 99999, 99990)","(1.9, 1.9, 1.8890526315789473)","(81.0, 470.0, 285.0)","(4.8, 10.5, 8.75)","(5.0, 10.0, 8.363636363636363)","(5.0, 10.5, 8.0625)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:17.111475,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 470.0, 408.3333333333333)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.363636363636363)","(5.0, 10.5, 9.34375)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:18.425595,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 470.0, 408.3333333333333)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.363636363636363)","(5.0, 10.5, 8.90909090909091)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:19.664804,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 470.0, 408.3333333333333)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:20.964780,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 470.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 400.0, 86.36363636363636)"
10-01-2023 17:46:22.229772,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 330.0)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 400.0, 120.0)"
10-01-2023 17:46:23.563948,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 330.0)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 380.0, 95.625)"
10-01-2023 17:46:24.821820,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 330.0)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 380.0, 95.625)"
10-01-2023 17:46:26.083469,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 330.0)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 380.0, 95.625)"
10-01-2023 17:46:27.339356,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 9.392857142857142)","(91.0, 610.0, 266.25)","(41.0, 380.0, 95.625)"
10-01-2023 17:46:28.541918,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 82.08333333333333)"
10-01-2023 17:46:29.803071,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 82.08333333333333)"
10-01-2023 17:46:31.130357,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 128.57142857142856)"
10-01-2023 17:46:32.503497,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8890526315789473)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 9.4)","(5.0, 10.0, 8.0)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 128.57142857142856)"
10-01-2023 17:46:34.001557,"(8.0, 99999, 99990)","(1.85, 1.9, 1.7227272727272727)","(81.0, 560.0, 483.33333333333337)","(4.8, 10.5, 8.75)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 145.33333333333331)"
10-01-2023 17:46:35.516816,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8624489795918366)","(81.0, 560.0, 466.0)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:36.861213,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8624489795918366)","(81.0, 560.0, 466.0)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:38.194653,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 560.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 276.6666666666667)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:39.653954,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:40.895041,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.153846153846153)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:42.158240,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 7.511111111111111)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:43.417939,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 7.511111111111111)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:44.661044,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 8.755555555555556)","(5.0, 10.5, 8.083333333333332)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:45.897774,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 10.0, 9.200000000000001)","(5.0, 10.5, 9.272727272727273)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:47.253414,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:48.556239,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:49.805342,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:51.104060,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:52.383839,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 406.6666666666667)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:53.621432,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 470.0, 250.0)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:54.793438,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 570.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:55.957940,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:57.110455,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:58.293455,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.876923076923077)","(91.0, 610.0, 266.25)","(41.0, 380.0, 184.44444444444446)"
10-01-2023 17:46:59.437862,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8835582822085888)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 8.625)","(91.0, 610.0, 266.25)","(41.0, 380.0, 152.66666666666669)"
10-01-2023 17:47:00.548431,"(8.0, 99999, 99990)","(1.85, 2.08, 1.8876923076923078)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 9.466666666666667)","(5.0, 9.8, 8.729411764705883)","(5.0, 10.5, 9.5)","(91.0, 610.0, 266.25)","(41.0, 380.0, 190.55555555555554)"
10-01-2023 17:47:01.637313,"(8.0, 99999, 99990)","(1.85, 2.06, 1.8565384615384617)","(81.0, 560.0, 481.66666666666663)","(4.8, 10.5, 7.9624999999999995)","(5.0, 9.8, 9.2)","(5.0, 11.0, 9.785714285714286)","(91.0, 610.0, 266.25)","(41.0, 380.0, 260.9090909090909)"
10-01-2023 17:47:02.703149,"(8.0, 99999, 99990)","(1.85, 2.02, 1.945357142857143)","(81.0, 560.0, 351.1111111111111)","(4.8, 10.5, 7.922222222222222)","(5.0, 9.6, 8.2)","(5.0, 10.5, 9.25)","(91.0, 610.0, 266.25)","(41.0, 370.0, 214.0)"
10-01-2023 17:47:03.714337,"(8.0, 99999, 99990)","(1.85, 2.02, 1.9305882352941177)","(81.0, 540.0, 270.0)","(4.8, 10.5, 7.922222222222222)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.25)","(91.0, 610.0, 266.25)","(41.0, 340.0, 218.57142857142858)"
10-01-2023 17:47:04.745700,"(8.0, 99999, 99990)","(1.85, 2.0, 1.9524)","(81.0, 520.0, 258.46153846153845)","(4.8, 10.5, 7.922222222222222)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.25)","(91.0, 610.0, 266.25)","(41.0, 330.0, 200.0)"
10-01-2023 17:47:05.832008,"(8.0, 99999, 99990)","(1.85, 1.99, 1.9366666666666668)","(81.0, 520.0, 296.0)","(4.8, 10.5, 7.922222222222222)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.25)","(91.0, 610.0, 266.25)","(41.0, 330.0, 200.0)"
10-01-2023 17:47:06.938169,"(8.0, 99999, 99990)","(1.85, 1.99, 1.9122857142857144)","(81.0, 520.0, 467.5)","(4.8, 10.5, 7.922222222222222)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 8.827272727272726)","(91.0, 610.0, 266.25)","(41.0, 330.0, 200.0)"
10-01-2023 17:47:08.308160,"(8.0, 99999, 99990)","(1.85, 1.99, 1.9091666666666667)","(81.0, 470.0, 423.75)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 8.907692307692308)","(91.0, 610.0, 266.25)","(41.0, 330.0, 203.33333333333334)"
10-01-2023 17:47:09.538323,"(8.0, 99999, 99990)","(1.85, 1.98, 1.8904545454545454)","(81.0, 470.0, 423.75)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 320.0, 265.55555555555554)"
10-01-2023 17:47:10.750383,"(8.0, 99999, 99990)","(1.85, 1.97, 1.898421052631579)","(81.0, 470.0, 423.75)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 290.0, 216.66666666666666)"
10-01-2023 17:47:11.952531,"(8.0, 99999, 99990)","(1.85, 1.96, 1.8865217391304347)","(81.0, 470.0, 423.75)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.326315789473684)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 290.0, 216.66666666666666)"
10-01-2023 17:47:13.099012,"(8.0, 99999, 99990)","(1.85, 1.96, 1.86)","(81.0, 470.0, 423.75)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 290.0, 247.77777777777777)"
10-01-2023 17:47:14.174541,"(8.0, 99999, 99990)","(1.85, 1.95, 1.86)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 270.0, 193.0769230769231)"
10-01-2023 17:47:15.302428,"(8.0, 99999, 99990)","(1.85, 1.94, 1.8660714285714286)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 270.0, 193.0769230769231)"
10-01-2023 17:47:16.425198,"(8.0, 99999, 99990)","(1.85, 1.94, 1.8660714285714286)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 270.0, 193.0769230769231)"
10-01-2023 17:47:17.538821,"(8.0, 99999, 99990)","(1.85, 1.93, 1.8766666666666667)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 270.0, 193.0769230769231)"
10-01-2023 17:47:18.651873,"(8.0, 99999, 99990)","(1.85, 1.93, 1.8766666666666667)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.442105263157895)","(5.0, 10.5, 9.12)","(91.0, 610.0, 266.25)","(41.0, 270.0, 215.45454545454547)"
10-01-2023 17:47:19.771828,"(8.0, 99999, 99990)","(1.85, 1.93, 1.869047619047619)","(81.0, 470.0, 335.45454545454544)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 8.907692307692308)","(91.0, 610.0, 266.25)","(41.0, 250.0, 166.0)"
10-01-2023 17:47:20.895673,"(8.0, 99999, 99990)","(1.85, 1.93, 1.869047619047619)","(81.0, 470.0, 346.66666666666663)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 8.907692307692308)","(91.0, 610.0, 266.25)","(41.0, 250.0, 166.0)"
10-01-2023 17:47:22.042063,"(8.0, 99999, 99990)","(1.85, 1.93, 1.869047619047619)","(81.0, 470.0, 346.66666666666663)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 8.907692307692308)","(81.0, 610.0, 266.25)","(41.0, 250.0, 166.0)"
10-01-2023 17:47:23.194554,"(8.0, 99999, 99990)","(1.85, 1.93, 1.8538095238095238)","(81.0, 470.0, 340.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 8.907692307692308)","(81.0, 610.0, 266.25)","(41.0, 250.0, 166.0)"
10-01-2023 17:47:24.347877,"(8.0, 99999, 99990)","(1.85, 1.92, 1.8455172413793104)","(81.0, 460.0, 294.2857142857143)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 8.907692307692308)","(81.0, 610.0, 266.25)","(41.0, 250.0, 179.0909090909091)"
10-01-2023 17:47:25.472121,"(8.0, 99999, 99990)","(1.85, 1.92, 1.849047619047619)","(81.0, 440.0, 375.55555555555554)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.336842105263157)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 220.0, 163.33333333333331)"
10-01-2023 17:47:26.562491,"(8.0, 99999, 99990)","(1.85, 1.91, 1.849047619047619)","(81.0, 410.0, 375.55555555555554)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.1)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 210.0, 185.55555555555554)"
10-01-2023 17:47:27.684812,"(8.0, 99999, 99990)","(1.85, 1.91, 1.846)","(81.0, 390.0, 293.33333333333337)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 200.0, 185.55555555555554)"
10-01-2023 17:47:28.774663,"(8.0, 99999, 99990)","(1.85, 1.91, 1.846)","(81.0, 390.0, 293.33333333333337)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 200.0, 185.55555555555554)"
10-01-2023 17:47:29.912958,"(8.0, 99999, 99990)","(1.85, 1.9, 1.8533333333333333)","(81.0, 370.0, 340.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 200.0, 95.71428571428572)"
10-01-2023 17:47:31.078843,"(8.0, 99999, 99990)","(1.85, 1.9, 1.855)","(81.0, 370.0, 280.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 190.0, 137.5)"
10-01-2023 17:47:32.205358,"(8.0, 99999, 99990)","(1.85, 1.9, 1.855)","(81.0, 370.0, 280.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 266.25)","(41.0, 160.0, 104.28571428571428)"
10-01-2023 17:47:33.324294,"(8.0, 99999, 99990)","(1.85, 1.9, 1.855)","(81.0, 370.0, 280.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 288.57142857142856)","(41.0, 150.0, 86.0)"
10-01-2023 17:47:34.484017,"(8.0, 99999, 99990)","(1.85, 1.89, 1.853076923076923)","(81.0, 370.0, 270.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 288.57142857142856)","(41.0, 150.0, 86.0)"
10-01-2023 17:47:35.613798,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8415384615384616)","(81.0, 370.0, 270.0)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 288.57142857142856)","(41.0, 150.0, 106.0)"
10-01-2023 17:47:36.780570,"(8.0, 99999, 99990)","(1.85, 1.89, 1.8415384615384616)","(81.0, 350.0, 258.3333333333333)","(4.8, 10.5, 7.823076923076923)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 610.0, 510.0)","(41.0, 130.0, 90.0)"
10-01-2023 17:47:37.923672,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8392592592592594)","(81.0, 350.0, 257.27272727272725)","(4.8, 10.5, 7.89)","(5.0, 9.6, 8.0)","(5.0, 10.5, 9.12)","(81.0, 590.0, 510.0)","(41.0, 110.0, 80.0)"
10-01-2023 17:47:39.064656,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8376923076923077)","(81.0, 330.0, 257.27272727272725)","(4.8, 10.5, 7.863636363636363)","(5.0, 9.6, 8.1)","(5.0, 10.5, 8.857142857142856)","(81.0, 590.0, 510.0)","(41.0, 110.0, 80.0)"
10-01-2023 17:47:40.246644,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8376923076923077)","(81.0, 330.0, 218.88888888888889)","(4.8, 10.5, 7.863636363636363)","(5.0, 9.6, 7.975)","(5.0, 10.5, 8.857142857142856)","(81.0, 590.0, 510.0)","(41.0, 110.0, 80.0)"
10-01-2023 17:47:41.402785,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8376923076923077)","(81.0, 330.0, 218.88888888888889)","(4.8, 10.5, 8.4)","(5.0, 9.6, 7.975)","(5.0, 10.5, 8.75)","(91.0, 590.0, 510.0)","(41.0, 110.0, 80.0)"
10-01-2023 17:47:42.570851,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8317241379310345)","(81.0, 330.0, 213.0769230769231)","(4.8, 10.0, 8.8)","(5.0, 9.6, 7.56923076923077)","(5.0, 10.5, 7.7)","(91.0, 590.0, 371.1111111111111)","(41.0, 110.0, 78.0)"
10-01-2023 17:47:43.721500,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8467326732673268)","(81.0, 310.0, 226.0)","(4.8, 10.0, 8.2)","(5.0, 9.6, 8.3)","(5.0, 9.8, 8.944444444444445)","(91.0, 580.0, 126.15384615384616)","(41.0, 110.0, 83.0)"
10-01-2023 17:47:44.849430,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8467326732673268)","(81.0, 290.0, 203.84615384615387)","(4.8, 10.0, 9.542857142857143)","(5.0, 9.2, 7.625)","(5.0, 9.8, 8.133333333333333)","(91.0, 560.0, 312.5)","(41.0, 110.0, 78.23529411764706)"
10-01-2023 17:47:46.010070,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8467326732673268)","(81.0, 290.0, 258.57142857142856)","(4.8, 10.0, 8.72)","(5.0, 9.2, 7.625)","(5.0, 9.8, 8.4)","(91.0, 540.0, 246.66666666666666)","(41.0, 110.0, 76.25)"
10-01-2023 17:47:47.135234,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8464)","(81.0, 280.0, 258.57142857142856)","(4.8, 11.0, 9.466666666666667)","(5.0, 9.2, 7.625)","(5.0, 9.6, 8.066666666666666)","(91.0, 520.0, 155.55555555555554)","(41.0, 110.0, 76.25)"
10-01-2023 17:47:48.265701,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8464)","(81.0, 280.0, 258.57142857142856)","(4.8, 10.5, 9.272727272727273)","(5.0, 9.2, 7.625)","(5.0, 9.4, 8.266666666666666)","(91.0, 520.0, 155.55555555555554)","(41.0, 110.0, 72.5)"
10-01-2023 17:47:49.397912,"(8.0, 99999, 99990)","(1.85, 1.88, 1.8464)","(81.0, 280.0, 258.57142857142856)","(4.8, 10.5, 9.75)","(5.0, 9.2, 7.625)","(5.0, 9.2, 8.4)","(91.0, 520.0, 174.0)","(41.0, 110.0, 76.25)"
