,Studleigh Melise,Logan Reason,Limbo Lilly,Oliveira,Lady Rockabellum,Boldino,Mister Manager,Franco Forza,Tough Talks
14-12-2022 19:45:05.446621,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.66)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.680000000000001)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:06.684388,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.66)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.680000000000001)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:07.917422,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.66)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.680000000000001)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:09.044307,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.15)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.680000000000001)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:10.215310,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.2)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 6.933333333333334)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:11.458485,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.2)","(61.0, 280.0, 237.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 6.933333333333334)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:12.707100,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.2)","(61.0, 280.0, 220.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.56)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:13.959909,"(2.1, 3.2, 3.044)","(11.0, 15.5, 13.7)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.2)","(61.0, 280.0, 220.0)","(15.0, 32.0, 21.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:15.152758,"(2.1, 3.2, 3.044)","(11.0, 15.5, 14.0)","(11.0, 16.5, 13.5)","(3.7, 6.0, 5.66)","(61.0, 280.0, 220.0)","(15.0, 32.0, 23.0)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:16.330276,"(2.1, 3.2, 3.044)","(11.0, 15.0, 14.0)","(10.0, 16.5, 15.681818181818182)","(3.7, 6.0, 5.66)","(61.0, 280.0, 220.0)","(15.0, 30.0, 23.0)","(11.0, 18.0, 14.75)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:17.537746,"(2.1, 3.2, 3.044)","(11.0, 15.0, 13.4)","(10.0, 16.5, 13.833333333333334)","(3.7, 6.0, 5.66)","(61.0, 280.0, 238.0)","(15.0, 30.0, 20.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:18.789793,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.1)","(10.0, 16.5, 13.833333333333334)","(3.7, 6.0, 5.2)","(61.0, 280.0, 238.0)","(15.0, 29.0, 20.333333333333332)","(11.0, 18.0, 14.75)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:20.023114,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.1)","(10.0, 16.5, 13.833333333333334)","(3.7, 6.0, 4.614285714285715)","(61.0, 280.0, 238.0)","(15.0, 29.0, 20.333333333333332)","(11.0, 18.0, 15.5)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:21.231520,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.61111111111111)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.9, 4.614285714285715)","(61.0, 280.0, 238.0)","(15.0, 29.0, 24.666666666666664)","(11.0, 17.5, 15.5)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:22.405978,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.357142857142858)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.9, 5.5)","(61.0, 280.0, 238.0)","(15.0, 42.0, 24.0)","(11.0, 17.5, 14.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:23.599044,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.357142857142858)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.5)","(61.0, 280.0, 238.0)","(15.0, 40.0, 24.0)","(11.0, 17.0, 14.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:24.837645,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.1)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 40.0, 23.333333333333332)","(11.0, 17.0, 14.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:26.044655,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.1)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 38.0, 23.333333333333332)","(11.0, 17.0, 16.833333333333332)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:27.235505,"(2.1, 3.2, 3.044)","(11.0, 14.5, 13.1)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 38.0, 23.333333333333332)","(11.0, 19.5, 16.833333333333332)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:28.448046,"(2.1, 3.2, 3.044)","(11.0, 14.5, 15.125)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 38.0, 22.666666666666668)","(11.0, 19.5, 16.166666666666668)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:29.641689,"(2.1, 3.2, 3.044)","(11.0, 16.5, 14.0)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.5, 15.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:30.865285,"(2.1, 3.2, 3.044)","(11.0, 16.0, 14.0)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 36.0, 22.666666666666668)","(11.0, 19.0, 15.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:32.114289,"(2.1, 3.2, 3.044)","(11.0, 16.0, 14.0)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 36.0, 22.666666666666668)","(11.0, 19.0, 15.25)","(5.0, 8.4, 7.44)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:33.363230,"(2.1, 3.2, 3.0100000000000002)","(11.0, 16.0, 14.0)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 238.0)","(15.0, 36.0, 22.666666666666668)","(11.0, 19.0, 12.863636363636363)","(5.0, 8.4, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:34.547361,"(2.1, 3.2, 2.7066666666666666)","(11.0, 16.0, 12.666666666666666)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 19.0, 13.833333333333334)","(5.0, 7.2, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:35.725622,"(2.1, 3.2, 2.7066666666666666)","(11.0, 15.5, 14.375)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.5, 16.166666666666668)","(5.0, 7.2, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:36.946458,"(2.1, 3.2, 2.7066666666666666)","(11.0, 15.5, 13.4)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.5, 14.75)","(5.0, 7.2, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:38.205993,"(2.1, 3.2, 2.7066666666666666)","(11.0, 15.0, 14.9)","(10.0, 16.5, 13.833333333333334)","(3.7, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 7.2, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:39.479898,"(2.1, 3.2, 2.7066666666666666)","(11.0, 17.5, 14.6)","(11.0, 16.5, 13.833333333333334)","(3.8, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 7.2, 6.514285714285714)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:40.640106,"(2.1, 3.2, 2.7066666666666666)","(11.0, 17.0, 14.6)","(11.0, 16.5, 13.833333333333334)","(3.8, 5.8, 5.1)","(61.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 7.2, 7.56)","(51.0, 95.0, 90.0)"
14-12-2022 19:45:41.810590,"(2.1, 3.2, 2.7066666666666666)","(11.0, 17.0, 14.6)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:43.038204,"(2.1, 3.2, 2.7066666666666666)","(11.0, 17.0, 13.0)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:44.231951,"(2.1, 3.2, 2.7066666666666666)","(11.0, 17.0, 13.357142857142858)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:45.421214,"(2.1, 3.2, 2.7066666666666666)","(11.0, 16.5, 13.357142857142858)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:46.577253,"(2.1, 3.2, 2.7066666666666666)","(11.0, 16.0, 14.0)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:47.668204,"(2.1, 3.2, 2.7066666666666666)","(11.0, 16.0, 14.0)","(11.0, 16.5, 13.833333333333334)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:48.849475,"(2.1, 3.2, 2.7066666666666666)","(11.0, 16.0, 14.0)","(11.0, 16.5, 15.7)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:50.095941,"(2.1, 3.35, 2.638)","(11.0, 16.0, 13.7)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.05)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:51.302431,"(2.1, 3.35, 2.77)","(11.0, 15.5, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.6, 8.399999999999999)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:52.479689,"(2.1, 3.35, 3.112727272727273)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.2, 8.399999999999999)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:53.625752,"(2.1, 3.3, 3.0999999999999996)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.1)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.2, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:54.799500,"(2.1, 3.3, 3.0999999999999996)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:56.018324,"(2.1, 3.3, 3.0999999999999996)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:57.198500,"(2.1, 3.3, 2.91)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:58.405158,"(2.1, 3.3, 2.91)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:45:59.536216,"(2.1, 3.3, 2.91)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(71.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:00.694906,"(2.15, 3.3, 3.11)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.1)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:01.863594,"(2.15, 3.3, 2.9299999999999997)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:03.045868,"(2.15, 3.3, 2.9299999999999997)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.527272727272727)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:04.249569,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.1)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:05.382680,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 4.66)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:06.588830,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.7, 5.2)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:07.811644,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 6.8, 5.2)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:09.049777,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 6.2, 5.6)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.8)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:10.257745,"(2.15, 3.35, 2.6825)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 6.0, 5.525)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 9.0, 7.050000000000001)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:11.400104,"(2.15, 3.35, 2.828)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.9, 5.24)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.8, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:12.535648,"(2.15, 3.35, 2.828)","(11.0, 15.0, 13.4)","(11.0, 16.5, 14.166666666666666)","(3.9, 5.8, 5.24)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:13.776707,"(2.15, 3.35, 2.6975)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.0)","(3.9, 5.8, 5.72)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.56)","(61.0, 95.0, 90.0)"
14-12-2022 19:46:15.014079,"(2.15, 3.35, 2.7125)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.0)","(3.9, 6.6, 4.94)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 95.0, 82.5)"
14-12-2022 19:46:16.237503,"(2.15, 3.35, 2.7125)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.0)","(3.9, 6.2, 4.94)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:17.357574,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.0)","(3.9, 6.2, 4.94)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:18.500089,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 15.4)","(3.9, 6.2, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:19.729719,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 15.4)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:21.025727,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 15.5, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:22.207944,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:23.379586,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:24.587003,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:25.784339,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 6.866666666666666)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:26.937286,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 4.933333333333334)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.6, 7.800000000000001)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:28.030876,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 6.0, 5.15)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.4, 7.800000000000001)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:29.205837,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.9, 4.781818181818182)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.4, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:30.329045,"(2.15, 3.35, 2.852)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.8, 4.781818181818182)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:31.459550,"(2.15, 3.35, 3.1236363636363635)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.8, 4.781818181818182)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:32.718731,"(2.15, 3.35, 2.7425)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.8, 4.781818181818182)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:33.861806,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.8, 4.781818181818182)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:35.006607,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 16.0, 14.333333333333334)","(3.9, 5.8, 4.76)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:36.205897,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 18.0, 15.0)","(3.9, 5.7, 4.98)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
14-12-2022 19:46:37.446908,"(2.15, 3.35, 2.876)","(11.0, 15.0, 13.4)","(11.0, 17.5, 14.833333333333334)","(3.9, 5.7, 4.86)","(81.0, 280.0, 241.8181818181818)","(15.0, 36.0, 22.666666666666668)","(11.0, 18.0, 14.75)","(5.0, 8.2, 7.319999999999999)","(61.0, 100.0, 82.5)"
