,Black Roses,Queens Law,Wynburn Dixie,Buckle Up Kaylee,Bridwood Elle,Lektra Linda,Hardaway Nala,Buckle Up Zion
10-01-2023 13:47:34.472739,"(1.5, 2.34, 1.79)","(41.0, 180.0, 110.0)","(5.5, 12.0, 9.1)","(13.0, 30.0, 19.0)","(41.0, 310.0, 190.88888888888889)","(11.0, 25.0, 14.583333333333334)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:47:35.755985,"(1.5, 2.34, 1.7533333333333332)","(41.0, 180.0, 109.0)","(5.5, 12.0, 9.1)","(13.0, 30.0, 19.0)","(41.0, 310.0, 97.2)","(11.0, 25.0, 14.583333333333334)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:47:36.989201,"(1.5, 2.32, 2.1919999999999997)","(41.0, 180.0, 111.0)","(5.5, 12.0, 9.1)","(13.0, 30.0, 19.0)","(41.0, 310.0, 97.2)","(11.0, 25.0, 14.583333333333334)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.5, 5.733333333333333)"
10-01-2023 13:47:38.178610,"(1.5, 2.3, 2.1759999999999997)","(41.0, 180.0, 111.0)","(5.5, 12.0, 9.1)","(13.0, 30.0, 19.0)","(41.0, 310.0, 97.2)","(11.0, 25.0, 14.583333333333334)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.5, 7.65)"
10-01-2023 13:47:39.400816,"(1.5, 2.3, 2.1759999999999997)","(41.0, 180.0, 111.0)","(5.5, 12.0, 9.1)","(13.0, 30.0, 16.583333333333332)","(41.0, 310.0, 97.2)","(11.0, 25.0, 14.583333333333334)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:40.709180,"(1.5, 2.3, 2.1759999999999997)","(41.0, 180.0, 111.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 310.0, 97.2)","(11.0, 25.0, 18.055555555555557)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:41.942164,"(1.5, 2.3, 2.1759999999999997)","(41.0, 180.0, 61.07692307692308)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 310.0, 97.2)","(11.0, 25.0, 18.055555555555557)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:43.222759,"(1.5, 2.3, 2.1759999999999997)","(41.0, 290.0, 161.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 310.0, 97.2)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:44.460931,"(1.5, 2.3, 1.735111111111111)","(41.0, 280.0, 161.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 310.0, 79.14285714285714)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:45.666176,"(1.5, 2.3, 1.735111111111111)","(41.0, 280.0, 161.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 290.0, 162.0)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:46.962737,"(1.5, 2.28, 2.1599999999999997)","(41.0, 280.0, 161.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 280.0, 68.6)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:48.331905,"(1.5, 2.28, 2.1599999999999997)","(41.0, 280.0, 110.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 290.0, 68.6)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 13.5)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:49.627063,"(1.5, 2.28, 2.1599999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 7.36)","(13.0, 32.0, 15.35)","(41.0, 290.0, 68.6)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 7.65)"
10-01-2023 13:47:50.900336,"(1.5, 2.28, 1.762758620689655)","(41.0, 180.0, 110.0)","(5.5, 12.0, 9.1)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 20.535714285714285)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 9.733333333333334)"
10-01-2023 13:47:52.179379,"(1.5, 2.28, 1.762758620689655)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.133333333333333)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.466666666666667)"
10-01-2023 13:47:53.487297,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.066666666666666)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:47:54.626722,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.066666666666666)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:47:55.810176,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:47:57.120557,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:47:58.442849,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:47:59.731996,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 290.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:48:00.984658,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 290.0, 232.8)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:48:02.279320,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 15.35)","(41.0, 280.0, 126.0)","(11.0, 25.0, 15.0)","(12.0, 26.0, 15.285714285714285)","(5.5, 10.0, 8.825)"
10-01-2023 13:48:03.621775,"(1.5, 2.26, 2.1439999999999997)","(41.0, 180.0, 110.0)","(5.5, 12.0, 10.55)","(13.0, 32.0, 14.527777777777779)","(41.0, 290.0, 250.5)","(11.0, 25.0, 15.0)","(12.0, 26.0, 12.764705882352942)","(5.5, 10.0, 8.825)"
10-01-2023 13:48:04.934850,"(1.5, 2.26, 2.1439999999999997)","(41.0, 170.0, 83.33333333333334)","(5.5, 12.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 164.0)","(11.0, 25.0, 18.61111111111111)","(12.0, 26.0, 16.6)","(5.5, 10.0, 8.5)"
10-01-2023 13:48:06.236484,"(1.5, 2.26, 1.9377777777777776)","(41.0, 170.0, 53.0)","(5.5, 11.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 164.0)","(11.0, 25.0, 20.6875)","(12.0, 25.0, 16.6)","(5.5, 10.0, 7.75)"
10-01-2023 13:48:07.436049,"(1.5, 2.26, 1.8346666666666667)","(41.0, 170.0, 53.0)","(5.5, 11.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 164.0)","(11.0, 25.0, 20.6875)","(12.0, 25.0, 16.6)","(5.5, 10.0, 9.775)"
10-01-2023 13:48:09.040320,"(1.5, 2.26, 1.825)","(41.0, 170.0, 64.0)","(5.5, 11.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 246.8571428571429)","(11.0, 25.0, 23.083333333333332)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:10.558445,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 246.8571428571429)","(11.0, 25.0, 23.083333333333332)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:11.964518,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 6.636363636363637)","(13.0, 32.0, 14.527777777777779)","(41.0, 280.0, 167.5)","(11.0, 25.0, 18.0)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:13.349291,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 6.454545454545454)","(13.0, 32.0, 16.8)","(41.0, 280.0, 167.5)","(11.0, 25.0, 18.0)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:14.589370,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 6.454545454545454)","(13.0, 30.0, 14.76923076923077)","(41.0, 280.0, 167.5)","(11.0, 25.0, 23.147058823529413)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:15.928616,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 8.368421052631579)","(13.0, 30.0, 17.375)","(41.0, 280.0, 167.5)","(11.0, 25.0, 16.428571428571427)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:17.207760,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 8.368421052631579)","(13.0, 29.0, 17.375)","(41.0, 280.0, 167.5)","(11.0, 25.0, 16.428571428571427)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:18.492404,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 8.473684210526315)","(13.0, 29.0, 14.607142857142858)","(41.0, 280.0, 167.5)","(11.0, 25.0, 19.0)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:19.896374,"(1.5, 2.26, 1.825)","(41.0, 160.0, 64.0)","(5.5, 11.0, 6.818181818181818)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 167.5)","(11.0, 25.0, 19.0)","(12.0, 25.0, 12.866666666666667)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:21.255845,"(1.5, 2.26, 1.825)","(41.0, 160.0, 65.0)","(5.5, 11.0, 6.818181818181818)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 167.5)","(11.0, 25.0, 19.0)","(12.0, 25.0, 19.666666666666664)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:22.538300,"(1.5, 2.26, 1.825)","(41.0, 140.0, 52.22222222222222)","(5.5, 11.0, 10.0)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 19.0)","(12.0, 24.0, 19.666666666666664)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:24.045977,"(1.5, 2.26, 1.825)","(41.0, 150.0, 51.0)","(5.5, 11.0, 9.2)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 20.75)","(12.0, 24.0, 12.857142857142858)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:25.348758,"(1.5, 2.26, 1.825)","(41.0, 150.0, 51.0)","(5.5, 12.0, 11.670588235294119)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 23.3)","(12.0, 24.0, 13.181818181818182)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:26.867404,"(1.5, 2.26, 1.825)","(41.0, 150.0, 50.0)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 23.0)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:28.189895,"(1.5, 2.26, 1.825)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 21.25)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:29.449653,"(1.5, 2.26, 1.825)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 21.25)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:30.639412,"(1.5, 2.26, 1.825)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 21.25)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:31.917446,"(1.5, 2.24, 1.8293333333333333)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 172.5)","(11.0, 25.0, 21.25)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:33.231918,"(1.5, 2.24, 1.8293333333333333)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.31578947368421)","(41.0, 280.0, 118.75)","(11.0, 25.0, 21.25)","(12.0, 23.0, 11.8)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:34.527939,"(1.5, 2.24, 1.8293333333333333)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.275)","(41.0, 280.0, 118.75)","(11.0, 25.0, 21.25)","(12.0, 23.0, 16.5)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:35.804496,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.872727272727271)","(13.0, 29.0, 14.275)","(41.0, 280.0, 118.75)","(11.0, 25.0, 21.25)","(12.0, 22.0, 16.5)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:37.096169,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.875555555555556)","(13.0, 29.0, 14.275)","(41.0, 280.0, 118.75)","(11.0, 25.0, 21.0)","(12.0, 22.0, 16.5)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:38.371297,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.875555555555556)","(13.0, 29.0, 14.275)","(41.0, 280.0, 167.5)","(11.0, 28.0, 25.666666666666668)","(12.0, 22.0, 12.375)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:39.649304,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.875555555555556)","(13.0, 29.0, 14.275)","(41.0, 270.0, 167.5)","(11.0, 28.0, 24.833333333333332)","(12.0, 22.0, 12.375)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:40.931660,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.875555555555556)","(13.0, 29.0, 14.222222222222221)","(41.0, 270.0, 167.5)","(11.0, 28.0, 27.136363636363637)","(12.0, 22.0, 12.375)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:42.192624,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 53.55555555555556)","(5.5, 12.0, 11.875555555555556)","(13.0, 20.0, 14.222222222222221)","(41.0, 270.0, 167.5)","(11.0, 28.0, 27.136363636363637)","(12.0, 22.0, 12.375)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:43.438376,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 56.285714285714285)","(5.5, 12.0, 9.3)","(13.0, 20.0, 14.222222222222221)","(41.0, 270.0, 167.5)","(11.0, 28.0, 27.136363636363637)","(12.0, 22.0, 11.814814814814815)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:44.690866,"(1.5, 2.22, 1.8461538461538463)","(41.0, 130.0, 56.57142857142857)","(5.5, 12.0, 9.3)","(13.0, 20.0, 14.222222222222221)","(41.0, 270.0, 167.5)","(11.0, 28.0, 28.045454545454547)","(12.0, 22.0, 17.666666666666668)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:45.943592,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 56.57142857142857)","(5.5, 12.0, 9.3)","(13.0, 20.0, 14.222222222222221)","(41.0, 270.0, 167.5)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 17.666666666666668)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:47.055672,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 56.57142857142857)","(5.5, 12.0, 9.3)","(13.0, 20.0, 15.5)","(41.0, 270.0, 167.5)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 17.666666666666668)","(5.5, 10.0, 7.8)"
10-01-2023 13:48:48.317376,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 58.285714285714285)","(5.5, 12.0, 8.589473684210526)","(13.0, 19.5, 14.15)","(41.0, 270.0, 167.5)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 17.666666666666668)","(5.5, 10.0, 9.633333333333333)"
10-01-2023 13:48:49.597718,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 58.285714285714285)","(5.5, 12.0, 7.0260869565217385)","(13.0, 20.0, 18.07142857142857)","(41.0, 270.0, 90.625)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 17.666666666666668)","(5.5, 10.0, 9.915384615384616)"
10-01-2023 13:48:50.885059,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 66.0)","(5.5, 12.0, 7.0260869565217385)","(13.0, 20.0, 14.6)","(41.0, 270.0, 90.625)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 17.666666666666668)","(5.5, 10.0, 9.915384615384616)"
10-01-2023 13:48:52.192939,"(1.5, 2.22, 1.8461538461538463)","(41.0, 120.0, 89.33333333333334)","(5.5, 12.0, 9.15)","(13.0, 20.0, 15.833333333333334)","(41.0, 270.0, 97.5)","(11.0, 29.0, 28.045454545454547)","(12.0, 21.0, 13.857142857142858)","(5.5, 10.0, 7.85)"
10-01-2023 13:48:53.388839,"(1.5, 2.22, 1.8461538461538463)","(41.0, 110.0, 89.33333333333334)","(5.5, 11.5, 9.15)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 97.5)","(11.0, 29.0, 22.666666666666668)","(12.0, 21.0, 16.0)","(5.5, 10.0, 9.60909090909091)"
10-01-2023 13:48:54.562680,"(1.5, 2.22, 2.1282352941176472)","(41.0, 110.0, 89.33333333333334)","(5.5, 11.5, 10.9125)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 29.0, 24.25)","(12.0, 21.0, 16.0)","(5.5, 10.0, 9.60909090909091)"
10-01-2023 13:48:55.773897,"(1.5, 2.22, 2.095)","(41.0, 110.0, 89.33333333333334)","(5.5, 11.5, 10.9125)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 29.0, 27.416666666666664)","(12.0, 21.0, 19.18181818181818)","(5.5, 10.0, 7.9)"
10-01-2023 13:48:56.970503,"(1.5, 2.22, 2.1455172413793107)","(41.0, 110.0, 60.4)","(5.5, 11.5, 9.25)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 29.0, 27.5)","(12.0, 20.0, 19.18181818181818)","(5.5, 10.0, 7.9)"
10-01-2023 13:48:58.226518,"(1.5, 2.22, 1.797)","(41.0, 110.0, 60.4)","(5.5, 11.5, 9.25)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 29.0, 27.5)","(12.0, 20.0, 19.307692307692307)","(5.5, 10.0, 7.9)"
10-01-2023 13:48:59.474525,"(1.5, 2.22, 2.1032432432432433)","(41.0, 110.0, 65.71428571428572)","(5.5, 11.5, 9.25)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 29.0, 30.799999999999997)","(12.0, 20.0, 17.352941176470587)","(5.5, 10.0, 8.633333333333333)"
10-01-2023 13:49:00.697976,"(1.5, 2.18, 2.1648275862068966)","(41.0, 100.0, 58.4)","(5.5, 11.5, 10.066666666666666)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 32.0, 30.799999999999997)","(12.0, 20.0, 16.142857142857142)","(5.5, 10.0, 9.316666666666666)"
10-01-2023 13:49:01.876830,"(1.5, 2.16, 1.9155223880597014)","(41.0, 100.0, 58.4)","(5.5, 11.5, 10.066666666666666)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 86.66666666666667)","(11.0, 32.0, 30.799999999999997)","(12.0, 20.0, 14.176470588235293)","(5.5, 10.0, 9.316666666666666)"
10-01-2023 13:49:03.022606,"(1.5, 2.14, 1.94)","(41.0, 95.0, 66.8)","(5.5, 11.5, 10.783333333333333)","(13.0, 19.5, 15.833333333333334)","(41.0, 260.0, 85.55555555555556)","(11.0, 32.0, 29.818181818181817)","(12.0, 20.0, 18.892857142857142)","(5.5, 10.0, 9.414285714285715)"
10-01-2023 13:49:04.197372,"(1.5, 2.14, 1.7548148148148148)","(41.0, 95.0, 61.42857142857143)","(5.5, 11.5, 10.885714285714286)","(13.0, 19.5, 15.833333333333334)","(41.0, 250.0, 85.55555555555556)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.414285714285715)"
10-01-2023 13:49:05.352248,"(1.5, 2.1, 1.92)","(41.0, 95.0, 61.42857142857143)","(5.5, 11.5, 10.885714285714286)","(13.0, 19.5, 15.833333333333334)","(41.0, 250.0, 107.5)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 8.666666666666666)"
10-01-2023 13:49:06.527538,"(1.5, 2.1, 1.92)","(41.0, 90.0, 64.8)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 150.0, 70.0)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.366666666666667)"
10-01-2023 13:49:07.749941,"(1.5, 2.08, 1.747906976744186)","(41.0, 85.0, 66.5)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 140.0, 97.5)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.366666666666667)"
10-01-2023 13:49:08.826563,"(1.5, 2.08, 1.747906976744186)","(41.0, 85.0, 54.166666666666664)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 97.5)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.457142857142857)"
10-01-2023 13:49:09.864759,"(1.5, 2.08, 1.747906976744186)","(41.0, 80.0, 64.0)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 71.5)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.457142857142857)"
10-01-2023 13:49:11.029167,"(1.5, 2.08, 1.747906976744186)","(41.0, 80.0, 52.0)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 70.9090909090909)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.913636363636364)"
10-01-2023 13:49:12.221732,"(1.5, 2.06, 1.7510344827586206)","(41.0, 80.0, 61.5)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 70.9090909090909)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 9.4)"
10-01-2023 13:49:13.362464,"(1.5, 2.04, 1.7769696969696969)","(41.0, 75.0, 66.0)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 70.9090909090909)","(11.0, 32.0, 27.448275862068964)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 8.866666666666667)"
10-01-2023 13:49:14.600210,"(1.5, 2.04, 1.7452631578947368)","(41.0, 75.0, 55.714285714285715)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 130.0, 74.16666666666667)","(11.0, 32.0, 27.57894736842105)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 8.866666666666667)"
10-01-2023 13:49:15.833658,"(1.5, 2.04, 1.7452631578947368)","(41.0, 75.0, 62.666666666666664)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 120.0, 87.5)","(11.0, 28.0, 26.63157894736842)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 8.866666666666667)"
10-01-2023 13:49:17.124377,"(1.5, 2.04, 1.7452631578947368)","(41.0, 70.0, 62.666666666666664)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 110.0, 87.5)","(11.0, 27.0, 26.63157894736842)","(12.0, 19.5, 18.892857142857142)","(5.5, 10.0, 8.866666666666667)"
10-01-2023 13:49:18.554268,"(1.5, 2.04, 1.7452631578947368)","(41.0, 70.0, 55.333333333333336)","(5.5, 11.5, 9.45)","(13.0, 19.5, 15.833333333333334)","(41.0, 110.0, 70.0)","(11.0, 27.0, 26.63157894736842)","(12.0, 19.5, 18.892857142857142)","(6.0, 10.0, 8.866666666666667)"
10-01-2023 13:49:19.967035,"(1.45, 2.04, 1.7452631578947368)","(51.0, 70.0, 55.333333333333336)","(6.0, 11.5, 11.226666666666667)","(13.0, 19.5, 15.833333333333334)","(51.0, 110.0, 70.0)","(11.0, 27.0, 26.63157894736842)","(12.0, 19.5, 18.933333333333334)","(6.0, 10.0, 9.771428571428572)"
10-01-2023 13:49:21.138481,"(1.45, 2.0, 1.7459090909090909)","(51.0, 70.0, 55.333333333333336)","(6.0, 11.5, 9.251612903225807)","(13.0, 19.5, 15.833333333333334)","(51.0, 110.0, 80.0)","(11.0, 27.0, 26.63157894736842)","(12.0, 19.5, 18.933333333333334)","(6.0, 10.0, 9.1875)"
