,Corporate Box,So Special,Daytona,Hartley Bale,Van Diemen,Conor Pass,Major Lighting,Dark Label
16-12-2022 15:06:57.659082,"(7.0, 21.0, 9.450000000000001)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 14.0, 11.573333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 65.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:06:58.741757,"(7.0, 20.0, 11.3)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 14.0, 11.573333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:06:59.785827,"(7.0, 20.0, 11.3)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 14.0, 11.573333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:00.857522,"(7.0, 20.0, 11.3)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 14.0, 11.573333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:01.991277,"(7.0, 20.0, 11.3)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 14.0, 11.933333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:03.082445,"(7.0, 20.0, 11.3)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.933333333333334)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:04.165155,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:05.299473,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 63.88235294117647)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:06.338146,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.6, 8.057142857142857)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 46.285714285714285)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:07.409503,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.6, 8.057142857142857)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 46.285714285714285)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:08.472311,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 46.285714285714285)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:09.526336,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.47)","(8.0, 13.5, 11.485714285714286)","(19.0, 150.0, 46.285714285714285)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:10.667201,"(7.0, 20.0, 11.149999999999999)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.3200000000000003)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 46.285714285714285)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:11.782262,"(7.0, 19.5, 9.814285714285713)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.33)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:12.952037,"(7.0, 19.5, 9.814285714285713)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2666666666666666)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:14.342322,"(7.0, 19.5, 9.814285714285713)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2666666666666666)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:15.687222,"(7.0, 19.5, 9.814285714285713)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2666666666666666)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:16.845747,"(7.0, 19.5, 9.814285714285713)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2666666666666666)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:17.915535,"(7.0, 19.0, 10.899999999999999)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2666666666666666)","(8.0, 13.5, 10.633333333333333)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:19.035568,"(7.0, 19.0, 10.899999999999999)","(6.0, 9.4, 8.745454545454546)","(1.95, 2.56, 2.384)","(8.0, 13.5, 11.78)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:20.067349,"(7.0, 19.0, 10.899999999999999)","(6.0, 9.4, 8.745454545454546)","(1.95, 2.56, 2.384)","(8.0, 13.5, 11.78)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:21.105393,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.745454545454546)","(1.95, 2.56, 2.384)","(8.0, 13.5, 11.78)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:22.194228,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.763636363636364)","(1.95, 2.56, 2.2933333333333334)","(8.0, 13.5, 10.9)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:23.295472,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.763636363636364)","(1.95, 2.56, 2.2933333333333334)","(8.0, 13.5, 11.34)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:24.427546,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.763636363636364)","(1.95, 2.56, 2.2933333333333334)","(8.0, 12.5, 11.34)","(19.0, 150.0, 64.58823529411765)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:25.662007,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.781818181818181)","(1.95, 2.56, 2.2933333333333334)","(8.0, 12.5, 11.34)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:26.896841,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.781818181818181)","(1.95, 2.56, 2.2933333333333334)","(8.0, 12.5, 11.34)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:28.170644,"(7.0, 19.0, 9.399999999999999)","(6.0, 9.4, 8.781818181818181)","(1.95, 2.56, 2.2933333333333334)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:29.547642,"(7.0, 19.0, 10.0)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.2933333333333334)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:30.869968,"(7.0, 19.0, 10.0)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:32.073139,"(7.0, 19.0, 13.454545454545453)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:33.203706,"(7.0, 19.0, 11.75)","(6.0, 9.4, 8.964705882352941)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:34.304289,"(7.0, 19.0, 13.545454545454545)","(6.0, 9.6, 8.16)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:35.390112,"(7.0, 19.0, 11.75)","(6.0, 9.6, 8.16)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.54)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:36.431545,"(7.0, 19.0, 11.75)","(6.0, 9.6, 8.16)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 11.325)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:37.571348,"(7.0, 18.5, 11.100000000000001)","(6.0, 9.6, 7.157142857142857)","(1.95, 2.56, 2.3333333333333335)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.006666666666666)"
16-12-2022 15:07:38.647034,"(7.0, 18.5, 11.100000000000001)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.49625)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.006666666666666)"
16-12-2022 15:07:39.760903,"(7.0, 18.5, 12.75)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.47)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.006666666666666)"
16-12-2022 15:07:40.970713,"(7.0, 18.5, 11.100000000000001)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.4000000000000004)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.006666666666666)"
16-12-2022 15:07:42.127416,"(7.0, 18.5, 11.100000000000001)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.4000000000000004)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.006666666666666)"
16-12-2022 15:07:43.309565,"(7.0, 18.0, 13.760000000000002)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.4000000000000004)","(8.0, 12.5, 10.7)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:44.375318,"(7.0, 18.0, 13.760000000000002)","(6.0, 9.6, 7.588235294117647)","(1.95, 2.56, 2.36)","(8.0, 12.5, 11.375)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 37.77777777777778)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:45.424723,"(7.0, 19.5, 15.399999999999999)","(6.0, 9.6, 6.75)","(1.95, 2.56, 2.36)","(8.0, 12.5, 10.15)","(19.0, 150.0, 69.33333333333334)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:46.888856,"(7.0, 19.5, 13.45)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.366666666666667)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:48.312823,"(7.0, 19.5, 15.466666666666667)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.366666666666667)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:49.478412,"(7.0, 19.5, 15.466666666666667)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:50.667475,"(7.0, 19.5, 13.55)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:51.801775,"(7.0, 19.5, 15.333333333333332)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:52.870108,"(7.0, 19.5, 15.333333333333332)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:53.877493,"(7.0, 19.5, 15.333333333333332)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:54.902289,"(7.0, 19.5, 15.333333333333332)","(6.0, 9.6, 8.1375)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:55.960270,"(7.0, 19.0, 13.0)","(6.0, 9.6, 7.319999999999999)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.633333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 40.5)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:57.046546,"(7.0, 19.0, 13.0)","(6.0, 9.6, 7.319999999999999)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.633333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:58.213870,"(7.0, 19.0, 13.0)","(6.0, 9.6, 7.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.633333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:07:59.330769,"(7.0, 19.0, 13.0)","(6.0, 9.6, 7.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.633333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:00.463844,"(7.0, 19.0, 13.0)","(6.0, 9.6, 7.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 12.5, 9.633333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:01.820204,"(7.0, 19.0, 14.8875)","(6.0, 9.6, 8.3875)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:02.993569,"(7.0, 19.5, 15.466666666666667)","(6.0, 10.0, 8.3875)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:04.016242,"(7.0, 19.5, 15.599999999999998)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:05.034120,"(7.0, 19.5, 15.599999999999998)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:06.044786,"(7.0, 19.5, 15.599999999999998)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:07.074740,"(7.0, 19.5, 15.599999999999998)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:08.112714,"(7.0, 19.5, 13.75)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 9.233333333333333)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:09.155349,"(7.0, 19.5, 13.75)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.5, 8.8)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:10.207576,"(7.0, 19.5, 13.75)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 12.0, 9.94)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:11.251383,"(7.0, 19.0, 11.666666666666668)","(6.0, 9.8, 8.8)","(1.95, 2.56, 2.33)","(8.0, 11.5, 10.1)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 6.05)"
16-12-2022 15:08:12.298395,"(7.0, 18.5, 14.3)","(6.0, 9.8, 8.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.1)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.283333333333333)"
16-12-2022 15:08:13.336122,"(7.0, 18.5, 15.725)","(6.0, 9.8, 8.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.1)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:14.365855,"(7.0, 18.5, 16.240000000000002)","(6.0, 9.8, 8.8)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.1)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:15.360914,"(7.0, 18.0, 10.8)","(6.0, 9.8, 8.825000000000001)","(1.95, 2.56, 2.2933333333333334)","(8.0, 11.5, 10.26)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:16.343612,"(7.0, 18.0, 12.7)","(6.0, 9.8, 8.825000000000001)","(1.95, 2.56, 2.2933333333333334)","(8.0, 11.5, 10.26)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:17.330298,"(7.0, 18.0, 12.7)","(6.0, 9.8, 8.825000000000001)","(1.95, 2.56, 2.2933333333333334)","(8.0, 11.5, 10.26)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:18.300084,"(7.0, 18.0, 12.7)","(6.0, 9.8, 8.825000000000001)","(1.95, 2.56, 2.2933333333333334)","(8.0, 11.5, 10.26)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:19.326034,"(7.0, 18.0, 12.7)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.2933333333333334)","(8.0, 11.5, 9.94)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:20.353926,"(7.0, 18.0, 11.066666666666666)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 11.5, 9.94)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.781818181818182)"
16-12-2022 15:08:21.408238,"(7.0, 18.0, 11.066666666666666)","(6.0, 9.8, 9.31764705882353)","(1.95, 2.56, 2.47)","(8.0, 11.5, 9.94)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.781818181818182)"
16-12-2022 15:08:22.466545,"(7.0, 20.0, 10.7)","(6.0, 9.8, 9.32)","(1.95, 2.56, 2.47)","(8.0, 11.5, 9.94)","(19.0, 150.0, 41.07692307692308)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.781818181818182)"
16-12-2022 15:08:23.478807,"(7.0, 20.0, 9.02)","(6.0, 9.8, 9.32)","(1.95, 2.56, 2.47)","(8.0, 11.5, 9.94)","(19.0, 150.0, 48.85714285714286)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.781818181818182)"
16-12-2022 15:08:24.499019,"(7.0, 19.5, 10.725)","(6.0, 9.8, 9.32)","(1.95, 2.56, 2.47)","(8.0, 11.5, 9.94)","(19.0, 150.0, 48.85714285714286)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:25.494205,"(7.0, 19.5, 10.725)","(6.0, 10.0, 8.56)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.625)","(19.0, 150.0, 48.85714285714286)","(21.0, 60.0, 38.72727272727273)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:26.536693,"(7.0, 19.5, 10.725)","(6.0, 10.0, 8.56)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.625)","(19.0, 150.0, 48.85714285714286)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
16-12-2022 15:08:27.536270,"(7.0, 19.5, 10.725)","(6.0, 10.0, 8.56)","(1.95, 2.56, 2.2666666666666666)","(8.0, 11.5, 10.625)","(19.0, 150.0, 47.14285714285714)","(21.0, 60.0, 36.0)","(26.0, 70.0, 50.833333333333336)","(4.4, 6.8, 5.8277777777777775)"
