,Moose Ville,Miss Narla,Smile Osti,Slingshot Vinny,Middle Arm,Aussie Sebastian,Fred Flint,Emmas Mate
12-01-2023 18:16:11.257225,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:12.661998,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:13.882644,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:15.068433,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:16.245097,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:17.470244,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:18.616536,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:19.820960,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:21.086487,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:22.350230,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:23.575280,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:24.737724,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:25.903485,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:27.128822,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:28.352512,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:29.568088,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:30.810955,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 109.61290322580646)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 300.66666666666663)"
12-01-2023 18:16:32.109653,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 8.3875)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 18.125)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:33.425136,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 9.153333333333334)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.333333333333334)","(10.0, 20.0, 16.5)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:34.696303,"(8.5, 16.0, 11.628571428571428)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.0)","(10.0, 20.0, 16.5)","(2.15, 3.2, 3.0207407407407407)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:36.040820,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:37.473868,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:38.946214,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:40.202940,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:41.421863,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:42.702201,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:44.095524,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:45.339162,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:46.611910,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:48.002955,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:49.303938,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:50.499974,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:51.830338,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:53.127837,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:54.377115,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:55.599634,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:56.817220,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:57.993122,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:16:59.228745,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:00.468270,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:01.549152,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:02.625680,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:03.715393,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:04.834309,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:06.076764,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:07.336077,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:08.685098,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:09.871810,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:10.918807,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:12.092059,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:13.352790,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:14.537124,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:15.669491,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:16.915998,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:18.043705,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:19.365294,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:20.538502,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:21.684201,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:22.951068,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:24.261621,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:25.427619,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:26.499884,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:27.656749,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:28.798412,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:29.909698,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:31.166516,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.314285714285713)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.815)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:32.320653,"(8.5, 16.0, 10.06)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:33.665742,"(8.5, 16.0, 11.6)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:34.959885,"(8.5, 16.0, 11.263157894736842)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:36.161536,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:37.361198,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:38.556711,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:39.729153,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:40.876176,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:41.960140,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.63076923076923)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:43.109904,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.4125)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:44.317091,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.4375)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:45.411863,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 9.4375)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:46.563108,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:48.021370,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:49.385489,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:50.636139,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:51.933599,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
12-01-2023 18:17:53.273832,"(8.5, 16.0, 11.909090909090908)","(5.0, 8.6, 6.949999999999999)","(5.5, 9.4, 7.6)","(26.0, 170.0, 37.214285714285715)","(4.6, 10.0, 8.875)","(10.0, 20.0, 16.5)","(2.15, 3.2, 2.799090909090909)","(61.0, 570.0, 125.55555555555556)"
