,Set Us Free,Inordinate,Rebel Racer,Dixie Built,Hollerween,Turin,Black Banjo,Manhattan Sting,Fabiola,Hesontherun,Delightful Hustler,Anything But
10-01-2023 14:44:10.590013,"(13.0, 20.0, 18.5)","(3.4, 5.2, 5.1684210526315795)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 11.5)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:12.347426,"(13.0, 20.0, 18.5)","(3.4, 5.2, 4.915)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 11.5)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 48.4)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:14.121983,"(13.0, 20.0, 18.5)","(3.4, 5.3, 4.915)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 11.5)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.7846153846153845)","(31.0, 50.0, 46.57142857142857)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:15.866538,"(13.0, 20.0, 18.5)","(3.4, 5.3, 4.915)","(9.0, 11.5, 11.28125)","(10.0, 14.0, 10.976190476190476)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.756410256410256)","(31.0, 50.0, 45.2)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 26.8)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:17.648984,"(13.0, 20.0, 18.5)","(3.4, 5.3, 4.915)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.756410256410256)","(31.0, 50.0, 45.2)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 34.0, 33.66666666666667)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:19.406707,"(13.0, 20.0, 18.5)","(3.4, 5.3, 5.105882352941176)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.8125)","(4.6, 4.8, 4.862962962962963)","(31.0, 50.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 18.0, 17.2)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.428571428571427)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:21.200254,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.846666666666667)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 18.0, 16.18181818181818)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.428571428571427)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:23.063911,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.846666666666667)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 17.0, 16.18181818181818)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.428571428571427)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:24.889353,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.846666666666667)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 17.0, 16.18181818181818)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.428571428571427)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:26.799368,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.775)","(4.6, 4.9, 4.788888888888889)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 17.0, 16.18181818181818)","(14.0, 20.0, 18.0)","(21.0, 38.0, 29.428571428571427)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:28.822312,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.976190476190476)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.788888888888889)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 17.0, 16.18181818181818)","(14.0, 20.0, 18.0)","(21.0, 38.0, 31.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:30.593802,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.976190476190476)","(4.8, 6.0, 5.8125)","(4.6, 4.9, 4.6832)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 17.0, 16.785714285714285)","(14.0, 20.0, 18.0)","(21.0, 36.0, 31.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:32.437207,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.976190476190476)","(4.8, 6.0, 5.8125)","(4.6, 4.7, 4.683720930232559)","(31.0, 48.0, 46.8)","(101.0, 190.0, 170.0)","(9.0, 18.5, 16.366666666666667)","(14.0, 20.0, 18.0)","(21.0, 36.0, 31.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:34.304798,"(13.0, 20.0, 19.25)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.8125)","(4.6, 4.7, 4.683720930232559)","(31.0, 48.0, 45.2)","(101.0, 190.0, 170.0)","(9.0, 18.5, 16.366666666666667)","(14.0, 20.0, 18.0)","(21.0, 36.0, 31.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:36.162053,"(13.0, 20.0, 17.333333333333332)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 11.28125)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.8125)","(4.6, 4.7, 4.666666666666667)","(31.0, 46.0, 45.333333333333336)","(101.0, 190.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:38.267621,"(13.0, 19.0, 17.333333333333332)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 10.333333333333334)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.8125)","(4.6, 4.7, 4.666666666666667)","(31.0, 46.0, 45.714285714285715)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:40.389213,"(13.0, 19.0, 17.333333333333332)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 10.5)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.863636363636363)","(4.6, 4.7, 4.558333333333334)","(31.0, 46.0, 47.42857142857143)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:42.192743,"(13.0, 19.0, 17.333333333333332)","(3.4, 5.3, 4.966666666666667)","(9.0, 11.5, 10.5)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.863636363636363)","(4.6, 4.6, 4.558333333333334)","(31.0, 48.0, 47.42857142857143)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:43.979238,"(13.0, 19.0, 17.333333333333332)","(3.4, 5.3, 4.742857142857143)","(9.0, 11.5, 10.642857142857142)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.863636363636363)","(4.6, 4.6, 4.558333333333334)","(31.0, 48.0, 47.42857142857143)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:45.774301,"(13.0, 19.0, 17.333333333333332)","(3.4, 5.3, 5.046153846153846)","(9.0, 11.5, 10.642857142857142)","(10.0, 11.0, 10.978260869565217)","(4.8, 6.0, 5.863636363636363)","(4.6, 4.6, 4.558333333333334)","(31.0, 48.0, 47.42857142857143)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.055555555555557)","(14.0, 20.0, 18.0)","(21.0, 34.0, 27.066666666666666)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:47.613056,"(13.0, 19.0, 19.823529411764707)","(3.4, 5.2, 5.372549019607844)","(9.0, 11.5, 10.9375)","(10.0, 11.0, 11.83673469387755)","(4.8, 6.0, 6.0)","(4.6, 4.6, 4.1383259911894275)","(31.0, 48.0, 47.27272727272727)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.41304347826087)","(14.0, 20.0, 20.65)","(21.0, 34.0, 29.47826086956522)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:49.373886,"(13.0, 20.0, 19.6875)","(3.4, 5.4, 5.266666666666667)","(9.0, 12.5, 11.022727272727273)","(10.0, 12.0, 11.73076923076923)","(4.8, 6.6, 5.925)","(4.6, 4.4, 4.2153846153846155)","(31.0, 50.0, 47.0)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.394736842105264)","(14.0, 21.0, 20.847826086956523)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:51.041096,"(13.0, 20.0, 19.6875)","(3.4, 5.4, 5.307692307692308)","(9.0, 12.5, 11.022727272727273)","(10.0, 12.0, 11.73076923076923)","(4.8, 6.6, 5.925)","(4.6, 4.4, 4.2153846153846155)","(31.0, 50.0, 47.0)","(101.0, 180.0, 170.0)","(9.0, 16.5, 16.394736842105264)","(14.0, 21.0, 20.35185185185185)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:52.717012,"(13.0, 20.0, 19.6875)","(3.4, 5.4, 5.307692307692308)","(9.0, 12.5, 11.022727272727273)","(10.0, 12.0, 11.785714285714285)","(4.8, 6.6, 5.925)","(4.6, 4.4, 4.2153846153846155)","(31.0, 50.0, 47.0)","(101.0, 180.0, 163.33333333333334)","(9.0, 16.5, 16.41304347826087)","(14.0, 21.0, 20.35185185185185)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:54.548273,"(13.0, 20.0, 19.6875)","(3.4, 5.4, 5.307692307692308)","(9.0, 12.5, 11.318181818181818)","(10.0, 12.5, 11.602564102564102)","(4.8, 6.6, 5.925)","(4.6, 4.4, 4.205405405405406)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 16.41304347826087)","(14.0, 21.0, 20.35185185185185)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:56.339245,"(13.0, 20.0, 19.6875)","(3.4, 5.4, 5.307692307692308)","(9.0, 12.5, 11.416666666666666)","(10.0, 12.5, 10.944444444444445)","(4.8, 6.6, 6.0)","(4.6, 4.4, 4.205405405405406)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 16.065217391304348)","(14.0, 21.0, 19.125)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:44:58.377336,"(13.0, 20.0, 19.5)","(3.4, 5.4, 5.1692307692307695)","(9.0, 12.5, 11.416666666666666)","(10.0, 12.5, 11.227272727272727)","(4.8, 6.4, 6.070588235294117)","(4.6, 4.4, 4.205405405405406)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 16.065217391304348)","(14.0, 21.0, 20.125)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:00.278941,"(13.0, 20.0, 19.5)","(3.4, 5.4, 5.1692307692307695)","(9.0, 12.5, 11.416666666666666)","(10.0, 12.5, 11.38888888888889)","(4.8, 6.4, 6.070588235294117)","(4.6, 4.4, 4.205405405405406)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 16.065217391304348)","(14.0, 21.0, 20.125)","(21.0, 34.0, 30.14814814814815)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:02.080279,"(13.0, 20.0, 19.75)","(3.4, 5.4, 5.075)","(9.0, 12.5, 11.692307692307692)","(10.0, 12.5, 11.28125)","(4.8, 6.4, 5.972222222222222)","(4.6, 4.4, 4.220454545454546)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 15.5)","(14.0, 21.0, 18.818181818181817)","(21.0, 34.0, 29.41176470588235)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:03.855234,"(13.0, 20.0, 19.75)","(3.4, 5.3, 5.090909090909091)","(9.0, 12.0, 11.6)","(10.0, 12.5, 11.225)","(4.8, 6.4, 6.5)","(4.6, 4.4, 4.21978021978022)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 15.5)","(14.0, 21.0, 19.25)","(21.0, 34.0, 30.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:05.427697,"(13.0, 20.0, 19.75)","(3.4, 5.2, 5.090909090909091)","(9.0, 12.0, 11.5625)","(10.0, 12.5, 11.225)","(4.8, 6.6, 6.257142857142857)","(4.6, 4.4, 4.21978021978022)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 15.5)","(14.0, 20.0, 19.045454545454547)","(21.0, 34.0, 30.285714285714285)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:07.069356,"(13.0, 20.0, 19.75)","(3.4, 5.2, 5.090909090909091)","(9.0, 12.0, 11.5625)","(10.0, 12.5, 11.28125)","(4.8, 6.6, 6.3999999999999995)","(4.6, 4.4, 4.21978021978022)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 15.5)","(14.0, 20.0, 18.384615384615383)","(21.0, 34.0, 26.88888888888889)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:08.548094,"(13.0, 20.0, 19.75)","(3.4, 5.2, 5.090909090909091)","(9.0, 12.0, 11.5625)","(10.0, 12.5, 11.28125)","(4.8, 6.6, 6.3999999999999995)","(4.6, 4.4, 4.222222222222222)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.5, 14.4)","(14.0, 20.0, 18.384615384615383)","(21.0, 34.0, 28.0)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:09.991613,"(13.0, 20.0, 19.75)","(3.4, 5.2, 4.88)","(9.0, 12.0, 11.590909090909092)","(10.0, 12.5, 11.525)","(4.8, 6.6, 6.8999999999999995)","(4.6, 4.4, 4.15)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.0, 14.222222222222221)","(14.0, 20.0, 18.384615384615383)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:11.477147,"(13.0, 20.0, 19.75)","(3.4, 5.2, 4.844444444444444)","(9.0, 12.5, 11.571428571428571)","(10.0, 12.5, 11.28125)","(4.8, 8.4, 6.8)","(4.6, 4.2, 4.126315789473684)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.0, 14.222222222222221)","(14.0, 20.0, 18.384615384615383)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:12.918371,"(13.0, 20.0, 19.75)","(3.4, 5.2, 4.844444444444444)","(9.0, 12.5, 11.571428571428571)","(10.0, 12.5, 11.28125)","(4.8, 7.4, 6.8)","(4.6, 4.2, 4.126315789473684)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.0, 14.222222222222221)","(14.0, 20.0, 19.0)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:14.357938,"(13.0, 20.0, 19.6)","(3.4, 5.2, 4.88)","(9.0, 12.5, 11.571428571428571)","(10.0, 12.5, 11.447368421052632)","(4.8, 7.4, 6.92)","(4.6, 4.2, 4.171428571428572)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.0, 14.222222222222221)","(14.0, 20.0, 19.0)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 186.66666666666666)"
10-01-2023 14:45:16.309234,"(13.0, 20.0, 19.6)","(3.4, 5.3, 4.871428571428571)","(9.0, 12.5, 11.571428571428571)","(10.0, 12.5, 11.447368421052632)","(4.8, 7.4, 6.92)","(4.6, 4.2, 4.171428571428572)","(31.0, 50.0, 47.0)","(101.0, 170.0, 163.33333333333334)","(9.0, 16.0, 14.222222222222221)","(14.0, 20.0, 19.0)","(21.0, 32.0, 27.333333333333332)","(101.0, 200.0, 186.66666666666666)"
