,Abernathy,Cooper Kyran,Immense,Rage Quit,Winkler,Liquor License
06-01-2023 14:28:24.732799,"(2.5, 3.2, 2.896842105263158)","(11.0, 34.0, 29.333333333333332)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:25.783223,"(2.5, 3.2, 2.896842105263158)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:26.915178,"(2.5, 3.2, 2.88)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:27.984043,"(2.5, 3.2, 2.88)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:28.983054,"(2.5, 3.2, 2.88)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:29.924407,"(2.5, 3.15, 2.8705263157894736)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:31.018926,"(2.5, 3.15, 2.8705263157894736)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:32.178705,"(2.5, 3.15, 2.8705263157894736)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 4.25)","(7.5, 10.0, 9.1)","(6.5, 12.5, 10.02)"
06-01-2023 14:28:33.398073,"(2.5, 3.15, 2.8705263157894736)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.5)","(6.5, 12.5, 11.445454545454545)"
06-01-2023 14:28:34.531746,"(2.5, 3.15, 2.8705263157894736)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.5)","(6.5, 12.5, 11.607692307692307)"
06-01-2023 14:28:35.851841,"(2.5, 3.15, 2.92)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.5)","(6.5, 12.5, 11.607692307692307)"
06-01-2023 14:28:37.129569,"(2.5, 3.1, 2.83)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.246153846153845)","(6.5, 12.5, 12.125806451612902)"
06-01-2023 14:28:38.462818,"(2.5, 3.1, 2.83)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.246153846153845)","(6.5, 12.5, 12.125806451612902)"
06-01-2023 14:28:39.751384,"(2.5, 3.1, 2.83)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.246153846153845)","(6.5, 12.5, 12.125806451612902)"
06-01-2023 14:28:40.835714,"(2.5, 3.1, 2.83)","(11.0, 34.0, 30.5)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 10.0, 8.399999999999999)","(6.5, 12.5, 12.125806451612902)"
06-01-2023 14:28:41.923143,"(2.5, 3.1, 2.83)","(11.0, 34.0, 33.285714285714285)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 9.8, 8.96)","(6.5, 12.5, 11.76)"
06-01-2023 14:28:43.014504,"(2.5, 3.1, 2.83)","(11.0, 32.0, 31.2)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 9.8, 8.377777777777776)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:44.134144,"(2.5, 3.1, 2.92)","(11.0, 32.0, 31.2)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:45.203085,"(2.5, 3.1, 2.92)","(11.0, 32.0, 31.2)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(7.5, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:46.241329,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.2)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(8.0, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:47.182796,"(2.5, 3.1, 2.92)","(12.0, 32.0, 30.833333333333336)","(5.0, 7.6, 7.04)","(3.3, 4.5, 3.75)","(8.0, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:48.262003,"(2.5, 3.1, 2.92)","(12.0, 27.0, 26.5)","(5.0, 7.6, 7.04)","(3.3, 4.4, 3.725)","(8.0, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:49.390399,"(2.5, 3.1, 2.92)","(12.0, 27.0, 26.5)","(5.0, 7.6, 7.04)","(3.3, 4.4, 3.725)","(8.0, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:50.500468,"(2.5, 3.1, 2.92)","(12.0, 27.0, 26.75)","(5.0, 7.6, 7.04)","(3.3, 4.4, 3.725)","(8.0, 9.8, 8.237209302325581)","(6.5, 12.0, 11.723076923076924)"
06-01-2023 14:28:51.479192,"(2.5, 3.1, 2.92)","(12.0, 28.0, 27.625)","(5.0, 7.6, 7.04)","(3.3, 4.4, 3.7)","(8.0, 9.8, 8.479999999999999)","(6.5, 12.0, 11.56)"
06-01-2023 14:28:52.494642,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.3)","(5.0, 7.6, 7.04)","(3.3, 4.3, 3.7)","(8.0, 9.6, 8.235)","(6.5, 12.0, 11.79375)"
06-01-2023 14:28:53.494346,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.3)","(5.0, 7.6, 7.04)","(3.3, 4.3, 3.7)","(8.0, 9.6, 8.235)","(6.5, 12.0, 11.79375)"
06-01-2023 14:28:54.516784,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.3)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.6, 8.235)","(6.5, 12.0, 10.5)"
06-01-2023 14:28:55.592935,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.3)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.6, 8.235)","(6.5, 12.0, 10.5)"
06-01-2023 14:28:56.650324,"(2.5, 3.1, 2.92)","(12.0, 32.0, 31.3)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.6, 8.35)","(6.5, 12.0, 11.0)"
06-01-2023 14:28:57.665977,"(2.5, 3.1, 2.92)","(12.0, 34.0, 33.1)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.35)","(6.5, 12.0, 11.0)"
06-01-2023 14:28:58.736324,"(2.5, 3.1, 2.92)","(12.0, 34.0, 33.1)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.227272727272727)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:28:59.705879,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.0625)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.227272727272727)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:00.703629,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.0625)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.233333333333333)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:01.855664,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:02.874199,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:03.791270,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.610526315789474)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:04.708580,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.2, 3.605)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:05.618783,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:06.610445,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:07.571718,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:08.477496,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.4, 8.294736842105262)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:09.443648,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.4, 7.92)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:10.491679,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.2, 8.0)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:11.505467,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.2, 8.0)","(6.5, 12.0, 11.73913043478261)"
06-01-2023 14:29:12.437341,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.294117647058822)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.2, 7.4837209302325585)","(6.5, 12.0, 12.083333333333334)"
06-01-2023 14:29:13.361142,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.625)","(5.0, 7.6, 7.04)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.2, 7.4837209302325585)","(6.5, 12.5, 12.083333333333334)"
06-01-2023 14:29:14.322160,"(2.5, 3.1, 2.92)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.117647058823529)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.2, 8.015384615384615)","(6.5, 12.5, 11.7)"
06-01-2023 14:29:15.193269,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.188235294117646)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.0, 8.015384615384615)","(6.5, 12.5, 11.7)"
06-01-2023 14:29:16.247789,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.0, 7.763636363636364)","(6.5, 12.5, 11.7)"
06-01-2023 14:29:17.267027,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 9.0, 8.177777777777779)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:18.165215,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 8.177777777777779)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:19.142896,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 8.177777777777779)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:20.163022,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 8.177777777777779)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:21.072355,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.575)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:22.003989,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.575)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:23.025030,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.266666666666667)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.575)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:24.049673,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.7555555555555555)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.575)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:25.035076,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.575)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:26.020655,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.057142857142857)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.8, 7.733333333333333)","(6.5, 12.5, 12.152173913043478)"
06-01-2023 14:29:26.937583,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.057142857142857)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.4, 7.733333333333333)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:27.842124,"(2.5, 3.1, 2.84)","(12.0, 34.0, 30.625)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.9499999999999997)","(8.0, 8.4, 7.6000000000000005)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:28.875614,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:29.891677,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:30.859093,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:31.837655,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:32.784155,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:33.742323,"(2.5, 3.1, 2.7285714285714286)","(12.0, 30.0, 29.545454545454547)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:34.720554,"(2.5, 3.1, 2.7285714285714286)","(12.0, 29.0, 28.636363636363637)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.427777777777778)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:35.620652,"(2.5, 3.1, 2.7285714285714286)","(12.0, 29.0, 28.636363636363637)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.4, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:36.488490,"(2.5, 3.1, 2.742857142857143)","(12.0, 29.0, 28.636363636363637)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:37.506321,"(2.5, 3.1, 2.84)","(12.0, 34.0, 31.0)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:38.538260,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 35.0)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:39.497946,"(2.5, 3.1, 2.7285714285714286)","(12.0, 38.0, 34.285714285714285)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:40.486327,"(2.5, 3.1, 2.7285714285714286)","(12.0, 38.0, 34.285714285714285)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:41.430659,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 32.25)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.227272727272727)"
06-01-2023 14:29:42.306353,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 32.25)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 12.5, 12.0)"
06-01-2023 14:29:43.311463,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.166666666666668)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:44.331921,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:45.324724,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:46.232417,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:47.256912,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:48.237349,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:49.130207,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:50.111022,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:51.016126,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.571428571428571)"
06-01-2023 14:29:51.973274,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.329411764705882)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:53.002855,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.571428571428571)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.550000000000001)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:54.085963,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.142857142857143)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.858823529411765)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:54.988466,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.142857142857143)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.858823529411765)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:55.928185,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.466666666666667)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.858823529411765)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:56.821385,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.466666666666667)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.6000000000000005)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:57.755409,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.6000000000000005)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:58.805087,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.6000000000000005)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:29:59.772557,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.6000000000000005)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:00.725965,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.6000000000000005)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:01.719485,"(2.5, 3.1, 2.7285714285714286)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 8.0, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:02.601499,"(2.5, 3.1, 2.84)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:03.473542,"(2.5, 3.1, 2.84)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.076923076923077)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:04.507375,"(2.5, 3.1, 2.85)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.727272727272727)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:05.554679,"(2.5, 3.1, 2.9214285714285717)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.727272727272727)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:06.570480,"(2.5, 3.1, 2.9214285714285717)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.695652173913043)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:07.520611,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.733333333333333)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:08.462453,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.733333333333333)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:09.363894,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.733333333333333)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:10.301160,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 7.137777777777778)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:11.351477,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.588888888888889)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
06-01-2023 14:30:12.302007,"(2.5, 3.1, 2.94375)","(12.0, 36.0, 30.615384615384617)","(5.0, 7.6, 6.588888888888889)","(3.3, 4.1, 3.65)","(8.0, 7.8, 7.705882352941177)","(6.5, 13.0, 11.333333333333334)"
