,Louie,Inga Sadie,Wichita Bale,Mohinga Chase,Obsession Agogo,Zipping Diesel,Runnin Riot,Autumn Doll
14-12-2022 14:20:32.726467,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 134.22222222222223)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 37.111111111111114)","(10.0, 27.0, 29.0)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:33.902070,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 27.5)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:35.046339,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 29.42857142857143)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:36.153787,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 29.42857142857143)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:37.258189,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 29.42857142857143)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:38.460224,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 29.42857142857143)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:39.680953,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 27.5)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:40.919038,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 10.5, 9.620000000000001)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:42.151953,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 125.2)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:43.483685,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:44.847503,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:46.187163,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:47.512753,"(1.85, 1.88, 1.8626315789473684)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 28.5)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:48.836264,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 23.636363636363637)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 25.571428571428573)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:50.188613,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 20.9375)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:51.478853,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:52.701309,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:54.012274,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:55.267776,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:56.515347,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:57.812077,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:20:59.114790,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:00.405792,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:01.700015,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:02.995316,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:04.283886,"(1.85, 1.88, 1.8568421052631578)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:05.593814,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:06.859660,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 24.5)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:08.170118,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 32.0, 27.666666666666668)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:09.419360,"(1.85, 1.88, 1.859375)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 30.0, 27.666666666666668)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:10.688301,"(1.85, 1.88, 1.8341666666666667)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 30.0, 27.666666666666668)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:11.993757,"(1.85, 1.88, 1.845625)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 30.0, 27.666666666666668)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:13.246033,"(1.85, 1.88, 1.845625)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 30.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:14.521940,"(1.85, 1.88, 1.845625)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:15.782428,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:17.066629,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 22.38888888888889)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:18.415855,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 21.705882352941178)","(7.0, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:19.695422,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(7.0, 10.0, 9.02)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:21.160878,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:22.549231,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:23.844943,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:25.182243,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:26.492867,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:27.850085,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:29.135707,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:30.440314,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:31.793827,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:33.160606,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 29.0, 27.666666666666668)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:34.569530,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.125)","(17.0, 55.0, 36.6)","(10.0, 30.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:35.852737,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:37.030882,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:38.144612,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:39.267670,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:40.406198,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.3)"
14-12-2022 14:21:41.561612,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 29.0, 25.4)","(7.0, 11.5, 10.8)","(5.0, 8.8, 7.290909090909091)"
14-12-2022 14:21:42.711289,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 9.723076923076924)","(5.0, 8.6, 7.290909090909091)"
14-12-2022 14:21:43.880520,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 25.0)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.8)"
14-12-2022 14:21:45.022708,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 26.0, 25.0)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.4)"
14-12-2022 14:21:46.190878,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 26.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.25)"
14-12-2022 14:21:47.409401,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 17.041666666666668)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.280000000000001)"
14-12-2022 14:21:48.604188,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 16.923076923076923)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.4, 8.133333333333333)"
14-12-2022 14:21:49.818994,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 19.857142857142858)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.133333333333333)"
14-12-2022 14:21:50.955714,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 19.857142857142858)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.133333333333333)"
14-12-2022 14:21:52.111757,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 21.2)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.133333333333333)"
14-12-2022 14:21:53.304001,"(1.85, 1.88, 1.8525)","(31.0, 160.0, 122.66666666666667)","(13.0, 34.0, 30.285714285714285)","(6.5, 10.0, 9.066666666666666)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.133333333333333)"
14-12-2022 14:21:54.507914,"(1.85, 1.88, 1.8741071428571427)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 30.285714285714285)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:21:55.733560,"(1.85, 1.88, 1.8741071428571427)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 30.285714285714285)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:21:56.953376,"(1.85, 1.85, 1.8411111111111111)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 29.88235294117647)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:21:58.169129,"(1.85, 1.84, 1.8331250000000001)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 29.88235294117647)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:21:59.302946,"(1.85, 1.84, 1.8331250000000001)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 29.142857142857142)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:22:00.437627,"(1.85, 1.84, 1.8380180180180181)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 29.5)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 7.925)"
14-12-2022 14:22:01.530516,"(1.85, 1.84, 1.8331250000000001)","(31.0, 160.0, 122.66666666666667)","(13.0, 32.0, 29.142857142857142)","(6.5, 10.0, 8.847058823529412)","(17.0, 55.0, 36.6)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.0)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:02.587547,"(1.85, 1.84, 1.8372649572649573)","(31.0, 160.0, 122.66666666666667)","(13.0, 30.0, 27.333333333333332)","(6.5, 10.0, 8.790909090909091)","(17.0, 50.0, 39.07692307692308)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.333333333333334)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:03.627082,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 32.0, 31.09090909090909)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 39.07692307692308)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.625)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:04.681395,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 32.0, 31.09090909090909)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 36.18181818181818)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 10.972222222222221)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:05.747321,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 32.0, 31.09090909090909)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 36.18181818181818)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 11.025)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:06.967285,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 34.0, 32.90909090909091)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 39.07692307692308)","(10.0, 25.0, 24.333333333333332)","(7.0, 11.5, 11.025)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:08.079174,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 34.0, 32.90909090909091)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 36.18181818181818)","(10.0, 25.0, 25.0)","(7.0, 11.5, 11.025)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:09.229300,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 36.0, 28.086956521739133)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 11.5, 11.38125)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:10.545118,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 36.0, 28.086956521739133)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 11.5, 11.38125)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:11.786800,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 36.0, 28.086956521739133)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 36.18181818181818)","(10.0, 26.0, 25.0)","(7.0, 11.5, 11.386666666666667)","(5.0, 8.6, 8.184615384615384)"
14-12-2022 14:22:13.067795,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 36.0, 27.185185185185183)","(6.5, 10.0, 8.790909090909091)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 11.5, 11.415)","(5.0, 8.6, 8.0)"
14-12-2022 14:22:14.408765,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 36.0, 28.6)","(6.5, 10.0, 8.735483870967741)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 11.5, 12.5)","(5.0, 8.6, 8.0)"
14-12-2022 14:22:15.689648,"(1.85, 1.84, 1.8371681415929204)","(31.0, 160.0, 151.04000000000002)","(13.0, 34.0, 29.05)","(6.5, 10.0, 8.735483870967741)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 13.0, 12.5)","(5.0, 8.6, 8.0)"
14-12-2022 14:22:16.974918,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 34.0, 27.19047619047619)","(6.5, 10.0, 8.25)","(17.0, 55.0, 39.07692307692308)","(10.0, 26.0, 25.0)","(7.0, 13.0, 12.181818181818182)","(5.0, 8.6, 8.0)"
14-12-2022 14:22:18.323303,"(1.85, 1.84, 1.8323809523809524)","(31.0, 160.0, 151.04000000000002)","(13.0, 34.0, 27.19047619047619)","(6.5, 9.6, 8.025)","(17.0, 55.0, 36.18181818181818)","(10.0, 26.0, 25.0)","(7.0, 13.0, 12.666666666666666)","(5.0, 8.6, 8.0)"
