,Gethsemane,Shes Miss Orson,Maddie Odd Sock,Boom Boom Ciao,Aston Cristiano,Aussie Annie,Targan Bale,Persuasion
15-12-2022 14:43:16.253386,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:17.349687,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:18.280791,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:19.346788,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:20.429885,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:21.512368,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:22.605029,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:24.035433,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:25.437481,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:26.532500,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 29.285714285714285)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.78)"
15-12-2022 14:43:27.461977,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 33.4375)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:28.523696,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:29.710669,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:30.919644,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:32.186855,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:33.581360,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:34.905515,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:35.949235,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:36.963908,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:37.996845,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:39.069979,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:40.186964,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:41.309837,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 51.25)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:42.454873,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:43.612298,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:44.801823,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:45.929857,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:47.078741,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:48.093733,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:49.067156,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.7699999999999996)"
15-12-2022 14:43:50.054122,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.6, 3.46)"
15-12-2022 14:43:51.125110,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:52.182114,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:53.244857,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:54.217580,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:55.175159,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:56.141107,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:57.171103,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:58.164536,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:43:59.158601,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:00.175696,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:01.308513,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:02.320899,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:03.376763,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:04.404336,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 43.46153846153846)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:05.429683,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 36.111111111111114)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:06.470424,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 36.111111111111114)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:07.504727,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 36.111111111111114)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:08.558222,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 36.111111111111114)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:09.579595,"(41.0, 330.0, 141.0)","(12.0, 30.0, 13.636363636363637)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 36.111111111111114)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:10.599318,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:11.605104,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:12.585967,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:13.622435,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:14.595846,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:15.592540,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:16.558713,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:17.543724,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:18.585999,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:19.546493,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:20.543978,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:21.553001,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:22.560294,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:23.523644,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:24.547047,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:25.526080,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:26.561507,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:27.577466,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:28.597173,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:29.640316,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:30.653535,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:31.655354,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:32.661058,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:33.651688,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(3.0, 4.5, 3.46)"
15-12-2022 14:44:34.669309,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.46)"
15-12-2022 14:44:35.664607,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.46)"
15-12-2022 14:44:36.628074,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.46)"
15-12-2022 14:44:37.697687,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.46)"
15-12-2022 14:44:38.702117,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.46)"
15-12-2022 14:44:39.765009,"(41.0, 330.0, 183.0)","(12.0, 30.0, 14.25)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 64.0909090909091)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.915)"
15-12-2022 14:44:40.841461,"(41.0, 330.0, 183.0)","(12.0, 30.0, 22.176470588235293)","(20.0, 70.0, 58.69565217391304)","(18.0, 60.0, 41.875)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.915)"
15-12-2022 14:44:41.902353,"(41.0, 330.0, 141.0)","(12.0, 30.0, 16.785714285714285)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.915)"
15-12-2022 14:44:42.976544,"(41.0, 330.0, 141.0)","(12.0, 30.0, 15.76923076923077)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(2.9, 4.5, 3.915)"
15-12-2022 14:44:43.989146,"(41.0, 330.0, 141.0)","(12.0, 30.0, 14.09090909090909)","(20.0, 70.0, 32.54545454545455)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(2.9, 4.5, 4.063076923076924)"
15-12-2022 14:44:45.033905,"(41.0, 330.0, 141.0)","(12.0, 30.0, 14.09090909090909)","(20.0, 70.0, 35.66666666666667)","(18.0, 60.0, 33.125)","(4.0, 8.0, 6.526315789473684)","(21.0, 100.0, 56.666666666666664)","(2.15, 3.25, 2.524)","(2.9, 4.4, 4.063076923076924)"
