,Miracle Mikey,My Maddy,Perseus,Exit Sign,Vlasta Bale,London Berry,Pyrenees Chateau
09-01-2023 10:24:00.308049,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.949999999999999)"
09-01-2023 10:24:01.274333,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.949999999999999)"
09-01-2023 10:24:02.262705,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.949999999999999)"
09-01-2023 10:24:03.306425,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.65)"
09-01-2023 10:24:04.275503,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:05.270308,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:06.221711,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:07.158279,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:08.065403,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.992307692307692)"
09-01-2023 10:24:08.970374,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:09.987042,"(3.8, 5.8, 5.438461538461539)","(3.2, 7.0, 4.7)","(31.0, 95.0, 57.5)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:10.986109,"(3.8, 5.8, 4.88)","(3.2, 7.0, 4.7)","(31.0, 95.0, 57.5)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:12.005431,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:13.045191,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:14.077997,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.7)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 7.800000000000001)"
09-01-2023 10:24:15.107456,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:16.096491,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:17.033926,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:17.981898,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:18.910120,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.7)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 9.923076923076923)"
09-01-2023 10:24:19.937725,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.514285714285714)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:20.950405,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 17.0, 11.514285714285714)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:21.968413,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:23.020046,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:24.039078,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.5, 10.625)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:25.079231,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.045454545454545)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:26.125184,"(3.8, 5.8, 4.96)","(3.2, 7.0, 5.963636363636364)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:27.128811,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:28.136725,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 57.5)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:29.175106,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 57.5)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:30.104883,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:31.054517,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:31.981181,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:32.959888,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:33.988414,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:35.067040,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:36.074704,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:37.124321,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:38.122017,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:39.117700,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:40.053111,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.4, 6.005263157894737)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:40.979808,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:41.904544,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:42.914912,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:43.921969,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:44.973798,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:46.034379,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:47.035250,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:48.021500,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:49.019812,"(3.8, 5.8, 4.96)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:49.922343,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:50.845273,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:51.793344,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:52.789005,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:53.854288,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:54.887830,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.185714285714285)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:55.910749,"(3.8, 5.9, 3.975)","(3.2, 7.0, 5.977272727272727)","(31.0, 95.0, 51.875)","(7.5, 17.0, 11.514285714285714)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:56.918593,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 17.0, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:57.901984,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:58.867741,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:24:59.835679,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:00.780805,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:01.757383,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:02.734397,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:03.706386,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:04.685623,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:05.716895,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:06.717857,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:07.736326,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:08.739761,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:09.762204,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:10.790357,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:11.797545,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:12.821896,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:13.867676,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:14.890066,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:15.924189,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:16.931082,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:18.012930,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:19.000832,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:19.982920,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:21.001876,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:21.975187,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.533333333333333)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:22.921848,"(3.8, 5.9, 3.975)","(3.2, 7.0, 6.004545454545454)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:23.942954,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:24.918102,"(3.8, 5.9, 3.975)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:25.937271,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:26.898605,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:27.895478,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:28.871110,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:29.853647,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 15.5, 11.45)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:30.854878,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 15.5, 10.871428571428572)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:31.889561,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 17.0, 11.514285714285714)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:32.855772,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:33.921785,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:34.911899,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.5, 11.95)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:35.926098,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:36.902550,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:37.845414,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:38.800106,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
09-01-2023 10:25:39.821872,"(3.8, 5.8, 4.96)","(3.2, 7.0, 4.6)","(31.0, 95.0, 51.875)","(7.5, 16.0, 10.625)","(5.0, 8.2, 5.942105263157895)","(4.4, 7.4, 5.16)","(6.5, 12.0, 10.2)"
