,Our Ruby,King Lebron,Acacia Dream,Consumption,Shogun Warlord,Hillbilly Jane,Avery Charm,Better Win
09-01-2023 13:22:36.573995,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:37.779716,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:39.112253,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:40.447655,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:41.780939,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:43.135347,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:44.444155,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:45.647301,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:46.791310,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:47.942486,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:49.164308,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:50.448122,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:51.762589,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:53.044882,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:54.342121,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:55.548940,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:56.729726,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:57.936730,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:22:59.153975,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:00.480515,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:01.848281,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:03.376813,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:04.810689,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:06.204728,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:07.597386,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:08.891570,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:10.181903,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:11.420711,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:12.710197,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:14.040112,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:15.327616,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:16.659787,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:18.006509,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:19.325034,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:20.599830,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:21.944205,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:23.225556,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:24.530724,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:25.844730,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:27.167834,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:28.515867,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:29.821021,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:31.057171,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:32.343330,"(1.6, 2.34, 1.6578947368421053)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:33.706506,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:35.150127,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:36.646506,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:38.178291,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:39.432044,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:40.687927,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:41.956843,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:43.331907,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:44.651558,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:45.935141,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:47.147591,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:48.321593,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:49.612116,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:50.883550,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:52.223564,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:53.424783,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:54.667293,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:55.927065,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:57.235847,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:58.593805,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:23:59.874549,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:01.063962,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:02.354682,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:03.613076,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:04.981413,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:06.426755,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:07.933986,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:09.354905,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:10.667724,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:11.904137,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:13.275271,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:14.662884,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:16.011302,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:17.325975,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:18.529047,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:19.748762,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:21.077017,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:22.475152,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:23.807705,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:25.140812,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
09-01-2023 13:24:26.383300,"(1.6, 2.34, 1.6448275862068966)","(7.0, 14.5, 9.633333333333333)","(9.0, 19.5, 16.0)","(41.0, 320.0, 180.0)","(4.4, 8.0, 5.0)","(21.0, 100.0, 61.5)","(17.0, 70.0, 46.36363636363637)","(11.0, 28.0, 22.705882352941178)"
