,Alta Magacian Nz,English Dance,Miki Magic,Rockon Allie,Sarasun,Mister Domingo,Whos To Blame
16-12-2022 11:54:18.030311,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:18.968153,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:19.983829,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:20.936325,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:21.970762,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.95)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:22.967871,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 6.285714285714286)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 10.571428571428571)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:24.018208,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.6)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:25.087830,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.6)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:26.086952,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.6)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:27.094922,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:28.098662,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:29.013241,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:29.933044,"(2.5, 99999, 99990)","(4.8, 5.9, 5.675000000000001)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:31.036116,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:32.030104,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:32.997424,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:34.001964,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:35.067520,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:36.106647,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:37.202131,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:38.255345,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:39.306219,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:40.450090,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:41.418546,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:42.397851,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:43.370410,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.876923076923077)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:44.352720,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.876923076923077)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:45.373482,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.876923076923077)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:46.461836,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.876923076923077)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:47.467229,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:48.432999,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:49.425272,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:50.439949,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.4, 6.6, 5.866666666666666)","(51.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:51.525301,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:52.629988,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.342857142857143)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:53.725648,"(2.5, 99999, 99990)","(4.8, 5.9, 5.3)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.0)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:54.847338,"(2.5, 99999, 99990)","(4.8, 5.8, 5.3)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.666666666666666)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:55.906303,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.5, 11.222222222222221)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:57.012214,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 3.975)","(10.0, 17.0, 11.1875)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:58.047725,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 3.975)","(10.0, 16.0, 13.3)","(91.0, 280.0, 230.0)"
16-12-2022 11:54:59.058030,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 3.975)","(10.0, 15.5, 12.357142857142858)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:00.043872,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 3.975)","(10.0, 15.0, 12.666666666666666)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:01.021410,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 14.0, 12.754545454545454)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:02.008145,"(2.5, 99999, 99990)","(4.8, 5.7, 5.525)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 13.5, 10.733333333333333)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:02.996401,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4799999999999995)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 13.0, 10.733333333333333)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:03.956948,"(2.5, 99999, 99990)","(4.8, 5.8, 5.449999999999999)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1875)","(10.0, 12.5, 11.28)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:04.939630,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1875)","(10.0, 12.0, 10.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:05.874711,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1875)","(10.0, 12.0, 10.8)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:06.876781,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:07.923849,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:08.985719,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:10.011451,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:11.097384,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:12.161910,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:13.202022,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:14.200731,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:15.160560,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:16.136278,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:17.105226,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:18.240033,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:19.259923,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:20.322147,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:21.318293,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:22.277943,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:23.252502,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:24.189642,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:25.188833,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:26.241498,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:27.238712,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:28.231349,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:29.229558,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:30.224936,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:31.289674,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:32.283402,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:33.305612,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 10.933333333333334)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:34.338899,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 11.314285714285715)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:35.405270,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 11.314285714285715)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:36.530287,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.866666666666666)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 11.314285714285715)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:37.669027,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.72)","(61.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(10.0, 12.0, 11.314285714285715)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:38.815182,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 4.1571428571428575)","(11.0, 12.0, 11.314285714285715)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:39.879494,"(2.5, 99999, 99990)","(4.8, 5.8, 5.625)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8333333333333335)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:40.910211,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:42.020802,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:43.144336,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:44.126008,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:45.147074,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:46.154450,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:47.235704,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:48.370020,"(2.5, 99999, 99990)","(4.8, 5.8, 5.4)","(4.6, 6.6, 5.72)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:49.502304,"(2.5, 99999, 99990)","(4.8, 6.2, 5.311111111111111)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:50.591517,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:51.635567,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 105.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:52.695256,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 11.04)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:53.774635,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 13.5, 13.2)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:55.079978,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 12.0, 14.4)","(91.0, 280.0, 230.0)"
16-12-2022 11:55:56.384368,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 16.0, 14.228571428571428)","(91.0, 280.0, 252.0)"
16-12-2022 11:55:57.545870,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 15.0, 12.545454545454545)","(91.0, 280.0, 258.57142857142856)"
16-12-2022 11:55:58.708753,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 15.0, 12.545454545454545)","(91.0, 280.0, 261.25)"
16-12-2022 11:55:59.959050,"(2.5, 99999, 99990)","(4.8, 6.2, 5.283333333333333)","(4.6, 6.6, 5.866666666666666)","(71.0, 130.0, 120.0)","(3.1, 4.4, 3.8666666666666667)","(11.0, 15.0, 13.371428571428572)","(91.0, 280.0, 258.57142857142856)"
