,Wild Dash Zip,Book Book,Cuban Rhythm,Cheers,My Mates Barney,Ayaya,Mia Special,Our Mate Rocco
08-01-2023 18:24:06.250843,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.8, 4.330952380952381)","(8.5, 17.5, 12.85)","(5.0, 10.5, 8.036)","(6.0, 11.0, 8.539285714285715)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:07.360869,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.8, 4.330952380952381)","(8.5, 17.5, 12.85)","(5.0, 10.5, 8.036)","(6.0, 11.0, 8.539285714285715)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:08.451047,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 8.036)","(6.0, 11.0, 8.539285714285715)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:09.644804,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 7.475)","(6.0, 11.0, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:10.898695,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 7.475)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:12.146791,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 7.475)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:13.323219,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 7.475)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:14.365254,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:15.504355,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:16.674355,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:17.884219,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:19.076094,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:20.165716,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:21.315396,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:22.521329,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:23.706977,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:24.869227,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:25.900877,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:27.021584,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:28.209254,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:29.417885,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:30.631179,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:31.812753,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:32.904824,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 13.9375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:34.100036,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:35.360575,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:36.574192,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:37.620088,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 10.375)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:38.754209,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:39.950261,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:41.144288,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:42.557543,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 12.85)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 29.090909090909093)"
08-01-2023 18:24:43.909687,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 17.5, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:45.239654,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:46.650009,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:47.900895,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:49.012676,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:50.192196,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.5, 6.54)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:51.449158,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 9.02)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:52.773372,"(3.5, 4.8, 3.99)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 9.02)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:54.036573,"(3.5, 4.8, 3.825)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 8.8)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:55.288652,"(3.5, 4.8, 3.825)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 8.8)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:56.367924,"(3.5, 4.8, 3.585)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 8.8)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:57.574824,"(3.5, 4.8, 3.585)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.545454545454545)","(5.0, 10.0, 8.8)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:24:58.801092,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 11.466666666666667)","(5.0, 10.0, 9.15)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:00.060613,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 9.0)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:01.371911,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 8.775)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:02.598573,"(3.5, 4.8, 3.9)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.428571428571429)","(5.0, 10.0, 8.775)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:03.809624,"(3.5, 4.8, 3.9)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.04)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:05.002544,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.04)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:06.237821,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 8.825)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:07.520822,"(3.5, 4.8, 3.585)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 8.825)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:08.700034,"(3.5, 4.8, 3.585)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 8.825)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:09.807037,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.15)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:11.066079,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.0)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:12.389271,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 8.775)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:13.836259,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.15)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:15.037126,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.15)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:16.206256,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 9.0)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:17.330115,"(3.5, 4.8, 3.585)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 8.775)","(6.0, 10.5, 9.489473684210527)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:18.644624,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.0, 6.65)","(6.0, 10.5, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:19.897603,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 31.75)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 12.0)","(5.0, 10.5, 7.475)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:21.180653,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.25)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 10.5, 7.489473684210527)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:22.485029,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 10.5, 6.492857142857143)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:24.238025,"(3.5, 4.8, 3.9)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 10.5, 6.492857142857143)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:25.915558,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 10.5, 6.257142857142857)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:27.201633,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 10.5, 7.699999999999999)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:28.511511,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 7.58421052631579)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:29.793123,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:31.059450,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:32.326953,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:33.582272,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:34.905814,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:36.296823,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:37.824032,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:39.492391,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 33.4375)"
08-01-2023 18:25:41.292257,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:42.869449,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:44.114058,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:45.515006,"(3.5, 4.8, 3.9)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:47.037904,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:48.407406,"(3.5, 4.8, 3.8625)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:49.762081,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 36.388888888888886)"
08-01-2023 18:25:51.055192,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 25.0)"
08-01-2023 18:25:52.484352,"(3.5, 4.8, 3.585)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 25.0)"
08-01-2023 18:25:53.816485,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 25.0)"
08-01-2023 18:25:55.068801,"(3.5, 4.8, 3.9321428571428574)","(19.0, 46.0, 22.666666666666668)","(5.0, 8.8, 6.32)","(3.7, 6.4, 4.713636363636364)","(8.5, 18.0, 9.6)","(5.0, 11.0, 6.092307692307692)","(6.0, 10.0, 9.73125)","(18.0, 60.0, 25.0)"
