,Alvin Delight,Ulna,Thai Time,Smug Doug,Son Of Brock,Marrying,Fernbank Flyer,Sally Sugar
07-12-2022 13:48:36.262402,"(61.0, 420.0, 385.5)","(4.0, 4.6, 4.070588235294117)","(7.5, 25.0, 24.392857142857142)","(13.0, 24.0, 20.2)","(2.0, 2.18, 2.0858823529411765)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.38)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:37.456763,"(61.0, 420.0, 385.5)","(4.0, 4.6, 3.9853658536585366)","(7.5, 26.0, 25.32142857142857)","(13.0, 24.0, 20.2)","(2.0, 2.18, 2.0858823529411765)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.38)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:38.588346,"(61.0, 420.0, 385.5)","(4.0, 4.6, 4.027272727272727)","(7.5, 26.0, 25.32142857142857)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.18, 2.086666666666667)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.5)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:39.768701,"(61.0, 420.0, 385.5)","(4.0, 4.6, 4.027272727272727)","(7.5, 26.0, 25.32142857142857)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.18, 2.1216666666666666)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.5)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:40.958243,"(61.0, 420.0, 385.5)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 25.366666666666667)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.18, 2.141818181818182)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.51764705882353)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:42.103568,"(61.0, 420.0, 370.7142857142857)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 25.32142857142857)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.141818181818182)","(18.0, 70.0, 55.0)","(4.4, 9.8, 9.25)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:43.516248,"(61.0, 420.0, 370.7142857142857)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 25.32142857142857)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.141818181818182)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.52)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:45.051360,"(61.0, 420.0, 370.7142857142857)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 25.366666666666667)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.141818181818182)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:46.387752,"(61.0, 420.0, 370.7142857142857)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 25.366666666666667)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.13)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:47.766247,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.583333333333336)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.13)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:49.143884,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 21.75)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:50.591169,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.357142857142858)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:51.928980,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.6)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:53.274500,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.25)","(13.0, 24.0, 18.17741935483871)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:54.702932,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.25)","(13.0, 24.0, 19.0)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:56.039423,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.666666666666668)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:57.293612,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 22.666666666666668)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:58.576496,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:48:59.804164,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:01.024226,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:02.425076,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:03.819721,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:05.283241,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 3.9538461538461536)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:06.730068,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.6, 4.0058823529411764)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:08.157257,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.5, 4.0058823529411764)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.1)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:09.558591,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.5, 3.9545454545454546)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.879999999999999)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:10.988398,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.5, 3.9545454545454546)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.775)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:12.451374,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.5, 3.9833333333333334)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:13.872429,"(61.0, 420.0, 222.85714285714286)","(4.0, 4.4, 3.9714285714285715)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.136)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:15.327882,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.16, 2.122)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:16.843955,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9483870967741934)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 17.403225806451612)","(2.0, 2.14, 2.122)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:18.329502,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9483870967741934)","(7.5, 26.0, 24.269230769230766)","(13.0, 22.0, 19.375)","(2.0, 2.14, 2.122)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:19.622439,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 21.0, 19.4375)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 55.0)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:21.053270,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 50.578947368421055)"
07-12-2022 13:49:22.419078,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 58.81818181818182)"
07-12-2022 13:49:23.907411,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:25.183086,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:26.303077,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.917241379310344)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:27.474095,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:28.609449,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:29.722958,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.125)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:30.974809,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:32.162653,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:33.352740,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:34.555931,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:35.670307,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:36.733953,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:37.915197,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:39.440710,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:40.690204,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:41.888878,"(61.0, 420.0, 234.23076923076923)","(4.0, 4.4, 3.9428571428571426)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.14, 2.127586206896552)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:42.999186,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9857142857142858)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:44.202024,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9857142857142858)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:45.392639,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:46.590044,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:47.854885,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.75)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.808)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:48.986911,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.532258064516128)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.475)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:50.126683,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.532258064516128)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.475)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:51.298088,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.532258064516128)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.7)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:52.365192,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 17.532258064516128)","(2.0, 2.16, 2.143448275862069)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.7)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:53.707993,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 20.0, 18.794117647058822)","(2.0, 2.16, 2.1357575757575757)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.7)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:55.013506,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 18.794117647058822)","(2.0, 2.16, 2.1357575757575757)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.7)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:56.300279,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.948)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 18.794117647058822)","(2.0, 2.16, 2.1357575757575757)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:57.940192,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 4.0)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:49:59.285657,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 4.0)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(18.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:50:00.611572,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:50:01.881388,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:50:03.100299,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 48.4)"
07-12-2022 13:50:04.298702,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:05.464229,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:06.693562,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 17.740000000000002)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:07.861452,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:09.118394,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:10.430160,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.269230769230766)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:11.738690,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:13.099676,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:14.255478,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 8.1)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:15.440257,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:16.610188,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:17.836800,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:19.107534,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:20.927826,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
07-12-2022 13:50:22.407568,"(61.0, 420.0, 269.0625)","(4.0, 4.3, 3.9370967741935483)","(7.5, 26.0, 24.59375)","(13.0, 19.5, 18.166666666666668)","(2.0, 2.16, 2.1357575757575757)","(19.0, 70.0, 58.57142857142857)","(4.4, 9.6, 9.292307692307691)","(21.0, 70.0, 44.5)"
