,Gladiator Hulk,Spring Ammo,Uforo Bale,Bonnie Gal,Pinjarra Bale,Jasmin Bale
07-01-2023 19:48:32.515074,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:33.431752,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:34.289093,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:35.180505,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:36.126532,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:37.086157,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:38.162065,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:39.191266,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:40.410547,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:41.360273,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 27.620689655172413)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:42.417937,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.84090909090909)","(5.0, 9.4, 7.2)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:43.518311,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:44.766595,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:45.926568,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:47.144688,"(8.0, 15.5, 14.04)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:48.220070,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:49.215016,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:50.138255,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:51.075725,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:52.053788,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:53.041093,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:54.161204,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:55.111247,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:56.056244,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:57.156343,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:58.211054,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:48:59.285897,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:00.378229,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:01.337255,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:02.330687,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:03.354302,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:04.338254,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:05.362379,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:06.438736,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:07.356847,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:08.434429,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:09.473570,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:10.415171,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.2)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:11.382118,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:12.380469,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:13.431757,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:14.460175,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:15.342024,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:16.328321,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.4)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:17.414548,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 7.2)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:18.549840,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:19.486517,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:20.398207,"(8.0, 15.5, 13.066666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.942857142857143)","(16.0, 48.0, 28.625)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:21.452745,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:22.429425,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 22.285714285714285)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:23.505928,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 7.4)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:24.525279,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:25.411840,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:26.477054,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:27.524861,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:28.437654,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:29.436028,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.6000000000000005)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:30.467900,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 7.872727272727273)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:31.519897,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 7.057142857142857)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:32.571191,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:33.602549,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:34.598151,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:35.573481,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:36.475495,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:37.462799,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:38.472324,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:39.503120,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:40.445402,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:41.364776,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:42.325541,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:43.358560,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:44.389753,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:45.412748,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:46.380668,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:47.297058,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:48.237974,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:49.303089,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:50.224016,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:51.108090,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:52.085052,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:53.055516,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:54.021587,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:55.044905,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:55.993409,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:56.929769,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:58.016278,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:58.979384,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:49:59.919476,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:00.779763,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:01.645714,"(8.0, 15.5, 10.766666666666667)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:02.561058,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:03.503881,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:04.445188,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:05.353018,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:06.283139,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:07.243239,"(8.0, 15.5, 12.74)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:08.108104,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:09.012980,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:09.963232,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:10.904063,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:11.806696,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:12.793472,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:13.734965,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:14.701266,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
07-01-2023 19:50:15.577949,"(8.0, 15.5, 13.266666666666666)","(1.6, 2.44, 1.8973333333333333)","(21.0, 44.0, 23.272727272727273)","(5.0, 9.4, 6.733333333333333)","(16.0, 48.0, 30.77777777777778)","(4.6, 5.2, 4.4)"
