,Bonnies Beast,Fabriola Duran,Dioptase,Taltarni Black,Doonside Shadow,She Has Zip,Phoenix Flight,Crackerjack Lach
04-01-2023 15:22:12.005409,"(4.2, 7.8, 7.114285714285714)","(3.4, 4.1, 3.5666666666666664)","(4.4, 5.4, 4.542857142857144)","(14.0, 32.0, 30.0625)","(3.7, 5.7, 4.809523809523809)","(16.0, 46.0, 27.799999999999997)","(16.0, 55.0, 31.0)","(11.0, 24.0, 22.857142857142858)"
04-01-2023 15:22:13.281740,"(4.2, 7.8, 7.114285714285714)","(3.4, 4.1, 3.7571428571428567)","(4.4, 5.4, 4.542857142857144)","(14.0, 32.0, 28.9)","(3.7, 5.7, 4.809523809523809)","(16.0, 46.0, 28.666666666666664)","(16.0, 55.0, 31.0)","(11.0, 24.0, 22.857142857142858)"
04-01-2023 15:22:14.509287,"(4.2, 7.8, 7.114285714285714)","(3.4, 4.1, 3.44)","(4.4, 5.4, 4.5600000000000005)","(14.0, 32.0, 30.0625)","(3.7, 5.7, 5.3125)","(16.0, 46.0, 28.666666666666664)","(16.0, 55.0, 31.0)","(11.0, 24.0, 22.857142857142858)"
04-01-2023 15:22:15.721610,"(4.2, 7.8, 7.333333333333333)","(3.4, 4.0, 3.44)","(4.4, 5.2, 4.5600000000000005)","(14.0, 32.0, 30.0625)","(3.7, 5.5, 5.3125)","(16.0, 46.0, 28.666666666666664)","(16.0, 55.0, 31.0)","(11.0, 24.0, 22.125)"
04-01-2023 15:22:16.966940,"(4.2, 7.8, 7.333333333333333)","(3.4, 4.0, 3.44)","(4.4, 5.2, 4.5600000000000005)","(14.0, 32.0, 28.25)","(3.7, 5.5, 5.22)","(16.0, 46.0, 28.666666666666664)","(16.0, 55.0, 31.0)","(11.0, 24.0, 23.0625)"
04-01-2023 15:22:18.123078,"(4.2, 7.8, 7.333333333333333)","(3.4, 4.0, 3.44)","(4.4, 5.2, 4.5600000000000005)","(14.0, 32.0, 28.5)","(3.7, 5.5, 5.283333333333333)","(16.0, 46.0, 28.666666666666664)","(16.0, 55.0, 31.0)","(11.0, 24.0, 23.0625)"
04-01-2023 15:22:19.221444,"(4.2, 7.8, 7.333333333333333)","(3.4, 4.0, 3.44)","(4.4, 5.2, 4.5600000000000005)","(14.0, 32.0, 29.666666666666668)","(3.7, 5.5, 5.283333333333333)","(16.0, 34.0, 32.22222222222222)","(16.0, 55.0, 31.0)","(11.0, 24.0, 23.0625)"
04-01-2023 15:22:20.351274,"(4.2, 7.8, 7.333333333333333)","(3.4, 4.0, 3.44)","(4.4, 5.2, 4.5600000000000005)","(14.0, 34.0, 26.0)","(3.7, 5.5, 5.283333333333333)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:21.460631,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.4299999999999997)","(4.4, 5.2, 4.5600000000000005)","(14.0, 34.0, 26.0)","(3.7, 5.5, 4.661538461538462)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:22.681466,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.4299999999999997)","(4.4, 5.1, 4.477777777777778)","(14.0, 34.0, 30.0)","(3.7, 5.4, 4.661538461538462)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:23.896689,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.4299999999999997)","(4.4, 5.1, 4.477777777777778)","(14.0, 34.0, 30.0)","(3.7, 5.4, 4.661538461538462)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:25.078767,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.4299999999999997)","(4.4, 5.1, 4.477777777777778)","(14.0, 34.0, 30.0)","(3.7, 5.4, 4.661538461538462)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:26.261792,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.4299999999999997)","(4.4, 5.1, 4.477777777777778)","(14.0, 34.0, 30.125)","(3.7, 5.4, 4.661538461538462)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 22.45)"
04-01-2023 15:22:27.491865,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.56)","(4.4, 5.1, 4.575)","(14.0, 34.0, 29.714285714285715)","(3.7, 5.4, 4.95)","(16.0, 44.0, 41.111111111111114)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.9375)"
04-01-2023 15:22:28.756251,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.95, 3.42)","(4.4, 5.1, 4.466666666666667)","(14.0, 34.0, 26.5)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:29.998358,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.9, 3.42)","(4.4, 5.0, 4.466666666666667)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:31.216271,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.9, 3.42)","(4.6, 5.0, 4.466666666666667)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:32.408581,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.9, 3.4)","(4.6, 5.0, 4.466666666666667)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:33.524186,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.9, 3.4)","(4.6, 5.0, 4.466666666666667)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:34.740314,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.9, 3.4)","(4.6, 5.0, 4.550000000000001)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.75)","(16.0, 55.0, 31.0)","(11.0, 25.0, 23.857142857142858)"
04-01-2023 15:22:35.914939,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.9, 3.471428571428571)","(4.6, 5.0, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.916666666666664)","(16.0, 55.0, 31.0)","(11.0, 25.0, 24.0625)"
04-01-2023 15:22:37.066944,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.85, 3.4)","(4.6, 4.9, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.916666666666664)","(16.0, 55.0, 31.0)","(11.0, 25.0, 24.0625)"
04-01-2023 15:22:38.183753,"(4.2, 7.8, 7.3625)","(3.4, 3.85, 3.4)","(4.6, 4.9, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 39.916666666666664)","(16.0, 55.0, 51.5)","(11.0, 25.0, 24.0625)"
04-01-2023 15:22:39.304904,"(4.2, 7.8, 7.3625)","(3.4, 3.85, 3.4)","(4.6, 4.9, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 75.0, 47.5)","(11.0, 25.0, 24.0625)"
04-01-2023 15:22:40.436818,"(4.2, 7.8, 7.3625)","(3.4, 3.85, 3.4)","(4.6, 4.9, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 60.0)","(11.0, 25.0, 24.0)"
04-01-2023 15:22:41.567764,"(4.2, 7.8, 7.3625)","(3.4, 3.85, 3.4)","(4.6, 4.9, 4.4625)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.0)"
04-01-2023 15:22:42.772919,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.85, 3.4833333333333334)","(4.6, 4.9, 4.64)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.0)"
04-01-2023 15:22:44.167717,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.8, 3.3874999999999997)","(4.6, 4.8, 4.64)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.0)"
04-01-2023 15:22:45.450963,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.65, 3.4749999999999996)","(4.6, 4.8, 4.64)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.1875)"
04-01-2023 15:22:46.717616,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.65, 3.4749999999999996)","(4.6, 4.8, 4.64)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:48.160404,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.65, 3.425)","(4.6, 4.8, 4.64)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:49.503208,"(4.2, 7.8, 7.1)","(3.4, 3.55, 3.4749999999999996)","(4.6, 4.8, 4.6571428571428575)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 44.0, 35.83333333333333)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:50.759945,"(4.2, 7.8, 7.1)","(3.4, 3.65, 3.4115384615384614)","(4.6, 4.8, 4.64)","(14.0, 34.0, 30.142857142857142)","(3.7, 5.4, 4.95)","(16.0, 44.0, 30.5)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:51.963934,"(4.2, 7.8, 7.1)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.64)","(14.0, 32.0, 30.142857142857142)","(3.7, 5.4, 4.95)","(16.0, 36.0, 30.5)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:53.072686,"(4.2, 7.8, 7.2615384615384615)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.64)","(14.0, 32.0, 30.142857142857142)","(3.7, 5.4, 4.95)","(16.0, 36.0, 30.5)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:54.243065,"(4.2, 7.8, 7.2615384615384615)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.64)","(14.0, 32.0, 30.142857142857142)","(3.7, 5.4, 4.95)","(16.0, 36.0, 30.5)","(16.0, 65.0, 49.5)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:55.349340,"(4.2, 7.8, 7.2615384615384615)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.64)","(14.0, 32.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 36.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:56.429183,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:57.558475,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.4136363636363636)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:58.636748,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:22:59.804147,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:23:00.948122,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:23:02.062014,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.76)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:23:03.191377,"(4.2, 7.8, 6.575)","(3.4, 3.55, 3.4499999999999997)","(4.6, 4.8, 4.6571428571428575)","(14.0, 34.0, 30.25)","(3.7, 5.4, 4.95)","(16.0, 38.0, 31.833333333333336)","(16.0, 65.0, 44.333333333333336)","(11.0, 25.0, 24.142857142857142)"
04-01-2023 15:23:04.396825,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.541666666666667)","(4.6, 4.8, 4.6571428571428575)","(14.0, 34.0, 29.153846153846153)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.125)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:05.552348,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4499999999999997)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 29.214285714285715)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 45.666666666666664)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:06.890278,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4499999999999997)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.13333333333333)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:08.201747,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4499999999999997)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.13333333333333)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:09.379354,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4499999999999997)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 62.92857142857143)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:10.540326,"(4.2, 7.8, 6.575)","(3.4, 3.55, 3.583333333333333)","(4.6, 4.9, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.13333333333333)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:11.867048,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.65, 3.4558823529411766)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.13333333333333)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:13.061368,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.4558823529411766)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.13333333333333)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:14.247603,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 57.285714285714285)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:15.428877,"(4.2, 7.8, 6.575)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 61.14285714285714)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:16.459543,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 23.2)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:17.545813,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.6, 3.4115384615384614)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 24.545454545454547)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:18.627431,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.6, 3.5125)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 24.545454545454547)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:19.656451,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:20.700716,"(4.2, 7.8, 7.3625)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:21.746405,"(4.2, 7.8, 7.3625)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:22.768701,"(4.2, 7.8, 7.163636363636363)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:23.797546,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:24.860037,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:26.010348,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.6, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:27.120909,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:28.237955,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:29.392770,"(4.2, 7.8, 7.333333333333333)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:30.522784,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:31.558254,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.9, 4.8090909090909095)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:32.578535,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.6, 3.5)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:33.571076,"(4.2, 7.8, 7.216666666666667)","(3.4, 3.6, 3.5)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:34.576359,"(4.2, 7.8, 7.1)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 29.0)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:35.533565,"(4.2, 7.6, 7.25)","(3.4, 3.55, 3.411111111111111)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:36.493736,"(4.2, 7.6, 7.25)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.07142857142857)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:37.464285,"(4.2, 7.6, 7.25)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.6571428571428575)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 57.333333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:38.447244,"(4.2, 7.6, 7.136363636363637)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.709090909090909)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 57.333333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:39.497023,"(4.2, 7.6, 7.136363636363637)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.709090909090909)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 61.16666666666667)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:40.518020,"(4.2, 7.6, 7.136363636363637)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.709090909090909)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 61.16666666666667)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:41.538420,"(4.2, 7.6, 7.136363636363637)","(3.4, 3.55, 3.3833333333333333)","(4.6, 4.8, 4.709090909090909)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.083333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:42.598520,"(4.2, 7.6, 6.828571428571428)","(3.4, 3.65, 3.2928571428571427)","(4.6, 4.8, 4.709090909090909)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.083333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:43.665513,"(4.2, 7.6, 7.0375)","(3.4, 3.55, 3.4136363636363636)","(4.6, 4.8, 4.71304347826087)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.083333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:44.758762,"(4.2, 7.6, 7.011764705882353)","(3.4, 3.55, 3.5155172413793103)","(4.6, 4.8, 4.71304347826087)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.083333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:45.815351,"(4.2, 7.6, 7.044444444444444)","(3.4, 3.55, 3.516101694915254)","(4.6, 4.8, 4.71304347826087)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 63.083333333333336)","(11.0, 25.0, 21.4)"
04-01-2023 15:23:46.833127,"(4.2, 7.6, 7.044444444444444)","(3.4, 3.55, 3.516101694915254)","(4.6, 4.8, 4.71304347826087)","(14.0, 30.0, 25.80952380952381)","(3.7, 5.4, 4.95)","(16.0, 38.0, 26.857142857142858)","(16.0, 65.0, 67.66666666666667)","(11.0, 25.0, 21.4)"
