,Lord Sundowner,Mygirlgladys,Debatable,Twelve Bells,Heroic Chief,Our Foxwedge,Diamatti,Sparkling Blue,Adki,Star Waltz,Oronoco,Secret Way
10-01-2023 15:52:15.524100,"(8.0, 8.6, 8.509615384615385)","(4.4, 5.1, 5.011111111111111)","(14.0, 21.0, 19.808823529411764)","(8.5, 12.0, 11.304347826086957)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.428571428571427)","(6.5, 9.6, 9.354838709677418)","(11.0, 15.5, 14.88)","(3.6, 4.6, 4.459574468085107)","(61.0, 130.0, 108.57142857142857)","(101.0, 230.0, 226.66666666666666)"
10-01-2023 15:52:17.023231,"(8.0, 8.6, 8.413084112149532)","(4.4, 5.1, 5.011111111111111)","(14.0, 21.0, 19.4)","(8.5, 12.0, 11.333333333333334)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.428571428571427)","(6.5, 9.8, 9.405714285714286)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.6, 4.459574468085107)","(61.0, 130.0, 108.57142857142857)","(101.0, 230.0, 226.66666666666666)"
10-01-2023 15:52:18.581399,"(8.0, 8.6, 8.438709677419356)","(4.4, 5.1, 5.011111111111111)","(14.0, 21.0, 19.857142857142858)","(8.5, 12.0, 11.297872340425531)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.75)","(6.5, 9.8, 9.466666666666667)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.6, 4.459574468085107)","(61.0, 130.0, 111.81818181818181)","(101.0, 230.0, 230.76923076923077)"
10-01-2023 15:52:20.290265,"(8.0, 8.6, 8.438709677419356)","(4.4, 5.1, 5.011111111111111)","(14.0, 21.0, 19.857142857142858)","(8.5, 12.0, 11.297872340425531)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.75)","(6.5, 9.8, 9.446153846153846)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.6, 4.476923076923077)","(61.0, 130.0, 111.81818181818181)","(101.0, 290.0, 230.76923076923077)"
10-01-2023 15:52:21.936381,"(8.0, 8.6, 8.438709677419356)","(4.4, 5.1, 5.011111111111111)","(14.0, 20.0, 19.486486486486488)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.75)","(6.5, 10.0, 9.446153846153846)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.5, 4.46829268292683)","(61.0, 130.0, 111.81818181818181)","(101.0, 290.0, 230.76923076923077)"
10-01-2023 15:52:23.529247,"(8.0, 8.6, 8.438709677419356)","(4.4, 5.1, 5.006569343065693)","(14.0, 21.0, 19.486486486486488)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 20.75)","(6.5, 10.0, 9.52)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.5, 4.46829268292683)","(61.0, 130.0, 111.81818181818181)","(101.0, 290.0, 237.5)"
10-01-2023 15:52:25.298695,"(8.0, 8.6, 8.496296296296297)","(4.4, 5.1, 4.8943396226415095)","(14.0, 21.0, 19.896551724137932)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 21.0, 21.41176470588235)","(6.5, 10.0, 9.703846153846154)","(11.0, 15.0, 14.956521739130435)","(3.6, 4.5, 4.46829268292683)","(61.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:26.869606,"(8.0, 8.6, 8.496296296296297)","(4.4, 4.9, 4.893258426966293)","(14.0, 21.0, 20.03030303030303)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 21.41176470588235)","(6.5, 10.5, 9.8)","(11.0, 15.0, 15.5)","(3.6, 4.5, 4.46829268292683)","(61.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:28.498097,"(8.0, 8.6, 8.496296296296297)","(4.4, 4.9, 4.893258426966293)","(14.0, 21.0, 20.03030303030303)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 21.6)","(6.5, 10.0, 9.76)","(11.0, 16.0, 15.5)","(3.6, 4.5, 4.46829268292683)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:30.165185,"(8.0, 8.6, 8.579310344827586)","(4.4, 4.9, 4.884615384615385)","(14.0, 21.0, 20.34375)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 21.0)","(6.5, 10.0, 9.76)","(11.0, 16.0, 15.5)","(3.6, 4.5, 4.46829268292683)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:31.851259,"(8.0, 8.8, 8.579310344827586)","(4.4, 4.9, 4.889830508474577)","(14.0, 21.0, 20.44736842105263)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 21.0)","(6.5, 10.0, 9.76)","(11.0, 16.0, 14.847826086956522)","(3.6, 4.5, 4.46829268292683)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:33.318590,"(8.0, 8.8, 8.595)","(4.4, 4.9, 4.889830508474577)","(14.0, 21.0, 20.192307692307693)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 21.263157894736842)","(6.5, 10.0, 9.861538461538462)","(11.0, 15.5, 15.279411764705882)","(3.6, 4.5, 4.46829268292683)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:34.824210,"(8.0, 8.8, 8.59240506329114)","(4.4, 4.9, 4.889830508474577)","(14.0, 21.0, 20.192307692307693)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 20.833333333333332)","(6.5, 10.0, 9.65)","(11.0, 15.5, 15.26923076923077)","(3.6, 4.5, 4.46829268292683)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:36.319086,"(8.0, 8.8, 8.59240506329114)","(4.4, 4.9, 4.877777777777778)","(14.0, 21.0, 20.5)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 21.580645161290324)","(21.0, 26.0, 25.157894736842106)","(18.0, 22.0, 20.833333333333332)","(6.5, 10.0, 9.733333333333334)","(11.0, 15.5, 15.23913043478261)","(3.6, 4.5, 4.395833333333334)","(51.0, 130.0, 111.81818181818181)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:37.838656,"(8.0, 8.8, 8.602409638554217)","(4.4, 4.9, 4.877777777777778)","(14.0, 21.0, 20.5)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 25.11111111111111)","(18.0, 22.0, 21.125)","(6.5, 9.8, 9.907692307692308)","(11.0, 15.5, 15.166666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 243.33333333333334)"
10-01-2023 15:52:39.348157,"(8.0, 8.8, 8.617777777777777)","(4.4, 4.9, 4.86)","(14.0, 21.0, 20.363636363636363)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.75)","(6.5, 10.0, 9.907692307692308)","(11.0, 15.5, 15.166666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 290.0, 243.33333333333334)"
10-01-2023 15:52:40.968774,"(8.0, 8.8, 8.617777777777777)","(4.4, 4.9, 4.875)","(14.0, 21.0, 20.125)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.907692307692308)","(11.0, 15.5, 15.166666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 290.0, 243.33333333333334)"
10-01-2023 15:52:42.442624,"(8.0, 8.8, 8.617777777777777)","(4.4, 4.9, 4.875)","(14.0, 21.0, 20.125)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.907692307692308)","(11.0, 15.5, 15.166666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 290.0, 265.0)"
10-01-2023 15:52:43.799746,"(8.0, 8.8, 8.62962962962963)","(4.4, 4.9, 4.875)","(14.0, 21.0, 20.475)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.907692307692308)","(11.0, 15.5, 15.166666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:45.260089,"(8.0, 8.8, 8.608333333333333)","(4.4, 4.9, 4.884615384615385)","(14.0, 21.0, 20.475)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.907692307692308)","(11.0, 15.5, 15.666666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:46.852646,"(8.0, 8.6, 8.469444444444445)","(4.4, 4.9, 4.884615384615385)","(14.0, 21.0, 20.475)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.907692307692308)","(11.0, 16.0, 15.666666666666666)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:48.335107,"(8.0, 8.6, 8.476923076923077)","(4.4, 4.9, 4.884615384615385)","(14.0, 21.0, 20.475)","(8.5, 12.0, 11.325581395348838)","(16.0, 24.0, 22.076923076923077)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.47222222222222)","(6.5, 10.0, 9.85)","(11.0, 16.0, 15.88888888888889)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:49.887647,"(8.0, 8.6, 8.476923076923077)","(4.4, 4.9, 4.837037037037037)","(14.0, 21.0, 20.475)","(8.5, 12.0, 11.235294117647058)","(16.0, 24.0, 22.4375)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.38235294117647)","(6.5, 10.0, 9.85)","(11.0, 16.0, 15.954545454545455)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:51.489294,"(8.0, 8.6, 8.540740740740741)","(4.4, 4.9, 4.837037037037037)","(14.0, 21.0, 20.475)","(8.5, 11.5, 11.119047619047619)","(16.0, 24.0, 22.4375)","(21.0, 26.0, 24.76923076923077)","(18.0, 22.0, 20.38235294117647)","(6.5, 10.0, 9.033333333333333)","(11.0, 16.5, 16.466666666666665)","(3.6, 4.4, 4.396385542168675)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:53.038471,"(8.0, 8.6, 8.700000000000001)","(4.4, 4.9, 4.849180327868853)","(14.0, 21.0, 20.5625)","(8.5, 11.5, 10.541666666666666)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.61904761904762)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.2, 9.555555555555555)","(11.0, 16.5, 16.333333333333332)","(3.6, 4.4, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 265.0)"
10-01-2023 15:52:54.624442,"(8.0, 8.8, 8.700000000000001)","(4.4, 4.9, 4.834042553191489)","(14.0, 21.0, 20.5625)","(8.5, 11.0, 10.9375)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.8, 9.6125)","(11.0, 16.5, 16.333333333333332)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:52:56.075418,"(8.0, 8.8, 8.68)","(4.4, 4.9, 4.834042553191489)","(14.0, 21.0, 20.5625)","(8.5, 11.5, 10.75)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.8, 9.547368421052632)","(11.0, 16.5, 16.333333333333332)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:52:57.625189,"(8.0, 8.8, 8.68)","(4.4, 4.9, 4.834042553191489)","(14.0, 21.0, 20.5625)","(8.5, 11.0, 10.75)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.8, 9.547368421052632)","(11.0, 16.5, 16.333333333333332)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:52:59.124917,"(8.0, 8.8, 8.482051282051282)","(4.4, 4.9, 4.8453125)","(14.0, 21.0, 20.205882352941178)","(8.5, 11.0, 10.75)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.8, 9.305882352941175)","(11.0, 16.5, 16.07894736842105)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:00.492437,"(8.0, 8.6, 8.482051282051282)","(4.4, 4.9, 4.834042553191489)","(14.0, 21.0, 20.205882352941178)","(8.5, 11.0, 11.06)","(16.0, 24.0, 22.484848484848484)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.6, 9.32258064516129)","(11.0, 17.5, 16.5)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:01.874328,"(8.0, 8.6, 8.48235294117647)","(4.4, 4.9, 4.834042553191489)","(14.0, 21.0, 20.205882352941178)","(8.5, 11.5, 11.06)","(16.0, 24.0, 22.533333333333335)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.4, 9.255555555555556)","(11.0, 17.0, 16.5)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:03.526010,"(8.0, 8.6, 8.502439024390243)","(4.4, 4.9, 4.8474576271186445)","(14.0, 21.0, 19.875)","(8.5, 11.5, 11.06)","(16.0, 24.0, 22.533333333333335)","(21.0, 26.0, 25.272727272727273)","(18.0, 22.0, 20.166666666666668)","(6.5, 9.4, 9.073684210526316)","(11.0, 17.0, 16.5)","(3.6, 4.5, 4.413333333333334)","(51.0, 130.0, 116.66666666666667)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:05.136598,"(8.0, 8.6, 8.632727272727273)","(4.4, 4.9, 4.909774436090226)","(14.0, 21.0, 20.4)","(8.5, 11.5, 11.382352941176471)","(16.0, 24.0, 21.785714285714285)","(21.0, 26.0, 25.571428571428573)","(18.0, 22.0, 22.565217391304348)","(6.5, 9.2, 9.1)","(11.0, 16.5, 16.08974358974359)","(3.6, 4.4, 4.392553191489362)","(51.0, 130.0, 125.71428571428571)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:06.881888,"(8.0, 8.8, 8.718518518518518)","(4.4, 5.0, 4.909774436090226)","(14.0, 21.0, 20.571428571428573)","(8.5, 12.0, 11.342105263157894)","(16.0, 22.0, 21.785714285714285)","(21.0, 26.0, 24.607142857142858)","(18.0, 23.0, 22.565217391304348)","(6.5, 9.2, 9.1)","(11.0, 16.5, 16.192307692307693)","(3.6, 4.4, 4.393137254901961)","(51.0, 130.0, 125.71428571428571)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:08.522368,"(8.0, 8.8, 8.718518518518518)","(4.4, 5.0, 4.919672131147541)","(14.0, 21.0, 20.571428571428573)","(8.5, 12.0, 11.342105263157894)","(16.0, 22.0, 21.533333333333335)","(21.0, 25.0, 24.566666666666666)","(18.0, 23.0, 22.384615384615383)","(6.5, 9.2, 9.1)","(11.0, 16.5, 16.192307692307693)","(3.6, 4.4, 4.391860465116279)","(51.0, 130.0, 125.71428571428571)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:10.425289,"(8.0, 8.8, 8.732307692307693)","(4.4, 5.0, 4.919672131147541)","(14.0, 21.0, 20.571428571428573)","(8.5, 12.0, 11.342105263157894)","(16.0, 22.0, 21.533333333333335)","(21.0, 25.0, 23.7)","(18.0, 23.0, 21.666666666666668)","(6.5, 9.2, 9.1)","(11.0, 16.5, 16.344827586206897)","(3.6, 4.4, 4.385869565217392)","(51.0, 140.0, 131.36363636363637)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:12.228068,"(8.0, 8.8, 8.732307692307693)","(4.4, 5.0, 4.919672131147541)","(14.0, 21.0, 20.653846153846153)","(8.5, 12.0, 11.723684210526315)","(16.0, 22.0, 21.533333333333335)","(21.0, 24.0, 23.785714285714285)","(18.0, 23.0, 21.666666666666668)","(6.5, 9.2, 9.1)","(11.0, 16.5, 16.344827586206897)","(3.6, 4.5, 4.385869565217392)","(51.0, 140.0, 131.36363636363637)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:14.142111,"(8.0, 8.8, 8.73972602739726)","(4.4, 5.0, 4.919672131147541)","(14.0, 21.0, 20.5)","(8.5, 12.0, 12.023809523809524)","(16.0, 22.0, 21.42105263157895)","(21.0, 24.0, 23.785714285714285)","(18.0, 23.0, 22.0)","(6.5, 9.2, 9.013793103448275)","(11.0, 16.5, 16.344827586206897)","(3.6, 4.4, 4.395180722891567)","(51.0, 140.0, 131.36363636363637)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:16.029503,"(8.0, 8.8, 8.642857142857142)","(4.4, 5.0, 4.88421052631579)","(14.0, 21.0, 20.25)","(8.5, 12.5, 12.136363636363637)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 23.333333333333332)","(18.0, 23.0, 22.11111111111111)","(6.5, 9.2, 8.854545454545455)","(11.0, 16.5, 16.3953488372093)","(3.6, 4.4, 4.381443298969073)","(51.0, 140.0, 131.5)","(101.0, 280.0, 228.57142857142858)"
10-01-2023 15:53:17.744067,"(8.0, 8.8, 8.718518518518518)","(4.4, 4.9, 4.88421052631579)","(14.0, 21.0, 20.25)","(8.5, 12.5, 12.1)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 23.333333333333332)","(18.0, 23.0, 22.166666666666668)","(6.5, 9.0, 8.854545454545455)","(11.0, 16.5, 16.681818181818183)","(3.6, 4.4, 4.381944444444445)","(51.0, 140.0, 131.5)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:19.416259,"(8.0, 8.8, 8.718518518518518)","(4.4, 4.9, 4.88421052631579)","(14.0, 21.0, 20.25)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 23.2)","(18.0, 23.0, 22.166666666666668)","(6.5, 9.0, 8.854545454545455)","(11.0, 17.0, 17.25)","(3.6, 4.4, 4.381944444444445)","(51.0, 140.0, 132.27272727272728)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:21.219582,"(8.0, 8.8, 8.718518518518518)","(4.4, 4.9, 4.883333333333334)","(14.0, 21.0, 20.142857142857142)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.666666666666668)","(18.0, 23.0, 21.928571428571427)","(6.5, 9.0, 8.9)","(11.0, 17.5, 17.045454545454547)","(3.6, 4.4, 4.381944444444445)","(51.0, 140.0, 132.27272727272728)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:22.806594,"(8.0, 8.8, 8.718518518518518)","(4.4, 4.9, 4.883333333333334)","(14.0, 21.0, 19.636363636363637)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.75)","(18.0, 23.0, 21.714285714285715)","(6.5, 9.0, 8.844444444444445)","(11.0, 17.5, 16.232142857142858)","(3.6, 4.4, 4.36629213483146)","(51.0, 140.0, 132.27272727272728)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:24.682195,"(8.0, 8.8, 8.672727272727272)","(4.4, 4.9, 4.883333333333334)","(14.0, 21.0, 19.62162162162162)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.666666666666668)","(18.0, 23.0, 21.714285714285715)","(6.5, 9.2, 8.84)","(11.0, 16.5, 16.272727272727273)","(3.6, 4.5, 4.3557575757575755)","(51.0, 140.0, 132.27272727272728)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:26.370580,"(8.0, 8.8, 8.672727272727272)","(4.4, 4.9, 4.883333333333334)","(14.0, 21.0, 19.78125)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.666666666666668)","(18.0, 23.0, 21.0)","(6.5, 9.2, 8.885714285714286)","(11.0, 16.5, 16.42105263157895)","(3.6, 4.5, 4.341333333333333)","(51.0, 140.0, 132.94117647058823)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:28.245625,"(8.0, 8.8, 8.672727272727272)","(4.4, 4.9, 4.883333333333334)","(14.0, 21.0, 19.78125)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.666666666666668)","(18.0, 23.0, 21.0)","(6.5, 9.2, 8.885714285714286)","(11.0, 17.0, 16.571428571428573)","(3.6, 4.5, 4.341333333333333)","(51.0, 140.0, 132.94117647058823)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:30.118518,"(8.0, 8.8, 8.672727272727272)","(4.4, 4.9, 4.925581395348837)","(14.0, 21.0, 19.78125)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 22.666666666666668)","(18.0, 23.0, 21.666666666666668)","(6.5, 9.2, 8.885714285714286)","(11.0, 17.0, 16.761904761904763)","(3.6, 4.4, 4.365957446808511)","(51.0, 140.0, 132.94117647058823)","(101.0, 270.0, 228.33333333333334)"
10-01-2023 15:53:31.995935,"(8.0, 8.8, 8.672727272727272)","(4.4, 5.0, 4.8993377483443705)","(14.0, 21.0, 19.78125)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 23.047619047619047)","(18.0, 23.0, 22.0)","(6.5, 9.2, 8.88)","(11.0, 16.5, 16.475)","(3.6, 4.4, 4.365957446808511)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:33.619797,"(8.0, 8.8, 8.672727272727272)","(4.4, 5.0, 4.938461538461539)","(14.0, 21.0, 19.78125)","(8.5, 12.5, 12.075757575757576)","(16.0, 22.0, 21.482758620689655)","(21.0, 24.0, 23.047619047619047)","(18.0, 23.0, 22.0)","(6.5, 9.2, 8.863157894736842)","(11.0, 16.5, 16.470588235294116)","(3.6, 4.4, 4.365957446808511)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:35.274298,"(8.0, 8.8, 8.672727272727272)","(4.4, 5.0, 4.90952380952381)","(14.0, 21.0, 20.055555555555557)","(8.5, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 24.0, 22.714285714285715)","(18.0, 23.0, 22.166666666666668)","(6.5, 9.2, 8.942857142857143)","(11.0, 16.5, 16.807692307692307)","(3.6, 4.4, 4.391111111111112)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:36.963824,"(8.0, 8.8, 8.685714285714285)","(4.4, 5.0, 4.9073394495412845)","(14.0, 21.0, 20.055555555555557)","(9.0, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 23.0, 22.5)","(18.0, 23.0, 22.333333333333332)","(6.5, 9.2, 9.0)","(11.0, 17.0, 16.875)","(3.6, 4.4, 4.352903225806451)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:38.702917,"(8.0, 8.8, 8.685714285714285)","(4.4, 5.0, 4.9073394495412845)","(14.0, 21.0, 20.055555555555557)","(9.0, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 23.0, 22.625)","(18.0, 23.0, 22.166666666666668)","(6.5, 9.2, 8.91304347826087)","(11.0, 17.0, 16.892857142857142)","(3.6, 4.5, 4.352903225806451)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:40.415219,"(8.0, 8.8, 8.685714285714285)","(4.4, 5.0, 4.902654867256637)","(14.0, 21.0, 20.75)","(9.0, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 23.0, 22.833333333333332)","(18.0, 23.0, 21.333333333333332)","(6.5, 9.2, 8.806896551724137)","(11.0, 17.0, 16.892857142857142)","(3.6, 4.5, 4.352903225806451)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:42.030973,"(8.0, 8.8, 8.685714285714285)","(4.4, 5.0, 4.902654867256637)","(14.0, 21.0, 20.571428571428573)","(9.0, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 23.0, 22.8125)","(18.0, 23.0, 21.333333333333332)","(6.5, 9.2, 8.84375)","(11.0, 17.0, 16.93548387096774)","(3.6, 4.5, 4.352903225806451)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
10-01-2023 15:53:43.642068,"(8.0, 8.8, 8.685714285714285)","(4.4, 5.0, 4.902654867256637)","(14.0, 21.0, 20.615384615384617)","(9.0, 12.5, 12.166666666666666)","(16.0, 22.0, 21.516129032258064)","(21.0, 23.0, 22.833333333333332)","(18.0, 23.0, 21.333333333333332)","(6.5, 9.2, 8.74)","(11.0, 17.0, 16.93548387096774)","(3.6, 4.5, 4.352903225806451)","(51.0, 140.0, 132.94117647058823)","(101.0, 280.0, 250.0)"
