,Little Winnie,Its Luigi,Fritter,Meehan Magpie,Angry Betty,Jocularity,Avery Charm,Tonics Girl
05-01-2023 13:25:25.704106,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 69.84615384615385)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:26.808521,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 69.84615384615385)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:27.891809,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 69.84615384615385)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:29.059728,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:30.168976,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:31.226930,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:32.349597,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:33.465036,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:34.527354,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:35.617917,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:36.742930,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:37.831873,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:38.960052,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 49.6)","(31.0, 120.0, 63.38461538461539)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:40.116131,"(10.0, 26.0, 16.0)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 20.27777777777778)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:41.252128,"(10.0, 26.0, 17.6)","(15.0, 40.0, 20.0)","(14.0, 30.0, 20.27777777777778)","(1.9, 2.64, 2.0930769230769233)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:42.463647,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:43.764828,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:44.974376,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:46.134521,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:47.371845,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:48.601708,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 59.285714285714285)","(31.0, 120.0, 74.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:49.769884,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 70.55555555555556)","(31.0, 120.0, 72.0)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:50.943522,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.166)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 70.55555555555556)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:52.170731,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.0396)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 70.55555555555556)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:53.490772,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 2.0396)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 70.55555555555556)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:54.763289,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:56.064652,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:57.200933,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:58.392003,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:25:59.615080,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:00.804504,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.1875)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:02.007086,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.33333333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:03.290218,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.33333333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:04.500381,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.33333333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:05.694253,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:06.954295,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:08.203866,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:09.432849,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:10.682188,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:11.944452,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:13.120178,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:14.328430,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:15.644777,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 62.8125)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:16.949161,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.75)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:18.359076,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.75)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:19.834168,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.75)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:21.428953,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:22.842980,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:24.209215,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:25.550700,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:26.856136,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:28.053747,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:29.306968,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:30.619767,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:31.856276,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:33.177174,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:34.441522,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:35.751330,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:37.071895,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:38.313622,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 88.95833333333334)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:39.568000,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:40.884100,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:42.144402,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:43.430350,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 19.0625)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 63.4375)","(31.0, 120.0, 60.625)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:44.734762,"(10.0, 26.0, 16.666666666666668)","(15.0, 40.0, 20.0)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:45.945263,"(10.0, 26.0, 16.0)","(15.0, 40.0, 20.0)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:47.119907,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 20.0)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:48.360998,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 20.0)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:49.592499,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 20.0)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:50.844575,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 74.66666666666666)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:52.055585,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 51.63636363636363)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:53.327665,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 51.63636363636363)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:54.591969,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 51.63636363636363)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:55.845700,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 51.63636363636363)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:57.026726,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 52.0)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:58.193315,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 52.0)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:26:59.454552,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 52.0)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:27:00.696622,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 52.0)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:27:01.914386,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 65.84615384615385)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:27:03.122764,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 65.84615384615385)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:27:04.399008,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 94.0952380952381)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
05-01-2023 13:27:05.744657,"(10.0, 26.0, 13.727272727272727)","(15.0, 40.0, 18.666666666666668)","(14.0, 30.0, 18.333333333333332)","(1.9, 2.64, 1.9873913043478262)","(4.0, 7.2, 4.910526315789474)","(16.0, 140.0, 94.0952380952381)","(31.0, 120.0, 52.36363636363637)","(4.8, 7.6, 5.111111111111112)"
