,Meatloaf,Phantom Ace,Palesa Bale,Nighthawk Angel,Goldstar Darwin,Tea Time Tiger,Captain Tim,Goldstar Hope
09-01-2023 09:07:26.521873,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:27.587541,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:28.664778,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:29.685928,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:30.684026,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:31.702075,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:32.709815,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:33.692113,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:34.699721,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:35.676835,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:36.655435,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:37.589163,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:38.588471,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:39.589273,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:40.612650,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:41.685030,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:42.673657,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:43.703862,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:44.701842,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:45.737681,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:46.728529,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:47.831115,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:48.865561,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:49.927783,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:50.961524,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:51.992253,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:52.964441,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:53.909324,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:54.866668,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:55.869934,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:56.954170,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:58.066488,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:07:59.112986,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:00.242297,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:01.277068,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:02.262115,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:03.287795,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:04.281542,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:05.299319,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:06.324328,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:07.370981,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:08.415007,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:09.489403,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:10.554414,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:11.541596,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:12.562213,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:13.598698,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:14.627050,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:15.621781,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:16.698914,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:17.690777,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:18.923263,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:19.909866,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:20.942037,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:22.013751,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:23.072544,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:24.123396,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:25.231037,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:26.356225,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:27.383281,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:28.391848,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:29.384148,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:30.408345,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:31.371026,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:32.372401,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:33.385202,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:34.441541,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:35.484856,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:36.552342,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:37.566429,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:38.550639,"(7.0, 28.0, 22.952380952380953)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:39.523862,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:40.496343,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:41.483569,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:42.505930,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:43.643575,"(7.0, 28.0, 23.0)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:44.693140,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:45.718368,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:46.895185,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
09-01-2023 09:08:48.062223,"(7.0, 28.0, 25.02777777777778)","(3.0, 4.8, 4.50046511627907)","(4.8, 17.5, 9.884615384615383)","(4.6, 14.0, 9.932142857142857)","(7.5, 27.0, 21.75)","(10.0, 55.0, 49.93333333333333)","(31.0, 340.0, 117.85714285714286)","(5.5, 21.0, 18.11111111111111)"
