,Meatloaf,Phantom Ace,Palesa Bale,Nighthawk Angel,Goldstar Darwin,Tea Time Tiger,Captain Tim,Goldstar Hope
09-01-2023 09:24:59.369563,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.0, 12.507692307692306)","(7.5, 6.6, 6.254676258992806)","(10.0, 21.0, 19.71111111111111)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:00.492089,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 11.3125)","(7.5, 6.6, 6.254676258992806)","(10.0, 21.0, 19.71111111111111)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:01.549003,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 11.3125)","(7.5, 6.6, 6.254676258992806)","(10.0, 21.0, 19.71111111111111)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:02.604323,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 11.3125)","(7.5, 6.6, 6.254676258992806)","(10.0, 21.0, 19.71111111111111)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:03.868619,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 11.3125)","(7.5, 6.6, 6.254676258992806)","(10.0, 21.0, 19.71111111111111)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:05.017301,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.54)","(4.8, 14.0, 11.911111111111111)","(4.6, 14.5, 11.3125)","(7.5, 6.6, 6.066666666666666)","(10.0, 21.0, 20.6)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 6.6)"
09-01-2023 09:25:06.225287,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 12.120000000000001)","(4.6, 14.5, 6.083333333333334)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:07.601657,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 12.120000000000001)","(4.6, 14.5, 6.083333333333334)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:08.915970,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:10.247159,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.8)","(4.6, 14.5, 6.083333333333334)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:11.322652,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.8)","(4.6, 14.5, 6.083333333333334)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:12.407502,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.8)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:13.548735,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.8)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:14.767946,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.8)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:15.934861,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:17.061982,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.3666666666666667)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:18.228354,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 20.740000000000002)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:19.442000,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 7.357142857142858)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 18.9)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:20.567287,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 11.133333333333333)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 18.9)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:21.801939,"(7.0, 29.0, 13.145454545454545)","(3.0, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 11.133333333333333)","(7.5, 6.6, 6.066666666666666)","(10.0, 22.0, 18.9)","(31.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:23.005546,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 11.133333333333333)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:24.232505,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 7.033333333333333)"
09-01-2023 09:25:25.370102,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 13.165217391304347)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:26.510056,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:27.644028,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:28.657895,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:29.777806,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:30.860390,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:32.029741,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:33.192103,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:34.343595,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:35.526573,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:36.642373,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 18.9)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:37.687126,"(7.0, 29.0, 13.145454545454545)","(3.1, 4.1, 3.0733333333333333)","(4.8, 14.0, 10.866666666666667)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 22.0, 16.3)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:38.746350,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 23.0, 16.3)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:39.802598,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.3666666666666667)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 23.0, 16.3)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:40.897726,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 23.0, 16.3)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:41.989556,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(7.0, 6.6, 6.066666666666666)","(11.0, 23.0, 16.3)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:43.096353,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(6.0, 6.6, 6.066666666666666)","(11.0, 23.0, 20.4)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:44.209719,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(6.0, 6.6, 6.066666666666666)","(11.0, 24.0, 20.4)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:45.393970,"(7.0, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(4.8, 14.0, 10.280000000000001)","(4.6, 14.5, 6.083333333333334)","(6.0, 6.6, 6.066666666666666)","(11.0, 24.0, 20.4)","(41.0, 440.0, 218.54545454545453)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:46.431451,"(7.5, 29.0, 13.290909090909093)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.280000000000001)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 6.066666666666666)","(11.0, 24.0, 22.690909090909088)","(41.0, 440.0, 297.0)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:47.467758,"(7.5, 38.0, 30.017391304347825)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.280000000000001)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.5268292682926825)","(11.0, 24.0, 22.654545454545456)","(41.0, 560.0, 297.0)","(5.5, 10.5, 9.608571428571429)"
09-01-2023 09:25:48.487625,"(7.5, 38.0, 17.866666666666667)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.280000000000001)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 560.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:49.515180,"(7.5, 38.0, 13.462499999999999)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 11.933333333333334)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:50.577906,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:51.684027,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:52.655266,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:53.673077,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:54.656119,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 6.083333333333334)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:55.603838,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.805882352941176)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:56.619402,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:57.707709,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.32)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:58.839524,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.9)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:25:59.911393,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 10.9)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:26:00.955651,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 12.16)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:26:01.935669,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 12.16)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:26:03.113523,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 12.16)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 10.5, 7.44)"
09-01-2023 09:26:04.222166,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.0, 12.16)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 24.0, 20.485714285714284)","(41.0, 500.0, 297.0)","(5.5, 10.5, 8.11111111111111)"
09-01-2023 09:26:05.325570,"(7.5, 38.0, 17.866666666666667)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.5, 8.68)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 25.0, 20.485714285714284)","(41.0, 560.0, 297.0)","(5.5, 11.5, 7.84)"
09-01-2023 09:26:06.401734,"(7.5, 38.0, 17.866666666666667)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.5, 8.68)","(4.8, 14.5, 8.1875)","(6.0, 6.6, 5.914285714285714)","(11.0, 25.0, 20.485714285714284)","(41.0, 560.0, 345.3333333333333)","(5.5, 11.5, 7.84)"
09-01-2023 09:26:07.429750,"(7.5, 36.0, 24.72)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.097222222222223)","(5.0, 6.6, 5.914285714285714)","(11.0, 25.0, 19.933333333333334)","(41.0, 500.0, 345.3333333333333)","(5.5, 11.5, 7.84)"
09-01-2023 09:26:08.434814,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.097222222222223)","(5.0, 6.6, 5.914285714285714)","(11.0, 25.0, 19.933333333333334)","(41.0, 500.0, 345.3333333333333)","(5.5, 11.5, 7.84)"
09-01-2023 09:26:09.537038,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.8777777777777773)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.914285714285714)","(11.0, 24.0, 22.422222222222224)","(41.0, 500.0, 345.3333333333333)","(5.5, 11.5, 7.84)"
09-01-2023 09:26:10.887898,"(7.5, 36.0, 21.900000000000002)","(3.1, 4.1, 3.733333333333333)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:12.073216,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.733333333333333)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:13.271232,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.733333333333333)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:14.336382,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.733333333333333)","(5.0, 14.5, 8.68)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:15.321095,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.733333333333333)","(5.0, 14.5, 7.074999999999999)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:16.439650,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.5, 7.074999999999999)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:17.562635,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.5, 7.074999999999999)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:18.564105,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.5, 7.074999999999999)","(4.8, 14.5, 13.887878787878787)","(5.0, 6.6, 5.676923076923077)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:19.615174,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.5, 7.074999999999999)","(4.8, 14.5, 13.097222222222223)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:20.603039,"(7.5, 36.0, 21.900000000000002)","(3.2, 4.1, 3.484)","(5.0, 14.0, 10.866666666666667)","(4.8, 14.5, 13.097222222222223)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:21.618245,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:22.614474,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:23.721704,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 345.3333333333333)","(6.0, 11.5, 7.84)"
09-01-2023 09:26:24.798948,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.422222222222224)","(51.0, 500.0, 297.0)","(6.0, 11.5, 8.885714285714286)"
09-01-2023 09:26:25.881251,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.9307692307692306)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.654545454545456)","(51.0, 560.0, 297.0)","(6.0, 11.5, 8.885714285714286)"
09-01-2023 09:26:27.016098,"(7.5, 38.0, 13.84)","(3.2, 4.1, 3.88)","(5.0, 14.0, 13.010526315789473)","(4.8, 14.5, 7.7666666666666675)","(5.0, 6.6, 5.7608391608391605)","(12.0, 24.0, 22.654545454545456)","(51.0, 560.0, 297.0)","(6.0, 11.5, 8.885714285714286)"
