,Happy As,Jogalong Blue,Eagle Uno,Im Freyja,Laker,Caribbean Spice,Knight Walker,Pocket More For Less Nz,Nightwatch Star,Caesars Rockstar
05-01-2023 13:43:41.785419,"(7.0, 9.6, 8.618181818181817)","(3.4, 4.7, 4.6647058823529415)","(5.0, 6.4, 5.825)","(51.0, 80.0, 63.333333333333336)","(71.0, 120.0, 97.72727272727272)","(101.0, 230.0, 220.0)","(26.0, 80.0, 64.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.658823529411764)","(15.0, 40.0, 23.333333333333332)"
05-01-2023 13:43:42.915412,"(7.0, 9.6, 8.618181818181817)","(3.4, 4.7, 4.6647058823529415)","(5.0, 6.2, 5.825)","(51.0, 80.0, 63.333333333333336)","(71.0, 120.0, 97.72727272727272)","(101.0, 230.0, 216.25)","(26.0, 80.0, 53.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.8, 5.658823529411764)","(15.0, 38.0, 19.142857142857142)"
05-01-2023 13:43:44.032818,"(7.0, 9.6, 8.618181818181817)","(3.4, 5.8, 5.199999999999999)","(5.0, 6.2, 5.82)","(51.0, 80.0, 59.166666666666664)","(71.0, 120.0, 97.72727272727272)","(101.0, 230.0, 216.25)","(26.0, 80.0, 53.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.8, 5.65)","(15.0, 38.0, 22.666666666666668)"
05-01-2023 13:43:45.157871,"(7.0, 8.2, 7.141176470588235)","(3.4, 5.8, 5.6)","(5.0, 6.2, 5.825)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 95.0)","(101.0, 230.0, 220.0)","(26.0, 80.0, 61.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.8, 5.65)","(15.0, 36.0, 18.571428571428573)"
05-01-2023 13:43:46.320607,"(7.0, 8.2, 6.866666666666666)","(3.4, 5.7, 5.15)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 95.0)","(101.0, 230.0, 220.0)","(26.0, 75.0, 61.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.8, 5.65)","(15.0, 34.0, 18.571428571428573)"
05-01-2023 13:43:47.464018,"(7.0, 8.2, 7.666666666666666)","(3.4, 5.6, 4.683333333333333)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 97.0)","(101.0, 230.0, 220.0)","(26.0, 75.0, 61.33333333333333)","(4.2, 99999, 99990)","(4.0, 5.8, 5.65)","(15.0, 34.0, 23.363636363636363)"
05-01-2023 13:43:48.674939,"(7.0, 8.2, 7.666666666666666)","(3.4, 5.6, 4.683333333333333)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 97.0)","(101.0, 230.0, 220.0)","(26.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.64)","(15.0, 34.0, 23.636363636363637)"
05-01-2023 13:43:49.743803,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.6, 4.683333333333333)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 97.0)","(101.0, 230.0, 220.0)","(26.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.64)","(15.0, 34.0, 23.636363636363637)"
05-01-2023 13:43:50.843453,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.5, 4.8999999999999995)","(5.0, 6.4, 5.83)","(51.0, 80.0, 63.333333333333336)","(71.0, 120.0, 100.55555555555556)","(101.0, 230.0, 220.0)","(26.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.64)","(15.0, 34.0, 24.75)"
05-01-2023 13:43:52.052318,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.5, 4.75)","(5.0, 6.4, 5.818181818181818)","(51.0, 80.0, 63.333333333333336)","(71.0, 120.0, 97.72727272727272)","(101.0, 230.0, 220.0)","(26.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.609090909090909)","(15.0, 34.0, 24.75)"
05-01-2023 13:43:53.213970,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.5, 4.75)","(5.0, 6.2, 5.818181818181818)","(51.0, 80.0, 63.333333333333336)","(71.0, 120.0, 97.72727272727272)","(101.0, 230.0, 220.0)","(26.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.609090909090909)","(15.0, 34.0, 24.75)"
05-01-2023 13:43:54.605442,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.5, 4.75)","(5.0, 6.2, 5.833333333333333)","(51.0, 80.0, 59.166666666666664)","(71.0, 100.0, 99.62962962962963)","(101.0, 230.0, 216.25)","(26.0, 75.0, 65.38461538461539)","(4.2, 99999, 99990)","(4.0, 5.8, 5.628571428571428)","(15.0, 34.0, 24.75)"
05-01-2023 13:43:55.785906,"(6.5, 8.2, 7.239999999999999)","(3.4, 5.8, 5.199999999999999)","(5.0, 6.0, 5.833333333333333)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 99.62962962962963)","(101.0, 230.0, 220.0)","(31.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.628571428571428)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:43:57.016593,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.8, 5.65)","(5.0, 6.4, 5.8374999999999995)","(51.0, 80.0, 63.333333333333336)","(71.0, 100.0, 104.61538461538461)","(101.0, 230.0, 220.0)","(31.0, 75.0, 70.0)","(4.2, 99999, 99990)","(4.0, 5.8, 5.56)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:43:58.389618,"(6.5, 8.2, 7.799999999999999)","(3.4, 5.7, 5.15)","(5.0, 6.4, 5.83)","(51.0, 80.0, 60.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 220.0)","(31.0, 75.0, 69.44444444444444)","(4.2, 99999, 99990)","(4.0, 5.8, 5.56)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:43:59.548954,"(6.5, 8.2, 7.799999999999999)","(3.4, 5.7, 5.15)","(5.0, 6.4, 5.83)","(51.0, 80.0, 55.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 216.25)","(31.0, 75.0, 61.53846153846154)","(4.2, 99999, 99990)","(4.0, 5.8, 5.279999999999999)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:00.678145,"(6.5, 8.2, 7.666666666666666)","(3.4, 5.7, 5.15)","(5.0, 6.4, 5.83)","(51.0, 80.0, 55.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 216.25)","(31.0, 75.0, 60.416666666666664)","(4.2, 99999, 99990)","(4.0, 5.6, 5.279999999999999)","(15.0, 34.0, 28.157894736842106)"
05-01-2023 13:44:01.847219,"(6.5, 8.2, 7.56)","(3.4, 5.6, 4.894117647058823)","(5.0, 6.4, 5.83)","(51.0, 80.0, 55.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 216.25)","(31.0, 75.0, 60.416666666666664)","(4.2, 99999, 99990)","(4.0, 5.6, 5.279999999999999)","(15.0, 34.0, 28.157894736842106)"
05-01-2023 13:44:02.983189,"(6.5, 8.2, 7.56)","(3.4, 5.6, 4.894117647058823)","(5.0, 6.4, 5.8428571428571425)","(51.0, 80.0, 55.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 214.28571428571428)","(31.0, 70.0, 63.333333333333336)","(4.2, 99999, 99990)","(4.0, 5.6, 5.381818181818182)","(15.0, 34.0, 28.157894736842106)"
05-01-2023 13:44:04.201453,"(6.5, 8.2, 7.799999999999999)","(3.4, 5.2, 4.975)","(5.0, 6.4, 5.8428571428571425)","(51.0, 80.0, 55.0)","(71.0, 120.0, 103.52941176470588)","(101.0, 230.0, 195.0)","(31.0, 70.0, 61.875)","(4.2, 99999, 99990)","(4.0, 5.6, 5.381818181818182)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:05.261376,"(6.5, 9.2, 7.7142857142857135)","(3.4, 5.5, 5.242857142857143)","(5.0, 6.4, 5.8428571428571425)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 220.0, 195.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 5.6, 5.381818181818182)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:06.385379,"(6.5, 9.2, 7.7142857142857135)","(3.4, 5.4, 5.31764705882353)","(5.0, 5.6, 5.506666666666667)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 220.0, 174.54545454545456)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 5.6, 5.279999999999999)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:07.630224,"(6.5, 9.2, 7.309090909090909)","(3.4, 5.4, 4.5249999999999995)","(5.0, 5.6, 5.506666666666667)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 220.0, 170.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 5.6, 5.979310344827586)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:08.741463,"(6.5, 8.2, 7.3428571428571425)","(3.4, 5.3, 4.8545454545454545)","(5.0, 5.6, 5.506666666666667)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 220.0, 170.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 6.0, 5.979310344827586)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:09.923556,"(6.5, 8.2, 7.199999999999999)","(3.4, 5.3, 5.02)","(5.0, 5.6, 5.506666666666667)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 200.0, 160.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 6.2, 6.170491803278689)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:11.124437,"(6.5, 8.2, 7.199999999999999)","(3.4, 5.3, 5.02)","(5.0, 5.6, 5.506666666666667)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 200.0, 160.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 6.2, 6.170491803278689)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:12.284194,"(6.5, 8.2, 7.2)","(3.4, 5.3, 5.02)","(5.0, 5.5, 5.4)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 200.0, 160.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 6.2, 6.170491803278689)","(15.0, 34.0, 26.07142857142857)"
05-01-2023 13:44:13.400142,"(6.5, 8.2, 6.866666666666666)","(3.4, 5.2, 4.972727272727273)","(5.0, 5.6, 5.28)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 200.0, 160.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.0, 6.2, 6.170491803278689)","(15.0, 34.0, 24.5)"
05-01-2023 13:44:14.508944,"(6.5, 8.2, 7.133333333333333)","(3.4, 5.3, 5.15)","(4.8, 5.6, 5.28)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 200.0, 155.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.2, 6.25)","(15.0, 34.0, 29.92857142857143)"
05-01-2023 13:44:15.828723,"(6.5, 8.2, 7.917647058823529)","(3.4, 5.3, 5.1125)","(4.8, 5.6, 5.287804878048781)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 190.0, 145.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.8, 6.085714285714285)","(15.0, 34.0, 27.294117647058826)"
05-01-2023 13:44:16.991854,"(6.5, 8.2, 7.917647058823529)","(3.4, 5.3, 5.1125)","(4.8, 5.6, 5.287804878048781)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 190.0, 145.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.8, 6.1571428571428575)","(15.0, 34.0, 27.294117647058826)"
05-01-2023 13:44:18.242816,"(6.5, 8.2, 7.917647058823529)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.5, 5.317391304347826)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 190.0, 145.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.8, 6.1571428571428575)","(15.0, 34.0, 27.294117647058826)"
05-01-2023 13:44:19.531964,"(6.5, 8.2, 7.917647058823529)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.5, 5.317391304347826)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 190.0, 145.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.8, 6.1571428571428575)","(15.0, 34.0, 26.0)"
05-01-2023 13:44:20.933235,"(6.5, 8.2, 7.917647058823529)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.6, 5.297297297297297)","(51.0, 80.0, 61.25)","(71.0, 120.0, 103.52941176470588)","(101.0, 190.0, 155.0)","(31.0, 65.0, 61.875)","(4.2, 99999, 99990)","(4.2, 6.8, 6.228571428571429)","(15.0, 32.0, 26.846153846153847)"
05-01-2023 13:44:22.267840,"(6.5, 8.2, 7.359999999999999)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.6, 5.297297297297297)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 65.0, 61.81818181818182)","(4.2, 99999, 99990)","(4.2, 6.8, 6.371428571428572)","(15.0, 29.0, 26.0)"
05-01-2023 13:44:23.459917,"(6.5, 8.2, 7.359999999999999)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.6, 5.297297297297297)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 62.5)","(4.2, 99999, 99990)","(4.2, 6.8, 6.371428571428572)","(15.0, 28.0, 26.0)"
05-01-2023 13:44:24.693608,"(6.5, 8.2, 7.359999999999999)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.6, 5.234285714285714)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 62.5)","(4.2, 99999, 99990)","(4.2, 6.8, 6.371428571428572)","(15.0, 28.0, 26.0)"
05-01-2023 13:44:25.973525,"(6.5, 8.0, 6.888888888888888)","(3.6, 5.3, 4.942857142857143)","(4.8, 5.6, 5.234285714285714)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 62.5)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 28.0, 22.2)"
05-01-2023 13:44:27.124118,"(6.5, 7.6, 7.0285714285714285)","(3.6, 5.3, 4.966666666666667)","(4.8, 5.6, 5.234285714285714)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 27.0, 19.0)"
05-01-2023 13:44:28.251783,"(6.5, 7.4, 6.610526315789474)","(3.6, 5.3, 5.107142857142857)","(4.8, 5.5, 5.281818181818182)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 26.0, 17.833333333333332)"
05-01-2023 13:44:29.498871,"(6.5, 7.4, 6.430769230769231)","(3.6, 5.3, 5.081818181818182)","(4.8, 5.5, 5.26)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 26.0, 17.833333333333332)"
05-01-2023 13:44:30.731162,"(6.5, 7.4, 6.32)","(3.6, 5.3, 5.1499999999999995)","(4.8, 5.5, 5.281818181818182)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 26.0, 18.214285714285715)"
05-01-2023 13:44:31.912569,"(6.5, 6.6, 6.533333333333333)","(3.6, 5.3, 5.199999999999999)","(4.8, 5.5, 5.3545454545454545)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 25.0, 20.964285714285715)"
05-01-2023 13:44:33.058024,"(6.0, 6.6, 6.533333333333333)","(3.6, 5.3, 5.136363636363637)","(4.8, 5.6, 5.419354838709678)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 24.0, 21.636363636363637)"
05-01-2023 13:44:34.215524,"(6.0, 6.6, 6.533333333333333)","(3.6, 5.3, 5.0)","(4.8, 5.6, 5.1625)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.569230769230769)","(15.0, 23.0, 20.272727272727273)"
05-01-2023 13:44:35.382176,"(6.0, 6.6, 6.5)","(3.6, 5.3, 4.8069444444444445)","(4.8, 5.5, 5.26)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.753846153846154)","(15.0, 23.0, 20.555555555555557)"
05-01-2023 13:44:36.550397,"(6.0, 6.6, 6.5)","(3.6, 5.2, 4.9)","(4.8, 5.5, 5.188888888888888)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.753846153846154)","(15.0, 22.0, 20.555555555555557)"
05-01-2023 13:44:37.704525,"(6.0, 6.6, 6.5)","(3.6, 5.2, 4.85)","(4.8, 5.5, 5.3)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.753846153846154)","(15.0, 22.0, 20.555555555555557)"
05-01-2023 13:44:38.970367,"(6.0, 6.6, 6.292307692307692)","(3.6, 5.2, 5.033333333333333)","(4.8, 5.0, 4.983333333333333)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 144.28571428571428)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.753846153846154)","(15.0, 22.0, 20.555555555555557)"
05-01-2023 13:44:40.217064,"(6.0, 6.6, 6.242857142857143)","(3.6, 5.2, 5.116666666666667)","(4.8, 5.0, 4.8375)","(51.0, 80.0, 61.25)","(71.0, 120.0, 103.52941176470588)","(101.0, 180.0, 150.0)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.7625)","(15.0, 22.0, 21.53846153846154)"
05-01-2023 13:44:41.440080,"(6.0, 6.8, 6.264285714285714)","(3.6, 5.2, 5.116666666666667)","(4.8, 4.9, 4.8375)","(51.0, 80.0, 61.25)","(71.0, 120.0, 103.52941176470588)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.7625)","(15.0, 22.0, 31.789473684210527)"
05-01-2023 13:44:43.163133,"(6.0, 6.6, 6.070588235294117)","(3.6, 5.2, 5.08)","(4.8, 4.9, 4.823076923076923)","(51.0, 80.0, 61.25)","(71.0, 120.0, 103.52941176470588)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.2, 6.8, 6.7625)","(15.0, 36.0, 30.18181818181818)"
05-01-2023 13:44:44.502246,"(6.0, 6.6, 6.070588235294117)","(3.7, 5.2, 5.08)","(4.8, 4.9, 4.823076923076923)","(51.0, 80.0, 61.25)","(71.0, 120.0, 104.44444444444444)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.4, 6.8, 7.034782608695653)","(16.0, 36.0, 30.5)"
05-01-2023 13:44:45.862070,"(6.0, 6.6, 6.038709677419355)","(3.7, 5.3, 5.063157894736842)","(4.8, 4.9, 4.66)","(51.0, 80.0, 61.25)","(71.0, 120.0, 104.44444444444444)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.4, 7.4, 6.92)","(16.0, 32.0, 25.0)"
05-01-2023 13:44:47.181100,"(6.0, 6.4, 6.25)","(3.7, 5.3, 5.063157894736842)","(4.8, 4.9, 4.669230769230769)","(51.0, 80.0, 62.54545454545455)","(71.0, 120.0, 104.44444444444444)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.4, 7.4, 6.914285714285715)","(16.0, 29.0, 23.0)"
05-01-2023 13:44:48.440032,"(6.0, 6.4, 5.986956521739131)","(3.7, 5.3, 5.4)","(4.8, 4.9, 4.769230769230769)","(51.0, 80.0, 54.285714285714285)","(71.0, 120.0, 105.26315789473684)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 64.375)","(4.2, 99999, 99990)","(4.4, 7.2, 7.090909090909091)","(16.0, 28.0, 23.0)"
05-01-2023 13:44:49.709693,"(6.0, 6.0, 5.917391304347826)","(3.7, 5.5, 5.4)","(4.8, 4.8, 4.769230769230769)","(51.0, 80.0, 61.25)","(71.0, 120.0, 105.26315789473684)","(101.0, 170.0, 141.42857142857142)","(31.0, 70.0, 47.69230769230769)","(4.2, 99999, 99990)","(4.4, 7.2, 7.085714285714285)","(16.0, 28.0, 23.0)"
05-01-2023 13:44:51.019203,"(6.0, 6.0, 5.848)","(3.7, 5.2, 5.78876404494382)","(4.8, 4.8, 4.785714285714286)","(51.0, 80.0, 61.25)","(71.0, 120.0, 105.26315789473684)","(101.0, 170.0, 141.42857142857142)","(31.0, 60.0, 46.8235294117647)","(4.2, 99999, 99990)","(4.4, 7.2, 7.12)","(16.0, 28.0, 23.0)"
05-01-2023 13:44:52.364092,"(6.0, 5.8, 5.770588235294118)","(3.7, 5.8, 5.325)","(4.8, 4.8, 4.742857142857143)","(51.0, 80.0, 60.55555555555556)","(71.0, 120.0, 105.26315789473684)","(101.0, 170.0, 141.42857142857142)","(31.0, 60.0, 42.61538461538461)","(4.2, 99999, 99990)","(4.4, 7.2, 7.545454545454546)","(16.0, 28.0, 25.0)"
05-01-2023 13:44:53.746408,"(6.0, 5.8, 5.770588235294118)","(3.7, 5.7, 5.325)","(4.8, 4.9, 4.742857142857143)","(51.0, 80.0, 60.55555555555556)","(71.0, 120.0, 113.05555555555556)","(101.0, 170.0, 200.0)","(31.0, 55.0, 41.111111111111114)","(4.2, 99999, 99990)","(4.4, 7.8, 7.545454545454546)","(16.0, 27.0, 24.11111111111111)"
05-01-2023 13:44:55.037071,"(6.0, 6.2, 6.133333333333334)","(3.7, 5.7, 5.49)","(4.8, 4.9, 4.714285714285714)","(51.0, 80.0, 56.0)","(71.0, 120.0, 113.05555555555556)","(101.0, 220.0, 195.0)","(31.0, 50.0, 48.0)","(4.2, 99999, 99990)","(4.4, 7.8, 7.64)","(16.0, 25.0, 23.142857142857142)"
05-01-2023 13:44:56.329154,"(6.0, 6.0, 5.973913043478261)","(3.7, 5.7, 5.625)","(4.8, 4.8, 4.74)","(51.0, 80.0, 56.0)","(71.0, 120.0, 113.05555555555556)","(101.0, 220.0, 195.0)","(31.0, 50.0, 48.0)","(4.2, 99999, 99990)","(4.4, 7.8, 7.488888888888889)","(16.0, 24.0, 23.142857142857142)"
05-01-2023 13:44:57.563069,"(6.0, 6.0, 5.9125)","(3.7, 5.8, 5.55)","(4.8, 5.0, 4.666666666666667)","(51.0, 80.0, 56.0)","(71.0, 120.0, 113.05555555555556)","(101.0, 220.0, 157.5)","(31.0, 50.0, 43.0)","(4.2, 99999, 99990)","(4.4, 7.6, 7.1764705882352935)","(16.0, 24.0, 26.833333333333336)"
05-01-2023 13:44:58.792114,"(6.0, 6.0, 5.9125)","(3.7, 5.4, 5.361904761904762)","(4.8, 5.3, 4.742424242424242)","(51.0, 80.0, 60.0)","(71.0, 120.0, 108.0)","(101.0, 210.0, 152.85714285714286)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.6, 7.254545454545455)","(16.0, 28.0, 26.166666666666668)"
05-01-2023 13:45:00.066474,"(6.0, 6.0, 5.846728971962617)","(3.7, 5.4, 5.383333333333334)","(4.8, 4.7, 4.683333333333334)","(51.0, 80.0, 60.0)","(71.0, 110.0, 108.0)","(101.0, 210.0, 176.66666666666666)","(31.0, 50.0, 39.166666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.254545454545455)","(16.0, 27.0, 23.5)"
05-01-2023 13:45:01.297075,"(6.0, 5.7, 5.656896551724138)","(3.7, 5.4, 5.383333333333334)","(4.8, 5.2, 5.0)","(51.0, 80.0, 60.0)","(71.0, 110.0, 108.0)","(101.0, 200.0, 176.66666666666666)","(31.0, 55.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.285714285714286)","(16.0, 25.0, 23.5)"
05-01-2023 13:45:02.530439,"(6.0, 5.7, 5.65575221238938)","(3.7, 5.4, 5.383157894736843)","(4.8, 5.2, 4.8500000000000005)","(51.0, 80.0, 60.0)","(71.0, 110.0, 107.5)","(101.0, 200.0, 165.0)","(31.0, 50.0, 39.8)","(4.2, 99999, 99990)","(4.4, 7.4, 7.266666666666667)","(16.0, 25.0, 22.25)"
05-01-2023 13:45:03.857788,"(6.0, 5.7, 5.657798165137614)","(3.7, 5.5, 5.438461538461539)","(4.8, 4.6, 4.54)","(51.0, 80.0, 61.25)","(71.0, 220.0, 138.33333333333334)","(101.0, 210.0, 180.0)","(31.0, 55.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.24)","(16.0, 26.0, 22.25)"
05-01-2023 13:45:05.176256,"(6.0, 5.7, 5.653535353535354)","(3.7, 5.5, 5.433333333333334)","(4.8, 4.6, 4.54)","(51.0, 80.0, 61.25)","(71.0, 140.0, 126.66666666666667)","(101.0, 210.0, 180.0)","(31.0, 50.0, 40.666666666666664)","(4.2, 99999, 99990)","(4.4, 7.4, 7.030769230769231)","(16.0, 26.0, 22.25)"
