,Elettrica,Banana Queen,Zelady Luck,Silk Tie,Sweet Mercy,Empress El,Arranmore,Flying Tyrol,Carolina Fire
04-01-2023 14:15:51.683266,"(2.9, 3.35, 3.3117283950617282)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.601063829787233)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.1667924528301885)","(21.0, 34.0, 31.962962962962962)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 82.5)","(31.0, 40.0, 39.111111111111114)"
04-01-2023 14:15:52.935214,"(2.9, 3.35, 3.3117283950617282)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.55665024630542)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.2061170212765955)","(21.0, 34.0, 31.59090909090909)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 82.5)","(31.0, 40.0, 39.42857142857143)"
04-01-2023 14:15:54.159859,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.54326923076923)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.2061170212765955)","(21.0, 32.0, 31.59090909090909)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 82.5)","(31.0, 40.0, 39.42857142857143)"
04-01-2023 14:15:55.463164,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.530516431924884)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.2061170212765955)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 82.5)","(31.0, 40.0, 39.42857142857143)"
04-01-2023 14:15:56.743641,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.530516431924884)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.2061170212765955)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 78.0)","(31.0, 40.0, 39.42857142857143)"
04-01-2023 14:15:57.978228,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.530516431924884)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.2061170212765955)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.80813953488372)","(51.0, 90.0, 76.875)","(31.0, 40.0, 39.368421052631575)"
04-01-2023 14:15:59.194008,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.514035087719298)","(14.0, 17.0, 16.63803680981595)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.205361930294906)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.798780487804878)","(51.0, 90.0, 76.875)","(31.0, 40.0, 38.84615384615385)"
04-01-2023 14:16:00.343054,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.548571428571429)","(14.0, 17.0, 16.63803680981595)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.205361930294906)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.798780487804878)","(51.0, 90.0, 76.875)","(31.0, 40.0, 38.84615384615385)"
04-01-2023 14:16:01.477789,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.548571428571429)","(14.0, 17.0, 16.59027777777778)","(16.0, 26.0, 24.0)","(3.7, 4.3, 4.205361930294906)","(21.0, 32.0, 31.307692307692307)","(11.0, 14.0, 13.798780487804878)","(51.0, 90.0, 76.875)","(31.0, 40.0, 38.84615384615385)"
04-01-2023 14:16:02.654019,"(2.9, 3.35, 3.311370716510903)","(4.0, 4.7, 4.548571428571429)","(14.0, 17.0, 16.59027777777778)","(17.0, 26.0, 23.272727272727273)","(3.7, 4.3, 4.205361930294906)","(21.0, 32.0, 30.764705882352942)","(11.0, 14.0, 13.554054054054054)","(51.0, 90.0, 76.875)","(31.0, 40.0, 38.8)"
04-01-2023 14:16:03.781224,"(2.9, 3.35, 3.309344262295082)","(4.0, 4.7, 4.643478260869565)","(14.0, 17.0, 16.59027777777778)","(17.0, 26.0, 23.272727272727273)","(3.7, 4.3, 4.195027624309392)","(21.0, 32.0, 31.0)","(11.0, 14.0, 13.590909090909092)","(51.0, 90.0, 76.875)","(31.0, 40.0, 38.92857142857143)"
04-01-2023 14:16:04.870716,"(2.9, 3.3, 3.292930327868852)","(4.0, 4.7, 4.643478260869565)","(14.0, 17.0, 16.59027777777778)","(17.0, 26.0, 23.352941176470587)","(3.7, 4.2, 4.213480392156863)","(21.0, 32.0, 31.333333333333332)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 82.5)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 14:16:05.934943,"(2.9, 3.35, 3.304411764705882)","(4.0, 4.7, 4.664285714285715)","(14.0, 17.0, 16.606666666666666)","(17.0, 26.0, 23.352941176470587)","(3.7, 4.3, 4.21175)","(21.0, 32.0, 31.454545454545453)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 82.5)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 14:16:07.092653,"(2.9, 3.35, 3.3122526636225267)","(4.0, 4.7, 4.5495918367346935)","(14.0, 17.0, 16.606666666666666)","(17.0, 26.0, 23.352941176470587)","(3.7, 4.3, 4.208311688311689)","(21.0, 32.0, 31.454545454545453)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 82.5)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 14:16:08.248176,"(2.9, 3.35, 3.3122526636225267)","(4.0, 4.8, 4.5495918367346935)","(14.0, 17.0, 16.606666666666666)","(17.0, 26.0, 23.352941176470587)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 31.454545454545453)","(11.0, 14.0, 13.540816326530612)","(51.0, 90.0, 82.5)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 14:16:09.414828,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.550609756097561)","(14.0, 17.0, 16.606666666666666)","(17.0, 26.0, 24.548387096774192)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 31.454545454545453)","(11.0, 14.0, 13.540816326530612)","(51.0, 90.0, 82.5)","(31.0, 40.0, 36.666666666666664)"
04-01-2023 14:16:10.596392,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.622559652928416)","(14.0, 17.0, 16.606666666666666)","(17.0, 26.0, 24.548387096774192)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 31.454545454545453)","(11.0, 14.0, 13.540816326530612)","(51.0, 90.0, 82.5)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:11.844641,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.625957446808511)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 24.548387096774192)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 13.540816326530612)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:13.139125,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.625847457627119)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 24.88888888888889)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:14.376976,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.625847457627119)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 24.88888888888889)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:15.591826,"(2.9, 3.35, 3.312985074626866)","(4.0, 4.8, 4.625847457627119)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 23.74074074074074)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 13.544444444444444)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:16.846624,"(2.9, 3.4, 3.3208436724565757)","(4.0, 4.8, 4.625206611570247)","(14.0, 17.0, 16.611842105263158)","(17.0, 24.0, 24.714285714285715)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 13.642857142857142)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:18.115289,"(2.9, 3.4, 3.361842105263158)","(4.0, 4.8, 4.625258799171842)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203551912568306)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.0, 14.125)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:19.316775,"(2.9, 3.4, 3.352529761904762)","(4.0, 4.8, 4.625258799171842)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.5, 14.125)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:20.463290,"(2.9, 3.4, 3.352529761904762)","(4.0, 4.8, 4.625258799171842)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.5, 13.985714285714286)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:21.608217,"(2.9, 3.4, 3.352529761904762)","(4.0, 4.8, 4.625258799171842)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.5, 14.153846153846153)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:22.667840,"(2.9, 3.4, 3.3525)","(4.0, 4.8, 4.625258799171842)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.444444444444443)","(11.0, 14.5, 14.21875)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.0)"
04-01-2023 14:16:23.736180,"(2.9, 3.4, 3.352529761904762)","(4.0, 4.8, 4.55606936416185)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.8)","(11.0, 14.5, 14.21875)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:24.812388,"(2.9, 3.4, 3.352529761904762)","(4.0, 4.8, 4.552734375)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.8)","(11.0, 14.5, 14.21875)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:25.981468,"(2.9, 3.4, 3.352291105121294)","(4.0, 4.7, 4.656521739130435)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.8)","(11.0, 14.5, 14.21875)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:27.155043,"(2.9, 3.4, 3.352291105121294)","(4.0, 4.7, 4.652542372881356)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 30.875)","(11.0, 14.5, 14.108695652173912)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:28.398757,"(2.9, 3.4, 3.352291105121294)","(4.0, 4.7, 4.60561797752809)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.5, 14.071428571428571)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:29.558409,"(2.9, 3.4, 3.3544987146529563)","(4.0, 4.7, 4.541860465116279)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.5, 13.985714285714286)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:30.818065,"(2.9, 3.4, 3.3544987146529563)","(4.0, 4.6, 4.541860465116279)","(14.0, 17.0, 16.611842105263158)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.5, 14.304347826086957)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:32.107515,"(2.9, 3.4, 3.3384347826086955)","(4.0, 4.6, 4.519354838709678)","(14.0, 17.0, 16.904761904761905)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.18181818181818)","(11.0, 14.5, 14.34375)","(51.0, 90.0, 84.47368421052632)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:33.405181,"(2.9, 3.4, 3.382720588235294)","(4.0, 4.6, 4.522666666666667)","(14.0, 17.0, 16.916666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.25)","(11.0, 14.5, 14.125)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:34.621228,"(2.9, 3.4, 3.382720588235294)","(4.0, 4.6, 4.522666666666667)","(14.0, 17.0, 16.916666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.25)","(11.0, 14.5, 14.125)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:16:35.752559,"(2.9, 3.4, 3.382720588235294)","(4.0, 4.6, 4.522666666666667)","(14.0, 17.0, 16.916666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.125)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:36.892660,"(2.9, 3.4, 3.382720588235294)","(4.0, 4.6, 4.522666666666667)","(14.0, 17.0, 16.416666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.125)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:38.015149,"(2.9, 3.4, 3.3673611111111112)","(4.0, 4.6, 4.522666666666667)","(14.0, 16.5, 16.416666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.108695652173912)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:39.145084,"(2.9, 3.4, 3.3992753623188405)","(4.0, 4.6, 4.515942028985507)","(14.0, 16.5, 16.416666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.081395348837209)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:40.203692,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.515942028985507)","(14.0, 16.5, 16.416666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.081395348837209)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:41.322539,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.515942028985507)","(14.0, 16.5, 16.416666666666668)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.081395348837209)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:42.436908,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.503333333333333)","(14.0, 16.5, 16.419354838709676)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 13.985714285714286)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:43.592672,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.476595744680851)","(14.0, 18.5, 17.71875)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 13.985714285714286)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:44.768905,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.476595744680851)","(14.0, 18.0, 17.794117647058822)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 13.985714285714286)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:45.910164,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.476595744680851)","(14.0, 18.0, 17.58823529411765)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.204918032786885)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:47.108013,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.476595744680851)","(14.0, 18.0, 17.58823529411765)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.625)","(11.0, 14.5, 14.242857142857144)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:48.383724,"(2.9, 3.4, 3.373611111111111)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.58823529411765)","(17.0, 26.0, 25.0)","(3.7, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 86.25)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:49.644027,"(2.9, 3.4, 3.3728571428571428)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.58823529411765)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 85.71428571428571)","(31.0, 40.0, 38.5)"
04-01-2023 14:16:50.847521,"(2.9, 3.4, 3.3728571428571428)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.58823529411765)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:52.054208,"(2.9, 3.4, 3.3692307692307693)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.954545454545453)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:53.189130,"(2.9, 3.4, 3.3692307692307693)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.954545454545453)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:54.374450,"(2.9, 3.4, 3.3692307692307693)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.0, 17.954545454545453)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:55.494330,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 17.666666666666668)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.203601108033241)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:56.640898,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.38425925925926)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.208661417322835)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:57.740833,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.38425925925926)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.208661417322835)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.223076923076924)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:16:58.915434,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.1875)","(17.0, 26.0, 25.0)","(3.8, 4.3, 4.17436974789916)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:00.074178,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.1875)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.1815668202764975)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 84.16666666666667)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:01.229197,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.1875)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.1815668202764975)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:02.398708,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.464285714285714)","(14.0, 18.5, 18.1875)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.1815668202764975)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:03.588399,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.142857142857142)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.1815668202764975)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:04.836189,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.083333333333332)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.181981981981982)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:05.957777,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.083333333333332)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.181981981981982)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:06.978937,"(2.9, 3.4, 3.366519823788546)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.083333333333332)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.181981981981982)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:08.027239,"(2.9, 3.4, 3.382236842105263)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.083333333333332)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.191978609625669)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 80.89285714285714)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:09.121568,"(2.9, 3.4, 3.382236842105263)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 18.083333333333332)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.191978609625669)","(21.0, 32.0, 31.678571428571427)","(11.0, 14.5, 14.209677419354838)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:10.274426,"(2.9, 3.4, 3.382236842105263)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.486486486486488)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.19)","(21.0, 32.0, 32.78787878787879)","(11.0, 14.5, 14.153846153846153)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:11.395327,"(2.9, 3.4, 3.3790697674418606)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.45)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.19)","(21.0, 34.0, 31.25)","(11.0, 14.5, 14.153846153846153)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:12.539396,"(2.9, 3.4, 3.3790697674418606)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.45)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.19)","(21.0, 34.0, 32.22222222222222)","(11.0, 14.5, 14.153846153846153)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:13.718567,"(2.9, 3.35, 3.338364779874214)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.363636363636363)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.19)","(21.0, 34.0, 32.857142857142854)","(11.0, 14.5, 14.235294117647058)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:14.897362,"(2.9, 3.35, 3.334453781512605)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.363636363636363)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.19)","(21.0, 34.0, 32.857142857142854)","(11.0, 14.5, 14.235294117647058)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:16.039519,"(2.9, 3.35, 3.334453781512605)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.160714285714285)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.196428571428571)","(21.0, 34.0, 32.857142857142854)","(11.0, 14.5, 14.235294117647058)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
04-01-2023 14:17:17.200497,"(2.9, 3.35, 3.334453781512605)","(4.0, 4.6, 4.431111111111111)","(14.0, 18.5, 17.14516129032258)","(17.0, 26.0, 25.0)","(3.8, 4.2, 4.196428571428571)","(21.0, 34.0, 32.857142857142854)","(11.0, 14.5, 14.235294117647058)","(51.0, 90.0, 82.03125)","(31.0, 40.0, 38.75)"
