,Elettrica,Banana Queen,Zelady Luck,Silk Tie,Sweet Mercy,Empress El,Arranmore,Flying Tyrol,Carolina Fire
04-01-2023 14:20:00.390664,"(2.9, 3.35, 3.3370535714285716)","(4.0, 4.5, 4.355172413793103)","(14.0, 17.5, 17.166666666666668)","(18.0, 30.0, 29.21875)","(3.7, 4.1, 4.067904509283819)","(26.0, 38.0, 39.11538461538461)","(11.0, 14.5, 14.233333333333333)","(51.0, 85.0, 82.0)","(31.0, 42.0, 41.84615384615385)"
04-01-2023 14:20:01.786780,"(2.9, 3.35, 3.332894736842105)","(4.0, 4.5, 4.367768595041322)","(14.0, 17.5, 17.166666666666668)","(18.0, 30.0, 29.96747967479675)","(3.7, 4.1, 4.064619883040935)","(26.0, 42.0, 39.27272727272727)","(11.0, 14.5, 14.233333333333333)","(51.0, 85.0, 82.0)","(31.0, 42.0, 41.84615384615385)"
04-01-2023 14:20:03.131376,"(2.9, 3.35, 3.33125)","(4.0, 4.5, 4.352631578947368)","(14.0, 17.5, 17.48905109489051)","(18.0, 30.0, 33.6)","(3.7, 4.1, 4.064619883040935)","(26.0, 42.0, 39.368421052631575)","(11.0, 14.5, 14.136363636363637)","(51.0, 85.0, 83.125)","(31.0, 42.0, 41.89473684210526)"
04-01-2023 14:20:04.646918,"(2.9, 3.35, 3.317647058823529)","(4.0, 4.5, 4.352631578947368)","(14.0, 17.5, 16.74331550802139)","(18.0, 36.0, 34.90909090909091)","(3.7, 4.1, 4.090204081632653)","(26.0, 42.0, 39.368421052631575)","(11.0, 14.5, 14.136363636363637)","(51.0, 85.0, 84.0)","(31.0, 42.0, 41.86666666666667)"
04-01-2023 14:20:05.881135,"(2.9, 3.35, 3.3298165137614677)","(4.0, 4.5, 4.352631578947368)","(14.0, 17.0, 16.74331550802139)","(18.0, 36.0, 34.90909090909091)","(3.7, 4.1, 4.090204081632653)","(26.0, 42.0, 39.368421052631575)","(11.0, 14.5, 14.136363636363637)","(51.0, 85.0, 84.0)","(31.0, 42.0, 41.55555555555556)"
04-01-2023 14:20:07.156370,"(2.9, 3.35, 3.3384615384615386)","(4.0, 4.5, 4.346153846153846)","(14.0, 17.0, 16.83233532934132)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.090204081632653)","(26.0, 42.0, 39.0)","(11.0, 14.5, 14.136363636363637)","(51.0, 85.0, 84.0)","(31.0, 42.0, 41.55555555555556)"
04-01-2023 14:20:08.356628,"(2.9, 3.35, 3.3398936170212767)","(4.0, 4.5, 4.303921568627451)","(14.0, 17.0, 16.548387096774192)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.090204081632653)","(26.0, 42.0, 39.1)","(11.0, 14.5, 14.1)","(51.0, 85.0, 84.0)","(31.0, 42.0, 40.666666666666664)"
04-01-2023 14:20:09.955384,"(2.9, 3.35, 3.3359375)","(4.0, 4.5, 4.311009174311926)","(14.0, 17.0, 16.641025641025642)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.2, 4.088757396449704)","(26.0, 42.0, 39.32142857142857)","(11.0, 14.5, 14.08695652173913)","(51.0, 85.0, 84.0)","(31.0, 42.0, 40.285714285714285)"
04-01-2023 14:20:11.321987,"(2.9, 3.35, 3.3359375)","(4.0, 4.5, 4.311009174311926)","(14.0, 17.0, 16.641025641025642)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.2, 4.07945205479452)","(26.0, 42.0, 39.32142857142857)","(11.0, 14.5, 14.263157894736842)","(51.0, 85.0, 84.0)","(31.0, 42.0, 39.6)"
04-01-2023 14:20:12.638157,"(2.9, 3.35, 3.3317567567567568)","(4.0, 4.5, 4.331147540983606)","(14.0, 17.0, 16.641025641025642)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.072151898734177)","(26.0, 42.0, 38.666666666666664)","(11.0, 15.0, 14.392857142857142)","(51.0, 85.0, 83.125)","(31.0, 42.0, 38.72727272727273)"
04-01-2023 14:20:13.799250,"(2.9, 3.35, 3.3344)","(4.0, 4.5, 4.331147540983606)","(14.0, 17.0, 16.641025641025642)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.055102040816326)","(26.0, 42.0, 38.666666666666664)","(11.0, 15.0, 14.26086956521739)","(51.0, 85.0, 83.125)","(31.0, 42.0, 38.72727272727273)"
04-01-2023 14:20:14.985684,"(2.9, 3.35, 3.3267080745341615)","(4.0, 4.5, 4.331147540983606)","(14.0, 17.0, 16.641025641025642)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 38.44897959183673)","(11.0, 15.0, 14.26086956521739)","(51.0, 85.0, 83.125)","(31.0, 42.0, 38.72727272727273)"
04-01-2023 14:20:16.335963,"(2.9, 3.4, 3.3881294964028776)","(4.0, 4.4, 4.365517241379311)","(14.0, 17.0, 16.82716049382716)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.27272727272727)","(11.0, 15.0, 14.26086956521739)","(51.0, 85.0, 83.125)","(31.0, 42.0, 38.72727272727273)"
04-01-2023 14:20:17.573973,"(2.9, 3.4, 3.3881294964028776)","(4.0, 4.4, 4.365517241379311)","(13.0, 17.0, 16.82716049382716)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.32142857142857)","(11.0, 15.0, 14.15)","(51.0, 85.0, 83.125)","(31.0, 42.0, 37.81818181818182)"
04-01-2023 14:20:18.717286,"(2.9, 3.4, 3.38800350262697)","(4.0, 4.4, 4.365517241379311)","(13.0, 17.0, 16.82716049382716)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.32142857142857)","(11.0, 15.0, 14.215384615384615)","(51.0, 85.0, 82.75)","(31.0, 40.0, 37.53846153846154)"
04-01-2023 14:20:19.858172,"(2.9, 3.4, 3.3884873949579832)","(4.0, 4.4, 4.365517241379311)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 32.888888888888886)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.271428571428572)","(51.0, 85.0, 82.75)","(31.0, 40.0, 37.81818181818182)"
04-01-2023 14:20:20.969773,"(2.9, 3.4, 3.3934871794871793)","(4.0, 4.4, 4.365517241379311)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.271428571428572)","(51.0, 85.0, 82.75)","(31.0, 40.0, 36.67857142857143)"
04-01-2023 14:20:22.073832,"(2.9, 3.4, 3.3956896551724136)","(4.0, 4.4, 4.365517241379311)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.271428571428572)","(51.0, 85.0, 83.8)","(31.0, 40.0, 36.42307692307692)"
04-01-2023 14:20:23.246084,"(2.9, 3.4, 3.3956896551724136)","(4.0, 4.5, 4.344262295081967)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.046551724137931)","(26.0, 42.0, 39.323076923076925)","(11.0, 15.0, 14.271428571428572)","(51.0, 85.0, 83.8)","(31.0, 40.0, 36.42307692307692)"
04-01-2023 14:20:24.429499,"(2.9, 3.4, 3.398409331919406)","(4.0, 4.3, 4.280569948186528)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.032608695652174)","(26.0, 42.0, 39.540983606557376)","(11.0, 15.0, 14.170731707317072)","(51.0, 85.0, 83.8)","(31.0, 40.0, 37.9375)"
04-01-2023 14:20:25.583309,"(2.9, 3.45, 3.4025396825396825)","(4.0, 4.3, 4.292068965517241)","(13.0, 17.0, 16.81578947368421)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.032608695652174)","(26.0, 42.0, 38.892857142857146)","(11.0, 15.0, 14.328947368421053)","(51.0, 85.0, 83.5)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:26.833909,"(2.9, 3.45, 3.4025396825396825)","(4.0, 4.3, 4.298041615667074)","(13.0, 17.0, 17.474358974358974)","(18.0, 36.0, 34.25)","(3.7, 4.1, 4.032608695652174)","(26.0, 42.0, 38.77777777777778)","(11.0, 15.0, 14.28169014084507)","(51.0, 85.0, 83.5)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:27.984332,"(2.9, 3.45, 3.400166666666667)","(4.0, 4.3, 4.298067632850241)","(13.0, 17.5, 17.46)","(18.0, 36.0, 34.25)","(3.7, 4.1, 3.985948905109489)","(26.0, 42.0, 38.77777777777778)","(11.0, 15.0, 14.28169014084507)","(51.0, 85.0, 83.5)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:29.078815,"(2.9, 3.45, 3.4001700680272107)","(4.0, 4.3, 4.298067632850241)","(13.0, 18.0, 17.46)","(18.0, 36.0, 34.25)","(3.7, 4.0, 3.985602094240838)","(26.0, 42.0, 39.540983606557376)","(11.0, 15.0, 14.32)","(51.0, 85.0, 83.5)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:30.184918,"(2.9, 3.45, 3.400144927536232)","(4.0, 4.5, 4.336220472440945)","(13.0, 18.0, 17.404411764705884)","(18.0, 36.0, 34.44444444444444)","(3.7, 4.0, 4.050602409638554)","(26.0, 42.0, 39.323076923076925)","(11.0, 15.0, 14.28169014084507)","(51.0, 85.0, 85.83333333333333)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:31.376511,"(2.9, 3.45, 3.400144927536232)","(4.0, 4.5, 4.317889087656529)","(13.0, 18.0, 17.376923076923077)","(18.0, 36.0, 34.44444444444444)","(3.7, 4.1, 4.050602409638554)","(26.0, 42.0, 39.323076923076925)","(11.0, 15.0, 14.28169014084507)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:32.532211,"(2.9, 3.45, 3.400144927536232)","(4.0, 4.5, 4.312867647058823)","(13.0, 18.0, 17.376923076923077)","(18.0, 36.0, 33.833333333333336)","(3.7, 4.1, 4.050602409638554)","(26.0, 42.0, 39.323076923076925)","(11.0, 15.0, 14.227272727272727)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:33.681053,"(2.9, 3.45, 3.40014245014245)","(4.0, 4.5, 4.312867647058823)","(13.0, 18.0, 17.376923076923077)","(18.0, 34.0, 33.833333333333336)","(3.7, 4.1, 4.050602409638554)","(26.0, 42.0, 39.44117647058823)","(11.0, 15.0, 14.227272727272727)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:34.771919,"(2.9, 3.45, 3.40014245014245)","(4.0, 4.5, 4.303474903474903)","(13.0, 18.0, 17.376923076923077)","(18.0, 34.0, 33.833333333333336)","(3.7, 4.1, 4.050602409638554)","(26.0, 42.0, 39.44117647058823)","(11.0, 15.0, 14.227272727272727)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 38.166666666666664)"
04-01-2023 14:20:35.948547,"(2.9, 3.45, 3.40014245014245)","(4.0, 4.4, 4.353763440860215)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.69230769230769)","(3.7, 4.1, 4.050602409638554)","(26.0, 42.0, 39.54929577464789)","(11.0, 15.0, 14.15)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 36.857142857142854)"
04-01-2023 14:20:37.154443,"(2.9, 3.45, 3.413235294117647)","(4.0, 4.4, 4.353170731707317)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.733333333333334)","(3.7, 4.1, 4.033870967741936)","(26.0, 42.0, 39.54929577464789)","(11.0, 15.0, 14.15)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 36.857142857142854)"
04-01-2023 14:20:38.340017,"(2.9, 3.45, 3.4195652173913045)","(4.0, 4.4, 4.327142857142857)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.91304347826087)","(3.7, 4.1, 4.031666666666666)","(26.0, 42.0, 39.54929577464789)","(11.0, 15.0, 14.15)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 36.857142857142854)"
04-01-2023 14:20:39.513952,"(2.9, 3.45, 3.418978102189781)","(4.0, 4.4, 4.3)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.91304347826087)","(3.7, 4.1, 4.031666666666666)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.15)","(51.0, 90.0, 85.83333333333333)","(31.0, 40.0, 36.857142857142854)"
04-01-2023 14:20:40.728499,"(2.9, 3.45, 3.4195488721804512)","(4.0, 4.3, 4.294186046511628)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.833333333333336)","(3.7, 4.1, 4.030508474576271)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.072727272727272)","(51.0, 90.0, 96.5909090909091)","(31.0, 40.0, 37.411764705882355)"
04-01-2023 14:20:41.910394,"(2.9, 3.45, 3.4195488721804512)","(4.0, 4.3, 4.294186046511628)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.81818181818182)","(3.7, 4.1, 3.996691176470588)","(26.0, 42.0, 39.1)","(11.0, 15.0, 14.072727272727272)","(51.0, 100.0, 96.74418604651163)","(31.0, 40.0, 37.904761904761905)"
04-01-2023 14:20:43.049521,"(2.9, 3.45, 3.4195488721804512)","(4.0, 4.3, 4.294186046511628)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 33.86666666666667)","(3.7, 4.0, 3.996896551724138)","(26.0, 42.0, 39.54929577464789)","(11.0, 15.0, 14.072727272727272)","(51.0, 100.0, 96.5909090909091)","(31.0, 40.0, 37.904761904761905)"
04-01-2023 14:20:44.183501,"(2.9, 3.45, 3.4210391822827937)","(4.0, 4.3, 4.294186046511628)","(13.0, 18.0, 17.404411764705884)","(18.0, 34.0, 35.75)","(3.7, 4.0, 3.9973214285714285)","(26.0, 42.0, 39.54929577464789)","(11.0, 15.0, 14.072727272727272)","(51.0, 100.0, 114.68085106382979)","(31.0, 40.0, 37.904761904761905)"
04-01-2023 14:20:45.324567,"(2.9, 3.45, 3.421947194719472)","(4.0, 4.3, 4.2949392712550605)","(13.0, 16.0, 15.54375)","(18.0, 38.0, 34.0)","(3.7, 4.0, 3.9973214285714285)","(26.0, 42.0, 39.76119402985075)","(11.0, 15.0, 14.128205128205128)","(51.0, 130.0, 113.2)","(31.0, 40.0, 37.904761904761905)"
04-01-2023 14:20:46.471762,"(2.9, 3.45, 3.4233743409490334)","(4.0, 4.3, 4.2949392712550605)","(13.0, 16.0, 15.519736842105264)","(18.0, 36.0, 33.904761904761905)","(3.7, 4.0, 4.072093023255814)","(26.0, 42.0, 39.72727272727273)","(11.0, 15.0, 14.120689655172415)","(51.0, 130.0, 100.0)","(31.0, 40.0, 37.411764705882355)"
04-01-2023 14:20:47.594570,"(2.9, 3.45, 3.4233743409490334)","(4.0, 4.3, 4.2949392712550605)","(13.0, 16.0, 15.511160714285714)","(18.0, 36.0, 33.904761904761905)","(3.7, 4.1, 4.096875)","(26.0, 42.0, 39.51428571428571)","(11.0, 15.0, 13.95)","(51.0, 130.0, 85.76923076923077)","(31.0, 40.0, 38.333333333333336)"
04-01-2023 14:20:48.751770,"(2.9, 3.45, 3.4233743409490334)","(4.0, 4.3, 4.2949392712550605)","(13.0, 16.0, 15.511160714285714)","(20.0, 36.0, 34.77777777777778)","(3.6, 4.1, 3.9806772908366534)","(26.0, 42.0, 39.45454545454545)","(11.0, 15.0, 14.253333333333334)","(51.0, 90.0, 85.21739130434783)","(31.0, 40.0, 38.588235294117645)"
04-01-2023 14:20:49.861054,"(2.9, 3.45, 3.4294157608695652)","(4.0, 4.4, 4.3419795221843005)","(13.0, 16.0, 15.52183406113537)","(20.0, 36.0, 34.77777777777778)","(3.6, 4.0, 3.9806772908366534)","(26.0, 42.0, 40.03921568627451)","(11.0, 15.0, 14.253333333333334)","(51.0, 90.0, 85.41666666666667)","(31.0, 40.0, 39.61904761904762)"
04-01-2023 14:20:51.024797,"(2.9, 3.45, 3.4294157608695652)","(4.0, 4.4, 4.34055944055944)","(13.0, 15.5, 15.483333333333333)","(20.0, 36.0, 35.35294117647059)","(3.6, 4.0, 3.981346153846154)","(26.0, 42.0, 40.03921568627451)","(11.0, 15.0, 13.376811594202898)","(51.0, 90.0, 85.41666666666667)","(31.0, 40.0, 36.869565217391305)"
04-01-2023 14:20:52.197370,"(2.9, 3.45, 3.4294157608695652)","(4.0, 4.4, 4.337269372693727)","(13.0, 15.5, 15.461783439490446)","(20.0, 36.0, 35.18518518518518)","(3.6, 4.0, 3.9880753138075313)","(26.0, 42.0, 40.5531914893617)","(11.0, 15.0, 13.62295081967213)","(51.0, 90.0, 85.41666666666667)","(31.0, 40.0, 36.869565217391305)"
04-01-2023 14:20:53.402825,"(2.9, 3.45, 3.428691983122363)","(4.0, 4.4, 4.33840579710145)","(13.0, 15.5, 14.95)","(20.0, 36.0, 36.78260869565217)","(3.6, 4.0, 4.04047619047619)","(26.0, 42.0, 42.09090909090909)","(11.0, 15.0, 12.152542372881356)","(51.0, 90.0, 85.5)","(31.0, 40.0, 39.42857142857143)"
04-01-2023 14:20:54.602699,"(2.9, 3.45, 3.436026936026936)","(4.0, 4.4, 4.328509406657019)","(13.0, 15.0, 14.541666666666666)","(20.0, 38.0, 36.44444444444444)","(3.6, 4.2, 4.0464646464646465)","(26.0, 44.0, 39.714285714285715)","(11.0, 15.0, 12.777777777777779)","(51.0, 90.0, 83.41463414634146)","(31.0, 40.0, 37.473684210526315)"
04-01-2023 14:20:55.756000,"(2.9, 3.45, 3.4407407407407407)","(4.0, 4.5, 4.344897959183673)","(13.0, 15.0, 14.541666666666666)","(20.0, 38.0, 36.31578947368421)","(3.6, 4.2, 4.12454954954955)","(26.0, 44.0, 40.53846153846154)","(11.0, 13.0, 12.590909090909092)","(51.0, 90.0, 83.41463414634146)","(31.0, 38.0, 34.714285714285715)"
04-01-2023 14:20:57.060956,"(2.9, 3.45, 3.4536136662286463)","(4.0, 4.5, 4.416586538461539)","(13.0, 15.0, 14.745098039215687)","(20.0, 38.0, 36.31578947368421)","(3.6, 4.2, 4.0667168674698795)","(26.0, 44.0, 40.4)","(11.0, 14.5, 13.523255813953488)","(51.0, 90.0, 83.41463414634146)","(31.0, 36.0, 31.81818181818182)"
04-01-2023 14:20:58.427929,"(2.9, 3.5, 3.476806833114323)","(4.0, 4.5, 4.419675925925926)","(13.0, 15.0, 14.3)","(20.0, 38.0, 36.31578947368421)","(3.6, 4.2, 4.005479452054795)","(26.0, 44.0, 40.0)","(11.0, 14.5, 13.70754716981132)","(51.0, 90.0, 83.41463414634146)","(31.0, 32.0, 31.81818181818182)"
04-01-2023 14:20:59.627978,"(2.9, 3.5, 3.4799531066822977)","(4.0, 4.5, 4.419675925925926)","(13.0, 14.5, 14.071428571428571)","(20.0, 38.0, 36.31578947368421)","(3.6, 4.1, 4.0140625)","(26.0, 44.0, 40.0)","(11.0, 14.5, 13.70754716981132)","(51.0, 90.0, 83.41463414634146)","(31.0, 32.0, 34.357142857142854)"
04-01-2023 14:21:00.859401,"(2.9, 3.5, 3.4799531066822977)","(4.0, 4.5, 4.432882011605416)","(13.0, 14.5, 14.161971830985916)","(20.0, 38.0, 37.111111111111114)","(3.6, 4.1, 4.0140625)","(26.0, 44.0, 40.0)","(11.0, 14.5, 13.70754716981132)","(51.0, 90.0, 82.5)","(31.0, 36.0, 33.07692307692308)"
04-01-2023 14:21:02.041504,"(2.9, 3.5, 3.4658)","(4.0, 4.5, 4.448900169204738)","(13.0, 14.5, 14.084615384615384)","(20.0, 38.0, 38.2)","(3.6, 4.1, 4.060992907801419)","(26.0, 44.0, 39.5)","(11.0, 14.5, 13.70754716981132)","(51.0, 90.0, 82.5)","(31.0, 34.0, 32.72727272727273)"
04-01-2023 14:21:03.158349,"(2.9, 3.5, 3.46811320754717)","(4.0, 4.5, 4.448900169204738)","(13.0, 14.5, 14.09322033898305)","(20.0, 46.0, 40.193548387096776)","(3.6, 4.1, 4.062773722627737)","(26.0, 44.0, 39.36363636363637)","(11.0, 14.5, 13.034883720930232)","(51.0, 90.0, 82.5)","(31.0, 34.0, 32.72727272727273)"
04-01-2023 14:21:04.303927,"(2.9, 3.5, 3.483225806451613)","(4.0, 4.5, 4.469110764430577)","(13.0, 14.5, 14.2)","(20.0, 46.0, 40.78260869565217)","(3.6, 4.1, 4.061428571428571)","(26.0, 44.0, 41.111111111111114)","(11.0, 14.5, 14.096153846153847)","(51.0, 90.0, 84.375)","(26.0, 34.0, 32.0)"
04-01-2023 14:21:05.384484,"(2.9, 3.5, 3.4857692307692307)","(4.0, 4.5, 4.469110764430577)","(13.0, 14.5, 14.2)","(20.0, 46.0, 40.78260869565217)","(3.6, 4.1, 4.061428571428571)","(26.0, 42.0, 40.94736842105263)","(11.0, 14.5, 14.120481927710843)","(51.0, 90.0, 84.375)","(26.0, 34.0, 32.0)"
04-01-2023 14:21:07.031644,"(2.9, 3.5, 3.4857692307692307)","(4.0, 4.5, 4.4726141078838175)","(13.0, 14.5, 14.216981132075471)","(20.0, 46.0, 40.58461538461538)","(3.6, 4.1, 4.05304347826087)","(26.0, 42.0, 40.46153846153846)","(11.0, 14.5, 13.378048780487806)","(51.0, 90.0, 90.0)","(26.0, 34.0, 33.605633802816904)"
04-01-2023 14:21:08.499406,"(2.9, 3.5, 3.4872549019607844)","(4.0, 4.5, 4.4726141078838175)","(13.0, 14.5, 14.236842105263158)","(20.0, 46.0, 40.58461538461538)","(3.6, 4.1, 4.052631578947368)","(26.0, 42.0, 40.46153846153846)","(11.0, 13.5, 13.325396825396826)","(51.0, 95.0, 90.625)","(26.0, 34.0, 33.74025974025974)"
04-01-2023 14:21:09.718178,"(2.9, 3.5, 3.4872549019607844)","(4.0, 4.5, 4.4726141078838175)","(13.0, 15.5, 14.236842105263158)","(20.0, 46.0, 39.23076923076923)","(3.6, 4.1, 4.051785714285714)","(26.0, 42.0, 40.411764705882355)","(11.0, 13.5, 13.29245283018868)","(51.0, 95.0, 90.2)","(26.0, 34.0, 34.55855855855856)"
04-01-2023 14:21:10.969558,"(2.9, 3.5, 3.4785046728971962)","(4.0, 4.5, 4.475803981623277)","(13.0, 15.5, 14.928571428571429)","(20.0, 46.0, 39.333333333333336)","(3.6, 4.1, 4.06516129032258)","(26.0, 42.0, 40.411764705882355)","(11.0, 13.5, 13.255555555555556)","(51.0, 95.0, 90.2)","(26.0, 36.0, 33.97435897435897)"
04-01-2023 14:21:12.157602,"(2.9, 3.5, 3.48099173553719)","(4.0, 4.5, 4.473442136498517)","(13.0, 15.5, 15.08974358974359)","(20.0, 46.0, 39.333333333333336)","(3.6, 4.1, 4.103184713375796)","(26.0, 42.0, 39.31578947368421)","(11.0, 13.5, 13.307017543859649)","(51.0, 95.0, 90.2)","(26.0, 34.0, 33.97435897435897)"
04-01-2023 14:21:13.681359,"(2.9, 3.5, 3.470212765957447)","(4.0, 4.5, 4.4)","(13.0, 15.5, 14.657894736842104)","(20.0, 46.0, 39.333333333333336)","(3.6, 4.3, 4.178616352201258)","(26.0, 42.0, 41.77777777777778)","(11.0, 13.5, 13.106060606060606)","(51.0, 95.0, 91.44444444444444)","(26.0, 34.0, 35.12328767123287)"
04-01-2023 14:21:14.888243,"(2.9, 3.45, 3.447376543209877)","(4.0, 4.4, 4.375308641975309)","(13.0, 15.5, 14.657894736842104)","(20.0, 46.0, 39.8)","(3.6, 4.2, 4.199589041095891)","(26.0, 42.0, 41.53488372093023)","(11.0, 13.5, 13.106060606060606)","(51.0, 95.0, 87.8)","(26.0, 36.0, 34.3)"
04-01-2023 14:21:16.112330,"(2.9, 3.45, 3.448048048048048)","(4.0, 4.4, 4.375308641975309)","(13.0, 15.5, 14.914634146341463)","(20.0, 44.0, 39.8)","(3.6, 4.2, 4.2462608695652175)","(26.0, 42.0, 41.53488372093023)","(11.0, 13.5, 12.96)","(51.0, 95.0, 87.8)","(26.0, 36.0, 33.78125)"
04-01-2023 14:21:17.579297,"(2.9, 3.45, 3.446948356807512)","(4.0, 4.4, 4.374509803921569)","(13.0, 15.5, 14.914634146341463)","(20.0, 44.0, 39.63636363636363)","(3.6, 4.3, 4.2462608695652175)","(26.0, 42.0, 41.53488372093023)","(11.0, 13.0, 12.941176470588236)","(51.0, 95.0, 90.35714285714286)","(26.0, 34.0, 33.78125)"
04-01-2023 14:21:18.934976,"(2.9, 3.45, 3.4238095238095236)","(4.0, 4.4, 4.395833333333334)","(13.0, 15.5, 14.85135135135135)","(20.0, 44.0, 39.63636363636363)","(3.6, 4.3, 4.244021739130435)","(26.0, 42.0, 41.78378378378378)","(11.0, 13.0, 13.188888888888888)","(51.0, 95.0, 82.0)","(26.0, 34.0, 34.88607594936709)"
04-01-2023 14:21:20.373789,"(2.9, 3.5, 3.424653312788906)","(4.0, 4.4, 4.393877551020409)","(13.0, 15.5, 14.85135135135135)","(20.0, 44.0, 39.285714285714285)","(3.6, 4.3, 4.253761061946903)","(26.0, 42.0, 41.78378378378378)","(11.0, 13.5, 13.188888888888888)","(51.0, 95.0, 82.0)","(26.0, 36.0, 34.87179487179487)"
04-01-2023 14:21:21.695813,"(2.9, 3.5, 3.424653312788906)","(4.0, 4.4, 4.393877551020409)","(13.0, 15.5, 14.85135135135135)","(20.0, 40.0, 39.375)","(3.6, 4.3, 4.276132930513595)","(26.0, 42.0, 41.8)","(11.0, 13.5, 13.188888888888888)","(51.0, 90.0, 81.53846153846153)","(26.0, 36.0, 34.87179487179487)"
04-01-2023 14:21:23.026377,"(2.9, 3.5, 3.4246153846153846)","(4.0, 4.4, 4.393877551020409)","(13.0, 15.5, 14.75)","(21.0, 40.0, 38.8)","(3.6, 4.3, 4.255443548387097)","(26.0, 42.0, 41.81395348837209)","(11.0, 13.5, 12.979166666666666)","(51.0, 90.0, 81.53846153846153)","(26.0, 36.0, 34.666666666666664)"
04-01-2023 14:21:24.407942,"(2.9, 3.5, 3.464133986928105)","(4.0, 4.4, 4.395522388059701)","(13.0, 16.0, 14.918604651162791)","(21.0, 40.0, 39.142857142857146)","(3.6, 4.3, 4.259049773755656)","(26.0, 42.0, 41.78947368421053)","(11.0, 13.0, 12.65)","(51.0, 90.0, 86.25)","(26.0, 36.0, 30.141732283464567)"
04-01-2023 14:21:25.802317,"(3.0, 3.5, 3.42776886035313)","(4.0, 4.5, 4.428112449799197)","(13.0, 16.0, 14.961538461538462)","(21.0, 40.0, 39.142857142857146)","(3.6, 4.3, 4.259049773755656)","(26.0, 42.0, 41.78947368421053)","(11.0, 13.0, 12.607142857142858)","(51.0, 90.0, 86.25)","(26.0, 32.0, 30.141732283464567)"
04-01-2023 14:21:27.122114,"(3.0, 3.5, 3.4271844660194173)","(4.0, 4.5, 4.42928870292887)","(13.0, 15.0, 14.928571428571429)","(21.0, 40.0, 39.142857142857146)","(3.6, 4.3, 4.259049773755656)","(26.0, 42.0, 41.78947368421053)","(11.0, 13.0, 12.607142857142858)","(51.0, 90.0, 86.25)","(26.0, 32.0, 30.141732283464567)"
04-01-2023 14:21:28.568141,"(3.0, 3.5, 3.427677100494234)","(4.0, 4.5, 4.453107344632769)","(13.0, 15.0, 14.344827586206897)","(21.0, 40.0, 39.142857142857146)","(3.6, 4.3, 4.280237154150198)","(26.0, 42.0, 41.78947368421053)","(10.0, 13.0, 12.893939393939394)","(51.0, 90.0, 86.25)","(26.0, 32.0, 30.141732283464567)"
