,Wuanita Rose,Safety Sam,Belle Royale,Rutland Bam,Okay Boomer,Lucy Mac,Kenzis Blaze,Werina Shadow
12-01-2023 17:33:27.108194,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 33.333333333333336)","(6.5, 18.0, 11.02)"
12-01-2023 17:33:28.467104,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 47.55555555555556)","(6.5, 17.5, 14.2)"
12-01-2023 17:33:29.851272,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 48.21052631578947)","(6.5, 19.0, 12.6)"
12-01-2023 17:33:31.198235,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 36.888888888888886)","(6.5, 19.0, 12.6)"
12-01-2023 17:33:32.610071,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 36.888888888888886)","(6.5, 19.0, 12.6)"
12-01-2023 17:33:34.023881,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 50.095238095238095)","(6.5, 19.0, 13.95)"
12-01-2023 17:33:35.364927,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.576470588235294)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 47.2)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:36.591963,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.705882352941176)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 35.27272727272727)","(26.0, 60.0, 50.4)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:37.800641,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.705882352941176)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 36.0, 34.48275862068966)","(26.0, 60.0, 48.0)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:38.999543,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.428571428571429)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 26.90909090909091)","(26.0, 60.0, 48.0)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:40.202226,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.307692307692308)","(9.0, 12.0, 10.428571428571429)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 27.636363636363637)","(26.0, 60.0, 48.0)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:41.417675,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.318181818181818)","(9.0, 12.0, 10.428571428571429)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 27.636363636363637)","(26.0, 60.0, 48.0)","(6.5, 18.5, 13.95)"
12-01-2023 17:33:42.531683,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.318181818181818)","(9.0, 12.0, 10.821428571428571)","(8.5, 15.5, 15.277777777777779)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 33.81818181818182)","(26.0, 60.0, 48.0)","(6.5, 18.5, 14.05)"
12-01-2023 17:33:43.567247,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 11.029411764705882)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 33.81818181818182)","(26.0, 60.0, 48.0)","(6.5, 18.5, 12.4)"
12-01-2023 17:33:44.624639,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 11.029411764705882)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 32.72727272727273)","(26.0, 60.0, 48.0)","(6.5, 18.0, 13.55)"
12-01-2023 17:33:45.701070,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.73076923076923)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 48.0)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:47.044127,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.73076923076923)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 48.0)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:48.047406,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.73076923076923)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 48.0)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:49.128423,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.73076923076923)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 48.0)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:50.509592,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.73076923076923)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 48.0)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:51.908055,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:53.183463,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:54.366071,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:55.556068,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:56.758090,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:57.862727,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:33:59.001279,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.55)"
12-01-2023 17:34:00.144902,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 16.183333333333334)"
12-01-2023 17:34:01.341964,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:02.484381,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 15.0, 14.631578947368421)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:03.602299,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:04.782653,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:05.976204,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:07.248328,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:08.359788,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:09.578963,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:10.853389,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:12.044073,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:13.265319,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:14.555426,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:15.797118,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.8753333333333333)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:17.057220,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.95, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:18.472077,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:19.703253,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:20.902731,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:22.117929,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.526315789473685)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:23.320655,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 38.0, 36.526315789473685)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:24.438651,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 38.0, 36.526315789473685)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:25.527479,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 38.0, 36.526315789473685)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:26.668464,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 38.0, 36.526315789473685)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:27.725059,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 38.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:28.811181,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:29.936704,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:31.123888,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:32.345484,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:33.525758,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:34.649766,"(12.0, 19.5, 19.0)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.88)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:35.792453,"(12.0, 19.0, 17.875)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(8.5, 14.5, 14.333333333333332)","(1.7, 1.94, 1.8774074074074074)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:36.888590,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.94, 1.8774074074074074)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:37.956079,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.94, 1.8774074074074074)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:39.011324,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.94, 1.8774074074074074)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:40.256861,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.94, 1.8774074074074074)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:41.483437,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.94, 1.875)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:42.709394,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.93, 1.8566666666666667)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:44.019125,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.93, 1.853)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:45.176880,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.346153846153847)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.93, 1.853)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 13.75)"
12-01-2023 17:34:46.524363,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.25)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.93, 1.866153846153846)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 17.5, 11.3)"
12-01-2023 17:34:47.714522,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.25)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:48.786169,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.35)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:49.918257,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.35)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:51.200733,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.35)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:52.371974,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:53.465580,"(12.0, 19.0, 15.89655172413793)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:54.640764,"(12.0, 19.0, 15.4)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:55.809362,"(12.0, 19.0, 15.4)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:57.022384,"(12.0, 19.0, 15.4)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:58.269436,"(12.0, 19.0, 15.4)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:34:59.434065,"(12.0, 18.5, 16.72222222222222)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:35:00.616343,"(12.0, 18.0, 17.416666666666668)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.851578947368421)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:35:01.747869,"(12.0, 18.0, 17.416666666666668)","(6.0, 12.5, 12.411764705882353)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.8689285714285715)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:35:02.885947,"(12.0, 18.0, 17.416666666666668)","(6.0, 12.5, 12.434782608695652)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.8689285714285715)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:35:03.991411,"(12.0, 18.0, 17.416666666666668)","(6.0, 12.5, 12.434782608695652)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.8668965517241378)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
12-01-2023 17:35:05.065468,"(12.0, 18.0, 17.416666666666668)","(6.0, 12.5, 12.434782608695652)","(9.0, 12.0, 10.875)","(9.0, 14.5, 14.333333333333332)","(1.7, 1.92, 1.8668965517241378)","(15.0, 40.0, 36.36363636363636)","(26.0, 60.0, 47.294117647058826)","(6.5, 16.5, 10.8125)"
