,Midnight Feast,Auntie Clare,Violets Girl,Flaming Galah,Destini Fresco,Flying Poet
116,"[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 2.3, 2.9]","[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 17, 239507), 10.0, 20.0]"
117,"[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 1.5, 1.81]","[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 2.3, 2.9]","[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 18, 349649), 10.0, 20.0]"
118,"[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 1.5, 1.81]","[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 12.0, 34.0]","[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 41.0, 300.0]","[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 2.3, 2.9]","[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 19, 469700), 10.0, 20.0]"
119,"[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 1.5, 1.74]","[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 2.3, 2.94]","[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 20, 582443), 10.0, 21.0]"
120,"[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 1.5, 1.74]","[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 12.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 41.0, 290.0]","[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 2.3, 2.94]","[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 21, 692819), 10.0, 21.0]"
121,"[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 1.5, 1.74]","[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 12.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 22, 835502), 10.0, 24.0]"
122,"[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 1.5, 1.74]","[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 12.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 23, 938283), 10.0, 24.0]"
123,"[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 12.0, 44.0]","[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 41.0, 280.0]","[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 25, 50723), 10.0, 24.0]"
124,"[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 41.0, 270.0]","[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 26, 178115), 10.0, 24.0]"
125,"[datetime.datetime(2022, 11, 28, 17, 56, 27, 698741), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 27, 699740), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 27, 699740), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 56, 27, 699740), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 27, 699740), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 27, 699740), 10.0, 24.0]"
126,"[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 51.0, 380.0]","[datetime.datetime(2022, 11, 28, 17, 56, 28, 853963), 10.0, 24.0]"
127,"[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 41.0, 260.0]","[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 30, 31334), 10.0, 24.0]"
128,"[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 41.0, 250.0]","[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 31, 810352), 10.0, 24.0]"
129,"[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 2.3, 3.05]","[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 32, 925387), 10.0, 24.0]"
130,"[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 41.0, 240.0]","[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 34, 69986), 10.0, 24.0]"
131,"[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 41.0, 230.0]","[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 35, 186691), 10.0, 24.0]"
132,"[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 41.0, 230.0]","[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 36, 331131), 10.0, 24.0]"
133,"[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 37, 447268), 10.0, 24.0]"
134,"[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 41.0, 220.0]","[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 51.0, 370.0]","[datetime.datetime(2022, 11, 28, 17, 56, 38, 579344), 10.0, 24.0]"
135,"[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 41.0, 190.0]","[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 39, 733284), 10.0, 24.0]"
136,"[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 1.5, 1.77]","[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 41.0, 170.0]","[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 40, 858117), 10.0, 24.0]"
137,"[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 41.0, 150.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 41, 989814), 10.0, 24.0]"
138,"[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 41.0, 130.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 43, 119605), 10.0, 24.0]"
139,"[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 41.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 44, 222026), 10.0, 24.0]"
140,"[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 41.0, 110.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 45, 338642), 10.0, 24.0]"
141,"[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 46, 465374), 10.0, 24.0]"
142,"[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 47, 627996), 10.0, 24.0]"
143,"[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 48, 734901), 10.0, 24.0]"
144,"[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 49, 839153), 10.0, 24.0]"
145,"[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 50, 952151), 10.0, 24.0]"
146,"[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 52, 58377), 10.0, 24.0]"
147,"[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 53, 180118), 10.0, 24.0]"
148,"[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 54, 293431), 10.0, 24.0]"
149,"[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 55, 406200), 10.0, 24.0]"
150,"[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 56, 515182), 10.0, 24.0]"
151,"[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 57, 639069), 10.0, 24.0]"
152,"[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 58, 782187), 10.0, 24.0]"
153,"[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 41.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 56, 59, 940160), 10.0, 24.0]"
154,"[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 1, 47372), 10.0, 23.0]"
155,"[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 2, 199801), 10.0, 23.0]"
156,"[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 12.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 51.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 3, 318565), 10.0, 23.0]"
157,"[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 4, 425949), 10.0, 23.0]"
158,"[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 5, 529938), 10.0, 23.0]"
159,"[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 6, 636308), 10.0, 23.0]"
160,"[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 7, 745132), 10.0, 23.0]"
161,"[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 8, 863947), 10.0, 23.0]"
162,"[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 9, 970372), 10.0, 23.0]"
163,"[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 11, 67453), 10.0, 23.0]"
164,"[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 13.0, 40.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 2.3, 3.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 12, 187098), 10.0, 23.0]"
165,"[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 13.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 13, 322508), 10.0, 23.0]"
166,"[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 13.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 14, 446854), 10.0, 23.0]"
167,"[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 13.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 15, 585984), 10.0, 23.0]"
168,"[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 13.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 16, 726893), 10.0, 23.0]"
169,"[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 1.5, 1.8]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 13.0, 36.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 41.0, 95.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 2.3, 2.98]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 61.0, 100.0]","[datetime.datetime(2022, 11, 28, 17, 57, 17, 857038), 10.0, 23.0]"
