,Wild About Town,Artistic Humma,Hesluvable,Office Bad Boy,Sarie Marais,Always At Night,Sonny Orlando Nz,Golden Grin,Rocco Variety
05-01-2023 13:08:16.566172,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:17.731568,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:18.861851,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:20.134962,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:21.308956,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:22.504720,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:23.757165,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:24.942275,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:26.135719,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:27.368250,"(4.6, 6.6, 5.32)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:28.756545,"(4.6, 6.6, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:30.117356,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:31.587377,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:32.856027,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:33.967998,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:35.353508,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:36.566780,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:37.748735,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:38.926721,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:40.167567,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:41.340646,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:42.512353,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:43.688430,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:44.993692,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:46.087647,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:47.445995,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:48.609113,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:49.771639,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:50.993657,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:52.177694,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:53.386568,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:54.638393,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:56.233132,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:57.486881,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:58.667263,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:08:59.885070,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:01.029647,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:02.167210,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:03.372064,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:04.649803,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:05.910365,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:07.114258,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:08.204914,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:09.273772,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:10.411738,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:11.552476,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:12.750862,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:13.959991,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:15.178905,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:16.381212,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:17.681541,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:18.988088,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:20.183808,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:21.419992,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:22.606777,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:23.828061,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:25.175521,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:26.588633,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:28.095677,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:29.439085,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:30.733392,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:32.056448,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:33.585914,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 130.60000000000002)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:34.918237,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:36.148234,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:37.404458,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:39.062220,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:40.696248,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:42.183142,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:43.418043,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:44.745795,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:45.924566,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:47.170451,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:48.599467,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
05-01-2023 13:09:49.823623,"(4.6, 6.4, 5.233333333333333)","(101.0, 210.0, 190.0)","(2.4, 3.05, 2.6234146341463416)","(4.6, 6.8, 6.033333333333333)","(14.0, 25.0, 21.5)","(26.0, 50.0, 32.666666666666664)","(7.0, 99999, 99990)","(51.0, 140.0, 131.45454545454544)","(5.5, 8.8, 7.371428571428572)"
