,Jean Luc Nz,Kowalski Analysis,Celestial Gossip,Yianni,Kosimo,Silent Major Nz,Ozzie Battler,Huli Nien,Bettor Be The Bomb,Vintage Cheddar Nz
07-01-2023 19:33:26.809704,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7514285714285713)","(31.0, 46.0, 40.0)","(81.0, 150.0, 130.0)","(31.0, 50.0, 38.8)","(41.0, 99999, 99990)","(61.0, 130.0, 116.0)","(6.0, 8.8, 8.3)","(8.5, 15.5, 13.714285714285714)","(4.2, 99999, 99990)"
07-01-2023 19:33:28.135634,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7514285714285713)","(31.0, 46.0, 40.0)","(81.0, 150.0, 130.0)","(31.0, 50.0, 44.0)","(41.0, 99999, 99990)","(61.0, 130.0, 116.0)","(6.0, 8.8, 8.55)","(8.5, 15.5, 14.666666666666666)","(4.2, 99999, 99990)"
07-01-2023 19:33:29.453129,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 130.0)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 130.0, 114.44444444444444)","(6.0, 8.8, 8.4)","(8.5, 15.0, 14.25)","(4.2, 99999, 99990)"
07-01-2023 19:33:30.818433,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7730434782608695)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 45.0)","(41.0, 99999, 99990)","(61.0, 120.0, 114.44444444444444)","(6.0, 8.6, 8.4)","(8.5, 15.5, 14.785714285714286)","(4.2, 99999, 99990)"
07-01-2023 19:33:32.128461,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7730434782608695)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 44.6)","(41.0, 99999, 99990)","(61.0, 120.0, 114.44444444444444)","(6.0, 8.6, 8.2)","(8.5, 15.5, 14.785714285714286)","(4.2, 99999, 99990)"
07-01-2023 19:33:33.468042,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7730434782608695)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 44.6)","(41.0, 99999, 99990)","(61.0, 120.0, 114.44444444444444)","(6.0, 8.6, 8.2)","(8.5, 15.5, 14.785714285714286)","(4.2, 99999, 99990)"
07-01-2023 19:33:34.840516,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7730434782608695)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 44.6)","(41.0, 99999, 99990)","(61.0, 120.0, 114.44444444444444)","(6.0, 8.6, 8.2)","(8.5, 15.5, 13.444444444444445)","(4.2, 99999, 99990)"
07-01-2023 19:33:36.204385,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 46.0)","(41.0, 99999, 99990)","(61.0, 120.0, 105.0)","(6.0, 8.6, 8.2)","(8.5, 15.0, 13.444444444444445)","(4.2, 99999, 99990)"
07-01-2023 19:33:37.447677,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 120.0, 98.33333333333333)","(6.0, 8.6, 8.2)","(8.5, 15.0, 13.09090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:33:38.709325,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 110.0, 175.0)","(6.0, 8.6, 8.0)","(8.5, 15.0, 13.09090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:33:40.088507,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 200.0, 112.5)","(6.0, 8.8, 8.133333333333333)","(8.5, 15.0, 13.09090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:33:41.415571,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 210.0, 112.5)","(6.0, 8.8, 8.4)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:42.745490,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 210.0, 120.0)","(6.0, 8.8, 8.4)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:44.031494,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 200.0, 152.0)","(6.0, 8.8, 8.4)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:45.312762,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(61.0, 200.0, 154.0)","(6.0, 8.8, 8.4)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:46.726819,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 46.0, 44.5)","(41.0, 99999, 99990)","(61.0, 180.0, 120.0)","(6.0, 8.8, 8.466666666666667)","(8.5, 15.0, 13.75)","(4.2, 99999, 99990)"
07-01-2023 19:33:48.364122,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 40.0)","(81.0, 150.0, 143.33333333333334)","(31.0, 46.0, 44.5)","(41.0, 99999, 99990)","(61.0, 170.0, 120.0)","(6.0, 8.8, 8.7)","(8.5, 15.0, 13.09090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:33:49.828201,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 41.2)","(81.0, 150.0, 143.33333333333334)","(31.0, 46.0, 44.5)","(41.0, 99999, 99990)","(61.0, 170.0, 134.0)","(6.0, 9.0, 8.2)","(8.5, 15.0, 13.09090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:33:51.367715,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 46.0, 45.375)","(41.0, 99999, 99990)","(61.0, 160.0, 137.77777777777777)","(6.0, 9.0, 8.3)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:52.990001,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 46.0)","(41.0, 99999, 99990)","(61.0, 150.0, 124.61538461538461)","(6.0, 8.8, 8.436363636363637)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:54.470581,"(16.0, 99999, 99990)","(1.7, 1.78, 1.7715789473684211)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 46.0)","(41.0, 99999, 99990)","(61.0, 150.0, 124.61538461538461)","(6.0, 8.8, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:55.812549,"(16.0, 99999, 99990)","(1.7, 1.78, 1.788695652173913)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 50.0, 49.5)","(41.0, 99999, 99990)","(61.0, 150.0, 124.61538461538461)","(6.0, 8.6, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:57.126682,"(16.0, 99999, 99990)","(1.7, 1.79, 1.75)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(61.0, 150.0, 124.61538461538461)","(6.0, 8.6, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:58.484341,"(16.0, 99999, 99990)","(1.7, 1.78, 1.75)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 45.833333333333336)","(41.0, 99999, 99990)","(61.0, 150.0, 124.61538461538461)","(6.0, 8.6, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:33:59.899939,"(16.0, 99999, 99990)","(1.7, 1.78, 1.75)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 45.833333333333336)","(41.0, 99999, 99990)","(61.0, 150.0, 125.71428571428572)","(6.0, 8.6, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:01.322053,"(16.0, 99999, 99990)","(1.7, 1.78, 1.737142857142857)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 45.833333333333336)","(41.0, 99999, 99990)","(61.0, 140.0, 116.66666666666667)","(6.0, 8.6, 8.422222222222222)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:02.741484,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396078431372548)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 45.833333333333336)","(41.0, 99999, 99990)","(61.0, 130.0, 121.11111111111111)","(6.0, 8.6, 8.371428571428572)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:04.173911,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396078431372548)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 45.833333333333336)","(41.0, 99999, 99990)","(61.0, 130.0, 121.11111111111111)","(6.0, 8.6, 8.355555555555556)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:05.585830,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396363636363636)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(61.0, 130.0, 121.11111111111111)","(6.0, 8.8, 8.16)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:06.937283,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396363636363636)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(61.0, 130.0, 121.11111111111111)","(6.0, 8.8, 8.16)","(8.5, 15.0, 13.5)","(4.2, 99999, 99990)"
07-01-2023 19:34:08.338130,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396363636363636)","(31.0, 46.0, 43.333333333333336)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(61.0, 130.0, 121.11111111111111)","(6.0, 8.8, 8.16)","(8.5, 15.0, 12.8125)","(4.2, 99999, 99990)"
07-01-2023 19:34:09.721311,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7396078431372548)","(31.0, 46.0, 43.6)","(81.0, 150.0, 143.33333333333334)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 130.0, 151.25)","(6.0, 8.8, 8.16)","(9.0, 15.0, 12.8125)","(4.2, 99999, 99990)"
07-01-2023 19:34:11.180550,"(16.0, 99999, 99990)","(1.7, 1.74, 1.7775)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 160.0, 122.5)","(6.0, 8.8, 8.333333333333332)","(9.0, 15.0, 13.625)","(4.2, 99999, 99990)"
07-01-2023 19:34:12.536733,"(16.0, 99999, 99990)","(1.7, 1.79, 1.78)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 160.0, 122.5)","(6.0, 8.6, 8.3)","(9.0, 17.0, 13.59090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:34:13.925741,"(16.0, 99999, 99990)","(1.7, 1.79, 1.78)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 160.0, 132.5)","(6.0, 8.6, 8.3)","(9.0, 16.5, 13.59090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:34:15.361667,"(16.0, 99999, 99990)","(1.7, 1.79, 1.78)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 132.5)","(6.0, 8.6, 8.3)","(9.0, 16.5, 13.59090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:34:16.850788,"(16.0, 99999, 99990)","(1.7, 1.79, 1.7715789473684211)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 132.5)","(6.0, 8.6, 7.633333333333333)","(9.0, 16.5, 13.59090909090909)","(4.2, 99999, 99990)"
07-01-2023 19:34:18.356531,"(16.0, 99999, 99990)","(1.7, 1.79, 1.7978841309823679)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 119.0)","(6.0, 7.8, 7.300000000000001)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:19.879488,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7978841309823679)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 170.0, 148.33333333333334)","(6.0, 7.4, 7.16)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:21.414268,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7978625954198473)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.16)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:22.893316,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7978625954198473)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.16)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:24.435434,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7978625954198473)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.36)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:25.961965,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:27.395182,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:28.837966,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 16.5, 13.357142857142858)","(4.2, 99999, 99990)"
07-01-2023 19:34:30.488323,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.5, 12.772727272727273)","(4.2, 99999, 99990)"
07-01-2023 19:34:32.017210,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 123.33333333333334)","(6.0, 7.4, 7.36)","(9.0, 15.5, 12.772727272727273)","(4.2, 99999, 99990)"
07-01-2023 19:34:33.535087,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993072289156626)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 200.0, 120.0)","(6.0, 7.4, 7.36)","(9.0, 15.5, 12.772727272727273)","(4.2, 99999, 99990)"
07-01-2023 19:34:35.230633,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993817204301075)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 190.0, 116.66666666666667)","(6.0, 7.4, 7.36)","(9.0, 15.5, 12.714285714285714)","(4.2, 99999, 99990)"
07-01-2023 19:34:36.893544,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993817204301075)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.36)","(9.0, 15.5, 12.714285714285714)","(4.2, 99999, 99990)"
07-01-2023 19:34:38.464148,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993817204301075)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.36)","(9.0, 15.5, 12.8)","(4.2, 99999, 99990)"
07-01-2023 19:34:39.888153,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993817204301075)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.366666666666667)","(9.0, 15.5, 12.8)","(4.2, 99999, 99990)"
07-01-2023 19:34:41.440787,"(16.0, 99999, 99990)","(1.7, 1.8, 1.7993817204301075)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.366666666666667)","(9.0, 15.5, 12.8)","(4.2, 99999, 99990)"
07-01-2023 19:34:42.862839,"(16.0, 99999, 99990)","(1.7, 1.8, 1.8090000000000002)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.372727272727273)","(9.0, 15.5, 13.0)","(4.2, 99999, 99990)"
07-01-2023 19:34:44.245822,"(16.0, 99999, 99990)","(1.7, 1.82, 1.8090000000000002)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 116.66666666666667)","(6.0, 7.4, 7.372727272727273)","(9.0, 15.0, 12.833333333333334)","(4.2, 99999, 99990)"
07-01-2023 19:34:45.611731,"(16.0, 99999, 99990)","(1.7, 1.82, 1.8090000000000002)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 123.0)","(6.0, 7.4, 7.372727272727273)","(9.0, 15.5, 13.75)","(4.2, 99999, 99990)"
07-01-2023 19:34:47.137038,"(16.0, 99999, 99990)","(1.7, 1.82, 1.8090000000000002)","(31.0, 46.0, 42.0)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 156.25)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.75)","(4.2, 99999, 99990)"
07-01-2023 19:34:48.534892,"(16.0, 99999, 99990)","(1.7, 1.82, 1.8090000000000002)","(31.0, 46.0, 42.0)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 135.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.785714285714285)","(4.2, 99999, 99990)"
07-01-2023 19:34:49.935670,"(16.0, 99999, 99990)","(1.7, 1.82, 1.8090000000000002)","(31.0, 46.0, 44.0)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.5, 14.166666666666666)","(4.2, 99999, 99990)"
07-01-2023 19:34:51.359901,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 45.5)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 148.33333333333334)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 14.166666666666666)","(4.2, 99999, 99990)"
07-01-2023 19:34:52.679818,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 45.5)","(81.0, 150.0, 136.66666666666666)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 180.0, 109.28571428571428)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.125)","(4.2, 99999, 99990)"
07-01-2023 19:34:53.935238,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 45.5)","(81.0, 150.0, 130.0)","(31.0, 55.0, 49.5)","(41.0, 99999, 99990)","(71.0, 170.0, 103.75)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.125)","(4.2, 99999, 99990)"
07-01-2023 19:34:55.220715,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 45.5)","(81.0, 150.0, 130.0)","(31.0, 55.0, 45.5)","(41.0, 99999, 99990)","(71.0, 160.0, 115.45454545454545)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.125)","(4.2, 99999, 99990)"
07-01-2023 19:34:56.583913,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 45.5)","(81.0, 150.0, 130.0)","(31.0, 50.0, 46.0)","(41.0, 99999, 99990)","(71.0, 160.0, 115.45454545454545)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 13.125)","(4.2, 99999, 99990)"
07-01-2023 19:34:57.904753,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8176923076923077)","(31.0, 48.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(71.0, 160.0, 115.45454545454545)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 12.625)","(4.2, 99999, 99990)"
07-01-2023 19:34:59.232620,"(16.0, 99999, 99990)","(1.7, 1.83, 1.822)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 48.0, 46.0)","(41.0, 99999, 99990)","(71.0, 160.0, 119.16666666666666)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 12.625)","(4.2, 99999, 99990)"
07-01-2023 19:35:00.495239,"(16.0, 99999, 99990)","(1.7, 1.83, 1.822)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 48.0, 45.22222222222222)","(41.0, 99999, 99990)","(71.0, 160.0, 119.16666666666666)","(6.0, 7.4, 7.300000000000001)","(9.0, 15.0, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:01.758727,"(16.0, 99999, 99990)","(1.7, 1.83, 1.822)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 55.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 104.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:03.106162,"(16.0, 99999, 99990)","(1.7, 1.83, 1.822)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 104.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:04.447735,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8233333333333335)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 104.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:05.741893,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8233333333333335)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 104.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:07.038687,"(16.0, 99999, 99990)","(1.7, 1.83, 1.8226315789473684)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 108.0)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:08.311924,"(16.0, 99999, 99990)","(1.7, 1.83, 1.826818181818182)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 116.66666666666667)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
07-01-2023 19:35:09.558049,"(16.0, 99999, 99990)","(1.7, 1.83, 1.826818181818182)","(31.0, 50.0, 43.14285714285714)","(81.0, 150.0, 130.0)","(31.0, 50.0, 47.0)","(41.0, 99999, 99990)","(71.0, 160.0, 116.66666666666667)","(6.0, 7.4, 7.300000000000001)","(9.0, 14.5, 12.9)","(4.2, 99999, 99990)"
