,Beach Magic,Animado,The General Nz,Woodlea Diego Nz,Rollyarrrz Nz,Katacha Man,Jaccka Wally Nz,The Irish Eagle,Prince Joy,Blackjack Bart
07-01-2023 19:33:27.634989,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:28.901522,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:30.195970,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:31.493284,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:32.790579,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:34.154979,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:35.431146,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:36.843125,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:38.148625,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:39.425310,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:40.738840,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:42.016314,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:43.314124,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:44.625105,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:45.980180,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:47.533030,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:49.033199,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:50.508678,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:51.957101,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.747142857142857)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:53.449762,"(8.0, 11.0, 10.64)","(1.45, 1.75, 1.7173684210526317)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:54.985525,"(8.0, 11.0, 10.64)","(1.45, 1.73, 1.7173684210526317)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:56.350486,"(8.0, 11.0, 10.64)","(1.45, 1.73, 1.7173684210526317)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 22.142857142857142)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:57.692245,"(8.0, 11.0, 10.64)","(1.45, 1.73, 1.7173684210526317)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 23.0, 21.941176470588236)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:33:58.952836,"(8.0, 11.0, 10.64)","(1.45, 1.73, 1.705076923076923)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 21.941176470588236)","(6.0, 9.0, 7.68)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:00.301460,"(8.0, 11.0, 10.25)","(1.45, 1.73, 1.7116949152542373)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:01.672183,"(8.0, 11.0, 10.25)","(1.45, 1.73, 1.7116949152542373)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:03.004362,"(8.0, 11.0, 10.25)","(1.45, 1.73, 1.68)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:04.376580,"(8.0, 11.0, 10.25)","(1.45, 1.69, 1.68)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:05.777794,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:07.177754,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:08.608993,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:09.961015,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:11.328657,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:12.668037,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.33333333333333)"
07-01-2023 19:34:14.066384,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 45.333333333333336)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 82.14285714285714)"
07-01-2023 19:34:15.507297,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 82.14285714285714)"
07-01-2023 19:34:16.975171,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 82.14285714285714)"
07-01-2023 19:34:18.422354,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:19.941635,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:21.468462,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:22.929891,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:24.444950,"(8.0, 11.0, 10.4)","(1.45, 1.69, 1.681111111111111)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 8.4)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:25.959962,"(8.0, 11.0, 13.5)","(1.45, 1.69, 1.65)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:27.410532,"(8.0, 16.5, 13.5)","(1.45, 1.69, 1.65)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:28.825933,"(8.0, 16.0, 12.88888888888889)","(1.45, 1.69, 1.6646153846153846)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:30.384026,"(8.0, 16.0, 12.88888888888889)","(1.45, 1.69, 1.6646153846153846)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:31.956858,"(8.0, 16.0, 12.5)","(1.45, 1.69, 1.6646153846153846)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:33.489183,"(8.0, 15.0, 12.7)","(1.45, 1.69, 1.6646153846153846)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:35.243663,"(8.0, 14.5, 13.75)","(1.45, 1.69, 1.6646153846153846)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:36.861935,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:38.403868,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:39.790927,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.0)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:41.299687,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 54.85714285714286)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:42.673591,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 81.57142857142857)"
07-01-2023 19:34:44.019741,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:45.340072,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:46.774315,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:48.166745,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:49.533549,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.4)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:50.897324,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 52.8)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:52.221546,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:53.559995,"(8.0, 15.0, 13.75)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:54.878068,"(8.0, 15.0, 12.583333333333334)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 79.0)"
07-01-2023 19:34:56.209323,"(8.0, 15.5, 12.583333333333334)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:34:57.440461,"(8.0, 15.5, 12.583333333333334)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:34:58.775946,"(8.0, 15.0, 12.5)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:00.028945,"(8.0, 14.5, 13.1)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:01.332380,"(8.0, 14.5, 13.357142857142858)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:02.690593,"(8.0, 14.5, 13.357142857142858)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:03.950304,"(8.0, 14.5, 13.357142857142858)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:05.180678,"(8.0, 14.5, 13.357142857142858)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:06.391172,"(8.0, 14.5, 13.5)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:07.572027,"(8.0, 14.5, 13.5)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:08.797170,"(8.0, 14.5, 13.5)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
07-01-2023 19:35:10.076534,"(8.0, 14.5, 13.5)","(1.45, 1.69, 1.669375)","(17.0, 99999, 99990)","(19.0, 99999, 99990)","(21.0, 99999, 99990)","(31.0, 60.0, 56.33333333333333)","(26.0, 99999, 99990)","(17.0, 24.0, 18.583333333333332)","(6.0, 9.0, 7.5)","(41.0, 95.0, 86.45454545454545)"
