,Gracie Bale,Sunnyside Zeus,Lochinvar Jazz,Tough Tears,Entranced,Change Of Habit,Go Bang
14-12-2022 12:44:59.405668,"(2.4, 3.7, 2.8345454545454545)","(2.9, 4.3, 3.5980645161290323)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 13.4375)"
14-12-2022 12:45:00.506964,"(2.4, 3.7, 2.8345454545454545)","(2.9, 4.3, 3.5980645161290323)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 13.4375)"
14-12-2022 12:45:01.629928,"(2.4, 3.7, 2.8345454545454545)","(2.9, 4.3, 3.5980645161290323)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.166666666666666)"
14-12-2022 12:45:02.754078,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.5980645161290323)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.166666666666666)"
14-12-2022 12:45:03.936881,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.166666666666666)"
14-12-2022 12:45:05.124078,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:06.224651,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:07.253804,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:08.242002,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:09.149522,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:10.199867,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:11.223844,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:12.314643,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:13.388438,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.609230769230769)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:14.587301,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.1, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:15.793415,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:16.823761,"(2.4, 3.7, 2.599047619047619)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:17.901983,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:19.337675,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:20.438161,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:21.516033,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:22.514102,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.756)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:23.627812,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:24.694017,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:25.749457,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:26.852436,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:27.973523,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:29.077854,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:30.178254,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:31.300112,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:32.406160,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:33.430291,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 5.8999999999999995)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:34.397034,"(2.4, 3.65, 2.864)","(2.9, 4.3, 3.342857142857143)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.2, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:35.347294,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:36.367781,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:37.470623,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:38.676613,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:39.909195,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:41.029161,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:42.142146,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:43.378770,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:44.658477,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:46.125481,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:47.145791,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:48.294610,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 17.0)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:49.430960,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:50.578737,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:51.661409,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:52.778008,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:53.824655,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.2906666666666666)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:54.799379,"(2.4, 3.65, 2.79)","(2.9, 4.2, 3.2414285714285715)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:55.954042,"(2.4, 3.65, 2.79)","(2.9, 4.2, 3.2414285714285715)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:57.015297,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.2414285714285715)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:58.157862,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.3053333333333335)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:45:59.411186,"(2.4, 3.65, 2.876)","(2.9, 4.2, 3.3053333333333335)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:46:00.740365,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:46:01.991175,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:46:03.169203,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:46:04.433762,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 36.45454545454545)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 14.0625)"
14-12-2022 12:46:05.588237,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 16.615384615384613)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 17.5, 13.2)"
14-12-2022 12:46:06.623913,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.2)"
14-12-2022 12:46:07.618185,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.2)"
14-12-2022 12:46:08.566869,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 12.15)"
14-12-2022 12:46:09.577935,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.335714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 12.5)"
14-12-2022 12:46:10.667935,"(2.4, 3.65, 2.79)","(2.9, 4.2, 3.225714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 12.5)"
14-12-2022 12:46:11.954961,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.225714285714286)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 12.5)"
14-12-2022 12:46:13.340626,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.3053333333333335)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:14.544045,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.3053333333333335)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:15.577900,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:16.696221,"(2.4, 3.65, 2.876)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:17.681011,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:18.672102,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 18.666666666666668)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:19.768038,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.129090909090909)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 20.555555555555557)","(4.6, 9.0, 6.666666666666666)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:20.908784,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:22.128864,"(2.4, 3.65, 2.7766666666666664)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:23.271105,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:24.400018,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.129090909090909)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:25.559668,"(2.4, 3.65, 2.8033333333333332)","(2.9, 4.2, 3.192173913043478)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:26.663874,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.1, 3.106451612903226)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:27.689762,"(2.4, 3.65, 2.79)","(2.9, 4.1, 3.106451612903226)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:28.691893,"(2.4, 3.65, 2.79)","(2.9, 4.1, 3.0703225806451613)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.5)"
14-12-2022 12:46:29.644784,"(2.4, 3.65, 2.79)","(2.9, 4.1, 3.12)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 16.0, 13.25)"
14-12-2022 12:46:30.633209,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.3, 3.0565217391304347)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:31.613891,"(2.4, 3.65, 2.763333333333333)","(2.9, 4.2, 3.257142857142857)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:32.671548,"(2.4, 3.65, 2.864)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:33.821586,"(2.4, 3.65, 3.134)","(2.9, 4.2, 3.1636363636363636)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:34.933609,"(2.4, 3.65, 3.134)","(2.9, 4.2, 3.25)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:36.034268,"(2.4, 3.65, 3.134)","(2.9, 4.2, 3.25)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:37.190827,"(2.4, 3.65, 3.134)","(2.9, 4.2, 3.25)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:38.354363,"(2.4, 3.65, 2.888)","(2.9, 4.2, 3.25)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:39.476296,"(2.4, 3.65, 2.8166666666666664)","(2.9, 4.2, 3.4958823529411767)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:40.579274,"(2.4, 3.65, 2.8166666666666664)","(2.9, 4.1, 3.0703225806451613)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:41.636431,"(2.4, 3.65, 2.8166666666666664)","(2.9, 4.3, 3.0565217391304347)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
14-12-2022 12:46:42.675205,"(2.4, 3.65, 2.8166666666666664)","(2.9, 4.2, 3.3053333333333335)","(11.0, 27.0, 14.916666666666666)","(21.0, 75.0, 32.6)","(12.0, 30.0, 16.25)","(4.6, 8.8, 7.5)","(10.0, 15.5, 13.25)"
