,Side Street Dave,Parley Street,Warfront Fighter,Passed By Paul,Assets Included,Dontteasethetiger,Chef,Singandcryindubai,Lil Latigo,Katzumoto,Morethansoultitle,Winning Magic
11-01-2023 08:22:25.558645,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:27.022836,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:28.440020,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:29.851505,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:31.332638,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:32.877490,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:34.397245,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:35.912359,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:37.376757,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:38.775393,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:40.169341,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:41.547031,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:42.993348,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:44.473309,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:46.030903,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:47.643664,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:49.492487,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:51.334687,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:52.878064,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:54.321310,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:55.776477,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:57.281155,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:22:58.751330,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:00.232463,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:01.724820,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:03.322313,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:04.736219,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:06.145184,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:07.544407,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:08.902315,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:10.256494,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:11.595477,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:12.988072,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:14.482348,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:15.933122,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:17.423332,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:18.905629,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:20.373925,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:21.713278,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:23.106520,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:24.681820,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:26.473302,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:28.132634,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:29.749282,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:31.237457,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:32.776348,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:34.355187,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:35.927276,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:37.658080,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:39.282488,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:40.853266,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:42.388184,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:43.899667,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:45.495066,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:46.953932,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:48.412598,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:49.845396,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:51.264868,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:52.662490,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:54.132802,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:55.517406,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:56.867903,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:58.282954,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:23:59.649906,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:01.029500,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:02.513425,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:03.973649,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:05.450718,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:06.951971,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:08.316823,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:09.639544,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:10.940382,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:12.304213,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:24:13.605490,"(15.0, 99999, 99990)","(6.0, 99999, 99990)","(11.0, 99999, 99990)","(5.0, 99999, 99990)","(15.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(4.6, 99999, 99990)","(26.0, 99999, 99990)","(6.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
