,Side Street Dave,Parley Street,Warfront Fighter,Passed By Paul,Assets Included,Dontteasethetiger,Chef,Singandcryindubai,Lil Latigo,Katzumoto,Morethansoultitle,Winning Magic
11-01-2023 08:08:23.089633,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:24.399096,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:25.686652,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:26.936485,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:28.226632,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:29.448435,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:30.709807,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:31.935126,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:33.154009,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:34.401654,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:35.790416,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:37.109566,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:38.396744,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:39.679562,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:40.896773,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:42.109739,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:43.349521,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:44.579104,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:45.808223,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:47.111554,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:48.433887,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:49.712988,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:50.954334,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:52.204658,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:53.421354,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:54.638917,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:55.851606,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:57.095679,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:58.377829,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:08:59.685531,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:00.979452,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:02.322069,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:03.799496,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:05.062332,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:06.422459,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:07.816114,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:09.133129,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:10.571042,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:11.936417,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:13.216486,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:14.482033,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:15.748290,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:16.977204,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:18.197532,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:19.409171,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:20.637773,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:21.865000,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:23.105428,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:24.418770,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:25.732029,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:26.957374,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:28.306993,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:29.608244,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:30.831384,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:32.022368,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:33.233212,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:34.478097,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:35.698899,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:36.949657,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:38.288594,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:39.590921,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:40.862688,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:42.102914,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:43.399414,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:44.699605,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:45.911308,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:47.125524,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:48.303804,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:53.605680,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:54.860358,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:56.106934,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:57.312355,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:58.537559,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
11-01-2023 08:09:59.817154,"(13.0, 99999, 99990)","(5.5, 99999, 99990)","(10.0, 99999, 99990)","(5.0, 99999, 99990)","(14.0, 99999, 99990)","(9.0, 99999, 99990)","(7.5, 99999, 99990)","(5.5, 99999, 99990)","(26.0, 99999, 99990)","(7.5, 99999, 99990)","(7.5, 99999, 99990)","(8.5, 99999, 99990)"
