,Lucretia Ann,Block Busted,Willows Friend,Rogue Temptation,Tuzla Bale,Big City Nights,After Hours
08-12-2022 15:27:08.107835,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 57.125)","(10.0, 34.0, 21.22222222222222)","(31.0, 150.0, 115.42857142857142)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:09.229725,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.25)","(10.0, 34.0, 21.22222222222222)","(31.0, 150.0, 94.5)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:10.336964,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.25)","(10.0, 34.0, 21.22222222222222)","(31.0, 160.0, 106.72727272727272)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:11.409437,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.25)","(10.0, 34.0, 21.22222222222222)","(31.0, 200.0, 106.72727272727272)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:12.463698,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.25)","(10.0, 34.0, 21.22222222222222)","(31.0, 200.0, 106.72727272727272)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:13.550691,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0566666666666666)","(3.9, 8.6, 8.058823529411764)","(15.0, 110.0, 51.25)","(10.0, 34.0, 21.22222222222222)","(31.0, 200.0, 106.72727272727272)","(2.9, 3.75, 3.689375)"
08-12-2022 15:27:23.249324,"(5.5, 11.0, 5.96)","(2.8, 3.65, 3.0)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.75, 3.876875)"
08-12-2022 15:27:24.258983,"(5.5, 11.0, 5.96)","(2.8, 3.6, 3.1222222222222222)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.876875)"
08-12-2022 15:27:25.320859,"(5.5, 11.0, 5.96)","(2.8, 3.6, 3.1222222222222222)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.876875)"
08-12-2022 15:27:26.560135,"(5.5, 11.0, 5.96)","(2.8, 3.6, 3.1222222222222222)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.1788636363636362)"
08-12-2022 15:27:27.663123,"(5.5, 11.0, 5.96)","(2.8, 3.6, 3.1222222222222222)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.1788636363636362)"
08-12-2022 15:27:28.751959,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.1788636363636362)"
08-12-2022 15:27:29.884233,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.1788636363636362)"
08-12-2022 15:27:31.040247,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.1788636363636362)"
08-12-2022 15:27:32.201196,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 3.95, 3.92375)"
08-12-2022 15:27:33.274930,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:34.434594,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:35.637199,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:36.752180,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:37.813193,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:38.991210,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:40.118880,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:41.193545,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:42.254099,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:43.288352,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:44.428782,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:45.518623,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:46.683693,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:47.906075,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:49.086213,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 71.0)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:50.206944,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 200.0, 74.28571428571428)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:51.331103,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:52.433332,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:53.835867,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:55.029295,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:56.185475,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:57.318950,"(5.5, 11.0, 5.96)","(2.8, 3.55, 3.145)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:58.380141,"(5.5, 11.0, 5.96)","(2.8, 4.5, 3.62)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:27:59.455070,"(5.5, 11.0, 5.96)","(2.8, 4.4, 4.261666666666667)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:28:00.715513,"(5.5, 11.0, 5.96)","(2.8, 4.4, 4.261666666666667)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:28:02.215175,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:28:03.332514,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:28:04.445786,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.92375)"
08-12-2022 15:28:05.666422,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 4.0, 3.83)"
08-12-2022 15:28:06.857333,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:07.994891,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:09.083525,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:10.259007,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:11.493436,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:12.598482,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:13.587842,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:14.593337,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:15.595591,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:16.659809,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:17.729907,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:18.819597,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:19.876150,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:21.014220,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 26.5)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:22.192445,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:23.538873,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.533913043478261)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:24.716909,"(5.5, 11.0, 5.96)","(2.8, 4.4, 3.6431578947368424)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:25.889941,"(5.5, 11.0, 5.96)","(2.8, 4.3, 3.6431578947368424)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:27.422418,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.2, 4.078333333333333)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:28.578693,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.2, 4.078333333333333)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 68.5)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:29.930907,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.2, 3.5047619047619047)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 190.0, 71.42857142857143)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:31.333730,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.2, 3.092307692307692)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 70.41666666666667)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:32.648459,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.2, 3.69)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:33.825880,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.69)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:35.090426,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:36.353831,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:37.600636,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:38.837213,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 57.22222222222222)","(10.0, 34.0, 27.088235294117645)","(31.0, 180.0, 66.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:40.072291,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 59.33333333333333)","(10.0, 34.0, 28.404761904761905)","(31.0, 180.0, 113.19999999999999)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:41.287215,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 105.45454545454545)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:42.450150,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:43.588184,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:44.659110,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:45.769810,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:46.957843,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:48.193296,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:49.403638,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:50.528218,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:51.771435,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:53.014042,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:54.207199,"(5.5, 12.0, 6.0600000000000005)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:55.293258,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:56.514355,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:57.677782,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:58.757143,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:28:59.872952,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:01.051672,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:02.181189,"(5.5, 11.5, 6.010000000000001)","(2.8, 4.0, 3.2249999999999996)","(3.9, 8.6, 7.907692307692307)","(15.0, 110.0, 56.5625)","(10.0, 34.0, 28.404761904761905)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:03.582045,"(5.5, 11.5, 6.010000000000001)","(2.8, 3.9, 3.161578947368421)","(3.9, 8.6, 6.84)","(15.0, 110.0, 33.5)","(10.0, 34.0, 18.285714285714285)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:05.018756,"(5.5, 11.5, 6.010000000000001)","(2.8, 3.85, 3.67)","(3.9, 8.6, 7.883333333333333)","(15.0, 110.0, 39.5)","(10.0, 34.0, 19.9375)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:06.347535,"(5.5, 11.5, 6.010000000000001)","(2.8, 3.8, 3.67)","(3.9, 8.6, 8.047058823529412)","(15.0, 110.0, 39.5)","(10.0, 34.0, 20.25)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
08-12-2022 15:29:07.736341,"(5.5, 11.5, 6.010000000000001)","(2.8, 3.8, 3.67)","(3.9, 8.6, 6.76)","(15.0, 110.0, 39.875)","(10.0, 34.0, 20.5625)","(31.0, 170.0, 99.0)","(2.9, 3.9, 3.83)"
