,Eastbro Tex,Torque To The Max,Dartesian,Taleggio,Furiosa,Eagles Response,Whata Reactor,Fortyfive Rock,Go Jo Jolt
15-12-2022 14:27:34.945717,"(3.2, 4.3, 4.069230769230769)","(7.5, 11.0, 9.0)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.833333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.328571428571428)","(17.0, 24.0, 22.0)","(4.2, 5.7, 4.671428571428572)"
15-12-2022 14:27:36.076979,"(3.2, 4.3, 4.069230769230769)","(7.5, 11.0, 9.0)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.833333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.328571428571428)","(17.0, 24.0, 22.0)","(4.2, 5.7, 4.671428571428572)"
15-12-2022 14:27:37.244006,"(3.2, 4.3, 4.069230769230769)","(7.5, 11.0, 9.0)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.833333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.328571428571428)","(17.0, 24.0, 22.0)","(4.2, 5.7, 4.671428571428572)"
15-12-2022 14:27:38.327059,"(3.2, 4.3, 4.069230769230769)","(7.5, 11.0, 9.0)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.833333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.328571428571428)","(17.0, 24.0, 22.0)","(4.2, 5.7, 4.671428571428572)"
15-12-2022 14:27:39.466248,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 18.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.414285714285715)","(17.0, 24.0, 22.0)","(4.2, 5.7, 4.671428571428572)"
15-12-2022 14:27:40.564281,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 18.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.7, 5.1)"
15-12-2022 14:27:41.631526,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 18.2)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.7, 4.9714285714285715)"
15-12-2022 14:27:42.765236,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.2)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 5.357142857142857)"
15-12-2022 14:27:43.925975,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.2)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.5, 5.357142857142857)"
15-12-2022 14:27:45.025349,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 9.728571428571428)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.2)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.5, 5.7)"
15-12-2022 14:27:46.109027,"(3.2, 4.3, 4.069230769230769)","(7.5, 9.0, 8.657142857142857)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 18.2)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.9, 5.7)"
15-12-2022 14:27:47.180434,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.5, 17.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.9, 5.7)"
15-12-2022 14:27:48.262562,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 17.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.9, 5.7)"
15-12-2022 14:27:49.313774,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 16.666666666666668)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.9, 5.7)"
15-12-2022 14:27:50.427708,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 16.666666666666668)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.9, 5.7)"
15-12-2022 14:27:51.573829,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 15.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:52.706617,"(3.2, 4.3, 4.069230769230769)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:53.835638,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:54.933795,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:56.047102,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 17.5, 16.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:57.117907,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 17.5, 16.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:58.154472,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 17.5, 16.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:27:59.268731,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:00.382578,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:01.433835,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 15.666666666666666)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:02.473169,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 15.666666666666666)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:03.539304,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 15.666666666666666)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:04.637373,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:05.838314,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.0)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:07.011043,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.2)"
15-12-2022 14:28:08.204137,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.9, 5.1)"
15-12-2022 14:28:09.326831,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.7, 4.866666666666666)"
15-12-2022 14:28:10.518351,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:11.711021,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.171428571428572)","(17.0, 24.0, 22.125)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:12.877688,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.428571428571427)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.4, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:14.007497,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 19.0, 16.666666666666668)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:15.184611,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 16.666666666666668)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:16.267296,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.5, 16.666666666666668)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:17.338478,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.1)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:18.481712,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:19.579128,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:20.680418,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:21.790734,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:22.913023,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:23.991120,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:25.121011,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:26.265933,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:27.525189,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:28.748317,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.35)","(17.0, 24.0, 22.0)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:29.987415,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:31.180191,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:32.313575,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:33.458934,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:34.651399,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.316666666666666)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:35.843556,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.415384615384616)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:37.073012,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.415384615384616)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:38.217712,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.415384615384616)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:39.345314,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 5.5, 5.415384615384616)","(17.0, 24.0, 22.142857142857142)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:40.584970,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.6, 4.866666666666666)"
15-12-2022 14:28:41.810417,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.6, 4.609090909090909)"
15-12-2022 14:28:43.041509,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 5.333333333333333)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.7, 4.7)"
15-12-2022 14:28:44.264299,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 22.666666666666668)","(4.0, 5.5, 4.30235294117647)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.7, 5.3)"
15-12-2022 14:28:45.502854,"(3.2, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(18.0, 30.0, 26.333333333333332)","(4.0, 4.5, 4.30235294117647)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.6, 5.3)"
15-12-2022 14:28:46.806106,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.5, 4.309090909090909)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.6, 5.533333333333333)"
15-12-2022 14:28:48.071601,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.4, 4.309090909090909)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.533333333333333)"
15-12-2022 14:28:49.383036,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.4, 4.309090909090909)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.533333333333333)"
15-12-2022 14:28:50.700593,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.4, 4.309090909090909)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.533333333333333)"
15-12-2022 14:28:52.007787,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.4, 4.309090909090909)","(17.0, 24.0, 22.285714285714285)","(4.2, 5.9, 5.533333333333333)"
15-12-2022 14:28:53.311035,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.05)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.4, 4.251785714285714)","(17.0, 24.0, 24.57142857142857)","(4.2, 5.9, 5.566666666666667)"
15-12-2022 14:28:54.487033,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.114285714285714)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.3, 4.251785714285714)","(17.0, 27.0, 23.142857142857142)","(4.2, 5.9, 5.566666666666667)"
15-12-2022 14:28:55.726071,"(3.3, 4.5, 4.3)","(7.5, 10.5, 10.114285714285714)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.3, 4.119999999999999)","(17.0, 25.0, 23.142857142857142)","(4.2, 5.9, 5.566666666666667)"
15-12-2022 14:28:57.032889,"(3.3, 4.5, 4.3)","(7.5, 10.5, 9.25)","(101.0, 260.0, 240.0)","(6.5, 8.8, 7.7)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.3, 4.104705882352941)","(17.0, 25.0, 24.57142857142857)","(4.2, 5.9, 5.5)"
15-12-2022 14:28:58.569570,"(3.3, 4.5, 4.357142857142857)","(7.5, 10.5, 9.25)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 22.666666666666668)","(4.0, 4.5, 4.104705882352941)","(17.0, 27.0, 24.57142857142857)","(4.2, 5.9, 5.7666666666666675)"
15-12-2022 14:29:00.011843,"(3.3, 4.5, 4.357142857142857)","(7.5, 10.5, 9.25)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.200000000000001)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 22.666666666666668)","(4.0, 4.5, 4.104705882352941)","(17.0, 27.0, 24.57142857142857)","(4.2, 5.9, 5.7666666666666675)"
15-12-2022 14:29:01.438072,"(3.3, 4.5, 4.357142857142857)","(7.5, 10.5, 9.25)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.266666666666667)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 22.666666666666668)","(4.0, 4.5, 4.104705882352941)","(17.0, 27.0, 24.57142857142857)","(4.2, 5.9, 5.677777777777777)"
15-12-2022 14:29:02.854290,"(3.3, 4.5, 4.357142857142857)","(7.5, 10.5, 9.25)","(101.0, 260.0, 240.0)","(6.5, 8.8, 8.266666666666667)","(13.0, 18.0, 16.333333333333332)","(19.0, 30.0, 26.333333333333332)","(4.0, 4.5, 4.127272727272727)","(17.0, 27.0, 24.57142857142857)","(4.2, 5.8, 5.3)"
