,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:23:14.782613,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.0, 8.856)","(7.0, 20.0, 19.428571428571427)","(19.0, 23.0, 20.25)","(10.0, 19.0, 17.0)"
07-01-2023 19:23:15.918401,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.0, 9.083333333333332)","(7.0, 20.0, 19.428571428571427)","(19.0, 23.0, 19.464285714285715)","(10.0, 19.0, 17.0)"
07-01-2023 19:23:16.911831,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.799999999999999)","(7.0, 20.0, 19.428571428571427)","(19.0, 23.0, 19.192307692307693)","(10.0, 19.0, 17.18181818181818)"
07-01-2023 19:23:17.943854,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.799999999999999)","(7.0, 20.0, 19.428571428571427)","(19.0, 23.0, 20.833333333333332)","(10.0, 19.0, 17.18181818181818)"
07-01-2023 19:23:19.049418,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.98181818181818)","(7.0, 20.0, 20.285714285714285)","(19.0, 22.0, 20.833333333333332)","(10.0, 19.0, 18.0)"
07-01-2023 19:23:20.038242,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.98181818181818)","(7.0, 21.0, 20.285714285714285)","(19.0, 22.0, 20.833333333333332)","(10.0, 19.0, 18.0)"
07-01-2023 19:23:21.100345,"(4.0, 4.6, 4.383333333333333)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.98181818181818)","(7.0, 21.0, 20.285714285714285)","(19.0, 22.0, 19.083333333333332)","(10.0, 19.0, 17.75)"
07-01-2023 19:23:22.138380,"(4.0, 4.6, 4.55)","(2.9, 3.7, 3.425)","(5.5, 6.6, 6.25)","(19.0, 40.0, 39.06666666666666)","(6.0, 9.2, 8.98181818181818)","(7.0, 21.0, 18.5)","(19.0, 22.0, 20.166666666666668)","(10.0, 19.0, 17.75)"
07-01-2023 19:23:23.212551,"(4.0, 4.6, 4.55)","(2.9, 3.7, 3.673809523809524)","(5.5, 6.6, 6.553333333333333)","(19.0, 40.0, 35.33333333333333)","(6.0, 9.2, 8.473684210526315)","(7.0, 21.0, 18.5)","(19.0, 21.0, 20.166666666666668)","(10.0, 19.0, 17.75)"
07-01-2023 19:23:24.314005,"(4.0, 4.6, 4.55)","(2.9, 3.7, 3.673809523809524)","(5.5, 6.6, 6.5588235294117645)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.0)","(19.0, 21.0, 19.2)","(10.0, 19.0, 16.34375)"
07-01-2023 19:23:25.505704,"(4.0, 4.6, 4.289130434782608)","(2.9, 3.7, 3.3666666666666667)","(5.5, 6.6, 6.5588235294117645)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 21.0, 18.75)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:26.779480,"(4.0, 4.5, 4.457692307692308)","(2.9, 3.7, 3.2846153846153845)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 21.0, 18.75)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:27.942698,"(4.0, 4.5, 4.457692307692308)","(2.9, 3.7, 3.282142857142857)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 21.0, 19.8125)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:29.053280,"(4.0, 4.5, 4.457692307692308)","(2.9, 3.7, 3.282142857142857)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 20.0, 18.75)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:30.340191,"(4.0, 4.5, 4.421428571428572)","(2.9, 3.7, 3.282142857142857)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 21.0, 19.5)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:31.498238,"(4.0, 4.5, 4.28)","(2.9, 3.7, 3.282142857142857)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 34.30769230769231)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 19.2)","(10.0, 19.0, 16.586206896551722)"
07-01-2023 19:23:32.689383,"(4.0, 4.5, 4.096666666666667)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 21.0, 19.11764705882353)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:33.813474,"(4.0, 4.4, 4.365384615384616)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.6, 6.561111111111111)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 20.0, 18.75)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:34.957077,"(4.0, 4.4, 4.15)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.6, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:36.027865,"(4.0, 4.4, 4.109677419354839)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:37.116681,"(4.0, 4.4, 4.109677419354839)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:38.193051,"(4.0, 4.4, 4.109677419354839)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 17.4)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:39.401950,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:40.504721,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:41.619653,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.3285714285714283)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 21.0, 18.12)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:42.913485,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.375)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.0)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 19.2)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:44.174396,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.375)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 18.9)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:45.262210,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.375)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 18.9)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:46.252960,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.375)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 19.2)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:47.358653,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.375)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 18.9)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:48.523405,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.553225806451613)","(5.5, 6.8, 6.363636363636363)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 17.92105263157895)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:49.690968,"(4.0, 4.4, 4.043396226415094)","(2.9, 3.7, 3.553225806451613)","(5.5, 6.8, 6.465116279069767)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 17.92105263157895)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:50.829799,"(4.0, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4214285714285713)","(5.5, 6.8, 6.465116279069767)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 17.357142857142858)","(19.0, 20.0, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:51.927457,"(4.0, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4214285714285713)","(5.5, 6.8, 6.472727272727273)","(19.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.0, 19.5, 17.92105263157895)","(19.0, 20.0, 18.9375)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:53.043732,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4214285714285713)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 20.0, 19.8125)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:54.088644,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4214285714285713)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.657894736842106)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:23:55.130941,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4214285714285713)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 20.0, 18.9375)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:23:56.157692,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.35294117647059)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 20.0, 19.166666666666668)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:23:57.235757,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 31.714285714285715)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.657894736842106)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:23:58.359708,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 31.714285714285715)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 20.0, 19.375)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:23:59.463314,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 31.714285714285715)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.657894736842106)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:00.479662,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 31.714285714285715)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 20.0, 19.03846153846154)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:01.616167,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.4708333333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 19.5, 19.03846153846154)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:02.774390,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.5854166666666667)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:03.912480,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.5854166666666667)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:05.090544,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.5854166666666667)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.804347826086957)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:06.159446,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.5854166666666667)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 19.5, 18.804347826086957)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:07.255550,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.625675675675676)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.357142857142858)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:08.302238,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.6276315789473688)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 19.5, 18.804347826086957)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:09.330332,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.6276315789473688)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 17.92105263157895)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.40740740740741)"
07-01-2023 19:24:10.353813,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.6276315789473688)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 18.363636363636363)","(17.0, 19.5, 18.804347826086957)","(10.0, 19.0, 16.424242424242426)"
07-01-2023 19:24:11.491324,"(3.9, 4.4, 4.041666666666667)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.472727272727273)","(20.0, 38.0, 32.13333333333333)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 18.363636363636363)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:24:12.693052,"(3.9, 4.4, 4.09765625)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.533333333333333)","(20.0, 38.0, 30.85)","(6.0, 9.0, 8.347826086956522)","(7.5, 19.5, 18.363636363636363)","(17.0, 19.5, 18.804347826086957)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:24:13.845698,"(3.9, 4.4, 4.009090909090909)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.533333333333333)","(20.0, 38.0, 30.85)","(6.0, 9.0, 8.242424242424242)","(7.5, 19.5, 17.9375)","(17.0, 19.5, 18.61111111111111)","(10.0, 19.0, 16.666666666666668)"
07-01-2023 19:24:15.005224,"(3.9, 4.4, 4.009090909090909)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.053333333333334)","(20.0, 38.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(7.5, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(10.0, 19.0, 16.0)"
07-01-2023 19:24:16.083277,"(3.9, 4.4, 4.0814814814814815)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.053333333333334)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(7.5, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(10.0, 19.0, 16.0)"
07-01-2023 19:24:17.190673,"(3.9, 4.4, 4.122580645161291)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(7.5, 19.5, 17.9375)","(17.0, 19.5, 18.71212121212121)","(10.0, 19.0, 17.764705882352942)"
07-01-2023 19:24:18.296820,"(3.9, 4.4, 4.122580645161291)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 17.733333333333334)"
07-01-2023 19:24:19.399533,"(3.9, 4.4, 4.122580645161291)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 17.733333333333334)"
07-01-2023 19:24:20.482519,"(3.9, 4.4, 4.122580645161291)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.71212121212121)","(11.0, 18.0, 17.733333333333334)"
07-01-2023 19:24:21.538430,"(3.9, 4.4, 4.120634920634921)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 17.733333333333334)"
07-01-2023 19:24:22.601514,"(3.9, 4.2, 4.118367346938776)","(2.9, 3.7, 3.6427083333333337)","(5.5, 6.8, 6.4)","(20.0, 36.0, 35.4)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.71212121212121)","(11.0, 18.0, 17.75)"
07-01-2023 19:24:23.657895,"(3.9, 4.2, 4.1056603773584905)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.566666666666666)","(20.0, 36.0, 30.6)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 15.875)"
07-01-2023 19:24:24.755163,"(3.9, 4.2, 4.088888888888889)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.566666666666666)","(20.0, 36.0, 30.6)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 15.333333333333334)"
07-01-2023 19:24:25.798921,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.566666666666666)","(20.0, 36.0, 30.6)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.71212121212121)","(11.0, 18.0, 15.333333333333334)"
07-01-2023 19:24:26.944375,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.566666666666666)","(20.0, 36.0, 30.6)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 17.9375)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 15.333333333333334)"
07-01-2023 19:24:28.129745,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.545454545454545)","(20.0, 36.0, 30.6)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 18.071428571428573)","(17.0, 19.5, 18.71212121212121)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:29.251557,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.7, 3.6438775510204082)","(5.5, 6.8, 6.545454545454545)","(20.0, 36.0, 30.705882352941178)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 18.071428571428573)","(17.0, 19.5, 18.71212121212121)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:30.270678,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.6, 3.5385245901639344)","(5.5, 6.8, 6.558139534883721)","(20.0, 36.0, 30.705882352941178)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 18.071428571428573)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:31.289474,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.6, 3.5385245901639344)","(5.5, 6.8, 6.558139534883721)","(20.0, 36.0, 29.043478260869566)","(6.0, 9.0, 8.242424242424242)","(8.0, 19.5, 18.071428571428573)","(17.0, 19.5, 18.571428571428573)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:32.389914,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.6, 3.5385245901639344)","(5.5, 6.8, 6.558139534883721)","(20.0, 36.0, 30.482758620689655)","(6.0, 9.0, 8.533333333333333)","(8.0, 19.5, 18.2)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:33.457389,"(3.9, 4.2, 4.065573770491803)","(2.9, 3.6, 3.5385245901639344)","(5.5, 6.8, 6.558139534883721)","(20.0, 36.0, 30.482758620689655)","(6.0, 8.8, 8.533333333333333)","(8.0, 19.0, 18.2)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.46875)"
07-01-2023 19:24:34.530543,"(3.9, 4.2, 4.0975)","(2.9, 3.3, 3.2508948545861296)","(5.5, 6.8, 6.531034482758621)","(20.0, 36.0, 30.482758620689655)","(6.0, 8.8, 8.647619047619049)","(8.0, 19.0, 18.2)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.206896551724139)"
07-01-2023 19:24:35.646837,"(3.9, 4.2, 4.081159420289855)","(2.9, 3.3, 3.2004819277108436)","(5.5, 6.8, 6.4879999999999995)","(20.0, 36.0, 30.482758620689655)","(6.0, 8.8, 8.647619047619049)","(8.0, 19.0, 18.2)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.46875)"
07-01-2023 19:24:36.824796,"(3.9, 4.2, 4.0975)","(2.9, 3.3, 3.28)","(5.5, 6.8, 7.0588235294117645)","(20.0, 36.0, 31.428571428571427)","(6.0, 8.8, 8.615384615384615)","(8.0, 19.0, 18.071428571428573)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:37.988861,"(3.9, 4.4, 4.352)","(2.9, 3.4, 3.3884615384615384)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.428571428571427)","(6.0, 9.0, 8.475)","(8.0, 19.5, 18.25)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:39.138835,"(3.9, 4.4, 4.3076923076923075)","(2.9, 3.45, 3.3884615384615384)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.428571428571427)","(6.0, 8.8, 8.475)","(8.0, 19.0, 18.25)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:40.215362,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.45, 3.3884615384615384)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.428571428571427)","(6.0, 8.8, 8.475)","(8.0, 19.0, 18.571428571428573)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.428571428571429)"
07-01-2023 19:24:41.324459,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.45, 3.3705882352941177)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.475)","(8.0, 19.0, 18.5)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.23076923076923)"
07-01-2023 19:24:42.412041,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.45, 3.4)","(5.5, 7.2, 7.062857142857143)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.475)","(8.0, 19.5, 18.3)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.23076923076923)"
07-01-2023 19:24:43.535957,"(3.9, 4.4, 4.228571428571429)","(2.9, 3.45, 3.375)","(5.5, 7.2, 6.892307692307693)","(20.0, 36.0, 31.555555555555557)","(6.0, 8.8, 8.341176470588234)","(8.0, 19.5, 18.66)","(17.0, 19.5, 17.5)","(11.0, 18.0, 15.23076923076923)"
