,Reggies Brother,Speed Badke,Calder,Muttons Mates,Desleys Girl,White Snake,Moment Of Glory,Aces Up
07-01-2023 19:18:19.337238,"(4.0, 5.5, 5.411111111111111)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 6.466666666666667)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.5)","(19.0, 50.0, 42.888888888888886)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:20.624074,"(4.0, 5.5, 5.411111111111111)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.55)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.9375)","(19.0, 50.0, 42.888888888888886)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:22.170411,"(4.0, 5.5, 5.411111111111111)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.9375)","(19.0, 50.0, 43.6)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:23.574903,"(4.0, 5.5, 5.411111111111111)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.375)","(19.0, 50.0, 43.6)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:24.989173,"(4.0, 5.7, 5.290909090909091)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.375)","(19.0, 50.0, 43.6)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:26.335926,"(4.0, 5.7, 5.290909090909091)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 14.25)"
07-01-2023 19:18:27.528904,"(4.0, 5.7, 5.290909090909091)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 17.5)"
07-01-2023 19:18:28.683069,"(4.0, 5.7, 5.290909090909091)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.6)"
07-01-2023 19:18:29.786520,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:30.919441,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:32.157138,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.68888888888889)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.677777777777778)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:33.262737,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:34.402065,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:35.537718,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:36.680904,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 16.833333333333336)"
07-01-2023 19:18:37.800302,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 17.1875)"
07-01-2023 19:18:38.959955,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 17.1875)"
07-01-2023 19:18:40.149167,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.77777777777778)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.7)","(19.0, 50.0, 43.6)","(10.0, 18.0, 17.1875)"
07-01-2023 19:18:41.415354,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 42.3)","(5.5, 10.5, 6.814285714285714)","(6.0, 17.5, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.0, 16.944444444444443)"
07-01-2023 19:18:42.646855,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:43.897427,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:45.166236,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:46.356738,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:47.470027,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 44.666666666666664)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:48.599711,"(4.0, 5.7, 5.033333333333333)","(2.9, 3.8, 3.7536842105263157)","(6.0, 9.8, 8.060869565217391)","(18.0, 48.0, 44.375)","(5.5, 10.5, 6.814285714285714)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:49.664228,"(4.0, 5.7, 5.017241379310345)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:50.768131,"(4.0, 5.7, 5.017241379310345)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:51.887095,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:52.964575,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:54.215430,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:55.434197,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:56.679813,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:57.980378,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.875)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:18:59.274463,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.3125)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:19:00.497883,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 16.3125)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:19:01.742103,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 18.0, 15.666666666666666)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:19:02.913016,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 17.5, 15.88888888888889)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:19:04.062370,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 41.55555555555556)","(5.5, 10.5, 8.35)","(6.0, 17.0, 15.88888888888889)","(19.0, 50.0, 45.07692307692308)","(10.0, 18.5, 16.944444444444443)"
07-01-2023 19:19:05.256563,"(4.0, 5.7, 4.095833333333333)","(2.9, 3.8, 3.756)","(6.0, 9.8, 8.747368421052633)","(18.0, 48.0, 39.916666666666664)","(5.5, 10.5, 9.885714285714286)","(6.0, 17.0, 16.23076923076923)","(19.0, 50.0, 43.66666666666667)","(10.0, 18.5, 17.98148148148148)"
07-01-2023 19:19:06.539980,"(4.0, 5.6, 4.133333333333334)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.6, 8.600000000000001)","(18.0, 44.0, 39.916666666666664)","(5.5, 10.5, 9.475)","(6.0, 17.0, 16.23076923076923)","(19.0, 46.0, 43.66666666666667)","(10.0, 18.5, 17.98148148148148)"
07-01-2023 19:19:07.893445,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.4, 8.600000000000001)","(18.0, 44.0, 39.916666666666664)","(5.5, 10.5, 9.475)","(6.0, 17.0, 16.653846153846153)","(19.0, 46.0, 43.66666666666667)","(10.0, 18.5, 17.98148148148148)"
07-01-2023 19:19:09.259290,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.4, 8.444444444444443)","(18.0, 44.0, 37.14285714285714)","(5.5, 10.5, 9.914285714285715)","(6.0, 17.5, 16.653846153846153)","(19.0, 46.0, 40.0)","(10.0, 18.5, 17.98148148148148)"
07-01-2023 19:19:10.454620,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.2, 8.444444444444443)","(18.0, 40.0, 37.14285714285714)","(5.5, 10.5, 9.914285714285715)","(6.0, 17.5, 16.653846153846153)","(19.0, 42.0, 40.0)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:11.583771,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.2, 8.444444444444443)","(18.0, 40.0, 37.14285714285714)","(5.5, 10.5, 9.914285714285715)","(6.0, 17.5, 16.653846153846153)","(19.0, 42.0, 40.0)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:12.694571,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.2, 8.444444444444443)","(18.0, 40.0, 37.14285714285714)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 42.0, 36.61538461538461)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:13.827487,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.2, 8.786666666666667)","(18.0, 40.0, 37.391304347826086)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 40.0, 36.333333333333336)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:15.029631,"(4.0, 5.5, 4.26)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 37.391304347826086)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 38.0, 36.333333333333336)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:16.127850,"(4.0, 5.5, 4.079166666666667)","(2.9, 3.8, 3.6799999999999997)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 37.391304347826086)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 38.0, 29.0)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:17.393180,"(4.0, 5.5, 4.079166666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 37.391304347826086)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 38.0, 33.230769230769226)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:18.622559,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 37.27272727272727)","(5.5, 10.5, 10.342307692307692)","(6.0, 17.5, 16.653846153846153)","(19.0, 36.0, 29.571428571428573)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:19.784308,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 33.66666666666667)","(5.5, 10.5, 9.575)","(6.0, 17.5, 16.0)","(19.0, 36.0, 32.4)","(10.0, 18.5, 17.055555555555557)"
07-01-2023 19:19:20.863308,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 33.66666666666667)","(5.5, 10.5, 8.818181818181818)","(6.0, 17.5, 16.0)","(19.0, 34.0, 32.4)","(10.0, 18.5, 17.055555555555557)"
07-01-2023 19:19:21.947339,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 33.66666666666667)","(5.5, 10.5, 9.971428571428572)","(6.0, 17.5, 16.0)","(19.0, 34.0, 32.666666666666664)","(10.0, 18.5, 17.055555555555557)"
07-01-2023 19:19:22.939967,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 33.66666666666667)","(5.5, 10.5, 9.266666666666666)","(6.0, 17.5, 16.0)","(19.0, 34.0, 32.666666666666664)","(10.0, 18.5, 17.055555555555557)"
07-01-2023 19:19:23.960389,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 9.0, 8.786666666666667)","(18.0, 40.0, 33.66666666666667)","(5.5, 10.5, 9.266666666666666)","(6.0, 17.5, 16.0)","(19.0, 34.0, 32.666666666666664)","(10.0, 18.5, 17.055555555555557)"
07-01-2023 19:19:24.995802,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.8, 8.010526315789473)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.75)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 14.5)"
07-01-2023 19:19:26.059891,"(4.0, 5.3, 4.625)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 8.413333333333334)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.75)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 14.5)"
07-01-2023 19:19:27.076255,"(4.0, 5.3, 4.085)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.8, 7.91764705882353)","(18.0, 40.0, 26.5)","(5.5, 10.5, 7.875)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 14.5)"
07-01-2023 19:19:28.252297,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 7.875)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 14.5)"
07-01-2023 19:19:29.293906,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 7.875)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 14.5)"
07-01-2023 19:19:30.458915,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.692307692307692)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.409090909090907)"
07-01-2023 19:19:31.845592,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.692307692307692)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.409090909090907)"
07-01-2023 19:19:33.067965,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.692307692307692)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:34.246500,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 10.096153846153847)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:35.286850,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 10.096153846153847)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:36.430305,"(4.0, 5.2, 4.366666666666667)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 10.096153846153847)","(6.0, 17.5, 16.375)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:37.570692,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 6.5813953488372094)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.775862068965518)","(6.0, 17.5, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:38.664278,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.6, 7.635294117647059)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.872093023255815)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:39.841568,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.4, 8.2)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.872093023255815)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 18.0)"
07-01-2023 19:19:40.927848,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.4, 7.8307692307692305)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.872093023255815)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.27777777777778)"
07-01-2023 19:19:42.102177,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.4941176470588236)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.872093023255815)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.27777777777778)"
07-01-2023 19:19:43.368626,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.2, 7.8307692307692305)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.4375)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:44.490460,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.5)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:45.583266,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.5)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:46.792589,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.5)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:47.903426,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.065217391304348)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:49.058790,"(4.0, 5.1, 4.525)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.065217391304348)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:50.169308,"(4.0, 5.0, 4.055)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.065217391304348)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:51.250843,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 9.065217391304348)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:52.420854,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 7.916666666666667)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:53.442903,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.685714285714286)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.285714285714286)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
07-01-2023 19:19:54.477743,"(4.0, 4.9, 4.425000000000001)","(2.9, 3.8, 3.1225806451612903)","(6.0, 8.0, 7.211764705882352)","(18.0, 40.0, 26.5)","(5.5, 10.5, 8.95)","(6.0, 18.0, 15.142857142857142)","(19.0, 34.0, 26.38095238095238)","(10.0, 18.5, 17.976190476190474)"
