,Dusty Rubble,Exsensible,Hamaki,Mr Kennedy,Mr Showman,Questar,Jabali Belle,Scarlett Aplenty
15-12-2022 12:43:23.830774,"(91.0, 510.0, 460.0)","(2.45, 2.84, 2.7963636363636364)","(1.95, 2.24, 2.1961290322580647)","(7.0, 11.5, 11.039473684210526)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.1)","(41.0, 80.0, 72.0)"
15-12-2022 12:43:24.885716,"(91.0, 510.0, 465.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.1)","(41.0, 80.0, 72.0)"
15-12-2022 12:43:25.961592,"(91.0, 510.0, 465.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.1)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:27.034923,"(91.0, 510.0, 470.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.1)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:28.120318,"(91.0, 510.0, 485.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.1)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:29.103929,"(91.0, 510.0, 483.3333333333333)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.9)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:30.119568,"(91.0, 510.0, 483.3333333333333)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.9)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:31.138218,"(91.0, 510.0, 495.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2258823529411766)","(7.0, 11.5, 11.27124183006536)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.9)","(41.0, 80.0, 71.42857142857143)"
15-12-2022 12:43:32.210973,"(91.0, 510.0, 496.6666666666667)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.26, 2.2219444444444445)","(7.0, 11.5, 11.142857142857142)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 80.0, 71.81818181818181)"
15-12-2022 12:43:33.223356,"(91.0, 510.0, 423.3333333333333)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2219444444444445)","(7.0, 11.5, 11.142857142857142)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 80.0, 66.5)"
15-12-2022 12:43:34.289195,"(91.0, 510.0, 503.3333333333333)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2142138364779878)","(7.0, 11.5, 11.142857142857142)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 80.0, 66.5)"
15-12-2022 12:43:35.305240,"(91.0, 510.0, 436.6666666666667)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.2142138364779878)","(7.0, 11.5, 11.142857142857142)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 80.0, 66.5)"
15-12-2022 12:43:36.308596,"(91.0, 510.0, 450.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.176923076923077)","(7.0, 11.5, 11.163461538461538)","(91.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 80.0, 65.9090909090909)"
15-12-2022 12:43:37.372148,"(91.0, 510.0, 450.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.176923076923077)","(7.0, 11.5, 11.163461538461538)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 65.9090909090909)"
15-12-2022 12:43:38.486091,"(91.0, 510.0, 463.3333333333333)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.176923076923077)","(7.0, 11.5, 11.163461538461538)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 65.9090909090909)"
15-12-2022 12:43:39.570376,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.176923076923077)","(7.0, 11.5, 11.163461538461538)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:40.639311,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.222857142857143)","(7.0, 11.5, 10.625)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:41.664668,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.1952000000000003)","(7.0, 11.5, 11.0625)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:42.767578,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.812173913043478)","(1.95, 2.24, 2.1952000000000003)","(7.0, 11.5, 11.0625)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:43.810324,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.8186666666666667)","(1.95, 2.24, 2.1851428571428575)","(7.0, 11.5, 11.0625)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:44.876296,"(91.0, 510.0, 482.0)","(2.45, 2.84, 2.8186666666666667)","(1.95, 2.24, 2.1851428571428575)","(7.0, 11.5, 11.0625)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.952380952380953)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:45.940866,"(91.0, 510.0, 482.0)","(2.45, 2.9, 2.8249999999999997)","(1.95, 2.24, 2.222857142857143)","(7.0, 11.5, 11.279874213836479)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.9)","(41.0, 75.0, 68.75)"
15-12-2022 12:43:47.040309,"(91.0, 510.0, 482.0)","(2.45, 2.9, 2.823008849557522)","(1.95, 2.24, 2.1938461538461542)","(7.0, 11.5, 11.039473684210526)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.9)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:48.144184,"(91.0, 510.0, 482.0)","(2.45, 2.9, 2.823008849557522)","(1.95, 2.26, 2.1819123505976097)","(7.0, 11.5, 11.283950617283951)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.692307692307692)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:49.245014,"(91.0, 510.0, 482.0)","(2.45, 2.9, 2.823008849557522)","(1.95, 2.26, 2.1819123505976097)","(7.0, 11.5, 11.283950617283951)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.692307692307692)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:50.452165,"(91.0, 510.0, 482.0)","(2.45, 2.9, 2.823008849557522)","(1.95, 2.26, 2.1819753086419755)","(7.0, 11.5, 11.283950617283951)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.692307692307692)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:51.635177,"(91.0, 510.0, 475.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.26, 2.1819753086419755)","(7.0, 11.5, 11.283950617283951)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:52.805754,"(91.0, 510.0, 435.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.24, 2.182857142857143)","(7.0, 11.5, 11.440740740740742)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:53.934233,"(91.0, 510.0, 445.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.24, 2.182857142857143)","(7.0, 11.5, 11.440740740740742)","(101.0, 220.0, 200.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 68.47826086956522)"
15-12-2022 12:43:54.948344,"(91.0, 510.0, 445.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.24, 2.182857142857143)","(7.0, 11.5, 11.440740740740742)","(101.0, 220.0, 186.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:43:55.966134,"(91.0, 510.0, 455.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.22, 2.1978947368421053)","(7.0, 11.5, 11.440740740740742)","(101.0, 220.0, 186.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:43:57.005208,"(91.0, 510.0, 460.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.22, 2.1978947368421053)","(7.0, 11.5, 11.440740740740742)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.848484848484848)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:43:58.075477,"(91.0, 510.0, 460.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.22, 2.1978947368421053)","(7.0, 11.5, 11.440740740740742)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.848484848484848)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:43:59.201684,"(91.0, 510.0, 465.0)","(2.45, 2.9, 2.819444444444444)","(1.95, 2.22, 2.1978947368421053)","(7.0, 11.5, 11.444444444444445)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.76086956521739)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:44:00.296930,"(91.0, 510.0, 470.0)","(2.45, 2.9, 2.8655445544554454)","(1.95, 2.2, 2.1889171974522297)","(7.0, 11.5, 11.444444444444445)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.76086956521739)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:44:01.386331,"(91.0, 510.0, 475.0)","(2.45, 2.9, 2.8655445544554454)","(1.95, 2.16, 2.1588800000000004)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.76086956521739)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:44:02.430475,"(91.0, 510.0, 475.0)","(2.45, 2.9, 2.8655445544554454)","(1.95, 2.16, 2.1588800000000004)","(7.0, 11.5, 11.454545454545455)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.8125)","(41.0, 75.0, 69.64285714285714)"
15-12-2022 12:44:03.408503,"(91.0, 510.0, 470.0)","(2.45, 2.9, 2.8655445544554454)","(1.95, 2.16, 2.159294117647059)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.76086956521739)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:44:04.509259,"(91.0, 510.0, 460.0)","(2.45, 2.9, 2.8655445544554454)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 14.76086956521739)","(41.0, 75.0, 69.44444444444444)"
15-12-2022 12:44:05.561148,"(101.0, 510.0, 465.0)","(2.45, 2.9, 2.8274999999999997)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.387096774193548)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:06.591598,"(101.0, 510.0, 470.0)","(2.45, 2.9, 2.822321428571428)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.387096774193548)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:07.671758,"(101.0, 510.0, 470.0)","(2.45, 2.9, 2.822321428571428)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.387096774193548)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:08.793427,"(101.0, 510.0, 470.0)","(2.45, 2.9, 2.822321428571428)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.387096774193548)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:09.908228,"(101.0, 510.0, 470.0)","(2.45, 2.9, 2.822321428571428)","(1.95, 2.16, 2.1597872340425535)","(7.0, 11.5, 11.452380952380953)","(101.0, 210.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:11.062960,"(101.0, 510.0, 470.0)","(2.45, 2.9, 2.8243478260869566)","(1.95, 2.16, 2.1583333333333337)","(7.0, 11.5, 11.462962962962964)","(101.0, 210.0, 192.22222222222223)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:12.080526,"(101.0, 510.0, 485.0)","(2.45, 2.9, 2.8335593220338984)","(1.95, 2.16, 2.1583333333333337)","(6.5, 11.5, 11.462962962962964)","(91.0, 220.0, 192.22222222222223)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:13.164067,"(101.0, 510.0, 483.3333333333333)","(2.45, 2.9, 2.8335593220338984)","(1.95, 2.16, 2.1583333333333337)","(6.5, 11.5, 11.462962962962964)","(91.0, 220.0, 192.22222222222223)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:14.188588,"(101.0, 510.0, 455.0)","(2.45, 2.9, 2.8335593220338984)","(1.95, 2.14, 2.1363076923076925)","(6.5, 11.5, 11.462962962962964)","(91.0, 220.0, 192.22222222222223)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:15.239436,"(101.0, 510.0, 496.6666666666667)","(2.45, 2.9, 2.8465454545454545)","(1.95, 2.16, 2.1580327868852462)","(6.5, 11.5, 11.46774193548387)","(91.0, 220.0, 192.22222222222223)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:16.378318,"(101.0, 510.0, 496.6666666666667)","(2.45, 2.9, 2.8465454545454545)","(1.95, 2.16, 2.15290780141844)","(6.5, 11.5, 11.46774193548387)","(91.0, 220.0, 176.66666666666666)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:17.371684,"(101.0, 510.0, 496.6666666666667)","(2.45, 2.9, 2.8465454545454545)","(1.95, 2.16, 2.15290780141844)","(6.5, 11.5, 11.46774193548387)","(91.0, 210.0, 170.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:18.429185,"(101.0, 510.0, 506.0)","(2.45, 2.9, 2.8465454545454545)","(1.95, 2.16, 2.15290780141844)","(6.5, 11.5, 11.46774193548387)","(91.0, 210.0, 170.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:19.587294,"(101.0, 510.0, 503.3333333333333)","(2.45, 2.9, 2.8465454545454545)","(1.95, 2.16, 2.15290780141844)","(6.5, 11.5, 11.46774193548387)","(91.0, 210.0, 170.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:20.740850,"(101.0, 550.0, 507.14285714285717)","(2.45, 2.9, 2.8287272727272725)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 210.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:21.859994,"(91.0, 540.0, 530.0)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:22.932456,"(91.0, 540.0, 440.0)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:23.973032,"(91.0, 540.0, 500.0)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:25.037231,"(91.0, 540.0, 503.3333333333333)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:26.217506,"(91.0, 540.0, 503.3333333333333)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:27.320454,"(91.0, 540.0, 513.3333333333334)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.16, 2.152673992673993)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:28.389647,"(91.0, 540.0, 516.6666666666666)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.2, 2.153220338983051)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:29.454146,"(91.0, 540.0, 516.6666666666666)","(2.45, 2.9, 2.8484210526315787)","(1.95, 2.2, 2.153220338983051)","(6.5, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:30.555147,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.9, 2.8484210526315787)","(1.95, 2.2, 2.153220338983051)","(7.0, 11.5, 11.46774193548387)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.457142857142857)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:31.964493,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.9, 2.91296875)","(1.95, 2.2, 2.1413333333333333)","(7.0, 11.5, 11.433333333333334)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.470588235294118)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:33.096792,"(101.0, 540.0, 516.6666666666666)","(2.5, 2.92, 2.91296875)","(1.95, 2.16, 2.1413333333333333)","(7.0, 11.5, 11.433333333333334)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 15.5, 15.470588235294118)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:34.277687,"(101.0, 540.0, 440.0)","(2.5, 2.92, 2.91296875)","(1.95, 2.16, 2.1414159292035397)","(7.0, 11.5, 11.416666666666666)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 15.5, 15.470588235294118)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:35.337527,"(101.0, 540.0, 490.0)","(2.5, 2.92, 2.91296875)","(1.95, 2.16, 2.1414159292035397)","(7.0, 11.5, 11.416666666666666)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 15.5, 15.470588235294118)","(41.0, 75.0, 68.18181818181819)"
15-12-2022 12:44:36.389891,"(101.0, 540.0, 492.5)","(2.5, 2.92, 2.9126315789473685)","(1.95, 2.16, 2.140792079207921)","(7.0, 11.5, 11.434782608695652)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 16.0, 15.441176470588236)","(41.0, 75.0, 66.3157894736842)"
15-12-2022 12:44:37.568183,"(101.0, 540.0, 430.0)","(2.5, 2.92, 2.910940170940171)","(1.95, 2.18, 2.1636190476190476)","(7.0, 11.0, 10.98846153846154)","(91.0, 200.0, 180.0)","(71.0, 140.0, 135.0)","(11.0, 15.5, 15.393939393939394)","(41.0, 75.0, 66.17647058823529)"
15-12-2022 12:44:38.719042,"(101.0, 540.0, 483.3333333333333)","(2.5, 2.92, 2.9112)","(1.95, 2.18, 2.1617283950617288)","(7.0, 11.0, 10.99609375)","(91.0, 200.0, 180.0)","(71.0, 180.0, 154.28571428571428)","(11.0, 16.0, 15.393939393939394)","(41.0, 75.0, 66.17647058823529)"
15-12-2022 12:44:40.067043,"(101.0, 540.0, 486.6666666666667)","(2.5, 2.92, 2.9117894736842103)","(1.95, 2.18, 2.1098753117206983)","(7.0, 11.0, 11.375)","(91.0, 200.0, 180.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.40625)","(41.0, 75.0, 66.17647058823529)"
15-12-2022 12:44:41.306198,"(101.0, 540.0, 502.5)","(2.5, 2.92, 2.9117021276595745)","(1.95, 2.12, 2.10243795620438)","(7.0, 11.5, 11.375)","(91.0, 200.0, 166.66666666666666)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.40625)","(41.0, 75.0, 68.75)"
15-12-2022 12:44:42.438222,"(101.0, 540.0, 493.3333333333333)","(2.5, 2.92, 2.9117021276595745)","(1.95, 2.12, 2.10243795620438)","(7.0, 11.5, 11.428571428571429)","(91.0, 200.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.40625)","(41.0, 80.0, 68.75)"
15-12-2022 12:44:43.589286,"(101.0, 530.0, 480.0)","(2.5, 2.92, 2.9117021276595745)","(1.95, 2.12, 2.074345351043643)","(7.0, 11.5, 11.428571428571429)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.46875)","(41.0, 80.0, 71.57894736842105)"
15-12-2022 12:44:44.706388,"(101.0, 530.0, 480.0)","(2.5, 2.94, 2.9266666666666667)","(1.95, 2.12, 2.081214400859753)","(7.0, 12.0, 11.678571428571429)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.375)","(41.0, 80.0, 71.57894736842105)"
15-12-2022 12:44:45.800687,"(101.0, 530.0, 480.0)","(2.5, 2.94, 2.9266666666666667)","(1.95, 2.12, 2.0797044996642042)","(7.0, 12.0, 11.756756756756756)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.375)","(41.0, 80.0, 71.57894736842105)"
15-12-2022 12:44:46.868353,"(101.0, 530.0, 490.0)","(2.5, 2.94, 2.9266666666666667)","(1.95, 2.12, 2.0797044996642042)","(7.0, 12.0, 11.756756756756756)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.666666666666666)","(41.0, 80.0, 70.76923076923077)"
15-12-2022 12:44:47.937388,"(101.0, 530.0, 490.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.12, 2.065054945054945)","(7.0, 12.0, 11.727272727272727)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.857142857142858)","(41.0, 80.0, 70.76923076923077)"
15-12-2022 12:44:48.971752,"(101.0, 530.0, 502.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.12, 2.0504347826086957)","(7.0, 12.0, 11.727272727272727)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.75)","(41.0, 80.0, 72.0)"
15-12-2022 12:44:50.111045,"(101.0, 530.0, 502.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.1042105263157898)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.75)","(41.0, 80.0, 72.0)"
15-12-2022 12:44:51.249042,"(101.0, 530.0, 500.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.1042105263157898)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.75)","(41.0, 80.0, 74.0)"
15-12-2022 12:44:52.774004,"(101.0, 530.0, 510.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.1042105263157898)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 15.75)","(41.0, 80.0, 74.0)"
15-12-2022 12:44:53.999278,"(101.0, 530.0, 510.0)","(2.5, 2.94, 2.9236363636363634)","(1.95, 2.16, 2.1169105691056913)","(7.0, 12.0, 11.790697674418604)","(91.0, 210.0, 185.0)","(71.0, 180.0, 156.0)","(11.0, 16.0, 14.928571428571429)","(41.0, 80.0, 74.0)"
