,Wingman Dan,Runaway Babe,Just Slick,November,Chidobe,High Suite,Kentucky Showman,Public Servant
08-01-2023 19:11:56.252294,"(2.5, 3.1, 2.9266666666666667)","(2.3, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 70.0)","(41.0, 95.0, 91.11111111111111)","(6.5, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:11:57.362283,"(2.5, 3.1, 2.9266666666666667)","(2.3, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 70.0)","(41.0, 95.0, 91.11111111111111)","(6.5, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:11:58.461337,"(2.5, 3.1, 2.9266666666666667)","(2.3, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 46.666666666666664)","(41.0, 95.0, 91.11111111111111)","(6.5, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:11:59.640503,"(2.5, 3.1, 2.9266666666666667)","(2.3, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 46.666666666666664)","(41.0, 95.0, 91.11111111111111)","(6.5, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:12:00.808092,"(2.5, 3.1, 2.9266666666666667)","(2.3, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 46.666666666666664)","(41.0, 95.0, 91.11111111111111)","(6.5, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:12:02.385921,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 46.666666666666664)","(41.0, 95.0, 86.66666666666667)","(7.0, 12.0, 10.5)","(51.0, 90.0, 75.0)"
08-01-2023 19:12:03.600899,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 12.7)","(7.0, 21.0, 20.5)","(31.0, 80.0, 48.333333333333336)","(41.0, 100.0, 84.0)","(7.0, 12.0, 10.5)","(51.0, 90.0, 65.0)"
08-01-2023 19:12:04.825248,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 13.375)","(7.0, 21.0, 21.076923076923077)","(31.0, 80.0, 48.333333333333336)","(41.0, 90.0, 83.33333333333334)","(7.0, 12.0, 10.5)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:05.992660,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 13.375)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 48.333333333333336)","(41.0, 90.0, 81.875)","(7.0, 12.0, 10.5)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:07.162882,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 13.375)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 48.333333333333336)","(41.0, 85.0, 81.875)","(7.0, 12.0, 10.166666666666668)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:08.466448,"(2.5, 2.98, 2.8575)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.071428571428571)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 48.333333333333336)","(41.0, 85.0, 81.875)","(7.0, 12.0, 11.3)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:09.752897,"(2.5, 2.96, 2.9)","(2.25, 2.44, 2.36695652173913)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 65.4054054054054)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 11.34)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:10.980252,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 65.4054054054054)","(41.0, 85.0, 75.9090909090909)","(7.0, 12.5, 10.875)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:12.132945,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 48.125)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 10.875)","(51.0, 85.0, 65.0)"
08-01-2023 19:12:13.402469,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 55.714285714285715)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 10.875)","(51.0, 85.0, 64.0)"
08-01-2023 19:12:14.648325,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 53.529411764705884)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 10.875)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:15.851677,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 55.625)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 11.857142857142858)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:17.157858,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 55.625)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.0)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:18.403207,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 21.076923076923077)","(31.0, 80.0, 62.27272727272727)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.0)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:19.577008,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.833333333333332)","(31.0, 80.0, 60.88235294117647)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.0)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:20.771158,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.383243243243243)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 60.88235294117647)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.0)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:21.957050,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.5)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:23.110912,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.5)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:24.186316,"(2.5, 3.1, 2.9266666666666667)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.5)","(51.0, 80.0, 64.0)"
08-01-2023 19:12:25.336678,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:26.527155,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 75.9090909090909)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:27.809272,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 85.0, 72.72727272727272)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:29.013405,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:30.150292,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.386153846153846)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:31.599801,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.372258064516129)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.95)","(31.0, 80.0, 64.70588235294117)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:32.869487,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.372258064516129)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.833333333333332)","(31.0, 80.0, 64.70588235294117)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:34.076622,"(2.5, 3.1, 2.94)","(2.25, 2.44, 2.372258064516129)","(8.5, 14.5, 14.3125)","(7.0, 22.0, 20.833333333333332)","(31.0, 80.0, 64.70588235294117)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.4375)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:35.231250,"(2.5, 3.1, 3.0675)","(2.25, 2.44, 2.372258064516129)","(8.5, 15.0, 14.76923076923077)","(7.0, 22.0, 20.95)","(31.0, 80.0, 63.75)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 11.75)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:36.580239,"(2.5, 3.1, 3.065714285714286)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.76923076923077)","(7.0, 22.0, 20.95)","(31.0, 80.0, 63.75)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 11.75)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:37.883968,"(2.5, 3.1, 3.065714285714286)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.863636363636363)","(7.0, 22.0, 20.6875)","(31.0, 80.0, 63.75)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.642857142857142)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:39.100281,"(2.5, 3.1, 3.065714285714286)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.863636363636363)","(7.0, 21.0, 20.6875)","(31.0, 80.0, 63.75)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.642857142857142)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:40.465706,"(2.5, 3.1, 3.0771428571428574)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.423076923076923)","(7.0, 21.0, 20.6875)","(31.0, 80.0, 63.75)","(41.0, 80.0, 72.72727272727272)","(7.0, 13.0, 12.642857142857142)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:41.930869,"(2.5, 3.1, 2.953333333333333)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.423076923076923)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 80.0, 69.54545454545455)","(7.0, 13.0, 12.642857142857142)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:43.089497,"(2.5, 3.1, 2.953333333333333)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.423076923076923)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 75.0, 69.54545454545455)","(7.0, 13.0, 12.642857142857142)","(51.0, 80.0, 75.0)"
08-01-2023 19:12:44.412217,"(2.5, 3.1, 2.953333333333333)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.863636363636363)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 75.0, 69.54545454545455)","(7.0, 13.0, 12.65909090909091)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:45.592642,"(2.5, 3.1, 3.0974857142857144)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.863636363636363)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 75.0, 67.72727272727272)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:46.751715,"(2.5, 3.1, 2.966666666666667)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 75.0, 67.72727272727272)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:48.221799,"(2.5, 3.1, 2.966666666666667)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.5)","(31.0, 80.0, 63.75)","(41.0, 75.0, 67.72727272727272)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:49.826129,"(2.5, 3.1, 2.966666666666667)","(2.25, 2.44, 2.4305882352941177)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 80.0, 63.75)","(41.0, 75.0, 67.0)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:51.129652,"(2.5, 3.1, 2.966666666666667)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 80.0, 63.75)","(41.0, 75.0, 62.5)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:52.487660,"(2.5, 3.1, 3.0891891891891894)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 80.0, 63.75)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:53.704305,"(2.5, 3.1, 3.0891891891891894)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 80.0, 100.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:54.866602,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 110.0, 100.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:56.163492,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 110.0, 100.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:57.596868,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 110.0, 100.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:12:58.959837,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 110.0, 76.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.673913043478262)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:00.246218,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 100.0, 76.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:01.503353,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 100.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:02.579417,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:03.708435,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:05.083449,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:06.270157,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.424)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 62.5)","(7.0, 13.0, 12.444444444444445)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:07.482555,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.434)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.444444444444445)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:08.734655,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.434)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.444444444444445)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:10.360264,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.434)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.444444444444445)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:11.582226,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:13.003835,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 87.5)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:14.412471,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:15.705084,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:16.857427,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:17.989893,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:19.094249,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:20.224466,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:21.303799,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:22.417007,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 62.5)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:23.641759,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:24.876936,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:26.069570,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:27.263065,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6875)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:28.445180,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.625)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.5)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:29.592645,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(31.0, 95.0, 86.66666666666667)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.6)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:30.762713,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(31.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:31.995890,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(31.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(51.0, 80.0, 65.0)"
08-01-2023 19:13:33.187517,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(31.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(51.0, 80.0, 75.3125)"
08-01-2023 19:13:34.359553,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(8.5, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(61.0, 80.0, 75.3125)"
08-01-2023 19:13:35.479145,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(61.0, 80.0, 75.3125)"
08-01-2023 19:13:36.639171,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.777777777777779)","(61.0, 80.0, 75.3125)"
08-01-2023 19:13:37.855334,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.1)","(61.0, 80.0, 65.0)"
08-01-2023 19:13:39.043184,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 62.5)","(7.0, 13.0, 12.1)","(61.0, 80.0, 65.0)"
08-01-2023 19:13:40.169634,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.1)","(61.0, 80.0, 65.0)"
08-01-2023 19:13:41.383451,"(2.5, 3.1, 2.98)","(2.25, 2.44, 2.4299999999999997)","(9.0, 15.0, 14.470588235294118)","(7.0, 21.0, 20.375)","(41.0, 95.0, 85.0)","(41.0, 75.0, 63.888888888888886)","(7.0, 13.0, 12.1)","(61.0, 80.0, 65.0)"
