,Mozasu Nz,Trigger,Captain Thunderbolt Nz,Steinman Nz,Beancounter,Rocknroll Yankee
09-01-2023 14:33:58.468146,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.8, 6.465217391304348)","(5.0, 6.4, 5.5600000000000005)"
09-01-2023 14:33:59.437825,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.8, 6.465217391304348)","(5.0, 6.4, 5.7)"
09-01-2023 14:34:00.461197,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.8, 6.1)","(5.0, 6.4, 5.7)"
09-01-2023 14:34:01.489922,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.8, 6.1)","(5.0, 6.4, 5.7)"
09-01-2023 14:34:02.537263,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.8, 6.454166666666667)","(5.0, 6.4, 5.975)"
09-01-2023 14:34:03.522517,"(3.3, 99999, 99990)","(5.0, 7.4, 6.833333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.331818181818182)","(5.0, 6.2, 5.790909090909091)"
09-01-2023 14:34:04.549366,"(3.3, 99999, 99990)","(5.0, 7.4, 6.9750000000000005)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.2125)","(5.0, 6.2, 5.9)"
09-01-2023 14:34:05.611311,"(3.3, 99999, 99990)","(5.0, 7.4, 6.720000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.2, 5.9)"
09-01-2023 14:34:06.723586,"(3.3, 99999, 99990)","(5.0, 7.4, 6.550000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.2, 5.9)"
09-01-2023 14:34:07.767958,"(3.3, 99999, 99990)","(5.0, 7.4, 6.550000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.2, 5.866666666666667)"
09-01-2023 14:34:08.722946,"(3.3, 99999, 99990)","(5.0, 7.4, 6.550000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.2, 5.866666666666667)"
09-01-2023 14:34:09.732051,"(3.3, 99999, 99990)","(5.0, 7.4, 6.550000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.2, 5.82)"
09-01-2023 14:34:10.811081,"(3.3, 99999, 99990)","(5.0, 7.4, 6.6)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:11.936913,"(3.3, 99999, 99990)","(5.0, 7.4, 6.6)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.1000000000000005)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:13.064133,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.16)","(5.0, 6.0, 5.85)"
09-01-2023 14:34:14.119680,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.16)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:15.121044,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.16)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:16.085181,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.16)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:17.104974,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.16)","(5.0, 6.0, 5.82)"
09-01-2023 14:34:18.119827,"(3.3, 99999, 99990)","(5.0, 7.4, 7.1)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.0, 5.96)"
09-01-2023 14:34:19.197011,"(3.3, 99999, 99990)","(5.0, 7.8, 6.75)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.800000000000001)"
09-01-2023 14:34:20.252665,"(3.3, 99999, 99990)","(5.0, 7.8, 7.030769230769231)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:21.368526,"(3.3, 99999, 99990)","(5.0, 7.8, 7.175)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:22.430387,"(3.3, 99999, 99990)","(5.0, 7.8, 7.175)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:23.522591,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:24.521574,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:25.554859,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:26.585922,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:27.599078,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:28.681467,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:29.809713,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:30.962023,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:32.059344,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.769230769230769)"
09-01-2023 14:34:33.084448,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.8500000000000005)"
09-01-2023 14:34:34.105861,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.8500000000000005)"
09-01-2023 14:34:35.102095,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:36.130846,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:37.288956,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:38.397048,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.233333333333333)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:39.393979,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:40.381522,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:41.364494,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:42.603873,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:43.829943,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:44.962557,"(3.3, 99999, 99990)","(5.0, 7.8, 7.211764705882352)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.316666666666667)","(5.0, 6.2, 5.88)"
09-01-2023 14:34:46.244509,"(3.3, 99999, 99990)","(5.0, 7.8, 7.239999999999999)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.300000000000001)","(5.0, 6.2, 5.815384615384615)"
09-01-2023 14:34:47.296975,"(3.3, 99999, 99990)","(5.0, 7.6, 7.239999999999999)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:48.461493,"(3.3, 99999, 99990)","(5.0, 7.6, 7.52)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:49.558654,"(3.3, 99999, 99990)","(5.0, 7.8, 7.7)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:50.555532,"(3.3, 99999, 99990)","(5.0, 8.6, 8.44)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.636363636363637)"
09-01-2023 14:34:51.602019,"(3.3, 99999, 99990)","(5.0, 8.6, 8.48)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:52.600090,"(3.3, 99999, 99990)","(5.0, 8.6, 8.559999999999999)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 6.32)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:53.711050,"(3.3, 99999, 99990)","(5.0, 8.6, 8.58)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 5.9750000000000005)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:54.876684,"(3.3, 99999, 99990)","(5.0, 8.6, 8.58)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 5.9)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:55.968714,"(3.3, 99999, 99990)","(5.0, 8.8, 8.775)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 5.9)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:57.044485,"(3.3, 99999, 99990)","(5.0, 11.5, 11.2)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.84)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:57.993854,"(3.3, 99999, 99990)","(5.0, 11.0, 10.446153846153846)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.84)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:34:59.037780,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.84)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:35:00.109561,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.84)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:35:01.148849,"(3.3, 99999, 99990)","(5.0, 11.0, 10.475)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.84)","(5.0, 6.0, 5.6571428571428575)"
09-01-2023 14:35:02.210181,"(3.3, 99999, 99990)","(5.0, 11.0, 10.475)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.816666666666666)","(5.0, 6.0, 5.555555555555555)"
09-01-2023 14:35:03.232845,"(3.3, 99999, 99990)","(5.0, 11.0, 10.475)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.4, 5.95)","(5.0, 6.0, 5.555555555555555)"
09-01-2023 14:35:04.273731,"(3.3, 99999, 99990)","(5.0, 9.6, 9.263768115942028)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.122222222222223)","(5.0, 6.0, 5.555555555555555)"
09-01-2023 14:35:05.305231,"(3.3, 99999, 99990)","(5.0, 11.5, 11.308333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 5.673913043478261)","(5.0, 6.0, 5.555555555555555)"
09-01-2023 14:35:06.405571,"(3.3, 99999, 99990)","(5.0, 12.0, 10.916666666666668)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.590909090909091)","(5.0, 6.0, 5.666666666666667)"
09-01-2023 14:35:07.426816,"(3.3, 99999, 99990)","(5.0, 12.0, 10.916666666666668)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 6.0, 5.569565217391305)"
09-01-2023 14:35:08.394728,"(3.3, 99999, 99990)","(5.0, 11.5, 10.625)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:09.339486,"(3.3, 99999, 99990)","(5.0, 11.5, 10.67391304347826)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:10.351808,"(3.3, 99999, 99990)","(5.0, 11.5, 10.733333333333333)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:11.329469,"(3.3, 99999, 99990)","(5.0, 9.8, 9.53103448275862)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:12.365723,"(3.3, 99999, 99990)","(5.0, 11.0, 10.76)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.85)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:13.274156,"(3.3, 99999, 99990)","(5.0, 11.0, 9.833333333333332)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:14.239973,"(3.3, 99999, 99990)","(5.0, 11.5, 10.075)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:15.432670,"(3.3, 99999, 99990)","(5.0, 11.5, 10.717647058823529)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:16.644124,"(3.3, 99999, 99990)","(5.0, 11.5, 10.717647058823529)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:17.713149,"(3.3, 99999, 99990)","(5.0, 11.5, 10.695)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:18.766623,"(3.3, 99999, 99990)","(5.0, 11.0, 9.95)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.728571428571429)"
09-01-2023 14:35:19.838091,"(3.3, 99999, 99990)","(5.0, 9.8, 9.614285714285714)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 5.9, 5.833333333333333)"
09-01-2023 14:35:20.994641,"(3.3, 99999, 99990)","(5.0, 11.0, 10.76)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:22.048164,"(3.3, 99999, 99990)","(5.0, 11.0, 10.733333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:22.992569,"(3.3, 99999, 99990)","(5.0, 9.8, 9.614285714285714)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:23.923122,"(3.3, 99999, 99990)","(5.0, 11.0, 10.733333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:24.959115,"(3.3, 99999, 99990)","(5.0, 11.0, 10.733333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.78)"
09-01-2023 14:35:25.951455,"(3.3, 99999, 99990)","(5.0, 10.0, 9.566666666666666)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.2, 5.666666666666667)"
09-01-2023 14:35:26.928874,"(3.3, 99999, 99990)","(5.0, 10.0, 9.814285714285715)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.648148148148148)"
09-01-2023 14:35:27.831783,"(3.3, 99999, 99990)","(5.0, 11.0, 10.84)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:28.726944,"(3.3, 99999, 99990)","(5.0, 11.5, 10.36)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:29.783279,"(3.3, 99999, 99990)","(5.0, 10.0, 9.733333333333333)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:30.894936,"(3.3, 99999, 99990)","(5.0, 11.5, 10.225000000000001)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.833333333333333)"
09-01-2023 14:35:31.863455,"(3.3, 99999, 99990)","(5.0, 9.8, 9.5)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.75)"
09-01-2023 14:35:32.866471,"(3.3, 99999, 99990)","(5.0, 9.8, 9.614285714285714)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.85)"
09-01-2023 14:35:33.772128,"(3.3, 99999, 99990)","(5.0, 11.0, 10.576470588235294)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.2, 5.666666666666667)"
09-01-2023 14:35:34.754167,"(3.3, 99999, 99990)","(5.0, 11.0, 10.5)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 5.925)","(5.0, 6.0, 5.666666666666667)"
09-01-2023 14:35:35.847357,"(3.3, 99999, 99990)","(5.0, 11.0, 10.576470588235294)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.0, 6.075)","(5.0, 6.0, 6.105263157894737)"
09-01-2023 14:35:36.764635,"(3.3, 99999, 99990)","(5.0, 11.0, 10.822222222222223)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 5.98125)","(5.0, 6.2, 5.8500000000000005)"
09-01-2023 14:35:37.738087,"(3.3, 99999, 99990)","(5.0, 11.0, 10.533333333333333)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.038461538461538)","(5.0, 6.2, 5.95)"
09-01-2023 14:35:38.758132,"(3.3, 99999, 99990)","(5.0, 11.0, 10.72)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 6.2, 5.8500000000000005)"
09-01-2023 14:35:39.801717,"(3.3, 99999, 99990)","(5.0, 11.0, 10.72)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 6.2, 5.8500000000000005)"
09-01-2023 14:35:40.784978,"(3.3, 99999, 99990)","(5.0, 11.0, 10.416666666666666)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 6.2, 5.76)"
09-01-2023 14:35:41.775615,"(3.3, 99999, 99990)","(5.0, 10.5, 9.78)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 6.0, 5.76)"
09-01-2023 14:35:42.819641,"(3.3, 99999, 99990)","(5.0, 11.0, 10.58)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:43.736851,"(3.3, 99999, 99990)","(5.0, 11.0, 10.58)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.0687500000000005)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:44.725605,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.2, 6.125)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:45.816674,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:46.809610,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:47.760631,"(3.3, 99999, 99990)","(5.0, 11.0, 10.3)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:48.679842,"(3.3, 99999, 99990)","(5.0, 9.6, 9.457831325301205)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:49.688008,"(3.3, 99999, 99990)","(5.0, 11.0, 10.638709677419355)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:50.802001,"(3.3, 99999, 99990)","(5.0, 10.0, 9.82)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:52.049227,"(3.3, 99999, 99990)","(5.0, 10.0, 9.933333333333334)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:53.136596,"(3.3, 99999, 99990)","(5.0, 10.0, 10.8)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.52)"
09-01-2023 14:35:54.150191,"(3.3, 99999, 99990)","(5.0, 11.5, 10.8)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.7, 5.146153846153846)"
09-01-2023 14:35:55.227592,"(3.3, 99999, 99990)","(5.0, 9.8, 9.552542372881355)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.218181818181818)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:35:56.317344,"(3.3, 99999, 99990)","(5.0, 9.4, 9.5)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:35:57.417877,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:35:58.520112,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:35:59.564636,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:36:00.418756,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:36:01.396321,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:36:02.494433,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.29375)","(5.0, 5.3, 5.146153846153846)"
09-01-2023 14:36:03.513393,"(3.3, 99999, 99990)","(5.0, 9.8, 9.6875)","(31.0, 99999, 99990)","(2.9, 99999, 99990)","(4.6, 6.6, 6.6312500000000005)","(5.0, 5.3, 5.209090909090909)"
