,Jupiter,Hozier Monelli,Ripple Raider,Lost Signal,Fernvale Flash,Here Wolfe
12-01-2023 18:09:28.581726,"(2.8, 3.5, 3.419230769230769)","(4.2, 5.9, 5.18)","(31.0, 170.0, 102.0)","(3.5, 7.0, 6.892857142857142)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:29.577827,"(2.8, 3.45, 3.316666666666667)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.892857142857142)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.218421052631579)"
12-01-2023 18:09:30.627190,"(2.8, 3.45, 3.2928571428571427)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.892857142857142)","(81.0, 580.0, 360.0)","(2.7, 3.25, 3.1423076923076922)"
12-01-2023 18:09:31.695959,"(2.8, 3.45, 3.2928571428571427)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.8)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:32.739655,"(2.8, 3.45, 3.3916666666666666)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.727272727272727)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:33.745983,"(2.8, 3.45, 3.38)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.727272727272727)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:34.758247,"(2.8, 3.45, 3.38)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.727272727272727)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:35.788866,"(2.8, 3.45, 3.3722222222222222)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.727272727272727)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:36.793455,"(2.8, 3.45, 3.3625000000000003)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.727272727272727)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:37.752666,"(2.8, 3.45, 3.3625000000000003)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:38.776644,"(2.8, 3.45, 3.366)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:39.862128,"(2.8, 3.45, 3.366)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:40.928060,"(2.8, 3.45, 3.366)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:41.996430,"(2.8, 3.45, 3.3545454545454545)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:43.074037,"(2.8, 3.45, 3.3545454545454545)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:44.144695,"(2.8, 3.45, 3.3545454545454545)","(4.2, 5.9, 5.18)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 467.5)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:45.345317,"(2.8, 3.45, 3.3333333333333335)","(4.2, 5.9, 5.3)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:46.575765,"(2.8, 3.45, 3.3625)","(4.2, 5.9, 5.558620689655172)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:47.686555,"(2.8, 3.45, 3.3625)","(4.2, 5.9, 5.558620689655172)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:48.802526,"(2.8, 3.45, 3.3449999999999998)","(4.2, 5.9, 5.45)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:49.894144,"(2.8, 3.45, 3.333333333333333)","(4.2, 5.9, 5.45)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:51.012039,"(2.8, 3.45, 3.3394736842105264)","(4.2, 5.9, 5.3)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:52.137627,"(2.8, 3.45, 3.3333333333333335)","(4.2, 5.9, 5.3)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:53.239407,"(2.8, 3.45, 3.241304347826087)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:54.207456,"(2.8, 3.45, 3.2375)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:55.340763,"(2.8, 3.45, 3.2375)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:56.428030,"(2.8, 3.45, 3.2375)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:57.478933,"(2.8, 3.45, 3.2375)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.85)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:58.545804,"(2.8, 3.45, 3.2375)","(4.2, 5.9, 5.366666666666666)","(31.0, 170.0, 136.0)","(3.5, 7.0, 6.785714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:09:59.652579,"(2.8, 3.45, 3.174)","(4.2, 5.9, 5.3)","(31.0, 170.0, 115.6)","(3.5, 7.0, 6.785714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:10:00.725844,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.2700000000000005)","(31.0, 170.0, 115.6)","(3.5, 7.0, 6.785714285714286)","(81.0, 580.0, 360.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:10:01.766812,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.3)","(31.0, 170.0, 128.5)","(3.5, 7.0, 6.785714285714286)","(81.0, 580.0, 310.0)","(2.7, 3.2, 3.1025)"
12-01-2023 18:10:02.860255,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.5181818181818185)","(31.0, 160.0, 128.5)","(3.5, 7.0, 6.785714285714286)","(81.0, 480.0, 310.0)","(2.7, 3.2, 3.068421052631579)"
12-01-2023 18:10:03.906585,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.5181818181818185)","(31.0, 160.0, 128.5)","(3.5, 7.0, 6.785714285714286)","(81.0, 480.0, 310.0)","(2.7, 3.1, 3.068421052631579)"
12-01-2023 18:10:04.994280,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.5181818181818185)","(31.0, 160.0, 128.5)","(3.5, 7.0, 6.785714285714286)","(91.0, 480.0, 310.0)","(2.8, 3.1, 3.068421052631579)"
12-01-2023 18:10:06.123180,"(2.8, 3.45, 3.22741935483871)","(4.2, 5.9, 5.5181818181818185)","(31.0, 160.0, 113.5)","(3.5, 7.0, 6.892857142857142)","(91.0, 480.0, 360.0)","(2.8, 3.1, 3.094871794871795)"
12-01-2023 18:10:07.210423,"(2.8, 3.45, 3.1846153846153844)","(4.2, 5.9, 5.5181818181818185)","(31.0, 140.0, 82.92307692307692)","(3.5, 7.0, 6.766666666666667)","(91.0, 470.0, 360.0)","(2.8, 3.1, 3.094871794871795)"
12-01-2023 18:10:08.257345,"(2.8, 3.45, 3.1846153846153844)","(4.2, 5.9, 5.5181818181818185)","(31.0, 140.0, 73.75)","(3.5, 7.0, 6.8)","(91.0, 470.0, 387.5)","(2.8, 3.1, 3.094871794871795)"
12-01-2023 18:10:09.405690,"(2.8, 3.45, 3.1846153846153844)","(4.2, 5.9, 5.6000000000000005)","(31.0, 140.0, 73.75)","(3.5, 7.0, 6.8)","(91.0, 470.0, 387.5)","(2.8, 3.1, 3.0468354430379745)"
12-01-2023 18:10:10.472186,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.9, 5.6000000000000005)","(31.0, 140.0, 107.71428571428572)","(3.5, 7.0, 6.883333333333333)","(91.0, 470.0, 363.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:11.611100,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.9, 5.6375)","(31.0, 120.0, 59.8)","(3.5, 7.0, 6.883333333333333)","(91.0, 470.0, 363.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:12.744561,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.9, 5.5)","(31.0, 120.0, 55.5)","(3.5, 7.0, 6.883333333333333)","(91.0, 470.0, 363.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:13.707592,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.8, 5.5)","(31.0, 120.0, 55.5)","(3.5, 7.0, 6.883333333333333)","(91.0, 470.0, 363.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:14.776814,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.8, 5.5)","(31.0, 120.0, 55.5)","(3.5, 7.0, 6.883333333333333)","(91.0, 470.0, 305.0)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:15.804256,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.8, 5.5)","(31.0, 120.0, 55.5)","(3.5, 7.0, 6.857142857142858)","(91.0, 470.0, 366.66666666666663)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:16.882993,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.8, 5.569230769230769)","(31.0, 95.0, 82.0)","(3.5, 7.2, 6.783333333333333)","(91.0, 470.0, 373.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:18.024631,"(2.8, 3.45, 3.238235294117647)","(4.2, 5.8, 5.569230769230769)","(31.0, 90.0, 67.6)","(3.5, 7.0, 6.783333333333333)","(91.0, 480.0, 373.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:19.088769,"(2.8, 3.4, 3.2970588235294116)","(4.2, 5.8, 5.569230769230769)","(31.0, 90.0, 67.6)","(3.5, 7.0, 6.783333333333333)","(91.0, 480.0, 373.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:20.122696,"(2.8, 3.4, 3.2076923076923074)","(4.2, 5.7, 5.644444444444445)","(31.0, 85.0, 57.0)","(3.5, 8.2, 6.338888888888889)","(91.0, 540.0, 413.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:21.273481,"(2.8, 3.4, 3.225)","(4.2, 5.7, 5.644444444444445)","(31.0, 80.0, 47.8)","(3.5, 8.0, 7.449999999999999)","(91.0, 540.0, 413.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:22.378306,"(2.8, 3.4, 3.225)","(4.2, 6.0, 5.809523809523809)","(31.0, 80.0, 47.8)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 413.33333333333337)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:23.513692,"(2.8, 3.4, 3.225)","(4.2, 5.9, 5.760000000000001)","(31.0, 80.0, 47.8)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 350.0)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:24.643946,"(2.8, 3.4, 3.225)","(4.2, 5.9, 5.760000000000001)","(31.0, 80.0, 47.8)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 416.66666666666663)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:25.680358,"(2.8, 3.4, 3.18125)","(4.2, 5.9, 5.760000000000001)","(31.0, 80.0, 43.85714285714286)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 416.66666666666663)","(2.8, 3.05, 3.0468354430379745)"
12-01-2023 18:10:26.826149,"(2.8, 3.4, 3.18125)","(4.2, 5.9, 5.765384615384615)","(31.0, 80.0, 51.57142857142857)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:27.995003,"(2.8, 3.4, 3.289473684210526)","(4.2, 5.9, 5.765384615384615)","(31.0, 75.0, 55.6)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:29.052610,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 55.6)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:30.194390,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 49.42857142857143)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:31.347638,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:32.389042,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.8, 7.449999999999999)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:33.464534,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.8, 6.914285714285715)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:34.478629,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.914285714285715)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:35.526561,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.914285714285715)","(91.0, 540.0, 360.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:36.732473,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.914285714285715)","(91.0, 540.0, 325.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:37.912310,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.914285714285715)","(91.0, 470.0, 325.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:39.009015,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.914285714285715)","(91.0, 470.0, 320.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:40.313572,"(2.8, 3.4, 3.3416666666666663)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 7.449999999999999)","(91.0, 460.0, 320.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:41.592121,"(2.8, 3.4, 3.19)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.8, 7.116666666666667)","(91.0, 460.0, 320.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:42.848100,"(2.8, 3.4, 3.33)","(4.2, 5.9, 5.839130434782609)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 7.116666666666667)","(91.0, 460.0, 320.0)","(2.8, 3.05, 3.048260869565217)"
12-01-2023 18:10:43.998383,"(2.8, 3.4, 3.33)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.4, 6.7)","(91.0, 460.0, 320.0)","(2.8, 3.05, 3.0775862068965516)"
12-01-2023 18:10:45.115704,"(2.8, 3.4, 3.33)","(4.2, 5.9, 5.765384615384615)","(31.0, 70.0, 43.81818181818182)","(3.5, 7.2, 6.74)","(91.0, 460.0, 320.0)","(2.8, 3.1, 3.0785714285714287)"
12-01-2023 18:10:46.204547,"(2.8, 3.4, 3.322222222222222)","(4.2, 5.9, 5.765384615384615)","(31.0, 65.0, 50.5)","(3.5, 7.0, 6.4)","(91.0, 460.0, 320.0)","(2.8, 3.1, 3.0863636363636364)"
12-01-2023 18:10:47.359959,"(2.8, 3.4, 3.322222222222222)","(4.2, 5.9, 5.839130434782609)","(31.0, 65.0, 54.0)","(3.5, 7.0, 6.4)","(91.0, 460.0, 320.0)","(2.8, 3.1, 3.0863636363636364)"
12-01-2023 18:10:48.479832,"(2.8, 3.4, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 60.0, 54.0)","(3.5, 7.0, 6.5)","(91.0, 460.0, 320.0)","(2.8, 3.1, 3.0863636363636364)"
12-01-2023 18:10:49.533906,"(2.8, 3.4, 3.26875)","(4.2, 5.9, 5.839130434782609)","(31.0, 60.0, 54.0)","(3.5, 7.2, 5.955555555555556)","(91.0, 460.0, 325.0)","(2.8, 3.1, 3.2125)"
12-01-2023 18:10:50.611670,"(2.8, 3.4, 3.2285714285714286)","(4.2, 5.9, 5.839130434782609)","(31.0, 60.0, 42.0)","(3.5, 7.2, 6.3)","(91.0, 460.0, 325.0)","(2.8, 3.25, 3.2)"
12-01-2023 18:10:51.644316,"(2.8, 3.4, 3.1714285714285713)","(4.2, 5.9, 5.839130434782609)","(31.0, 60.0, 42.0)","(3.5, 6.8, 6.3)","(91.0, 460.0, 325.0)","(2.8, 3.3, 3.2)"
12-01-2023 18:10:52.721764,"(2.8, 3.4, 3.1714285714285713)","(4.2, 5.9, 5.839130434782609)","(31.0, 50.0, 46.5)","(3.5, 6.8, 6.3)","(91.0, 460.0, 350.0)","(2.8, 3.3, 3.2)"
12-01-2023 18:10:53.935828,"(2.8, 3.4, 3.1714285714285713)","(4.2, 5.9, 5.839130434782609)","(31.0, 50.0, 46.5)","(3.5, 6.8, 6.3)","(91.0, 510.0, 350.0)","(2.8, 3.3, 3.2)"
12-01-2023 18:10:55.064151,"(2.8, 3.4, 3.1714285714285713)","(4.2, 5.9, 5.839130434782609)","(31.0, 50.0, 46.5)","(3.5, 6.8, 5.811764705882353)","(91.0, 510.0, 350.0)","(2.8, 3.3, 3.2)"
12-01-2023 18:10:56.209891,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 50.0, 43.2)","(3.5, 6.4, 5.811764705882353)","(91.0, 510.0, 330.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:10:57.425904,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 48.0, 43.2)","(3.5, 6.4, 5.811764705882353)","(91.0, 460.0, 330.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:10:58.536018,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 48.0, 43.2)","(3.5, 6.4, 5.811764705882353)","(91.0, 460.0, 300.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:10:59.710408,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 48.0, 40.0)","(3.5, 6.4, 5.811764705882353)","(91.0, 500.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:00.883948,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 48.0, 38.666666666666664)","(3.5, 6.4, 5.816666666666666)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2)"
12-01-2023 18:11:01.876080,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 48.0, 38.666666666666664)","(3.5, 6.4, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:02.861892,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 43.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:03.919590,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 43.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:04.971369,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 43.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:05.979987,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:07.351330,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:08.306950,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 325.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:09.360479,"(2.8, 3.4, 3.208)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.972727272727273)","(91.0, 450.0, 330.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:10.425316,"(2.8, 3.4, 3.19)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(91.0, 450.0, 330.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:11.546077,"(2.8, 3.4, 3.19)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(91.0, 450.0, 306.6666666666667)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:12.635478,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(91.0, 500.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:13.730101,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:14.790216,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:15.932559,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:17.081483,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:18.122432,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:19.443083,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 350.0)","(2.8, 3.3, 3.2333333333333334)"
12-01-2023 18:11:20.663279,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.749180327868853)","(81.0, 490.0, 345.0)","(2.8, 3.3, 3.2363636363636363)"
12-01-2023 18:11:21.792501,"(2.8, 3.35, 3.225)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:22.903325,"(2.8, 3.35, 3.209375)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:24.001132,"(2.8, 3.35, 3.1892857142857145)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:24.982872,"(2.8, 3.35, 3.1892857142857145)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:25.993841,"(2.8, 3.35, 3.1892857142857145)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
12-01-2023 18:11:27.074192,"(2.8, 3.35, 3.1892857142857145)","(4.2, 5.9, 5.839130434782609)","(31.0, 46.0, 38.0)","(3.5, 6.2, 5.751724137931035)","(81.0, 490.0, 345.0)","(2.8, 3.35, 3.2363636363636363)"
