,Field Regiment,Mishani Conman,Nic Me Some,Ascot Express,Alert And Ready,Ginger Rock
15-12-2022 15:23:01.900501,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:03.052295,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:04.139754,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:05.180658,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:06.249198,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:07.414183,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:08.532058,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:09.637239,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:10.783787,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:11.970963,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:13.267101,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:14.189889,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:15.155930,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:16.234935,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.6, 7.0285714285714285)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:17.419476,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.4, 6.8545454545454545)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:18.477228,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:19.521454,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:20.433968,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:21.392161,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:22.415741,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:23.411736,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:24.571046,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:25.617007,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:26.610444,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:27.644962,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:28.577506,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:29.505571,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:30.519442,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:31.560861,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:32.569417,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:33.542688,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:34.470495,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:35.326281,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:36.264252,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:37.188465,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:38.174550,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:39.036192,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:39.920946,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:40.849468,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:41.836171,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:42.800337,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:43.673511,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:44.525054,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:45.538774,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:46.502269,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:47.401037,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:48.309208,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:49.213728,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:50.137737,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:51.251050,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:52.131810,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:53.070089,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:54.062928,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:55.072177,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:56.083747,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.0)"
15-12-2022 15:23:57.036100,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.4, 5.06)"
15-12-2022 15:23:57.910883,"(2.4, 2.84, 2.79)","(7.5, 10.5, 9.7125)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.06)"
15-12-2022 15:23:58.796204,"(2.4, 2.84, 2.74)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 4.966666666666667)"
15-12-2022 15:23:59.686365,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.799999999999999)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 4.966666666666667)"
15-12-2022 15:24:00.594189,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.799999999999999)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 4.966666666666667)"
15-12-2022 15:24:01.519342,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.799999999999999)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 4.966666666666667)"
15-12-2022 15:24:02.386863,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.2, 6.836363636363636)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 4.966666666666667)"
15-12-2022 15:24:03.350198,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:04.331736,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:05.299705,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:06.234600,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:07.166194,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.959999999999999)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:08.031234,"(2.4, 2.84, 2.767272727272727)","(7.5, 12.5, 11.533333333333333)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:09.020150,"(2.4, 2.84, 2.72)","(7.5, 12.5, 11.96)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:10.042635,"(2.4, 2.84, 2.72)","(7.5, 12.5, 11.96)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:11.079098,"(2.4, 2.84, 2.72)","(7.5, 12.5, 11.96)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:12.073196,"(2.4, 2.84, 2.72)","(7.5, 12.5, 11.96)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:12.992079,"(2.4, 2.84, 2.72)","(7.5, 12.5, 11.533333333333333)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:13.848701,"(2.4, 2.84, 2.72)","(7.5, 12.0, 11.314285714285715)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 4.933333333333334)"
15-12-2022 15:24:14.731267,"(2.4, 2.84, 2.72)","(7.5, 11.5, 10.022222222222222)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 5.16)"
15-12-2022 15:24:15.698263,"(2.4, 2.84, 2.72)","(7.5, 11.5, 10.022222222222222)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 5.16)"
15-12-2022 15:24:16.629427,"(2.4, 2.84, 2.72)","(7.5, 11.5, 10.022222222222222)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.2, 5.268421052631579)"
15-12-2022 15:24:17.593657,"(2.4, 2.84, 2.72)","(7.5, 11.5, 10.022222222222222)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.255)"
15-12-2022 15:24:18.509821,"(2.4, 2.84, 2.72)","(7.5, 11.0, 10.3)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.255)"
15-12-2022 15:24:19.510481,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.9)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.252631578947368)"
15-12-2022 15:24:20.445048,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:21.371324,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:22.292722,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:23.203521,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:24.137767,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:25.110458,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.15)"
15-12-2022 15:24:26.139795,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:27.148597,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:28.111191,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:29.109153,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:30.041455,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:30.943674,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:31.862836,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:32.787689,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:33.703290,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:34.645002,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:35.628980,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:36.564615,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:37.536720,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:38.450674,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:39.287528,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:40.246555,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:41.269551,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:42.354133,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:43.373505,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:44.343162,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:45.198380,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:46.125689,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:47.124827,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:48.215140,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:49.220012,"(2.4, 2.84, 2.72)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:50.246635,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:51.207189,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:52.183658,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:53.090659,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:54.011587,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
15-12-2022 15:24:54.936922,"(2.4, 2.84, 2.75)","(7.5, 10.5, 9.78)","(5.0, 7.0, 6.866666666666666)","(9.0, 14.5, 12.25)","(6.0, 99999, 99990)","(4.6, 5.3, 5.171428571428572)"
