,Real Steel,Fake,Federal Flame,Fortune Rose,Unacceptable Bro,Verve To Excel,Pattaya Pete,Smoking Barrel
08-01-2023 17:04:30.373011,"(3.1, 5.9, 5.13)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 588.8888888888889)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.8, 6.163636363636364)"
08-01-2023 17:04:31.410560,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.8352941176470585)"
08-01-2023 17:04:32.488126,"(3.1, 5.9, 5.136363636363637)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:33.658038,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:34.790507,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:35.970609,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:37.096821,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:38.203240,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:39.373395,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:40.540138,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:41.655216,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:42.771239,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:43.826741,"(3.1, 5.9, 4.8500000000000005)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:44.955973,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:46.131337,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:47.315628,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:48.473420,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:49.590974,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:50.681091,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 38.0, 33.8)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:51.775396,"(3.1, 5.9, 5.2)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:52.936613,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:54.080506,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.476923076923077)"
08-01-2023 17:04:55.200352,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 30.6)","(15.0, 40.0, 28.5)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.2, 6.266666666666667)"
08-01-2023 17:04:56.314211,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:04:57.468034,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:04:58.598560,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:04:59.708486,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:05:00.800683,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:05:01.855333,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.266666666666667)"
08-01-2023 17:05:02.936257,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:04.083537,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:05.239266,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:06.332895,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:07.400028,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:08.436452,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:09.517869,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:10.628333,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:11.719827,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:12.854798,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:13.908564,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:14.930705,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 311.53846153846155)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.483333333333333)"
08-01-2023 17:05:15.959294,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 8.0, 6.490909090909091)"
08-01-2023 17:05:17.075514,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 7.8, 6.9714285714285715)"
08-01-2023 17:05:18.172190,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 50.5)","(5.5, 7.6, 6.9714285714285715)"
08-01-2023 17:05:19.274324,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 28.333333333333336)","(15.0, 40.0, 28.5)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.9714285714285715)"
08-01-2023 17:05:20.318857,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.490909090909091)"
08-01-2023 17:05:21.376215,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:22.441879,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:23.547907,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:24.690259,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:25.858185,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:27.031395,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:28.178122,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:29.292664,"(3.1, 5.8, 5.311111111111111)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:30.421504,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:31.558518,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:32.753532,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:33.943149,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:35.076627,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:36.153480,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 375.0)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:37.259057,"(3.1, 6.0, 5.628571428571429)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:38.365128,"(3.1, 6.2, 5.0)","(15.0, 34.0, 25.75)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:39.529118,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.490909090909091)"
08-01-2023 17:05:40.660001,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.8, 6.622222222222222)"
08-01-2023 17:05:41.716549,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 7.04)"
08-01-2023 17:05:42.774937,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 2.573913043478261)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.4, 6.3999999999999995)"
08-01-2023 17:05:43.915007,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 2.6, 3.2615)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.942857142857142)"
08-01-2023 17:05:45.073825,"(3.1, 6.0, 5.241666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.65, 3.3024999999999998)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.942857142857142)"
08-01-2023 17:05:46.252352,"(3.1, 6.0, 5.133333333333334)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.55, 3.34)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.942857142857142)"
08-01-2023 17:05:47.388432,"(3.1, 6.0, 5.133333333333334)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.6, 3.133157894736842)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.942857142857142)"
08-01-2023 17:05:48.482516,"(3.1, 5.9, 5.366666666666667)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.55, 3.421666666666667)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.28)"
08-01-2023 17:05:49.613872,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.0)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.872727272727272)"
08-01-2023 17:05:50.760513,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.6)"
08-01-2023 17:05:51.981179,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.892307692307692)"
08-01-2023 17:05:53.190848,"(3.1, 5.9, 4.928571428571429)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:05:54.423114,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:05:55.594713,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:05:56.816889,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3825000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:05:58.062409,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3657142857142857)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:05:59.261245,"(3.1, 5.9, 4.985714285714286)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.3657142857142857)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:06:00.514817,"(3.1, 5.9, 4.928571428571429)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.2982758620689654)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:06:01.753806,"(3.1, 5.9, 4.928571428571429)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 3.2066666666666666)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:06:03.014666,"(3.1, 5.9, 4.928571428571429)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 2.7960000000000003)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
08-01-2023 17:06:04.244391,"(3.1, 5.9, 4.928571428571429)","(15.0, 34.0, 23.333333333333332)","(15.0, 40.0, 20.444444444444443)","(91.0, 650.0, 558.3333333333334)","(2.3, 3.5, 2.9971428571428573)","(5.0, 8.8, 8.525)","(26.0, 75.0, 32.333333333333336)","(5.5, 7.6, 6.5)"
