,Dollar Signs,Brightly Staring,Aston Esme,Arkansas,All Inn Ryder,Black Tuxedo
08-01-2023 17:36:13.014645,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.566666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:13.963001,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.566666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:14.866145,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.566666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:15.751637,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.566666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:16.723676,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.566666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:17.670659,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.230769230769231)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:18.604538,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.230769230769231)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:19.670928,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.230769230769231)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:20.677103,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.230769230769231)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.858695652173913)"
08-01-2023 17:36:21.655890,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.8541666666666665)"
08-01-2023 17:36:22.663281,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.8541666666666665)"
08-01-2023 17:36:23.713817,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.8541666666666665)"
08-01-2023 17:36:24.709054,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:25.750286,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:26.822748,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:27.854204,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:28.820694,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:29.849732,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:30.851898,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:31.845756,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:32.784068,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:33.747550,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:34.656808,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:35.626435,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:36.736011,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:37.867034,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:38.936336,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:40.111417,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 77.23809523809524)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:41.280232,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:42.386274,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.692105263157895)"
08-01-2023 17:36:43.445141,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.8)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.841891891891892)"
08-01-2023 17:36:44.491964,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.706666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.6785714285714284)"
08-01-2023 17:36:45.527931,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.706666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:46.496504,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.706666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:47.466898,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.706666666666666)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:48.367620,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.5200000000000005)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:49.256730,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.387096774193549)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:50.249533,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.387096774193549)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:51.306592,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.387096774193549)","(21.0, 190.0, 50.705882352941174)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:52.341686,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.118181818181818)","(21.0, 190.0, 48.82352941176471)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:53.391320,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.118181818181818)","(21.0, 190.0, 48.82352941176471)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:54.495203,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.902702702702703)","(21.0, 190.0, 48.82352941176471)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:55.564314,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 4.902702702702703)","(21.0, 190.0, 48.82352941176471)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:56.570437,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.2, 5.066666666666666)","(21.0, 190.0, 48.82352941176471)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:57.548716,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 6.0, 5.033333333333333)","(21.0, 190.0, 75.71428571428572)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:58.533801,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 5.9, 5.033333333333333)","(21.0, 190.0, 75.71428571428572)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:36:59.464640,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 5.9, 5.033333333333333)","(21.0, 190.0, 75.71428571428572)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:37:00.367662,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 5.8, 5.533333333333333)","(21.0, 190.0, 75.71428571428572)","(2.7, 4.0, 3.7567567567567566)"
08-01-2023 17:37:01.349908,"(2.1, 2.42, 2.4146341463414633)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 21.166666666666668)","(4.0, 5.7, 4.8315789473684205)","(21.0, 190.0, 75.71428571428572)","(2.7, 4.0, 3.753846153846154)"
08-01-2023 17:37:02.324554,"(2.1, 2.42, 2.3965957446808512)","(13.0, 26.0, 16.416666666666668)","(17.0, 42.0, 28.5)","(4.0, 5.7, 4.958333333333333)","(21.0, 190.0, 73.33333333333334)","(2.7, 4.0, 3.8685185185185187)"
08-01-2023 17:37:03.278365,"(2.1, 2.4, 2.395121951219512)","(13.0, 25.0, 19.75)","(17.0, 40.0, 28.5)","(4.0, 5.6, 5.007692307692308)","(21.0, 160.0, 96.25)","(2.7, 3.95, 3.8685185185185187)"
08-01-2023 17:37:04.340170,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 18.375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 130.0, 73.33333333333334)","(2.7, 3.95, 3.8685185185185187)"
08-01-2023 17:37:05.373385,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 68.57142857142857)","(2.7, 3.95, 3.8071428571428574)"
08-01-2023 17:37:06.374796,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 68.57142857142857)","(2.7, 3.95, 3.8590909090909093)"
08-01-2023 17:37:07.378292,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 68.57142857142857)","(2.7, 3.95, 3.8590909090909093)"
08-01-2023 17:37:08.393776,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.8590909090909093)"
08-01-2023 17:37:09.395990,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.816666666666667)"
08-01-2023 17:37:10.325033,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.061538461538461)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.85)"
08-01-2023 17:37:11.273972,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.85)"
08-01-2023 17:37:12.220538,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.85)"
08-01-2023 17:37:13.076109,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.85)"
08-01-2023 17:37:14.015869,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.85)"
08-01-2023 17:37:14.926708,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 23.6)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:15.884765,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 28.0)","(4.0, 5.6, 5.1)","(21.0, 120.0, 67.28571428571428)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:16.861024,"(2.1, 2.4, 2.395121951219512)","(13.0, 30.0, 16.4375)","(17.0, 50.0, 28.0)","(4.0, 5.6, 5.3)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:17.803583,"(2.1, 2.4, 2.297142857142857)","(13.0, 30.0, 16.22222222222222)","(17.0, 50.0, 41.75)","(4.0, 5.5, 5.3)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:18.809123,"(2.1, 2.4, 2.297142857142857)","(13.0, 30.0, 16.22222222222222)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:19.808901,"(2.1, 2.4, 2.297142857142857)","(13.0, 30.0, 16.22222222222222)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:20.742192,"(2.1, 2.4, 2.297142857142857)","(13.0, 28.0, 21.7)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:21.788182,"(2.1, 2.4, 2.297142857142857)","(13.0, 28.0, 21.7)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:22.749381,"(2.1, 2.4, 2.297142857142857)","(13.0, 28.0, 18.9)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:23.748496,"(2.1, 2.4, 2.297142857142857)","(13.0, 28.0, 21.5)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:24.678794,"(2.1, 2.4, 2.3257142857142856)","(13.0, 28.0, 20.045454545454547)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.873809523809524)"
08-01-2023 17:37:25.829874,"(2.1, 2.4, 2.322758620689655)","(13.0, 28.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.81)"
08-01-2023 17:37:26.795373,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:27.929389,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:28.987447,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 53.333333333333336)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:29.994147,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 50.90909090909091)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:30.981867,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 50.90909090909091)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:31.974781,"(2.1, 2.4, 2.322758620689655)","(13.0, 30.0, 26.88888888888889)","(17.0, 50.0, 46.7)","(4.0, 5.5, 5.42)","(21.0, 120.0, 51.6)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:32.982999,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 60.0, 52.18181818181818)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 51.6)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:33.869700,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 60.0, 52.18181818181818)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 51.6)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:34.823761,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 60.0, 52.18181818181818)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 51.6)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:35.812736,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 55.0, 41.42857142857143)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 51.6)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:36.847036,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:37.886272,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:38.961148,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:40.005501,"(2.1, 2.4, 2.3257142857142856)","(13.0, 30.0, 28.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:41.073288,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.856666666666667)"
08-01-2023 17:37:42.103319,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.9050000000000002)"
08-01-2023 17:37:43.104309,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.9050000000000002)"
08-01-2023 17:37:44.014283,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.9050000000000002)"
08-01-2023 17:37:44.970676,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.9050000000000002)"
08-01-2023 17:37:45.880137,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 44.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 53.5)","(2.7, 3.95, 3.9050000000000002)"
08-01-2023 17:37:46.931899,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 26.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 64.72727272727272)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:47.956028,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 26.0)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 64.72727272727272)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:48.978919,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 45.5)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 54.22222222222222)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:49.978452,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 45.64285714285714)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:51.037478,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 42.75)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:52.083020,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 42.75)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:53.105916,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 42.75)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:54.138773,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 42.75)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:55.234262,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 46.25)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:56.249846,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 46.25)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
08-01-2023 17:37:57.163034,"(2.1, 2.4, 2.343783783783784)","(13.0, 30.0, 23.25)","(17.0, 50.0, 46.25)","(4.0, 5.6, 4.888888888888888)","(21.0, 120.0, 60.8)","(2.7, 3.95, 3.8666666666666667)"
